Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-1509.932	-1682.78	172.8478	0.2492448	1.214143
6	-1514.918	-1687.685	172.7673	0.2053549	1.317019
12	-1509.53	-1682.4	172.8702	0.1307592	1.294048
18	-1513.164	-1685.705	172.5409	0.3156105	1.408702
24	-1509.973	-1682.549	172.5756	0.2809424	1.408702
30	-1513.172	-1686.124	172.9522	0.09913104	1.252567
36	-1513.807	-1686.804	172.9971	0.09531903	1.21804
42	-1524.355	-1696.9	172.5448	0.5047003	1.254064
48	-1522.627	-1695.338	172.7114	0.3633479	1.232985
54	-1508.08	-1680.744	172.664	0.3235655	1.304974
60	-1517.426	-1690.161	172.7349	0.1208116	1.40938
66	-1503.345	-1675.883	172.5378	0.1479803	1.537967
72	-1497.57	-1670.022	172.4523	0.4057977	1.407473
78	-1509.114	-1682.037	172.9228	0.1187994	1.260627
84	-1505.578	-1678.364	172.7857	0.1663212	1.333563
90	-1507.758	-1680.41	172.6519	0.1126263	1.479076
96	-1495.152	-1668.251	173.0991	0.1395499	1.08893
102	-1494.741	-1667.292	172.5514	0.6641416	1.110125
108	-1494.082	-1666.677	172.5951	0.2024175	1.454049
114	-1506.377	-1679.334	172.9573	0.09788862	1.249341
120	-1505.617	-1678.129	172.5121	0.3573397	1.398663
126	-1509.458	-1681.791	172.3331	0.1796326	1.663838
132	-1504.033	-1676.929	172.8959	0.1065729	1.292788
138	-1513.276	-1686.133	172.8568	0.2152044	1.235288
144	-1510.004	-1682.74	172.7369	0.3731761	1.203012
150	-1503.274	-1676.001	172.7269	0.3792833	1.206382
156	-1503.862	-1676.659	172.7974	0.3359437	1.182983
162	-1506.381	-1679.143	172.7627	0.576101	0.9924194
168	-1519.852	-1692.39	172.538	0.473877	1.285141
174	-1513.62	-1686.684	173.0641	0.1256643	1.133305
180	-1505.646	-1678.49	172.8435	0.2348935	1.229906
186	-1503.834	-1676.492	172.6581	0.1411303	1.452773
192	-1498.237	-1670.954	172.7168	0.3692547	1.223429
198	-1494.711	-1667.577	172.8663	0.3692547	1.091764
204	-1495.632	-1668.664	173.0322	0.2042514	1.090952
210	-1504.835	-1677.797	172.9617	0.1937634	1.163679
216	-1505.762	-1678.705	172.9431	0.0826488	1.273775
222	-1502.469	-1675.326	172.8568	0.3247331	1.140723
228	-1492.873	-1665.648	172.7748	0.3370619	1.201523
234	-1498.6	-1671.188	172.5883	0.2960876	1.387045
240	-1506.263	-1679.114	172.8505	0.2231912	1.233873
246	-1513.582	-1686.079	172.4968	0.8144115	1.01988
252	-1519.358	-1692.283	172.9253	0.129815	1.249387
258	-1508.377	-1680.769	172.3921	0.1312306	1.656244
264	-1501.204	-1673.638	172.434	0.1748239	1.594497
270	-1500.165	-1673.091	172.9261	0.1227353	1.254677
276	-1504.98	-1677.839	172.8591	0.3706011	1.097107
282	-1512.304	-1684.966	172.6621	0.2461317	1.368315
288	-1511.875	-1684.585	172.7091	0.1991172	1.368315
294	-1496.862	-1669.834	172.9725	0.08828778	1.244729
300	-1489.852	-1662.834	172.9826	0.02819867	1.286028
306	-1494.65	-1667.348	172.6985	0.4131258	1.201676
312	-1503.447	-1676.332	172.8847	0.2126177	1.213911
318	-1500.751	-1673.853	173.1017	0.1228757	1.101852
324	-1502.101	-1675.02	172.9183	0.1499256	1.238503
330	-1519.404	-1692.025	172.6208	0.2449763	1.401563
336	-1504.937	-1677.516	172.5786	0.2413598	1.436923
342	-1506.724	-1679.352	172.6286	0.4587587	1.222373
348	-1505.763	-1678.472	172.7085	0.3139669	1.276466
354	-1507.762	-1680.346	172.5849	0.5418273	1.188741
360	-1510.176	-1682.9	172.7241	0.3249119	1.254532
366	-1507.137	-1679.459	172.3223	0.4826787	1.448382
372	-1508.866	-1681.466	172.6005	0.3075309	1.368504
378	-1509.195	-1681.491	172.2958	0.8847695	1.141591
384	-1496.716	-1669.655	172.9387	0.2052754	1.17378
390	-1492.732	-1665.57	172.8376	0.2122574	1.253804
396	-1498.053	-1670.957	172.9047	0.1231376	1.272034
402	-1505.507	-1678.046	172.5386	0.489259	1.272034
408	-1507.633	-1680.123	172.49	0.6208143	1.20241
414	-1499.986	-1672.415	172.4291	0.4534666	1.388432
420	-1498.477	-1671.393	172.9152	0.1823572	1.213689
426	-1504.304	-1677.056	172.7518	0.1554302	1.369143
432	-1527.66	-1700.357	172.6964	0.006825187	1.525035
438	-1503.203	-1676.128	172.9253	0.008469267	1.34807
444	-1499.423	-1672.415	172.9919	0.2694029	1.067785
450	-1498.324	-1671.272	172.9479	0.2063668	1.164737
456	-1501.438	-1674.213	172.7752	0.1407833	1.362185
462	-1512.895	-1685.32	172.4252	0.3001997	1.50849
468	-1502.286	-1675.027	172.7413	0.3001997	1.26077
474	-1508.161	-1680.665	172.5039	0.3223745	1.432053
480	-1507.176	-1679.928	172.7523	0.07394375	1.432053
486	-1509.12	-1681.573	172.4533	0.1749069	1.580388
492	-1503.891	-1676.694	172.8033	0.2000861	1.292099
498	-1510.498	-1683.094	172.5965	0.2866732	1.388016
504	-1505.693	-1678.639	172.9461	0.1411011	1.222472
510	-1503.555	-1676.543	172.9882	0.09906329	1.222472
516	-1500.684	-1673.458	172.7737	0.1560247	1.351312
522	-1507.36	-1680.017	172.6571	0.1516993	1.445466
528	-1504.421	-1677.269	172.8479	0.04594601	1.379657
534	-1503.168	-1676.118	172.9498	0.02996993	1.311249
540	-1510.705	-1683.666	172.9609	0.1246796	1.223861
546	-1510.121	-1682.763	172.642	0.1025788	1.494104
552	-1515.666	-1688.483	172.8163	0.08899701	1.37059
558	-1521.201	-1693.739	172.5379	0.4610171	1.29573
564	-1514.498	-1687.367	172.8697	0.08991347	1.327481
570	-1511.822	-1684.519	172.6966	0.469848	1.154046
576	-1496.901	-1669.766	172.8657	0.05691049	1.356986
582	-1499.848	-1672.56	172.7114	0.1435329	1.409942
588	-1503.613	-1676.236	172.6234	0.2820123	1.370523
594	-1498.831	-1671.924	173.0933	0.0759629	1.151566
600	-1510.47	-1683.192	172.7222	0.05777488	1.467384
606	-1508.282	-1680.864	172.5815	0.5285141	1.203085
612	-1503.372	-1676.004	172.6324	0.5285141	1.1589
618	-1509.839	-1682.213	172.3734	0.8564419	1.096993
624	-1508.056	-1680.989	172.933	0.052376	1.306689
630	-1503.706	-1676.393	172.6873	0.5210446	1.116663
636	-1507.524	-1680.158	172.6337	0.5745588	1.116663
