Iteration	Posterior	Likelihood	Prior	part_rate_trans	tree_length
0	-388.7799	-560.2258	171.4459	1.022447	1.695449
6	-370.6956	-540.8482	170.1526	0.9346284	2.599742
12	-361.4789	-532.244	170.7651	1.539589	1.809933
18	-368.3471	-538.4915	170.1444	1.483946	2.258915
24	-361.2378	-531.84	170.6022	2.03364	1.574755
30	-361.8935	-532.5123	170.6188	1.550361	1.90268
36	-372.9019	-544.4201	171.5183	1.152339	1.549222
42	-368.9303	-539.8575	170.9272	1.819169	1.492782
48	-363.1426	-533.7989	170.6564	1.624484	1.826384
54	-371.5263	-542.2986	170.7723	1.356941	1.929729
60	-371.2359	-541.6917	170.4558	1.356941	2.139548
66	-372.6755	-543.4957	170.8203	1.368542	1.889361
72	-365.0193	-535.6628	170.6436	1.65435	1.814631
78	-369.9759	-541.0863	171.1104	1.65435	1.47895
84	-369.7907	-540.539	170.7482	1.6142	1.769881
90	-362.8064	-533.5635	170.7571	1.293893	1.982258
96	-367.7672	-538.6034	170.8362	1.458739	1.816664
102	-370.1217	-540.8322	170.7105	1.955631	1.552511
108	-372.3295	-543.1945	170.865	1.332118	1.883704
114	-352.1558	-521.9051	169.7493	0.7068949	2.984226
120	-363.9926	-534.5798	170.5872	0.9058628	2.345346
126	-368.4012	-538.957	170.5558	1.310157	2.104759
132	-378.1479	-549.0181	170.8703	1.387076	1.842528
138	-381.4636	-552.4234	170.9597	1.476207	1.718347
144	-387.4879	-558.6621	171.1742	1.591038	1.478536
150	-381.4026	-552.0373	170.6346	1.643316	1.82838
156	-366.8492	-537.5822	170.733	1.48257	1.871127
162	-363.2909	-534.2199	170.929	1.286552	1.871127
168	-365.3425	-535.8003	170.4578	1.293186	2.179746
174	-374.2341	-544.5464	170.3123	1.652982	2.039279
180	-376.3909	-546.9642	170.5733	1.467721	1.988904
186	-375.7236	-546.1497	170.4261	1.281816	2.207652
192	-372.1134	-543.2593	171.146	1.281816	1.724109
198	-371.7052	-542.5906	170.8854	1.617297	1.670986
204	-371.2348	-541.9143	170.6796	1.275346	2.046164
210	-368.9122	-539.3457	170.4334	1.18025	2.268322
216	-372.3609	-543.0316	170.6707	1.117347	2.155678
222	-374.0457	-544.7851	170.7394	1.162948	2.08083
228	-381.7463	-552.5319	170.7855	1.707825	1.677654
234	-379.7218	-550.4412	170.7194	1.226719	2.051991
240	-370.635	-540.5232	169.8882	1.00616	2.718521
246	-370.1274	-540.8392	170.7118	1.208511	2.069019
252	-370.155	-540.6183	170.4633	1.467231	2.062259
258	-369.2737	-540.1779	170.9042	1.12126	1.999284
264	-373.2182	-543.6914	170.4732	1.514467	2.024486
270	-381.5046	-552.1449	170.6402	1.514467	1.912498
276	-373.6764	-544.3995	170.723	1.812354	1.647609
282	-379.3262	-550.1425	170.8163	2.111398	1.352945
288	-376.591	-547.2136	170.6227	1.908041	1.650965
294	-374.5038	-545.2358	170.732	1.34066	1.967764
300	-365.824	-536.4206	170.5965	1.327175	2.066776
306	-373.6302	-543.9636	170.3335	1.44804	2.159925
312	-371.207	-542.0196	170.8127	1.349964	1.907122
318	-370.7315	-541.3919	170.6604	1.022314	2.223911
324	-374.6764	-544.1515	169.4751	1.095577	2.915278
330	-371.3557	-541.8583	170.5027	0.8279918	2.447921
336	-349.3979	-520.1945	170.7966	1.493564	1.819998
342	-352.6712	-523.0885	170.4173	1.624097	1.98865
348	-358.3436	-529.343	170.9993	1.305848	1.809598
354	-364.6208	-535.4675	170.8468	1.161605	2.010692
360	-366.7313	-537.4707	170.7394	1.548513	1.821541
366	-365.0645	-535.5592	170.4947	1.062862	2.304242
372	-361.6613	-531.9719	170.3107	1.227114	2.316865
378	-382.1245	-552.7966	170.6721	1.159341	2.127355
384	-374.0333	-544.0559	170.0226	1.159341	2.540944
390	-373.3726	-543.4395	170.0669	1.290514	2.431111
396	-361.9249	-532.5307	170.6058	1.745427	1.777679
402	-362.9539	-533.6371	170.6832	1.795256	1.688249
408	-357.0302	-527.7212	170.691	1.385944	1.964871
414	-366.4396	-537.3288	170.8892	1.315826	1.87829
420	-366.2363	-537.0215	170.7852	1.735907	1.65786
426	-362.0465	-532.6192	170.5726	1.36257	2.059203
432	-374.9179	-545.5148	170.5969	0.9564815	2.30691
438	-364.1281	-534.1822	170.0541	0.9688279	2.63944
444	-360.3807	-531.3867	171.006	1.287659	1.817583
450	-365.7881	-536.0779	170.2898	1.116874	2.400022
456	-358.3124	-528.7425	170.43	1.341171	2.166616
462	-361.6513	-531.9021	170.2509	1.383194	2.255231
468	-351.9531	-522.3342	170.3811	1.269637	2.244532
474	-357.1263	-527.7238	170.5976	0.9946832	2.282058
480	-362.8053	-533.2132	170.4079	1.18436	2.282058
486	-361.7657	-532.3804	170.6147	1.072106	2.221266
492	-366.1296	-536.7443	170.6147	1.072106	2.221266
498	-375.7966	-545.8258	170.0292	1.638608	2.233513
504	-358.7489	-529.4392	170.6903	1.6683	1.772567
510	-379.6357	-550.6525	171.0168	1.390664	1.738381
516	-390.3335	-560.9785	170.6451	1.050452	2.215651
522	-375.3245	-546.0886	170.7641	0.9418908	2.208921
528	-369.5447	-540.1448	170.6	1.257351	2.110393
534	-372.0385	-542.4415	170.4029	1.118371	2.327354
540	-373.4745	-544.1337	170.6592	1.701801	1.770875
546	-370.8376	-541.4132	170.5756	1.175122	2.179919
552	-372.0753	-542.4546	170.3793	1.306227	2.222124
558	-385.3075	-555.8013	170.4938	2.089495	1.613063
564	-360.6155	-531.2656	170.6501	1.334849	2.026294
570	-364.1377	-535.06	170.9223	1.139561	1.974966
576	-376.4095	-547.0015	170.592	1.212668	2.144827
582	-376.8443	-546.9258	170.0816	1.434658	2.330598
588	-372.3862	-542.9034	170.5172	1.812018	1.792959
594	-371.6174	-542.6953	171.0778	1.464936	1.642299
600	-367.959	-538.2754	170.3164	1.491974	2.142398
606	-362.9323	-533.537	170.6047	1.84867	1.706055
612	-361.2582	-532.3357	171.0775	1.454672	1.649938
618	-368.6261	-539.3077	170.6816	1.853198	1.648009
624	-363.1295	-533.8092	170.6797	1.370583	1.982763
630	-364.4133	-534.3494	169.9361	1.032353	2.673032
636	-361.3865	-531.6789	170.2924	0.9068127	2.530202
642	-368.0036	-538.7947	170.7912	1.370764	1.907606
648	-356.175	-526.6518	170.4768	1.474899	2.048292
654	-360.6875	-531.7619	171.0744	1.078026	1.914025
660	-365.5992	-536.2399	170.6406	0.9459637	2.285665
666	-375.505	-545.6153	170.1103	0.9459637	2.618903
672	-374.1062	-543.9929	169.8867	1.018859	2.711645
678	-357.9964	-528.9852	170.9889	1.585738	1.619344
684	-354.9988	-525.8597	170.861	1.527001	1.752039
690	-357.1646	-528.2421	171.0775	1.687571	1.478668
696	-354.6572	-525.5867	170.9295	1.586244	1.661672
702	-367.4684	-537.9494	170.4809	1.268342	2.180872
708	-372.5181	-543.656	171.1379	1.268342	1.739237
714	-378.1901	-548.3271	170.137	1.329543	2.362157
720	-381.0343	-551.432	170.3977	1.134575	2.320385
726	-376.2062	-547.2012	170.9949	1.586699	1.61427
732	-374.265	-545.1965	170.9315	1.682801	1.590524
738	-377.3962	-548.0467	170.6505	1.570726	1.867251
744	-373.2629	-544.1682	170.9054	0.9903594	2.085224
750	-374.2868	-544.6032	170.3164	1.904105	1.867782
756	-367.7831	-538.7218	170.9387	1.563007	1.67172
762	-379.055	-549.7776	170.7226	1.862849	1.611516
768	-391.6387	-562.7342	171.0955	1.489954	1.611516
774	-373.4933	-544.1441	170.6508	1.460278	1.941922
780	-373.0008	-543.9179	170.9171	1.325654	1.852513
786	-381.3725	-552.3068	170.9343	1.72021	1.561042
792	-375.1515	-545.5788	170.4273	1.754756	1.893956
798	-364.3671	-535.3459	170.9789	1.307258	1.822762
804	-373.4875	-544.2257	170.7381	1.497415	1.857467
810	-365.1499	-536.2255	171.0756	1.48735	1.627805
816	-370.3656	-540.7235	170.3579	1.569819	2.064134
822	-373.7897	-544.5918	170.8021	1.549027	1.777722
828	-366.3745	-536.8778	170.5033	1.471978	2.03267
834	-373.7322	-544.3854	170.6531	1.390661	1.987088
840	-373.1821	-543.7376	170.5554	1.627021	1.893674
846	-358.6284	-529.3561	170.7277	1.34366	1.968619
852	-377.5457	-548.3359	170.7902	1.732219	1.656909
858	-373.5642	-544.5473	170.9831	1.453486	1.717892
864	-366.4765	-536.7606	170.2841	1.408861	2.217286
870	-383.4961	-554.2867	170.7906	1.092637	2.093412
876	-385.7437	-556.5098	170.766	1.387589	1.913215
882	-376.2307	-547.2211	170.9904	1.403552	1.747896
888	-376.2937	-547.0149	170.7212	1.486411	1.876542
894	-359.6515	-530.3343	170.6827	1.524895	1.876542
900	-370.7623	-541.1455	170.3832	1.580463	2.040383
906	-365.0468	-535.7045	170.6577	1.566387	1.865316
912	-369.9982	-540.6161	170.618	1.322179	2.055938
918	-360.6387	-531.2566	170.618	1.322179	2.055938
924	-349.9585	-520.9135	170.955	1.711766	1.552045
930	-360.0201	-530.4728	170.4527	1.694969	1.917267
