Iteration	Posterior	Likelihood	Prior	gain_loss_ratio	tree_length
0	-39.21647	-209.074	169.8575	3.408839	1.48639
6	-33.97678	-203.5476	169.5708	5.06758	0.8959842
12	-35.40734	-205.0441	169.6367	4.548428	1.108089
18	-32.33771	-202.3379	170.0002	3.91897	1.108089
24	-29.89753	-199.1372	169.2396	5.304669	1.106704
30	-30.15428	-199.5271	169.3729	3.599421	1.748695
36	-38.1594	-207.9192	169.7598	4.919931	0.7534448
42	-28.90908	-198.4153	169.5062	5.053463	0.973357
48	-44.58608	-213.8726	169.2865	5.48838	0.973357
54	-44.05679	-213.9738	169.917	3.077457	1.606846
60	-40.64697	-210.9707	170.3237	3.129456	1.266688
66	-41.13178	-211.5764	170.4446	3.275968	1.074431
72	-42.83831	-212.4895	169.6512	4.588343	1.074431
78	-43.38315	-213.1065	169.7234	3.635673	1.477826
84	-44.42225	-215.5179	171.0956	2.014322	1.327129
90	-44.05932	-213.8435	169.7842	3.688662	1.405824
96	-45.63837	-215.7178	170.0795	2.218133	1.941061
102	-38.15721	-207.4838	169.3266	4.125666	1.551878
108	-29.33365	-199.3179	169.9842	4.424049	0.8160937
114	-20.93406	-191.8267	170.8926	2.774592	0.9782623
120	-34.20196	-204.6378	170.4358	2.736614	1.39965
126	-33.67607	-204.4677	170.7916	2.233783	1.423618
132	-32.94555	-204.3049	171.3593	2.233783	0.9232605
138	-35.89457	-207.3891	171.4945	1.483935	1.38571
144	-22.88169	-193.9336	171.0519	2.392342	1.102779
150	-28.64472	-197.8374	169.1926	5.462401	1.077547
156	-31.31927	-200.9046	169.5854	4.641827	1.108121
162	-25.25713	-194.2645	169.0074	5.927131	1.041244
168	-42.81443	-212.7516	169.9371	3.875922	1.187116
174	-52.46006	-222.0602	169.6001	3.582415	1.594202
180	-39.57463	-209.4908	169.9162	3.10396	1.594202
186	-37.34605	-208.02	170.674	2.247358	1.504671
192	-40.66265	-211.7198	171.0572	2.017724	1.355477
198	-29.08416	-200.7618	171.6777	1.332106	1.355477
204	-42.26449	-212.8219	170.5574	3.262469	0.9729662
210	-39.41147	-209.0789	169.6674	4.634159	1.035151
216	-42.01457	-211.9897	169.9751	2.706975	1.753631
222	-40.79645	-210.3767	169.5803	5.426216	0.5995582
228	-35.54683	-205.2259	169.6791	4.797316	0.9335104
234	-32.80933	-204.3928	171.5834	1.681555	1.162254
240	-26.43135	-196.3543	169.923	2.573682	1.858484
246	-22.26354	-190.4885	168.225	7.657158	1.076962
252	-22.38333	-192.3742	169.9909	3.777411	1.192744
258	-26.30554	-195.0444	168.7389	6.296238	1.132712
264	-30.83938	-200.2973	169.4579	4.201471	1.419556
270	-44.37336	-213.6995	169.3262	5.396196	0.9794872
276	-37.96001	-207.6549	169.6949	4.851306	0.8839122
282	-50.81883	-219.8536	169.0348	4.851306	1.467409
288	-43.48433	-213.1536	169.6693	4.851306	0.9127747
294	-37.37292	-206.4508	169.0779	5.747223	1.055276
300	-41.85263	-211.3675	169.5149	4.284429	1.337305
306	-36.89499	-207.0047	170.1097	1.772993	2.17044
312	-19.92366	-189.3256	169.402	4.547243	1.309181
318	-20.29379	-190.5969	170.3031	2.951906	1.382348
324	-18.47873	-189.2302	170.7515	2.498867	1.290259
330	-17.35133	-189.0205	171.6692	1.642004	1.117833
336	-12.8022	-182.882	170.0798	4.172546	0.8751929
342	-21.88506	-191.8259	169.9409	4.548587	0.7811883
348	-16.33281	-187.0117	170.6789	2.912032	1.089603
354	-15.84273	-186.1128	170.27	3.674221	0.9942082
360	-18.9461	-189.6201	170.674	3.23879	0.8621205
366	-18.24966	-189.0751	170.8254	2.616916	1.151765
372	-40.62683	-211.3831	170.7563	1.784315	1.728232
378	-34.03705	-204.2015	170.1645	3.615214	1.129218
384	-25.23429	-195.8157	170.5814	2.227027	1.585208
390	-26.0216	-196.9242	170.9026	2.227027	1.340944
396	-23.67401	-194.3329	170.6589	2.044185	1.638248
402	-26.74505	-197.1066	170.3616	2.044185	1.846811
408	-23.62669	-194.0699	170.4432	2.894568	1.303164
414	-31.26688	-201.71	170.4432	2.894568	1.303164
420	-36.00652	-205.4196	169.413	3.208221	1.897274
426	-33.43806	-203.7935	170.3555	2.892937	1.374094
432	-43.65994	-213.5954	169.9354	2.342345	1.971053
438	-33.35198	-204.1191	170.7671	2.073104	1.541666
444	-38.91152	-208.8238	169.9122	2.903908	1.697469
450	-28.37392	-198.7722	170.3983	2.903908	1.333934
456	-20.10023	-190.1412	170.0409	4.111336	0.9573861
462	-10.97379	-182.7243	171.7505	1.61526	1.065361
468	-19.12008	-190.843	171.7229	1.932769	0.7867898
474	-18.32304	-188.8892	170.5661	2.58304	1.387106
480	-32.64003	-203.1672	170.5271	2.342976	1.557063
486	-38.30966	-208.5821	170.2724	3.261375	1.235106
492	-28.73088	-200.002	171.2711	1.807918	1.329116
498	-29.80804	-201.0966	171.2885	1.992294	1.182159
504	-25.39063	-196.5385	171.1479	2.514372	0.9133832
510	-30.63806	-201.607	170.9689	2.675115	0.974996
516	-28.5821	-200.0065	171.4244	2.094526	0.974996
522	-27.58843	-198.7194	171.1309	2.094526	1.243256
528	-36.35125	-206.597	170.2458	3.513537	1.114327
534	-37.05881	-207.3152	170.2564	3.331334	1.20927
540	-37.8453	-207.5705	169.7251	3.564627	1.510336
546	-44.72051	-214.5713	169.8508	3.370375	1.510336
552	-47.00476	-217.5033	170.4985	2.376963	1.558438
558	-40.88536	-210.698	169.8127	3.803086	1.32747
564	-41.7461	-211.1277	169.3816	5.229036	1.008254
570	-43.38538	-213.1791	169.7938	4.039747	1.225575
576	-53.61555	-222.2954	168.6799	4.235019	1.960222
582	-44.39706	-213.2161	168.819	6.372241	1.026174
588	-35.92874	-205.1343	169.2056	5.793252	0.9019121
594	-39.93831	-209.8488	169.9105	3.878023	1.20892
600	-32.5805	-202.4306	169.8501	3.065678	1.660923
606	-34.35772	-204.6824	170.3247	3.413817	1.101196
612	-26.8626	-197.3039	170.4413	3.138647	1.16135
618	-30.5505	-200.398	169.8475	4.394201	0.9888822
624	-32.04274	-201.8228	169.78	4.394201	1.054955
630	-35.65356	-205.6426	169.989	4.033163	1.054955
636	-48.20125	-217.3357	169.1345	5.815686	0.9669841
642	-36.77222	-206.0148	169.2425	5.716996	0.9013553
648	-41.92644	-210.5673	168.6408	5.716996	1.434577
654	-35.96136	-205.4567	169.4954	4.103877	1.434577
660	-45.01566	-216.379	171.3633	2.372916	0.7843215
666	-33.36906	-203.7694	170.4004	2.920832	1.322639
672	-33.43584	-203.4305	169.9947	3.88285	1.132817
678	-31.86595	-201.7838	169.9178	4.010733	1.132817
684	-38.6066	-208.0061	169.3995	4.600506	1.287326
690	-38.19329	-208.0638	169.8705	3.86459	1.249443
696	-33.02976	-202.4943	169.4645	3.435132	1.758368
702	-16.23074	-185.2441	169.0134	6.68638	0.517872
708	-12.26517	-181.2262	168.9611	6.68638	0.6807733
714	-20.17335	-188.6074	168.4341	7.975971	0.6807733
720	-18.6687	-188.2714	169.6027	5.022408	0.8863542
726	-32.38243	-201.8638	169.4814	3.854317	1.55728
732	-19.66543	-189.2773	169.6119	4.889749	0.9526568
738	-35.29958	-204.0182	168.7186	5.162239	1.581996
744	-27.60989	-196.7487	169.1389	4.485586	1.538591
750	-25.64924	-196.9107	171.2614	2.13009	1.103811
756	-24.33902	-194.0489	169.7099	3.677618	1.46811
762	-24.49613	-193.3284	168.8323	6.197032	1.088677
768	-26.20073	-196.0247	169.824	4.56581	0.9126807
774	-31.47727	-202.1193	170.642	2.743085	1.229249
780	-32.11126	-201.4057	169.2944	5.843036	0.7602359
786	-38.82021	-208.2389	169.4187	5.098587	1.037281
792	-39.80404	-210.1988	170.3948	2.846267	1.369453
798	-31.53106	-201.769	170.2379	2.846267	1.490095
804	-37.64836	-209.0457	171.3973	1.980299	1.094188
810	-24.38795	-195.2459	170.858	2.658835	1.094188
816	-30.73288	-200.9898	170.2569	3.419333	1.158774
822	-29.8972	-200.4982	170.601	3.061779	1.064327
828	-33.11464	-204.0389	170.9243	2.458926	1.170489
834	-32.8082	-202.5199	169.7117	4.192261	1.219309
840	-28.694	-199.0155	170.3215	3.2161	1.219309
846	-29.19939	-198.4352	169.2358	4.272485	1.556031
852	-21.17828	-190.954	169.7757	4.487192	1.008527
858	-26.4137	-196.7056	170.2919	3.196497	1.255263
864	-31.75815	-201.6817	169.9236	3.166904	1.557279
870	-22.95875	-192.9656	170.0068	3.66296	1.239682
876	-20.49324	-191.8424	171.3492	1.843385	1.239682
882	-30.79288	-200.8285	170.0356	4.093734	0.9736662
888	-39.66435	-209.4248	169.7604	4.297427	1.123909
894	-26.3261	-196.3587	170.0326	3.645407	1.22725
900	-26.64204	-196.1559	169.5138	4.524474	1.22725
906	-24.54153	-193.8458	169.3043	5.313918	1.041902
912	-26.33752	-196.213	169.8755	3.89353	1.230581
918	-32.80292	-201.7188	168.9159	6.127513	1.039826
924	-20.0679	-191.8356	171.7677	1.668999	1.001266
930	-15.44304	-186.2054	170.7624	2.9664	0.9709953
936	-15.06516	-184.2344	169.1692	6.25326	0.6480696
942	-15.97995	-184.8997	168.9197	6.25326	0.9791384
948	-28.54365	-199.5935	171.0498	2.561749	0.9791384
954	-30.23518	-200.231	169.9958	3.867721	1.140048
960	-33.31171	-204.1361	170.8244	2.708593	1.091134
966	-24.87932	-195.4589	170.5796	3.051171	1.091134
972	-20.1615	-188.865	168.7035	6.944064	0.8862247
978	-26.31982	-196.1692	169.8493	3.55113	1.422634
984	-16.3127	-186.1351	169.8224	3.55113	1.443353
990	-21.50455	-191.3935	169.889	4.643311	0.7809622
996	-19.35163	-189.2732	169.9216	4.420837	0.8937438
1002	-20.45656	-190.8261	170.3695	3.834902	0.7613233
1008	-19.21825	-188.5881	169.3698	5.088499	1.088315
1014	-19.90005	-190.7339	170.8339	2.533728	1.199087
1020	-26.71765	-196.2834	169.5658	4.816093	1.038361
1026	-28.96513	-197.4976	168.5325	7.021882	1.031018
1032	-21.50485	-192.6807	171.1758	2.331793	1.031018
1038	-18.00139	-188.944	170.9426	2.331793	1.239872
1044	-28.83523	-198.2339	169.3987	5.379721	0.9111816
1050	-26.61616	-198.098	171.4818	1.567208	1.3344
1056	-28.64186	-198.4324	169.7905	3.797693	1.347794
1062	-22.78248	-194.6853	171.9028	1.397838	1.112655
1068	-21.77121	-192.227	170.4558	2.833881	1.32807
1074	-20.49998	-191.3476	170.8476	2.522666	1.194526
1080	-7.282737	-177.9395	170.6567	2.925893	1.100935
1086	-16.6988	-188.4737	171.7749	1.665508	0.9971626
1092	-25.49224	-194.7603	169.2681	5.359744	1.054558
1098	-17.79738	-188.9258	171.1284	2.521823	0.928473
1104	-15.38787	-186.2517	170.8639	2.521823	1.18105
1110	-10.60259	-180.9736	170.371	3.058576	1.267914
1116	-12.90834	-182.3856	169.4772	4.315899	1.352973
1122	-14.86115	-186.0899	171.2288	1.704587	1.434395
1128	-13.37526	-184.4784	171.1032	2.631228	0.8634683
1134	-18.37318	-188.3636	169.9904	3.294413	1.442819
1140	-53.34517	-220.4346	167.0894	12.13505	0.6021989
1146	-31.60161	-200.9485	169.3469	5.044346	1.129967
1152	-48.48987	-217.6672	169.1773	5.333758	1.149574
1158	-52.78656	-222.5126	169.7261	3.660838	1.463811
1164	-53.74209	-222.6427	168.9006	5.091935	1.47359
1170	-52.90003	-221.5392	168.6391	5.581974	1.485512
1176	-48.31972	-217.9795	169.6598	3.09818	1.77931
1182	-53.66918	-224.5105	170.8413	1.860937	1.619658
1188	-44.42059	-214.3848	169.9642	2.881566	1.671863
1194	-50.33581	-220.197	169.8612	1.785665	2.323102
1200	-51.99941	-222.7175	170.7181	2.042929	1.596161
1206	-47.85719	-218.1088	170.2516	2.720776	1.547922
1212	-46.71796	-215.6845	168.9666	3.657396	2.000935
1218	-31.54484	-201.9217	170.3769	3.10558	1.236047
1224	-25.68579	-195.1278	169.442	4.019712	1.512587
1230	-20.09673	-190.4015	170.3048	2.892219	1.41399
1236	-26.82554	-197.6797	170.8542	2.892219	0.9295733
1242	-23.00957	-194.1665	171.1569	2.364446	1.024299
1248	-26.46831	-197.2006	170.7323	2.753492	1.144648
1254	-25.55831	-196.3402	170.7819	2.786917	1.077383
1260	-23.30351	-193.399	170.0955	3.632335	1.180527
1266	-24.04617	-195.6446	171.5985	1.678002	1.151833
1272	-33.89109	-204.6832	170.7921	2.333047	1.361367
1278	-27.9784	-197.863	169.8846	3.879128	1.230296
1284	-23.22717	-193.0788	169.8516	4.63694	0.834616
1290	-23.27937	-193.8828	170.6034	3.179959	0.9827308
1296	-15.0051	-184.2112	169.2061	6.177106	0.6430366
1302	-17.80855	-186.8199	169.0113	6.668025	0.5764544
1308	-15.64991	-186.5516	170.9016	2.421023	1.215302
1314	-22.28479	-192.6768	170.392	3.323127	1.094157
1320	-24.25407	-194.5107	170.2566	3.701499	0.9905545
1326	-33.30095	-203.2872	169.9863	3.51968	1.330902
