Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-977.0492	-1145.912	168.8625	0.7111665	0.9998759	0.1044063	1.673306	1.466014	0.6502883	1.60033
6	-983.9659	-1152.827	168.8608	0.5513706	1.361783	0.6596666	1.180994	1.269867	0.6414751	1.539597
12	-983.6806	-1152.006	168.3251	0.6649919	0.999397	0.5295654	1.253689	1.280547	0.6786322	2.102531
18	-994.5842	-1162.176	167.5918	0.6649919	0.9027379	1.917362	1.253689	0.7054558	0.647282	2.134341
24	-992.4459	-1159.496	167.0499	0.5312096	1.184913	2.083374	1.129911	1.248557	0.429442	2.134341
30	-1002.817	-1167.346	164.529	0.7383182	0.9509541	1.996601	2.188155	1.121772	1.031623	2.844342
36	-986.8142	-1153.504	166.6898	0.8222109	1.005785	1.996601	0.7850646	1.214895	0.120565	2.798523
42	-994.4953	-1158.192	163.6968	0.6858464	1.053559	2.805763	1.576842	2.246851	0.7002202	2.714293
48	-1000.526	-1162.501	161.9753	0.7125408	1.093771	2.727047	1.692828	3.901692	0.4829082	2.825308
54	-1000.224	-1163.046	162.8212	0.8888189	1.158787	3.252461	1.054383	3.639298	0.3053492	2.499908
60	-996.0305	-1157.771	161.7403	0.7455267	1.004762	3.776485	0.8710989	3.639298	0.8402779	2.807345
66	-1002.471	-1164.287	161.8156	0.7413436	1.314392	3.901601	1.691221	1.012589	2.272566	2.726933
72	-1002.623	-1169.95	167.327	1.036263	1.201975	0.5765952	2.709461	0.3138102	1.622806	1.362907
78	-993.8285	-1163.49	169.6613	1.036263	1.196884	1.106586	0.7166929	0.3138102	0.3276109	1.682702
84	-991.9509	-1161.325	169.3739	0.9814341	1.646558	1.113541	0.8532924	0.1677537	0.4714371	1.501248
90	-990.6268	-1160.059	169.4323	0.7245279	1.471557	0.1392488	1.127108	1.023979	0.6216048	1.547662
96	-992.0786	-1159.993	167.9139	0.9812895	1.390884	0.1738927	1.127108	1.023979	1.804739	1.642156
102	-1002.813	-1168.013	165.2006	1.02016	1.189784	2.275409	1.013916	0.3115446	2.481227	2.264378
108	-995.49	-1161.462	165.9725	0.8572129	1.138497	1.249143	2.31322	1.035566	0.9259632	2.264378
114	-998.4737	-1166.077	167.6033	0.3936701	1.138497	0.6364697	1.936169	0.9850238	0.4457674	2.420229
120	-990.7059	-1156.398	165.6921	0.6299591	1.138497	1.960436	0.7913143	2.771092	0.7186395	2.119196
126	-1002.946	-1169.402	166.4565	0.6299591	1.414482	1.184619	1.280875	0.9078143	1.827752	2.119196
132	-996.193	-1161.797	165.6036	0.9347034	1.424404	1.533718	1.280875	0.8406705	2.023582	2.168222
138	-983.8483	-1150.3	166.4515	0.7105602	1.122962	1.174443	0.9970695	1.455275	1.19878	2.502293
144	-983.7866	-1152.208	168.4215	0.7028305	0.856931	0.5819891	0.5170493	0.9574678	1.072239	2.502293
150	-985.9957	-1154.803	168.8072	0.4877825	0.9528152	0.1578374	1.074226	0.7515481	0.5523575	2.676379
156	-988.6578	-1158.289	169.6309	0.5548459	1.042834	0.1392251	0.5304356	0.6469035	0.4242078	2.575644
162	-991.7735	-1162.278	170.5044	0.917714	0.8902082	0.06939299	0.2809737	0.3172211	0.3833227	2.346945
168	-984.6666	-1156.665	171.9988	0.6375258	0.9786292	0.2275639	0.1384301	0.1080175	0.3833227	1.591407
174	-982.7343	-1153.916	171.1818	0.6954551	1.285635	0.431947	0.1108938	0.4574631	0.2762215	1.619871
180	-977.2059	-1148.857	171.6507	0.6954551	1.238655	0.3460163	0.1108938	0.2197936	0.1778911	1.619871
186	-981.0931	-1152.783	171.6902	0.6465088	1.117506	0.3460163	0.1099366	0.4621363	0.2305513	1.495727
192	-979.6295	-1150.45	170.8204	0.7819823	1.022696	0.6341069	0.1053313	0.7147311	0.2555097	1.698296
198	-987.1961	-1158.642	171.446	0.8246297	0.8711522	0.1697816	0.03188683	0.7937616	0.3725335	1.57315
204	-976.4806	-1147.412	170.9312	0.6492538	0.8860907	0.7626207	0.114114	0.5535819	0.5030241	1.644868
210	-991.6523	-1162.346	170.6932	0.75248	1.173723	0.4282216	0.1513494	0.2056012	0.4028417	2.057212
216	-988.3876	-1158.907	170.5193	0.8877674	1.23347	0.1508841	0.4307859	0.251291	0.4028417	2.013714
222	-985.1083	-1155.673	170.5648	0.640847	1.046102	0.2934806	0.3493903	0.4222571	0.1584379	2.267069
228	-996.3188	-1167.012	170.6933	0.6503263	0.9221717	0.2828949	0.5753693	0.7167066	0.05053402	1.995971
234	-999.459	-1169.289	169.8298	0.7280651	0.9237857	0.3740144	0.1024741	0.9926565	0.7355162	2.135859
240	-1008.386	-1177.75	169.3637	0.7234609	1.154481	0.9016089	0.2530624	0.7797811	0.3448873	2.242811
246	-1002.897	-1171.543	168.6464	1.065962	1.203588	0.9016089	0.347892	0.7785715	0.2537509	2.451576
