Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	tree_length
0	-71.7479	-235.935	164.1871	1.148788	13.81737	0.9351255	1.065577
6	-84.06789	-246.0181	161.9502	1.83352	18.20087	1.04999	1.403376
12	-94.62383	-257.7059	163.0821	0.8572738	17.35479	0.9780627	1.480609
18	-78.54229	-240.975	162.4327	1.124152	14.96184	0.7034575	2.312497
24	-72.7119	-235.6217	162.9098	1.56899	14.98631	0.6906898	1.701474
30	-73.4884	-238.8347	165.3463	0.5865984	10.33941	0.7192466	1.575098
36	-76.26226	-241.8149	165.5527	1.215205	5.641446	1.597346	1.665091
42	-88.68669	-254.0391	165.3525	1.221798	6.36382	1.206809	1.838633
48	-87.00181	-252.0786	165.0768	1.527739	6.13569	1.243999	1.863253
54	-88.04645	-251.7746	163.7282	1.527739	10.88819	0.6255714	1.990524
60	-90.46222	-255.3762	164.914	1.319726	5.466134	1.115091	2.398626
66	-81.54232	-245.0744	163.5321	0.8464148	11.20726	1.115091	2.181055
72	-79.18048	-241.8969	162.7164	1.249419	16.08155	0.778972	1.813779
78	-73.9179	-237.5505	163.6326	1.206603	14.56177	0.9935244	1.280958
84	-80.10019	-243.9344	163.8343	0.7226924	14.56177	1.315075	1.248461
90	-69.5002	-236.6153	167.1151	0.6851252	5.706056	1.1234	1.211115
96	-83.89601	-245.4027	161.5067	2.009549	17.17147	1.810329	1.185225
102	-105.8604	-268.4429	162.5825	1.458066	13.56788	1.320379	1.821709
108	-105.3181	-267.4685	162.1504	1.600338	16.14046	0.9687462	1.821709
114	-89.4019	-255.3053	165.9034	0.9456896	4.467555	2.873407	1.070416
120	-88.69292	-254.3703	165.6774	1.131817	5.012407	1.833255	1.692541
126	-112.8945	-277.1328	164.2383	1.354322	9.829154	1.620305	1.27137
132	-103.2301	-268.2682	165.0381	0.8724144	8.024206	2.107697	1.134944
138	-99.45311	-264.765	165.3118	1.08072	8.165181	1.341629	1.328959
144	-82.07854	-248.7313	166.6527	0.6852638	4.891774	1.548373	1.562159
150	-78.9557	-245.5603	166.6046	0.1934486	5.021003	1.063411	2.215373
156	-74.99552	-241.1392	166.1437	0.2355531	7.026639	0.6665356	2.13804
162	-82.4782	-247.5816	165.1034	0.3351325	10.52018	0.8852196	1.768088
168	-75.14065	-239.4878	164.3472	0.5148052	8.661504	0.6851305	2.681078
174	-76.21902	-241.1482	164.9291	1.207572	5.822953	0.9276124	2.469033
180	-90.10539	-252.495	162.3896	2.124253	6.420058	0.7726262	3.377421
186	-95.86479	-256.0286	160.1639	1.671947	10.15791	0.5914437	4.208391
192	-111.9309	-274.0263	162.0954	1.754381	10.16075	1.146133	2.702059
198	-97.40901	-258.1427	160.7337	2.199177	9.174128	1.370687	3.317747
204	-97.14648	-259.8417	162.6953	1.558867	13.69478	1.038787	1.845351
210	-98.52942	-261.2468	162.7174	1.251553	8.565618	0.7205698	3.21885
216	-82.93261	-244.9829	162.0503	1.251553	20.91418	0.8237371	1.522176
222	-88.38903	-249.9283	161.5392	1.090866	18.04202	0.8237371	2.373068
228	-77.12584	-236.7303	159.6044	2.214305	25.98367	1.658548	1.32779
234	-80.65157	-245.4901	164.8385	1.245396	8.286492	0.8078822	1.908095
240	-74.16077	-236.5116	162.3508	1.065568	22.10659	1.165658	0.9403645
246	-87.68058	-252.7074	165.0269	0.4900012	10.24803	1.165658	1.574516
252	-94.90238	-260.6679	165.7656	0.3974387	6.496912	0.9903106	2.216306
258	-92.54834	-256.4979	163.9495	0.5680085	13.00059	1.055745	1.780767
264	-100.5024	-263.3654	162.8629	0.9800918	11.79147	0.9176204	2.53533
270	-94.27592	-257.7548	163.4789	1.579078	8.539732	1.822174	1.85185
276	-86.00982	-248.2174	162.2076	1.579078	17.024	1.694867	1.075931
282	-88.41953	-252.4387	164.0192	1.835415	7.601008	1.828492	1.536865
288	-88.89825	-253.7209	164.8226	1.319067	7.402573	2.155485	1.104583
294	-78.19111	-242.5755	164.3844	1.157237	9.156738	1.045994	1.900079
300	-94.52919	-263.2753	168.7461	1.252589	1.484429	1.167457	1.631215
306	-83.13648	-249.176	166.0395	1.177422	4.303693	0.9197412	2.28983
312	-76.92049	-242.5802	165.6597	1.023338	4.754483	0.6127368	2.660234
318	-68.84833	-231.7136	162.8653	1.354965	14.67155	0.5107694	2.054116
324	-78.94171	-244.6025	165.6608	1.164891	5.865352	1.081656	1.90881
330	-75.93646	-240.2461	164.3096	1.164891	8.652423	1.081656	2.042071
336	-74.906	-238.6864	163.7804	1.349442	8.496044	1.017357	2.344303
342	-82.08036	-246.7966	164.7162	1.486245	6.242207	0.8650498	2.344303
348	-72.78879	-233.3728	160.584	1.14695	22.78816	1.299505	2.041269
354	-81.69284	-245.3491	163.6563	1.588049	8.613186	1.22214	2.110623
360	-86.34497	-250.0168	163.6718	1.506532	6.893795	0.922433	2.767662
366	-81.55321	-246.3553	164.8021	0.4876652	6.893795	0.8109558	2.767662
372	-109.286	-276.8864	167.6004	0.2360388	3.725102	0.7140929	2.245466
378	-91.42807	-256.3782	164.9501	0.9423952	5.640519	1.327568	2.426099
384	-102.9777	-268.4591	165.4814	0.5574054	5.640519	0.9104469	2.595177
390	-80.14794	-239.0651	158.9172	2.385516	27.9648	1.819075	1.35963
396	-75.12627	-237.1907	162.0644	2.057008	15.30087	0.6226778	1.941554
402	-75.83284	-240.1781	164.3453	1.645997	7.774598	0.4526754	2.330228
408	-77.11907	-240.7249	163.6058	0.7979864	15.71311	0.9986887	1.398598
414	-84.8234	-250.7037	165.8803	1.233493	7.726993	1.013661	1.140659
420	-80.58941	-243.2212	162.6318	1.128954	13.5592	0.2599618	2.687395
426	-78.862	-243.1886	164.3266	0.8240822	11.47583	0.5780961	1.972635
432	-81.54141	-246.2097	164.6683	1.203097	8.361118	0.9924046	1.908126
438	-80.06797	-243.9445	163.8766	1.057847	10.29203	1.258791	1.908126
444	-82.94174	-244.9722	162.0305	1.84221	12.02985	0.730264	2.590054
450	-73.90031	-240.3334	166.4331	1.026665	5.232712	1.665579	1.23815
456	-74.65235	-242.4082	167.7559	0.9729384	1.646807	0.6349474	2.711391
462	-71.94571	-237.5631	165.6173	1.416282	6.002167	1.449746	1.451957
468	-73.16213	-238.6548	165.4927	0.7148781	5.387246	0.6316466	2.739448
474	-70.83318	-235.561	164.7278	1.400945	9.415996	0.5241054	1.793544
480	-93.43866	-259.1108	165.6722	0.7861381	5.969688	0.6796084	2.37918
486	-91.19203	-255.8431	164.6511	0.6829815	5.969688	0.7694396	3.014759
492	-87.79685	-253.8342	166.0374	1.322327	3.902798	0.5227521	2.597897
498	-93.3499	-255.9057	162.5558	0.938011	14.75064	0.5866943	2.459478
504	-100.1215	-264.0423	163.9208	1.106797	10.83845	1.188608	1.773115
510	-96.08536	-257.7835	161.6982	1.253074	15.07342	1.229902	2.345351
516	-98.19696	-259.1385	160.9415	1.519549	15.07342	0.9889272	2.799408
522	-95.18333	-258.2269	163.0435	1.636814	11.06699	1.352888	1.85055
528	-94.58381	-260.8459	166.262	1.314175	5.868266	1.352888	1.139143
534	-78.51518	-243.5418	165.0266	1.371805	5.999715	0.9599792	2.22941
540	-90.21596	-253.4628	163.2469	1.417761	4.404882	0.5862652	3.980465
546	-86.42914	-248.3359	161.9068	1.809427	8.159644	0.397853	3.644494
552	-78.48178	-242.8703	164.3886	1.222771	10.92073	0.97694	1.485899
558	-79.03877	-245.479	166.4402	1.239937	3.529461	1.473303	1.929995
564	-91.16032	-256.8291	165.6688	1.404508	3.923969	1.392272	2.221729
570	-85.02155	-250.4507	165.4291	0.9102425	6.699504	0.716926	2.221729
576	-82.44266	-246.8342	164.3916	0.9357282	10.39818	0.6750768	2.013226
582	-97.68284	-261.6228	163.94	0.9357282	10.39818	0.994024	2.100862
588	-92.43768	-253.0653	160.6277	1.941721	18.01508	2.009455	1.623743
594	-88.52284	-250.5185	161.9957	2.025318	11.05846	0.9437279	2.545536
600	-83.92844	-249.425	165.4965	0.8414498	6.266491	0.9709815	2.182261
606	-100.905	-262.9052	162.0003	1.134883	17.14827	0.9709815	2.079004
612	-79.10761	-241.4877	162.3801	1.018902	16.45885	1.039927	1.962066
618	-83.01432	-245.5282	162.5139	1.12871	18.32347	0.569517	1.835207
624	-77.23792	-240.1717	162.9338	0.8088276	17.38665	0.972572	1.624585
630	-83.09913	-243.4249	160.3257	2.192247	15.35033	1.385853	2.477546
636	-86.31099	-246.1395	159.8285	2.116886	21.21194	1.112563	2.214958
642	-92.27166	-253.8922	161.6206	1.215992	12.83262	1.116687	2.848835
648	-86.12372	-249.6925	163.5688	0.9438961	15.34506	0.491633	1.755769
654	-76.71384	-240.2265	163.5127	1.189197	15.47919	0.730124	1.419302
660	-79.05948	-243.2201	164.1606	1.016619	11.62983	0.9289549	1.680958
666	-82.9485	-247.6626	164.7141	1.682819	7.900361	0.9699409	1.680958
672	-85.13219	-249.7557	164.6235	0.9776247	8.140095	0.956106	2.166567
678	-90.84739	-253.1982	162.3508	1.047419	13.76315	1.20315	2.290083
684	-82.2062	-243.4883	161.2821	1.122368	21.5572	0.9437479	1.981279
690	-86.50704	-250.1145	163.6075	1.438844	11.04614	0.9112561	1.906463
696	-77.49934	-240.4668	162.9675	1.524494	11.04614	1.465594	1.906463
702	-81.70886	-246.0875	164.3786	1.054988	8.383175	1.532	1.833034
708	-82.12604	-243.6528	161.5268	2.034433	17.89746	1.129525	1.560758
714	-78.25023	-240.9114	162.6612	0.88372	16.88093	2.096068	0.9502063
720	-76.0219	-241.5024	165.4805	1.591584	6.851055	1.706267	0.8444337
726	-75.54983	-239.3309	163.7811	1.302064	9.393113	2.528924	1.050302
732	-74.52964	-236.5816	162.052	1.443367	13.0394	2.495051	1.471499
738	-81.318	-244.957	163.639	1.325844	11.3189	2.001651	1.072972
744	-85.06047	-248.2556	163.1951	1.051854	6.634837	2.038757	2.722709
750	-76.02279	-237.6451	161.6223	2.32285	8.669802	2.038757	2.407339
756	-88.3985	-246.4817	158.0832	2.32285	31.1077	2.087859	1.483769
762	-83.87428	-246.7766	162.9023	1.881044	12.61803	0.5180628	2.036878
768	-77.09533	-240.5737	163.4783	1.661295	6.486486	0.7258908	3.016655
774	-82.71241	-245.8724	163.16	1.853351	6.361155	1.802951	2.468984
780	-83.70278	-247.4366	163.7339	1.569535	8.997554	0.7384312	2.295632
786	-78.35117	-245.2283	166.8772	1.486371	4.490153	0.7384312	1.563927
792	-75.11881	-237.4904	162.3716	1.486371	13.4083	0.9348811	2.227615
798	-67.8973	-231.4485	163.5512	1.012243	12.61921	1.976364	1.117247
804	-71.25518	-233.8207	162.5655	1.10375	15.79246	2.377979	0.7653113
810	-81.84373	-240.7484	158.9046	1.773252	29.31359	2.62209	1.028298
816	-92.47242	-257.3317	164.8593	0.5751263	10.32638	1.638014	1.252436
822	-74.30726	-238.7701	164.4628	0.5751263	10.32638	2.023211	1.26181
828	-82.20599	-245.639	163.4331	1.7439	12.42351	1.5055	1.035513
834	-74.53313	-237.1508	162.6176	1.336051	10.96468	2.932484	1.239461
840	-64.83062	-226.7419	161.9113	1.336051	17.11259	1.340838	1.758192
846	-74.44691	-238.3098	163.8629	1.336051	13.59536	0.8324587	1.322825
852	-60.99677	-225.4352	164.4385	1.074273	9.777785	0.8324587	1.919942
858	-77.46538	-243.4003	165.9349	1.138184	6.053334	1.032762	1.710924
864	-71.78103	-235.8237	164.0427	1.363028	7.239802	1.032762	2.469442
870	-98.5395	-262.4042	163.8647	1.650702	3.638681	1.527351	3.204129
876	-86.23169	-249.9335	163.7019	1.475437	5.604755	1.497106	2.774724
882	-92.10484	-254.9349	162.83	1.475437	14.17592	0.4661728	2.110319
888	-80.43594	-244.2931	163.8571	2.419927	3.451967	1.297557	2.957872
894	-68.25732	-229.0362	160.7789	1.907301	16.89716	0.8588176	2.475055
900	-79.1413	-242.6958	163.5545	0.5661747	12.5199	2.181611	1.341357
906	-80.39202	-243.1562	162.7642	0.5661747	19.16476	1.915314	0.8386219
912	-76.45447	-238.6896	162.2351	1.006369	20.88596	1.503134	1.010576
918	-74.29634	-236.6445	162.3482	1.076194	18.97197	1.407092	1.275261
924	-73.66455	-238.2852	164.6207	1.04837	9.271413	0.9333887	1.862674
930	-77.23749	-238.8797	161.6422	1.873883	15.11052	1.439371	1.829411
936	-75.84768	-238.2232	162.3755	1.098451	19.14092	1.390949	1.218113
942	-74.50225	-237.9704	163.4682	1.019174	16.1001	1.068865	1.198861
948	-69.16769	-234.4224	165.2547	1.597466	6.619486	0.9644618	1.73541
954	-79.67905	-244.8049	165.1259	1.564349	5.706984	0.6244673	2.345963
960	-76.91211	-241.0336	164.1215	1.279443	8.51602	1.428768	1.892254
966	-67.37442	-233.4657	166.0913	1.085183	6.640672	1.291412	1.235166
972	-80.02893	-240.676	160.6471	1.985447	17.65638	2.690389	1.092709
