Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	part_rate_trans	tree_length
0	-297.9611	-466.0181	168.057	0.09239876	5.550865	0.8365567	1.222119
6	-308.8239	-475.4923	166.6684	1.002887	5.642207	1.471529	1.041454
12	-308.9761	-477.3274	168.3513	0.3293778	4.513344	1.121886	0.9665458
18	-301.7122	-469.2149	167.5027	0.4496515	5.944411	1.121886	0.9665458
24	-304.1009	-470.7021	166.6012	1.263531	5.494855	1.12919	1.238489
30	-305.7603	-472.4984	166.7381	0.6318769	7.002555	0.9824421	1.201694
36	-312.0997	-478.6129	166.5132	1.186991	6.096905	0.9974844	1.246669
42	-297.7928	-463.1425	165.3497	0.9300882	8.754504	1.553541	1.054509
48	-292.7985	-459.0442	166.2457	0.9307999	6.690105	1.278549	1.227897
54	-298.11	-463.8538	165.7438	1.781806	5.43893	1.14639	1.513571
60	-296.1488	-462.4147	166.2659	1.496027	4.367551	0.4987345	2.186619
66	-308.7714	-477.1708	168.3994	0.1370648	4.367551	0.6772116	1.532274
72	-314.739	-481.1902	166.4511	0.5810787	8.25708	0.9214972	1.113274
78	-300.6306	-465.4803	164.8497	1.179194	11.12799	1.086301	0.9848593
84	-292.6461	-457.5661	164.9201	0.9046866	11.81247	0.7262526	1.305
90	-284.5056	-449.5036	164.998	0.7042403	11.81247	1.245697	0.9453711
96	-289.9709	-454.4448	164.4739	1.278922	11.6098	1.441494	0.7063839
102	-276.2535	-441.5915	165.338	1.550385	6.93046	1.441494	1.2465
108	-293.9758	-460.4601	166.4843	0.7034163	7.847065	0.9440642	1.094144
114	-306.4959	-473.392	166.8961	0.6198394	6.597357	1.283252	0.9451377
120	-307.1872	-472.0272	164.84	2.664431	6.033695	0.7490646	1.611758
126	-307.1856	-474.1336	166.948	1.052856	4.521019	1.074403	1.570933
132	-296.9475	-465.485	168.5375	0.1616118	3.743514	1.325698	1.181539
138	-303.092	-471.3076	168.2156	0.1727061	3.762439	1.903334	0.9137612
144	-306.0406	-472.5324	166.4918	0.4919142	7.779527	1.373552	0.893132
150	-314.3442	-481.9959	167.6518	0.389828	5.911354	1.156391	0.8455012
156	-302.9029	-470.6586	167.7557	0.1358193	6.01061	1.156391	0.9617796
162	-296.9678	-465.5227	168.5549	0.2950178	4.453911	0.9330595	1.019725
168	-295.5661	-464.1357	168.5697	0.3597713	4.695259	0.8747028	0.8538762
174	-291.1486	-459.0244	167.8758	0.4069216	5.043998	0.9465404	1.232164
180	-286.6779	-455.8844	169.2065	0.4069216	2.907117	0.9067865	1.232164
186	-295.2659	-462.0554	166.7895	0.5937276	5.051104	1.250128	1.684689
192	-307.0885	-472.6583	165.5698	1.648077	4.941167	0.9058815	2.07157
198	-292.7172	-457.8799	165.1627	1.378115	7.742536	0.9058815	1.66801
204	-273.9851	-442.1738	168.1887	0.1313015	5.304128	1.01357	1.01819
210	-288.3708	-456.585	168.2142	0.06687119	4.386502	1.484347	1.072845
216	-284.3875	-452.5586	168.171	0.284433	4.386502	1.542687	0.8253073
222	-288.6648	-456.1778	167.513	0.1223821	6.685291	1.229589	0.8253073
228	-289.6179	-457.2678	167.6499	0.8680275	4.96377	0.9738555	1.03437
234	-284.955	-452.7911	167.8362	0.5414821	4.823578	1.188237	1.03437
240	-281.545	-449.4891	167.9441	0.5414821	4.823578	0.9922996	1.11663
246	-293.624	-462.4226	168.7986	0.1989108	4.012875	0.9922996	1.065617
252	-299.0322	-466.9094	167.8772	0.6361999	4.739957	1.100938	1.030898
258	-299.279	-466.1885	166.9095	1.341437	3.992327	1.241101	1.487341
264	-288.1551	-455.1682	167.0131	1.053498	4.030724	1.402578	1.487341
270	-299.6985	-465.4803	165.7818	1.881926	5.629642	1.344562	1.169947
276	-291.3703	-458.2369	166.8666	0.7153131	5.927418	1.567299	0.8940787
282	-298.7939	-461.128	162.3341	4.485467	5.910025	0.9103581	2.013746
288	-304.0471	-469.6448	165.5977	1.878754	5.910025	0.8116715	1.628515
294	-288.5292	-453.9182	165.389	0.9716852	8.056813	0.7657552	1.807222
300	-309.776	-476.0025	166.2264	0.7338212	6.514697	0.9271987	1.717957
306	-306.6421	-474.51	167.8678	0.8204176	3.665893	0.9999432	1.490052
312	-291.499	-459.9596	168.4606	0.257606	4.695778	0.8357065	1.110076
318	-308.574	-473.0789	164.5049	0.8207914	9.022451	1.257856	1.934858
324	-295.3267	-461.7779	166.4512	0.8207914	6.462308	1.141246	1.343822
330	-288.9899	-455.3419	166.352	1.526288	5.764653	0.7146765	1.453725
336	-281.5617	-443.4358	161.8741	4.946712	5.463275	1.500519	1.757635
342	-289.3153	-452.9409	163.6256	4.946712	2.739942	0.6486761	2.241249
348	-295.0827	-458.5433	163.4606	4.102535	4.696929	0.9719188	1.883538
354	-291.9848	-460.7969	168.8121	0.3608133	3.556163	0.9291809	1.21629
360	-307.996	-475.8725	167.8765	0.3222943	5.077254	1.100359	1.157262
366	-306.0786	-473.8862	167.8076	0.414349	5.077254	1.182409	1.061488
372	-298.2244	-464.2787	166.0542	0.5494945	7.841163	1.67881	0.9485256
