Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-1455.456	-1626.718	171.2616	0.6233459	1.379552	0.2605155	1.416971	0.3956404	0.1382439	0.6051584
6	-1453.837	-1623.974	170.1372	0.6230465	1.581325	0.9040981	1.324672	0.3866576	0.2774064	0.952794
12	-1482.136	-1650.106	167.97	0.7385488	1.893871	0.4421486	3.269945	0.8665298	0.1049005	0.9095184
18	-1474.632	-1642.504	167.871	0.6895892	1.75673	0.5358827	3.416756	0.9182176	0.2676429	0.6699322
24	-1460.96	-1628.358	167.398	0.3887339	1.681581	0.8230629	3.249002	0.8420465	0.9684584	0.6699322
30	-1458.829	-1627.503	168.6744	0.8345297	1.74451	0.5241459	1.777757	1.38355	0.4255767	0.8203188
36	-1457.133	-1625.498	168.3643	0.598282	1.918203	0.8168949	3.058438	0.4381671	0.2834959	0.5858398
42	-1473.96	-1641.287	167.3272	1.109859	1.759297	1.194413	2.535804	0.6907252	0.7609191	0.803951
48	-1462.852	-1630.868	168.016	0.5101022	2.019983	0.4270544	2.386758	0.2341268	1.83216	0.6582018
54	-1464.302	-1629.546	165.2437	0.6353056	3.120147	4.215164	0.2727334	1.037126	0.9433066	0.6315794
60	-1454.939	-1620.789	165.8504	0.3032355	2.940457	3.831724	0.1266384	0.7889142	1.393467	0.6950057
66	-1451.924	-1616.268	164.344	0.5822088	2.940457	4.594618	0.8947979	0.4798179	1.456049	0.8813429
72	-1456.765	-1620.267	163.502	0.4026785	2.340955	6.410208	0.9942842	0.2958006	1.456049	0.4408858
78	-1462.679	-1626.375	163.6951	0.8615065	2.340955	6.111203	0.4908685	0.1247021	1.878525	0.4408858
84	-1460.655	-1625.136	164.4804	0.6625365	1.90251	5.787155	1.549044	0.09378463	0.9490837	0.7209996
90	-1474.375	-1636.985	162.6101	0.3779675	2.107242	5.853491	1.512986	1.404978	1.417273	0.7646562
96	-1466.793	-1631.583	164.79	0.6454836	1.718056	4.128192	1.056462	1.718056	1.218948	0.9121969
102	-1454.43	-1621.746	167.3161	0.7434099	1.65565	2.994443	0.8270016	0.3391109	1.571771	0.6926836
108	-1445.765	-1611.644	165.8792	0.4977343	2.285681	3.208501	1.163649	1.58828	0.8023357	0.6500365
114	-1455.409	-1617.92	162.5102	0.6685754	1.887139	6.41328	1.177585	1.421859	1.412331	0.5746097
120	-1449.866	-1611.045	161.1788	1.091063	1.519085	6.878725	0.4094476	1.808329	2.587984	0.6500388
126	-1469.545	-1633.046	163.5016	0.8121797	1.764839	5.05121	0.6876371	3.078032	0.5037966	0.7729321
132	-1455.99	-1621.425	165.4354	0.6960146	1.656604	2.116366	1.433213	3.7632	0.2303471	0.8537965
138	-1442.359	-1609.278	166.9191	0.7723524	1.977649	0.7452489	0.8960609	2.921991	1.130309	0.8203324
144	-1440.66	-1610.293	169.6334	0.619179	1.816844	0.6910245	0.6489707	1.657156	0.2692581	0.8370097
150	-1435.029	-1605.759	170.73	0.6729178	1.478392	0.6910245	0.07784465	1.603366	0.1740962	0.71755
156	-1444.52	-1615.414	170.8946	0.6729178	1.532059	0.2301693	0.4379955	1.31831	0.3415911	0.71755
162	-1442.706	-1612.388	169.6826	0.7710421	1.464544	0.3902192	0.7321226	1.985146	0.44518	0.6494826
168	-1447.792	-1616.966	169.1739	0.710414	1.390634	0.9013333	0.5072304	2.472108	0.1366353	0.9003873
174	-1458.023	-1624.221	166.1986	0.6931668	2.073094	1.593776	1.43112	2.807575	0.4936304	0.9003403
180	-1468.23	-1636.965	168.7354	0.9046548	1.92004	0.3018231	0.2333554	2.349462	0.8871987	0.8614222
186	-1464.974	-1635.221	170.2474	0.9570764	2.22317	0.198716	0.3528294	1.191018	0.1467419	0.879245
192	-1455.993	-1626.425	170.4322	0.6395818	1.707677	0.3321951	0.3569096	1.621691	0.07171091	1.028386
198	-1450.203	-1621.619	171.4159	0.7903671	1.431625	0.3321951	0.4531063	0.948238	0.1291848	0.5670421
204	-1443.023	-1614.319	171.2962	0.4160159	1.877755	0.3351591	0.419737	0.9334295	0.1291848	0.5812055
210	-1452.289	-1622.906	170.6167	1.068952	1.310535	0.3134089	0.1252336	1.131933	0.6274856	1.009866
216	-1457.664	-1629.678	172.0142	0.7090086	1.214408	0.1746006	0.06258522	0.2797496	0.6890548	1.052887
222	-1453.579	-1624.936	171.3567	0.7791998	1.858252	0.08812534	0.2129824	0.2068261	0.7320208	0.9670189
228	-1457.197	-1629.272	172.0755	0.4197778	1.352495	0.2483569	0.2128704	0.108651	0.8486497	0.8332461
234	-1454.633	-1620.917	166.2837	0.7990779	1.912763	1.447156	0.8200623	0.9387964	3.287954	0.6059417
240	-1450.269	-1616.533	166.2644	1.244211	2.032258	0.3471369	1.394545	0.9387964	3.287954	0.4592807
246	-1450.889	-1620.272	169.3833	0.5459781	1.534673	0.5548724	0.5476521	0.2282071	2.614291	0.7111165
252	-1447.438	-1614.054	166.6153	0.6520533	1.619195	1.487232	0.7411817	0.553249	3.695603	0.8071271
258	-1455.726	-1621.527	165.8004	1.224726	1.619195	1.357955	0.3358494	1.165858	3.647924	1.052361
264	-1462.329	-1630.261	167.9318	0.6972405	2.015749	0.5702527	0.6435571	0.6850353	2.694932	0.9574619
270	-1469.526	-1636.581	167.0552	0.4071229	2.015749	0.3167783	0.4305069	1.401994	3.634022	0.8279063
276	-1453.297	-1622.764	169.4668	0.6282942	1.362859	0.4390641	0.4261798	0.5981054	2.464546	0.7727989
282	-1460.89	-1629.249	168.3593	0.8181772	2.322686	0.629349	0.8048734	0.5079942	1.9429	0.7924501
288	-1464.976	-1630.467	165.4916	0.6756653	2.604732	1.708997	0.9666602	0.8979494	3.10186	0.6834307
294	-1459.63	-1627.32	167.6895	1.199136	1.373479	2.678659	0.7823673	0.503739	0.8722954	1.101146
300	-1452.601	-1621.625	169.0243	0.9256015	1.305076	2.421998	0.721771	0.1773243	0.4534033	1.162604
306	-1447.593	-1617.096	169.5035	1.016856	1.279226	2.197026	0.3334901	0.6323445	0.4096314	0.8117133
312	-1454.094	-1623.986	169.8925	0.9125591	1.474828	1.777811	0.1516882	0.7652711	0.3204227	0.9040199
318	-1464.269	-1633.095	168.826	0.9125591	2.130994	1.777811	0.6057637	0.5392541	0.5637217	0.831911
324	-1462.914	-1633.634	170.7197	0.6136296	1.82996	0.2007983	0.1696819	0.5889325	1.242697	0.7976853
330	-1443.716	-1613.501	169.7846	0.69457	1.633159	0.2028751	2.268689	0.6995694	0.2190048	0.5241664
336	-1440.213	-1610.255	170.0425	0.69457	1.916695	0.3111804	1.705699	0.4217112	0.4083867	0.4630247
342	-1453.181	-1622.425	169.2443	0.410804	2.318417	0.09450941	0.0521295	2.177474	1.10769	0.4313965
348	-1458.291	-1627.812	169.5205	0.6291211	2.261002	0.05908288	0.5727317	1.844657	0.6053107	0.544083
354	-1454.083	-1624.346	170.2627	0.9829121	1.680666	0.08522547	0.4331194	1.844657	0.2025532	0.6042855
360	-1437.37	-1608.866	171.4959	0.7271825	1.295976	0.05964848	0.2709417	1.235815	0.3691198	0.6778938
366	-1445.9	-1617.563	171.6631	0.8338206	1.217638	0.06829455	0.1837232	1.124421	0.3691198	0.6748912
372	-1455.357	-1626.996	171.639	0.5772148	1.757162	0.02468837	0.2362651	1.071767	0.1670758	0.5867565
378	-1467.208	-1638.041	170.8333	0.6813902	2.267918	0.1127767	0.1705986	1.071767	0.3313375	0.6404528
384	-1468.254	-1634.748	166.4946	0.8689906	2.554943	0.240727	3.218339	1.441852	0.652814	0.3741502
390	-1458.018	-1626.556	168.5381	0.5957412	1.715015	1.294702	2.388413	0.6591627	0.2979351	0.4737287
396	-1462.457	-1631.4	168.943	0.8362951	1.541107	1.116005	2.388413	0.3705748	0.3141026	0.5173029
402	-1451.499	-1620.481	168.9827	0.5512479	2.681663	0.4414751	2.173605	0.2208326	0.4213109	0.5640955
408	-1454.949	-1623.229	168.2806	0.9326394	2.503765	0.6214908	2.348921	0.3463088	0.4771063	0.494864
414	-1458.357	-1627.771	169.4145	0.7120971	2.637255	1.537138	0.3524533	0.1734377	0.6595428	0.6025969
420	-1452.811	-1623.684	170.8726	0.5250538	1.774534	0.4960548	1.217643	0.4445969	0.1411353	0.4768759
426	-1445.674	-1615.821	170.1464	0.9732936	1.774534	0.4019916	1.306719	0.4445969	0.4620611	0.4743584
432	-1453.776	-1623.225	169.4498	0.9819161	1.428364	0.801508	1.781961	0.2068047	0.8595935	0.5229566
438	-1451.078	-1620.928	169.8498	0.6315841	1.573122	0.801508	1.781961	0.2694962	0.5832219	0.5559955
444	-1462.628	-1630.391	167.7631	0.5426722	2.169024	2.368864	1.781961	0.2690719	0.5832219	0.4919038
450	-1450.757	-1620.503	169.746	0.8123862	1.783534	1.82905	0.4041136	0.2345253	0.6965419	0.4602613
456	-1455.596	-1625.256	169.6603	0.5981041	1.907625	1.82905	0.5111696	0.5162073	0.4622215	0.4462396
462	-1448.573	-1618.421	169.8482	0.730485	1.460376	2.132389	0.8208771	0.3730032	0.1392473	0.4720203
468	-1456.594	-1625.546	168.9528	0.7777049	1.395616	3.381643	0.7138194	0.1410133	0.1103909	0.6452065
474	-1463.534	-1632.77	169.2361	0.873224	1.713789	1.227663	1.378922	0.5298458	0.3681342	0.8662049
480	-1451.617	-1620.386	168.7691	0.9774937	1.683249	1.89247	0.7712406	0.5298458	0.7046698	0.8662049
486	-1452.633	-1623.36	170.7265	0.6199294	1.294608	1.89247	0.2412479	0.3867693	0.2149713	0.7839899
492	-1446.864	-1617.622	170.7578	0.549049	2.130046	1.243395	0.1750276	0.2532839	0.1115882	0.9516017
498	-1454.618	-1625.611	170.9926	0.8073245	1.472645	1.128722	0.4546298	0.3710527	0.05930972	0.9121973
504	-1484.669	-1655.625	170.9567	0.9454187	1.595379	1.128722	0.1872193	0.3462113	0.2004805	0.8269792
