Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-1230.496	-1396.591	166.0953	1.113578	0.8661834	3.658796	0.03540237	1.426812	0.05769789	0.3013215	2.276149
6	-1239.738	-1404.933	165.1946	1.113578	1.054205	3.612964	0.04177138	2.639263	0.04135283	0.3266947	1.969361
12	-1239.956	-1405.703	165.7469	0.8547396	0.8474502	2.498622	0.07602211	2.639263	0.06962835	0.4296715	2.523576
18	-1243.418	-1407.395	163.9778	0.8547396	1.060466	3.535375	0.07521567	3.575717	0.06443911	0.4656949	2.241026
24	-1236.695	-1403.09	166.3952	0.8728282	0.9399466	2.061236	0.07193513	2.802408	0.06499244	0.401018	2.241026
30	-1224.9	-1391.692	166.7926	1.070029	0.9034215	2.404859	0.0823343	2.533331	0.07067948	0.3230951	1.86361
36	-1237.192	-1402.381	165.1882	1.070029	0.9034215	2.848953	0.06557335	2.213285	0.03368595	0.3297069	2.837563
42	-1244.303	-1411.523	167.2194	1.355381	0.8142694	3.92991	0.03346031	1.247491	0.03368595	0.1886633	1.402399
48	-1235.781	-1402.107	166.3266	1.290998	0.871335	4.520308	0.03585682	1.493692	0.02799922	0.2369589	1.415846
54	-1235.356	-1401.299	165.9432	1.188662	0.697224	4.644799	0.01961079	2.019289	0.03139342	0.2507446	1.415846
60	-1225.769	-1391.912	166.1427	0.9005064	0.9062541	4.367993	0.04557407	1.93352	0.04633049	0.288158	1.544156
66	-1237.564	-1403.234	165.6694	0.9005064	0.913216	4.203512	0.05944778	2.472706	0.03444657	0.3669855	1.552154
72	-1237.91	-1405.484	167.5732	1.174435	0.8597298	3.37105	0.07432325	1.581072	0.03588179	0.3622717	1.230296
78	-1238.461	-1405.758	167.2965	0.8195713	1.006885	3.72961	0.07099108	2.011477	0.04267029	0.2799067	1.025984
84	-1244.036	-1409.196	165.1601	1.337295	0.8998042	5.227029	0.03575604	2.230788	0.08635719	0.3978367	0.9101199
90	-1232.738	-1397.74	165.002	0.876857	0.9540461	4.959829	0.04114143	3.015785	0.09975693	0.3978367	0.9353889
96	-1233.326	-1398.9	165.5744	1.027682	0.8665003	3.857406	0.06593425	3.313334	0.05315732	0.4292047	1.092978
102	-1238.722	-1404.13	165.4086	1.620598	0.8665003	3.115055	0.05573791	3.462523	0.09334973	0.5865655	1.092978
108	-1238.77	-1403.217	164.4466	1.460557	0.9566953	4.051281	0.04761442	3.803209	0.08570256	0.5096384	0.9314194
114	-1240.136	-1405.411	165.2751	1.103388	0.9018324	3.741367	0.0769783	3.77025	0.05598761	0.468057	0.8850171
120	-1241.612	-1407.134	165.5217	1.103388	1.007506	3.584982	0.06582268	3.539119	0.1013001	0.4693299	0.8850171
126	-1242.757	-1409.676	166.9192	0.8533653	0.798756	2.753683	0.1087623	3.450345	0.08777186	0.4553315	0.8414048
132	-1240.071	-1405.551	165.4805	1.041369	1.082975	3.671675	0.1082594	3.432209	0.06479401	0.5479573	0.8414048
138	-1238.977	-1403.337	164.3601	1.061052	0.9221979	3.64779	0.1082594	4.530643	0.09890473	0.5817948	0.9740458
144	-1244.525	-1410.761	166.2364	1.084058	0.9266888	3.822015	0.07116038	2.564227	0.055811	0.5437262	0.9809242
150	-1240.772	-1406.247	165.475	1.127132	0.9266888	4.152777	0.05983183	2.979475	0.1224774	0.4071077	1.0343
156	-1245.819	-1411.578	165.7598	1.127132	1.023497	4.114098	0.07687661	2.65137	0.09066912	0.4071077	1.0343
162	-1241.292	-1408.388	167.096	1.043601	1.000549	2.499224	0.09257475	2.916678	0.07685158	0.4700274	1.086199
168	-1237.831	-1402.598	164.7661	1.093281	0.8323278	3.940188	0.1508279	3.831298	0.08862296	0.6059784	0.9754129
174	-1238.234	-1401.317	163.0833	1.063575	0.9525323	4.796769	0.05016433	4.583617	0.0905641	0.5898904	1.072314
180	-1252.341	-1417.325	164.9839	1.170501	0.9612534	3.60043	0.07113916	3.845129	0.05978758	0.5606362	1.032493
186	-1258.925	-1423.301	164.3761	1.170501	0.8354418	3.833623	0.1116043	3.845129	0.1578841	0.5606362	1.345311
192	-1255.024	-1418.926	163.9019	0.9603829	0.8123644	3.018426	0.1116043	5.149446	0.1018018	0.7853269	1.38356
198	-1236.964	-1397.874	160.91	0.757918	0.8895865	6.069876	0.1403653	5.836432	0.09449532	0.618	0.9642671
204	-1236.297	-1400.261	163.9638	1.060098	0.8895865	4.569922	0.07214799	3.906395	0.06911074	0.618	1.128263
210	-1233.282	-1395.656	162.3742	1.379634	0.8895865	4.737164	0.073145	4.976281	0.1209261	0.6041496	1.128263
216	-1247.581	-1404.413	156.8311	2.04937	0.9401852	6.210608	0.1381052	8.302508	0.1237569	0.7254647	1.037748
222	-1241.877	-1401.501	159.6242	0.7228129	0.9596832	4.117975	0.1558194	8.156262	0.1280381	1.156173	1.235009
228	-1242.277	-1400.067	157.7901	0.8984425	0.9596832	3.376362	0.1549664	9.946004	0.2623186	1.560407	1.299196
234	-1242.62	-1400.485	157.8651	0.8902781	0.9694152	3.333972	0.1549664	9.946004	0.1686636	1.660486	1.265865
240	-1255.783	-1410.847	155.0635	1.184962	0.9694152	3.111254	0.5474613	10.77001	0.2001228	1.913506	2.144283
246	-1248.998	-1404.215	155.2167	0.9429377	0.9216568	3.934218	0.2903349	10.05408	0.3827661	2.016547	2.144283
252	-1244.225	-1399.814	155.5895	0.9429377	0.8318667	4.74734	0.2542906	10.2698	0.3088224	1.33251	1.796432
258	-1254.633	-1411.51	156.8779	0.8411581	0.8790914	2.671646	0.313026	10.04312	0.4055587	1.661965	2.18637
264	-1243.331	-1401.819	158.4873	1.083351	0.8300999	2.314745	0.3754225	9.234388	0.3518412	1.632054	1.774168
270	-1240.241	-1400.934	160.6934	0.7334527	0.8883025	2.495265	0.212795	8.111878	0.1287869	1.140423	1.704695
276	-1241.022	-1401.752	160.7299	0.8799808	0.832051	3.429255	0.3192182	6.726924	0.1147116	1.112797	1.886995
282	-1241.32	-1402.788	161.4677	0.9955852	0.9986117	3.481371	0.08350163	6.136435	0.1475028	0.8204953	1.897163
288	-1239.486	-1399.559	160.0732	0.878269	0.9456755	4.318279	0.1664566	5.722821	0.1012816	0.7077633	2.678083
294	-1245.87	-1405.414	159.5441	0.7869077	0.9456755	2.910503	0.1443949	5.722821	0.04756283	0.6462247	3.954855
300	-1238.152	-1400.345	162.1935	0.9398687	0.9252979	3.580653	0.08303871	4.023786	0.09729067	0.6462247	2.936253
306	-1231.807	-1392.801	160.9932	1.094221	0.9241655	3.199301	0.08303871	4.357744	0.1132419	0.6371218	3.579128
312	-1236.971	-1395.174	158.2038	1.22601	0.9464482	3.914882	0.08303871	5.509045	0.0984013	0.6371218	4.030956
318	-1237.693	-1400.225	162.5318	1.01003	0.8802157	3.174533	0.0585569	3.189863	0.07641635	0.5605289	3.532429
324	-1231.504	-1393.07	161.566	0.8235959	0.8390191	4.462035	0.06911195	3.189863	0.06566923	0.5454449	3.4855
330	-1232.213	-1395.824	163.6106	1.35975	0.8390191	4.462035	0.0468098	2.445419	0.03915775	0.3528284	2.531339
336	-1230.982	-1395.8	164.8186	1.220623	0.803589	4.462035	0.07126891	2.415814	0.03938789	0.3876234	1.837083
342	-1228.346	-1395.087	166.7412	0.8716439	0.9454849	2.575846	0.08518514	2.332687	0.05453561	0.3395434	2.021109
348	-1240.286	-1403.936	163.6499	1.286068	0.9209333	5.448302	0.06086218	2.203676	0.0659827	0.3135657	2.021109
354	-1229.425	-1396.059	166.6341	0.8093446	0.9118901	4.537355	0.01999472	1.476702	0.04265458	0.1540685	1.576244
360	-1239.329	-1404.573	165.2438	1.370798	0.9634546	5.138302	0.01072099	1.953067	0.05727972	0.2532012	1.26937
366	-1227.345	-1394.796	167.4507	0.946884	0.8990527	4.594373	0.02352765	1.03075	0.03587801	0.1551205	1.139758
372	-1230.265	-1398.296	168.0308	0.7570718	0.8990527	3.338916	0.04530565	1.711628	0.04896037	0.3171086	1.125478
378	-1246.438	-1412.759	166.3216	1.234976	0.8166237	3.853013	0.04530565	2.187822	0.08225358	0.4389885	1.273256
384	-1252.497	-1419.288	166.7912	0.8449463	0.8166237	3.666652	0.07146983	2.594164	0.06796441	0.2857886	1.135851
390	-1260.974	-1425.56	164.5857	1.525769	0.8684873	4.796627	0.4952219	0.09202299	0.04848999	2.919923	0.9658516
396	-1250.263	-1413.186	162.9225	1.525769	0.961074	4.389054	0.4952219	0.08906349	0.04617771	4.600349	1.244222
402	-1235.102	-1399.494	164.3918	0.8807419	0.9103867	5.277359	0.4408551	0.03858301	0.1541931	3.196003	0.9947491
408	-1238.771	-1403.492	164.721	0.8807419	0.8953555	4.197403	0.4729969	0.07818942	0.09006023	3.698161	1.228114
414	-1233.366	-1399.386	166.0208	1.274353	0.971689	2.645625	0.4729969	0.06277288	0.07150154	3.698161	1.067565
420	-1245.875	-1408.697	162.8216	1.215551	0.9688342	3.922486	0.6488945	0.1025279	0.0778971	5.564994	0.9629312
426	-1243.478	-1408.201	164.7227	0.7713183	0.9346369	3.403865	0.5778516	0.09052589	0.1312836	4.728207	0.9184187
432	-1250.524	-1415.725	165.2016	1.150354	0.8425717	3.537114	0.6076516	0.1086903	0.05897493	3.944342	0.8137282
438	-1225.909	-1390.242	164.3325	1.047652	0.8555703	5.463998	0.4185656	0.07958844	0.07833749	3.170592	0.8191481
