Iteration	Posterior	Likelihood	Prior	part_rate_trans	tree_length
0	-389.3754	-559.5983	170.2229	2.380108	1.598742
6	-390.0781	-560.5351	170.4571	2.27892	1.500567
12	-391.3039	-560.9721	169.6682	2.621371	1.820392
18	-392.7572	-563.0012	170.244	2.270387	1.662621
24	-394.7695	-565.0124	170.2428	2.27299	1.661617
30	-398.5339	-569.0708	170.5369	2.401372	1.344556
36	-396.3469	-565.8879	169.541	3.712298	1.075287
42	-397.7196	-567.2309	169.5113	3.752362	1.065564
48	-398.0819	-567.285	169.2031	4.096061	1.031652
54	-403.4958	-574.0056	170.5099	2.108352	1.587641
60	-388.4056	-558.2937	169.8881	2.570508	1.702334
66	-390.7426	-561.5359	170.7933	2.095997	1.38318
72	-401.7065	-571.7122	170.0057	2.967268	1.316755
78	-402.0391	-572.4759	170.4368	2.161386	1.602236
84	-384.8177	-554.8705	170.0528	1.880358	2.060518
90	-417.2491	-587.5763	170.3273	2.32502	1.562716
96	-400.4508	-570.6641	170.2132	2.164357	1.759322
102	-391.6191	-562.3123	170.6932	1.908119	1.599988
108	-396.6498	-566.6429	169.9931	2.505396	1.674018
114	-396.6394	-566.4721	169.8327	2.936419	1.47562
120	-393.6359	-563.9231	170.2872	1.973091	1.84051
126	-374.8705	-544.8635	169.9929	3.135247	1.187464
132	-372.2298	-543.1182	170.8884	1.662006	1.636811
138	-379.3504	-549.5867	170.2362	1.974533	1.874395
144	-379.5265	-549.7768	170.2502	1.974533	1.86484
150	-385.6311	-556.0476	170.4165	2.186834	1.598491
156	-394.175	-564.5449	170.37	2.338709	1.520983
162	-400.6581	-570.3956	169.7375	2.737593	1.690634
168	-396.9609	-567.0198	170.0589	2.917861	1.313642
174	-392.4551	-562.4687	170.0137	2.917517	1.350164
180	-395.2133	-565.3899	170.1766	2.754587	1.350164
186	-389.8852	-560.1662	170.281	2.242419	1.656197
192	-387.9702	-558.3672	170.397	2.170951	1.624152
198	-378.0884	-548.2065	170.1181	1.889362	2.011313
204	-385.0983	-555.5851	170.4869	1.68752	1.899161
210	-382.9682	-553.3405	170.3723	2.265049	1.573641
216	-397.9735	-568.2514	170.2779	2.391126	1.550346
222	-392.4364	-562.2913	169.8549	3.391549	1.081684
228	-391.4151	-561.6756	170.2605	2.990314	1.077619
234	-388.8188	-559.7992	170.9804	1.964326	1.339404
240	-388.4262	-558.4359	170.0098	2.287134	1.815316
246	-393.3721	-562.9703	169.5982	2.786439	1.754387
252	-382.8109	-553.0417	170.2309	2.153765	1.754387
258	-380.8682	-551.2926	170.4245	2.171236	1.604065
264	-378.1921	-548.5644	170.3723	2.684814	1.247717
270	-373.0706	-543.3763	170.3057	2.985774	1.039061
276	-380.3841	-550.3904	170.0063	3.340676	0.9841687
282	-380.6802	-549.5138	168.8337	4.511495	0.9859952
288	-390.4587	-559.4244	168.9658	4.511495	0.8395753
294	-383.1544	-553.6759	170.5215	2.531006	1.251628
300	-384.809	-554.4802	169.6713	3.317338	1.304093
306	-377.5219	-547.6186	170.0966	2.842751	1.343645
312	-381.1376	-551.3247	170.1871	1.576427	2.171636
318	-387.8529	-558.1741	170.3212	1.888253	1.87528
324	-400.4701	-571.0533	170.5832	1.678057	1.839828
330	-404.3213	-574.3667	170.0454	2.207127	1.845832
336	-412.4256	-583.0462	170.6206	1.795245	1.732489
342	-402.4322	-572.5071	170.0749	2.370841	1.711436
348	-385.4514	-555.607	170.1556	2.967692	1.191708
354	-379.2005	-549.3819	170.1814	2.90057	1.226915
360	-379.2525	-549.7005	170.448	2.225583	1.547002
366	-387.6772	-557.8351	170.1579	1.95405	1.941328
372	-392.5281	-562.9911	170.4631	2.553132	1.281589
378	-394.3674	-564.745	170.3776	2.399997	1.469199
384	-392.8702	-563.2055	170.3353	2.368339	1.524703
390	-382.0242	-552.6686	170.6444	1.733199	1.759268
396	-386.0643	-556.5384	170.4741	1.673988	1.916988
402	-390.5662	-561.3658	170.7996	1.962092	1.481233
408	-387.4539	-557.0356	169.5817	2.21831	2.147869
414	-390.7979	-561.1684	170.3705	2.21831	1.609076
420	-385.064	-555.4595	170.3954	2.193362	1.609076
426	-382.2953	-552.9793	170.6841	2.1015	1.463156
432	-405.5842	-576.0703	170.4861	2.029607	1.661715
438	-396.3833	-566.1793	169.7961	1.796988	2.281547
444	-389.6097	-560.2215	170.6118	1.633587	1.850741
450	-399.4551	-569.9382	170.4831	2.156769	1.571842
456	-391.4612	-561.8452	170.384	2.255843	1.571842
462	-393.8676	-564.2514	170.3838	2.619789	1.291923
468	-393.8335	-563.9067	170.0732	2.50174	1.619122
474	-381.5107	-552.3253	170.8146	2.105276	1.359084
480	-387.2954	-557.3408	170.0453	1.97937	1.999815
486	-390.6711	-560.406	169.7349	1.864627	2.277376
492	-397.3985	-567.26	169.8615	1.738031	2.277376
498	-391.4	-561.5465	170.1465	1.525672	2.230711
504	-396.3206	-566.6007	170.28	1.844229	1.933064
510	-398.1762	-568.8019	170.6257	1.740753	1.767078
516	-401.0576	-571.8363	170.7787	1.513317	1.818671
522	-385.0974	-555.5908	170.4934	1.551203	1.986504
528	-388.2146	-558.393	170.1784	2.460947	1.572177
534	-398.0551	-568.59	170.5348	1.915376	1.708282
540	-392.2388	-562.3346	170.0958	1.787332	2.093493
546	-386.5536	-556.8565	170.3029	1.918143	1.867392
552	-392.0825	-562.3224	170.2399	1.65377	2.08659
558	-391.3335	-561.7419	170.4083	1.65377	1.974833
564	-399.1686	-569.2254	170.0568	2.181748	1.85543
570	-408.6849	-578.2531	169.5682	2.538047	1.945196
576	-400.0838	-570.8383	170.7546	1.515234	1.83398
582	-400.1708	-570.5088	170.338	2.048302	1.753223
588	-395.396	-566.0408	170.6448	1.890969	1.647329
594	-382.9401	-553.3606	170.4205	2.038317	1.702194
600	-399.1827	-568.872	169.6892	1.889598	2.290651
606	-383.9413	-554.2118	170.2706	1.638676	2.076312
612	-396.3832	-566.4043	170.0211	1.680503	2.21173
618	-396.0451	-566.5237	170.4785	1.679123	1.91051
624	-397.052	-567.0224	169.9704	2.187206	1.91051
630	-399.6373	-569.5916	169.9543	1.457825	2.396636
636	-390.4697	-560.4267	169.957	1.878349	2.124807
642	-397.7797	-567.9603	170.1805	2.197579	1.758932
648	-394.6861	-565.3563	170.6702	2.44832	1.195797
654	-401.9088	-572.1573	170.2485	2.32579	1.619604
660	-386.6866	-556.9333	170.2467	2.327585	1.619604
666	-383.8916	-554.0743	170.1827	2.925315	1.204753
672	-387.2274	-557.1451	169.9176	3.190413	1.204753
678	-393.8597	-564.2867	170.427	2.509925	1.3456
684	-402.3312	-572.3516	170.0204	2.830054	1.413446
690	-373.8893	-544.2014	170.3121	2.239317	1.636095
696	-383.7543	-554.5735	170.8192	1.702555	1.657409
702	-378.9922	-549.4613	170.4691	2.007712	1.689431
708	-377.9531	-548.2979	170.3448	2.546251	1.381803
714	-384.3636	-554.6709	170.3072	2.732773	1.261983
720	-399.0238	-568.9411	169.9173	2.732773	1.564336
726	-389.158	-559.5376	170.3796	1.751301	1.928612
732	-390.7898	-561.1094	170.3196	1.989294	1.807047
738	-395.6554	-566.44	170.7845	2.236472	1.277648
744	-392.536	-562.45	169.9139	1.745836	2.238704
750	-381.1647	-551.9852	170.8205	1.761731	1.613816
756	-378.8218	-548.8495	170.0277	2.738937	1.477519
762	-392.5146	-562.5594	170.0448	2.00537	1.982804
768	-387.7642	-558.3679	170.6037	2.022106	1.58209
774	-399.4893	-569.6767	170.1874	2.226484	1.733869
780	-391.3437	-561.2922	169.9485	2.951253	1.374952
786	-392.6805	-562.6617	169.9812	3.114393	1.215354
792	-379.3093	-549.7296	170.4203	2.46636	1.385288
798	-390.699	-560.8032	170.1042	2.528538	1.577021
804	-400.0971	-570.6797	170.5826	2.209977	1.457834
810	-405.2344	-574.9952	169.7608	3.03181	1.457834
816	-401.8353	-571.4342	169.5989	3.289411	1.383938
822	-382.9302	-553.3767	170.4466	2.175897	1.584554
828	-385.226	-555.4596	170.2335	2.040493	1.831079
834	-380.6993	-550.6076	169.9083	2.78301	1.533886
840	-379.8806	-550.4466	170.566	2.373142	1.343841
846	-392.4206	-562.6756	170.255	2.022588	1.828656
852	-391.1857	-561.0773	169.8916	1.98298	2.099098
858	-385.6652	-555.7828	170.1176	2.179013	1.815532
864	-399.5854	-569.3341	169.7486	2.253819	2.014638
870	-386.4095	-556.6319	170.2224	1.970733	1.886402
876	-384.2786	-554.3308	170.0522	2.154531	1.877138
882	-408.5867	-578.9816	170.3949	1.970783	1.767634
888	-405.7117	-576.0336	170.3219	2.308634	1.578658
894	-392.9474	-563.3364	170.389	1.880153	1.834434
900	-389.2632	-559.2324	169.9693	2.104578	1.966974
906	-381.8284	-551.7578	169.9293	2.857165	1.462461
912	-387.8815	-557.7621	169.8806	2.822426	1.52519
918	-390.1309	-560.25	170.1191	2.673923	1.457464
924	-398.2157	-567.8008	169.5852	1.865856	2.371999
930	-398.0312	-568.575	170.5439	2.32809	1.396739
936	-390.0018	-560.4595	170.4577	2.103576	1.628993
942	-390.6468	-560.945	170.2983	1.97974	1.828348
948	-390.7227	-561.0454	170.3227	1.386227	2.206998
954	-401.7853	-571.9677	170.1824	1.568978	2.179497
960	-391.1104	-561.4996	170.3892	1.568301	2.044487
966	-401.4783	-572.0151	170.5369	1.615491	1.914077
972	-386.0797	-556.5416	170.4619	2.05019	1.664291
978	-381.3094	-551.438	170.1286	2.05019	1.896155
984	-395.5151	-565.6437	170.1286	2.05019	1.896155
990	-401.1386	-571.5631	170.4245	2.629964	1.249959
996	-383.0521	-553.4248	170.3727	2.578709	1.33405
1002	-388.8617	-559.7521	170.8904	2.061011	1.33405
1008	-384.6609	-555.2048	170.5438	2.308444	1.412033
1014	-399.4398	-569.9353	170.4954	2.157894	1.561952
1020	-397.524	-568.2203	170.6963	1.952113	1.565537
1026	-394.3282	-564.7484	170.4203	1.895025	1.802619
1032	-380.4554	-550.9133	170.4579	1.895025	1.776503
1038	-402.3271	-572.2921	169.965	2.121552	1.958438
1044	-390.4811	-560.459	169.9779	2.696442	1.546476
1050	-393.5038	-564.0562	170.5524	2.0993	1.563119
1056	-396.4709	-566.689	170.2181	2.109451	1.794111
1062	-398.9369	-569.1046	170.1677	2.109451	1.828922
1068	-400.353	-570.2046	169.8517	2.184719	1.992019
1074	-406.6827	-576.4702	169.7875	2.18602	2.033836
1080	-397.5045	-567.9294	170.4248	2.146806	1.62149
1086	-388.6907	-559.2669	170.5762	1.655504	1.860115
1092	-396.8119	-566.933	170.121	2.222466	1.783057
1098	-392.3953	-563.0661	170.6707	1.661629	1.790795
1104	-402.5131	-572.8555	170.3424	2.150019	1.678364
1110	-395.2936	-565.5029	170.2093	2.259576	1.695082
1116	-406.8906	-577.3436	170.453	2.259576	1.518046
1122	-379.2338	-549.9545	170.7207	1.943638	1.553804
1128	-387.392	-557.8436	170.4516	2.21278	1.553804
1134	-390.2891	-560.4843	170.1952	2.18867	1.754933
1140	-391.7235	-561.7025	169.979	2.947331	1.354021
1146	-385.6608	-555.9437	170.2829	2.643465	1.354021
1152	-384.9447	-555.0171	170.0724	2.643465	1.515635
1158	-379.0924	-550.0696	170.9772	1.637404	1.59027
1164	-394.6883	-564.7645	170.0762	2.538407	1.59027
1170	-398.0985	-568.0907	169.9923	1.816757	2.14201
1176	-382.7513	-553.3053	170.554	1.764476	1.800394
1182	-394.2006	-564.5782	170.3776	1.630229	2.01105
1188	-380.7243	-550.9746	170.2503	1.942537	1.886605
1194	-383.1558	-553.3357	170.1799	1.80115	2.02888
1200	-378.6921	-549.0446	170.3526	2.094885	1.710223
1206	-386.447	-556.8134	170.3664	1.502636	2.102746
1212	-388.1843	-558.0126	169.8283	1.991983	2.134671
1218	-391.3477	-561.8332	170.4855	1.609013	1.953104
1224	-382.14	-552.4807	170.3407	1.933337	1.83109
1230	-376.74	-546.9391	170.199	2.365934	1.626312
1236	-383.7923	-554.3976	170.6053	2.265528	1.397608
1242	-403.8214	-574.1809	170.3595	2.233944	1.605715
1248	-399.3438	-569.4423	170.0984	2.39602	1.676896
1254	-386.753	-556.7629	170.0099	2.784459	1.456486
1260	-383.1046	-553.7698	170.6652	2.283108	1.336548
1266	-392.0559	-562.0169	169.961	2.585979	1.639269
1272	-377.3685	-548.3807	171.0121	1.781854	1.456742
1278	-394.8295	-565.6294	170.7999	1.640418	1.715247
1284	-384.7611	-555.0495	170.2885	2.334385	1.584279
1290	-378.044	-548.7159	170.6719	1.988706	1.556559
1296	-387.845	-558.4956	170.6507	1.833428	1.684263
1302	-388.7862	-558.8046	170.0184	2.911267	1.351362
1308	-377.2995	-547.6629	170.3634	2.556652	1.359005
1314	-388.0784	-558.3824	170.304	2.699633	1.291841
1320	-389.927	-560.3998	170.4728	2.040227	1.663615
1326	-385.1526	-554.9335	169.7809	2.786135	1.624831
1332	-386.4076	-556.9824	170.5748	2.088334	1.554727
1338	-386.07	-556.0597	169.9896	2.54288	1.649674
1344	-380.8933	-551.7893	170.8961	1.668724	1.626429
1350	-385.6545	-555.9926	170.3381	2.243303	1.614435
1356	-394.2356	-564.5503	170.3148	1.971091	1.822947
1362	-376.388	-546.7647	170.3767	1.999195	1.760495
1368	-384.1499	-554.682	170.5321	1.556888	1.956774
1374	-376.4377	-546.329	169.8913	2.182214	1.967212
1380	-387.4387	-557.5676	170.1289	2.468007	1.603181
1386	-382.9908	-552.8872	169.8964	3.069017	1.322828
1392	-379.2305	-549.6861	170.4557	2.447015	1.372693
1398	-391.545	-562.2046	170.6596	2.022699	1.540542
1404	-392.1971	-562.1973	170.0001	1.683539	2.223302
1410	-390.3267	-560.991	170.6643	1.701357	1.767602
1416	-379.838	-550.2703	170.4322	2.15424	1.610751
1422	-394.0227	-564.5302	170.5075	2.163335	1.549072
1428	-407.0033	-577.9079	170.9046	1.746891	1.563306
1434	-420.2304	-589.8609	169.6305	3.12931	1.482662
1440	-403.2725	-573.7893	170.5168	2.394725	1.365736
1446	-405.7378	-575.3748	169.637	2.903266	1.644137
1452	-402.3251	-572.3886	170.0636	2.094117	1.910459
1458	-397.6321	-568.178	170.5459	1.509802	1.979119
1464	-395.2	-565.2669	170.0668	1.98888	1.979119
1470	-394.9785	-565.175	170.1965	1.61695	2.139087
1476	-396.2507	-566.6061	170.3553	1.883572	1.855169
1482	-393.4406	-563.5509	170.1103	1.474612	2.28675
1488	-393.9251	-564.4128	170.4877	1.514851	2.014574
1494	-391.3487	-562.0909	170.7422	1.476236	1.869169
1500	-379.2826	-550.4844	171.2018	1.506194	1.52149
1506	-382.5935	-553.2861	170.6926	1.837208	1.651615
1512	-379.0936	-549.0761	169.9825	2.505309	1.681623
1518	-378.9015	-549.1047	170.2032	2.287274	1.679744
1524	-380.6074	-550.7147	170.1073	1.832178	2.056375
1530	-386.9364	-557.5267	170.5903	1.349171	2.056375
1536	-393.3002	-563.0055	169.7053	2.385764	1.955416
1542	-386.5309	-557.0757	170.5449	1.936388	1.686282
1548	-400.0478	-570.2964	170.2486	2.512031	1.482056
1554	-394.6616	-564.6798	170.0183	2.732736	1.489276
1560	-402.648	-572.773	170.1251	2.32111	1.711126
1566	-410.9944	-580.973	169.9786	1.726352	2.209577
1572	-391.2132	-561.7576	170.5444	2.175192	1.512874
1578	-385.818	-555.8169	169.9988	2.865649	1.402533
1584	-378.7483	-548.8466	170.0983	2.063834	1.90747
1590	-378.7659	-548.9666	170.2007	1.823959	1.999872
1596	-393.1412	-562.1162	168.975	2.066361	2.628087
1602	-397.9398	-566.9475	169.0078	1.398216	3.014348
1608	-394.779	-565.2314	170.4524	1.949326	1.742381
1614	-391.1601	-561.671	170.5109	1.83189	1.783515
1620	-390.5945	-560.7368	170.1423	2.891616	1.267042
1626	-402.2042	-573.0891	170.8849	2.149002	1.267042
1632	-397.7698	-567.7242	169.9543	3.048821	1.292267
1638	-399.516	-570.192	170.6759	2.115893	1.458387
1644	-389.6656	-559.8447	170.1791	2.115893	1.816646
1650	-384.7207	-555.0236	170.3029	2.038037	1.784817
1656	-388.3376	-558.7097	170.3721	2.070356	1.713774
1662	-396.2247	-566.3253	170.1006	2.596166	1.529832
1668	-394.397	-564.8101	170.4131	2.155134	1.623968
1674	-396.8289	-566.779	169.9501	2.155134	1.945879
1680	-382.1609	-552.6814	170.5204	2.230383	1.489439
1686	-378.3521	-548.3611	170.009	2.562045	1.621914
1692	-381.3333	-551.3976	170.0643	2.921368	1.306473
1698	-383.2668	-553.3037	170.0369	2.921368	1.328589
1704	-391.7923	-562.0785	170.2862	2.373128	1.557564
1710	-392.3897	-563.0186	170.6289	2.0123	1.570863
1716	-390.7652	-561.7324	170.9671	1.674043	1.570863
1722	-396.6796	-566.9455	170.266	2.521038	1.462075
1728	-388.3362	-558.5636	170.2273	2.510258	1.49936
1734	-390.5635	-560.9648	170.4012	2.252873	1.561372
1740	-381.5917	-551.9359	170.3442	1.954509	1.814098
1746	-391.6306	-561.8992	170.2687	2.139034	1.738228
1752	-386.7988	-556.9612	170.1624	2.824287	1.305669
1758	-375.0975	-545.3391	170.2417	2.321022	1.627961
1764	-387.7453	-558.3865	170.6412	1.387449	1.997205
1770	-384.3068	-554.5062	170.1994	2.025831	1.864545
1776	-384.6234	-554.8449	170.2215	2.384241	1.596759
1782	-399.2637	-569.0265	169.7628	2.842943	1.596759
1788	-396.3089	-566.5763	170.2674	2.279078	1.639654
1794	-394.287	-564.7999	170.5129	2.291382	1.448918
1800	-395.9946	-566.5965	170.6019	2.357958	1.327285
1806	-387.8204	-558.1897	170.3693	2.221844	1.607337
1812	-386.7814	-557.1527	170.3713	2.420051	1.458739
1818	-394.4681	-564.6703	170.2022	2.771454	1.316203
1824	-394.9448	-565.1528	170.208	2.522414	1.504719
1830	-378.9587	-549.6518	170.6931	2.08889	1.465907
1836	-370.2207	-540.4422	170.2216	2.194627	1.732255
1842	-379.0987	-549.2491	170.1503	3.038197	1.13444
1848	-382.6345	-552.6531	170.0186	2.306499	1.795822
1854	-378.2673	-548.6056	170.3383	2.568353	1.369541
1860	-379.6803	-550.1255	170.4452	2.420546	1.401541
1866	-383.9862	-554.4065	170.4203	2.489611	1.366971
1872	-385.7259	-556.2038	170.4778	2.489611	1.321187
1878	-387.2756	-556.85	169.5744	3.759913	0.9969349
1884	-384.2027	-553.679	169.4762	3.999325	0.8416904
1890	-387.5567	-556.2421	168.6854	4.672459	0.9730494
1896	-391.5124	-560.6146	169.1022	4.160173	1.0668
1902	-374.5193	-544.4703	169.951	2.490118	1.7147
1908	-377.2481	-547.8686	170.6205	2.119577	1.497471
1914	-397.3096	-568.3736	171.064	1.676166	1.497471
1920	-383.3896	-553.8991	170.5095	1.829642	1.786098
1926	-397.4854	-567.9373	170.4518	2.075875	1.65312
1932	-395.9406	-566.5382	170.5976	2.235062	1.427153
1938	-400.9123	-571.4032	170.4909	1.914358	1.739931
1944	-394.4654	-564.7396	170.2741	2.180409	1.705213
1950	-383.2901	-553.523	170.2328	2.162535	1.746865
1956	-380.1247	-550.0338	169.9091	2.366004	1.83032
1962	-372.2542	-542.5113	170.2571	2.233797	1.679424
1968	-372.2318	-542.6912	170.4594	2.086257	1.640264
1974	-377.3557	-548.0974	170.7417	1.860668	1.599225
1980	-372.0029	-542.3836	170.3808	2.221596	1.599225
1986	-372.1233	-542.8958	170.7726	2.049338	1.435411
1992	-380.8055	-551.0087	170.2032	2.128402	1.791281
1998	-403.5349	-573.8558	170.3209	2.581906	1.372626
2004	-397.3191	-567.4393	170.1203	2.392116	1.66409
2010	-393.3025	-564.0057	170.7031	2.031418	1.501639
2016	-402.3324	-572.8128	170.4804	1.957504	1.716952
2022	-403.2489	-573.984	170.7351	1.791651	1.653825
2028	-409.5822	-580.0498	170.4676	1.966539	1.719653
2034	-406.5514	-576.551	169.9995	2.750543	1.489993
2040	-383.5177	-553.6711	170.1534	2.364423	1.660222
2046	-390.1092	-560.114	170.0048	2.278165	1.824917
2052	-396.7069	-566.8505	170.1436	1.794419	2.057312
2058	-402.4154	-571.9885	169.573	2.99086	1.627084
2064	-393.3914	-563.3421	169.9506	2.307398	1.842085
2070	-379.8933	-550.1921	170.2988	2.331014	1.579224
2076	-385.5482	-555.8054	170.2571	2.372628	1.579224
2082	-376.6611	-547.1225	170.4614	2.051896	1.663436
2088	-383.8558	-553.6654	169.8096	2.380455	1.888521
2094	-397.9183	-567.9087	169.9904	2.138112	1.930196
2100	-419.9739	-590.1893	170.2153	2.138112	1.776134
2106	-399.9011	-569.866	169.9649	1.916565	2.094572
2112	-407.7146	-578.2061	170.4915	1.9675	1.702045
2118	-402.4164	-572.7741	170.3577	2.10137	1.702045
2124	-390.7014	-560.8893	170.1879	1.806737	2.019825
2130	-384.6299	-554.6186	169.9887	2.201417	1.888458
2136	-390.0937	-560.5917	170.498	2.466567	1.323526
2142	-382.9863	-553.0664	170.0802	2.915765	1.298149
2148	-385.2953	-555.3328	170.0375	2.887106	1.355387
2154	-393.6451	-564.5131	170.868	1.905156	1.472576
2160	-385.4919	-555.7917	170.2998	2.261531	1.628952
2166	-385.48	-555.9915	170.5116	2.081999	1.605618
2172	-383.6153	-554.1385	170.5232	2.409817	1.348706
2178	-382.5796	-552.9969	170.4173	2.45066	1.399816
2184	-381.889	-552.7265	170.8374	2.030548	1.399816
2190	-388.9308	-559.2446	170.3137	2.800634	1.199335
2196	-388.7935	-559.4804	170.6869	2.00379	1.534348
2202	-375.6359	-545.8121	170.1762	2.503257	1.542672
2208	-386.5102	-556.5622	170.052	3.150842	1.121604
2214	-381.9247	-552.245	170.3203	2.652456	1.316889
2220	-392.2533	-562.4665	170.2132	2.319577	1.649502
2226	-399.3488	-569.5985	170.2497	2.283038	1.649502
2232	-398.2878	-568.6539	170.3661	1.729392	1.952464
2238	-386.9997	-557.2043	170.2047	1.890785	1.952464
2244	-379.9522	-550.1234	170.1712	2.229945	1.742801
2250	-386.0091	-555.9966	169.9875	2.413639	1.742801
2256	-391.7289	-562.3297	170.6008	1.937151	1.645771
2262	-384.5926	-555.0911	170.4986	1.822746	1.798432
2268	-392.1226	-562.3977	170.2752	1.71665	2.021685
2274	-390.025	-560.7586	170.7336	2.001124	1.501486
2280	-391.3512	-561.2022	169.851	2.813287	1.553893
2286	-405.4104	-574.9077	169.4973	2.486928	2.026758
2292	-387.4669	-558.0279	170.561	1.900262	1.700436
2298	-400.6198	-570.938	170.3182	1.814131	1.927594
2304	-404.9732	-575.3855	170.4122	1.867291	1.827289
2310	-397.8963	-568.152	170.2557	1.867291	1.933895
2316	-399.9262	-569.8901	169.9639	1.81344	2.162619
2322	-399.2653	-569.8026	170.5373	1.58739	1.932778
2328	-397.8415	-567.904	170.0626	1.541328	2.274602
2334	-388.8952	-559.6546	170.7594	1.749901	1.666265
2340	-387.5421	-557.746	170.2039	1.875097	1.963533
2346	-391.1547	-561.582	170.4273	1.651625	1.963533
2352	-391.1066	-561.7835	170.6769	1.690776	1.76624
2358	-395.6977	-565.8793	170.1815	2.183129	1.768337
2364	-393.9717	-564.2916	170.3199	2.460721	1.466875
2370	-381.769	-552.1395	170.3705	2.493377	1.40305
2376	-379.0599	-549.3931	170.3332	1.851119	1.892394
2382	-385.1759	-555.5395	170.3636	1.790204	1.91307
2388	-390.7298	-561.1877	170.4579	1.695938	1.91307
2394	-382.0689	-552.3678	170.299	1.136536	2.381829
2400	-392.5621	-562.6489	170.0868	2.280792	1.766318
2406	-396.3047	-566.1483	169.8436	3.192646	1.265073
2412	-394.8948	-564.8047	169.9099	2.798449	1.521253
2418	-398.0545	-568.1323	170.0777	2.612861	1.534435
2424	-398.417	-568.3921	169.9751	1.677217	2.243499
2430	-398.1402	-567.9602	169.82	3.28846	1.204438
2436	-389.8643	-560.0281	170.1639	2.602981	1.477345
2442	-385.658	-555.8771	170.2192	2.836244	1.249192
2448	-390.5846	-560.9844	170.3998	2.337892	1.499278
2454	-394.1817	-564.4729	170.2912	1.968493	1.840897
2460	-385.4589	-555.7523	170.2934	2.087481	1.756984
2466	-387.2322	-557.4458	170.2135	1.471053	2.222705
2472	-398.1474	-568.5547	170.4073	1.18794	2.280154
2478	-394.3311	-565.2198	170.8887	1.499371	1.751961
2484	-408.7993	-579.217	170.4176	1.389188	2.143433
2490	-408.0335	-577.67	169.6365	3.256342	1.380389
2496	-396.0474	-566.4035	170.3562	2.583209	1.343627
2502	-392.7139	-562.4613	169.7474	3.262903	1.286423
2508	-382.409	-552.2215	169.8125	3.262903	1.232418
2514	-392.6409	-562.447	169.806	3.293522	1.211989
2520	-375.9861	-546.0471	170.0609	3.005146	1.240266
2526	-385.627	-555.818	170.191	3.005146	1.127643
2532	-379.2415	-549.3303	170.0887	2.910713	1.295301
2538	-371.7459	-542.0954	170.3495	2.633509	1.308585
2544	-382.5123	-552.493	169.9807	3.002344	1.308585
2550	-375.0479	-545.1289	170.081	3.028157	1.2038
2556	-374.6948	-544.9686	170.2738	2.12203	1.746579
2562	-369.8147	-540.5468	170.7321	2.12203	1.410582
2568	-370.605	-540.8207	170.2157	2.566128	1.466021
2574	-374.9306	-545.1939	170.2633	2.28132	1.640994
2580	-409.6593	-579.3288	169.6696	3.331546	1.293922
2586	-412.8628	-582.4597	169.5969	3.56348	1.159373
2592	-392.8298	-563.2544	170.4246	2.454287	1.391346
2598	-391.1067	-561.337	170.2303	2.708255	1.34429
2604	-386.3219	-556.29	169.9681	2.750045	1.513917
2610	-394.0551	-564.5683	170.5132	2.264415	1.469185
2616	-385.0278	-555.8326	170.8047	1.947143	1.488633
2622	-399.9305	-570.1973	170.2668	2.485072	1.488633
2628	-382.9207	-553.002	170.0814	2.052204	1.92679
2634	-389.8083	-559.4785	169.6702	3.246333	1.361793
2640	-385.1782	-554.9978	169.8196	2.572272	1.749337
2646	-396.1328	-566.8534	170.7205	2.142847	1.403418
2652	-396.2517	-566.0228	169.7711	3.301895	1.234455
2658	-392.2324	-561.6258	169.3934	3.527804	1.35811
2664	-381.4901	-551.4082	169.918	3.049579	1.321051
2670	-394.0457	-564.0666	170.0209	2.744973	1.478087
2676	-385.2779	-555.3251	170.0471	2.364115	1.735732
2682	-387.4276	-557.7766	170.3489	1.861131	1.874877
2688	-388.1021	-558.5243	170.4221	2.154668	1.61777
2694	-388.6741	-559.1346	170.4604	2.11637	1.61777
2700	-397.4468	-567.7597	170.3128	1.798008	1.94211
2706	-392.5722	-562.6901	170.118	1.965211	1.960701
2712	-387.2997	-557.6682	170.3685	1.714687	1.960701
2718	-382.7817	-552.8471	170.0653	1.9508	2.00553
2724	-385.5604	-555.7016	170.1411	2.112052	1.8454
2730	-382.7208	-553.0322	170.3113	2.505244	1.439489
2736	-384.5537	-554.7953	170.2416	2.202276	1.71272
2742	-382.4989	-552.6909	170.192	2.081827	1.83119
2748	-398.0776	-567.9961	169.9185	2.323931	1.852774
2754	-393.2942	-563.2058	169.9116	2.484494	1.746396
2760	-380.2555	-550.5012	170.2458	2.483741	1.505429
2766	-387.5519	-557.5706	170.0186	2.7109	1.505429
2772	-386.1431	-555.7693	169.6262	3.559855	1.136698
2778	-389.0903	-558.7407	169.6505	3.21113	1.404797
2784	-391.2146	-561.4677	170.253	2.553659	1.447056
2790	-397.7135	-567.6786	169.9651	2.74255	1.52171
2796	-400.1198	-570.5032	170.3834	2.218009	1.599942
2802	-417.2038	-587.9252	170.7214	2.198316	1.35926
