Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-183.6733	-353.8042	170.1309	0.8226089	1.392858	1.446355	0.5849421
6	-188.7641	-358.7561	169.9921	1.545116	1.023475	1.111653	0.8174494
12	-171.1341	-340.337	169.2029	1.58984	2.262207	0.783171	0.7485444
18	-178.51	-347.2347	168.7247	2.044391	1.482746	1.619127	0.5890353
24	-174.4148	-343.8478	169.433	1.056028	1.491938	1.806135	0.6202636
30	-180.2058	-349.8754	169.6696	1.467521	0.8499648	1.806135	0.414057
36	-189.904	-358.1313	168.2273	1.467521	2.216792	1.979723	0.399907
42	-181.8447	-350.8235	168.9789	1.977769	1.067185	1.816556	0.399907
48	-180.1197	-348.8959	168.7763	1.758434	1.489369	1.752202	0.7117488
54	-173.1231	-343.0573	169.9341	0.9957058	1.913	0.9707336	0.6563698
60	-176.6803	-345.379	168.6987	2.091408	1.090054	1.985481	0.595084
66	-181.7385	-349.7958	168.0573	1.577794	2.975468	1.495574	0.5362539
72	-188.0064	-355.9248	167.9184	2.117241	1.961201	1.947463	0.5362539
78	-177.4743	-349.0117	171.5374	0.5740093	0.7395489	0.920112	0.5005035
84	-177.3654	-346.1052	168.7398	1.156245	2.677704	1.404804	0.6324923
90	-189.6555	-358.317	168.6614	1.503453	2.142701	1.595462	0.504373
96	-179.6825	-349.0753	169.3928	1.166795	2.030915	1.23708	0.6648645
102	-173.2063	-343.2901	170.0838	0.3201131	2.723409	0.6694988	0.6407578
108	-172.4919	-341.8074	169.3155	0.3810415	3.396488	0.999558	0.5893798
114	-168.8001	-338.3322	169.532	1.205507	1.328638	1.729902	0.5717921
120	-177.8381	-348.1877	170.3497	0.7799786	1.245099	1.415558	0.5717921
126	-182.5235	-352.0278	169.5043	0.5232797	0.8448318	2.885744	0.4651104
132	-181.84	-351.2845	169.4445	0.5939905	2.289605	1.568015	0.4733725
138	-180.4055	-350.8914	170.4858	0.582027	1.687749	1.02178	0.6254738
144	-181.6762	-350.2418	168.5656	1.041867	3.707607	0.9243327	0.7573942
150	-176.1466	-346.0455	169.8989	1.253731	1.218307	1.42914	0.459042
156	-170.1772	-340.7226	170.5453	0.420945	0.7722157	1.967363	0.459042
162	-181.6475	-351.496	169.8485	1.492458	1.015355	1.310676	0.8197252
168	-179.5096	-348.9461	169.4366	1.673228	2.06336	0.5077171	0.9110105
174	-177.3428	-346.6271	169.2843	0.8264776	2.426789	1.345932	0.6988518
180	-168.9739	-338.6212	169.6473	0.3624846	2.762209	1.110753	0.5735538
186	-168.6492	-337.8713	169.2221	1.660417	1.875617	1.105909	0.5735538
192	-173.3344	-343.2716	169.9372	1.186553	1.167826	1.506499	0.4584795
198	-174.1429	-342.8545	168.7116	2.304467	1.190721	1.697709	0.4114952
204	-174.2356	-342.905	168.6694	1.649744	2.300493	1.309701	0.5919924
210	-167.6407	-336.4989	168.8582	1.416675	1.451247	2.088946	0.4665641
216	-167.9552	-337.4545	169.4993	1.075545	1.146922	2.045286	0.6413661
222	-176.5413	-347.0267	170.4854	0.6664213	0.9287887	1.694134	0.592854
228	-173.6196	-343.064	169.4444	2.328284	1.214972	0.8548428	0.7355278
234	-174.6043	-343.9315	169.3272	1.480472	2.044699	1.021425	0.5789548
240	-188.2981	-357.4303	169.1322	0.6128625	1.900324	2.189706	0.4987958
246	-180.562	-349.4648	168.9028	2.085623	1.082942	1.807463	0.5311769
252	-182.3311	-351.1974	168.8663	2.206995	1.210501	1.617838	0.5311769
258	-184.7741	-354.8723	170.0982	1.03622	1.36122	1.265071	0.6649921
264	-180.5257	-351.0767	170.551	0.8996605	1.038268	1.230526	0.7285128
270	-181.3761	-350.2257	168.8496	0.9234004	2.547365	1.651582	0.5419396
276	-171.9851	-340.9614	168.9762	1.426074	1.783457	1.633324	0.3928699
282	-174.4213	-344.9939	170.5726	0.541322	1.590776	1.02734	0.6823051
