Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	tree_length
0	-2093.172	-2262.128	168.9556	0.363803	0.986616	0.8441694	2.610937
6	-2083.33	-2252.481	169.151	0.2733703	1.151001	0.9848357	2.35444
12	-2081.06	-2250.062	169.0023	0.1419459	0.9685139	0.8486812	2.727076
18	-2088.041	-2257.131	169.0899	0.2220119	1.051364	0.8773227	2.554917
24	-2087.577	-2256.612	169.0349	0.1073281	1.09761	1.000858	2.554917
30	-2085.361	-2254.652	169.2909	0.05380624	1.146871	0.9384834	2.436706
36	-2084.183	-2252.897	168.7132	0.3164192	1.222066	1.179328	2.436706
42	-2089.164	-2257.947	168.783	0.4590641	1.319336	0.9084521	2.413759
48	-2099.276	-2268.846	169.57	0.300056	0.7636568	0.9501195	2.337217
54	-2091.461	-2260.507	169.0464	0.1997991	0.9306573	0.9501195	2.625216
60	-2100.714	-2269.465	168.7511	0.3680138	1.185752	0.9005103	2.577287
66	-2095.176	-2263.872	168.6966	0.2676689	1.185752	0.9288412	2.655489
72	-2095.209	-2264.149	168.9403	0.4732273	1.22551	0.9288412	2.350202
78	-2091.804	-2260.813	169.0087	0.1605873	0.8003715	0.7773167	2.856645
84	-2112.583	-2281.49	168.9074	0.2240616	1.415749	1.117588	2.292418
90	-2102.36	-2270.817	168.4572	0.2956826	1.314562	0.9665406	2.684796
96	-2083.368	-2252.155	168.7873	0.3401785	1.02746	0.8921205	2.674527
102	-2095.596	-2264.706	169.1104	0.4651684	1.037404	0.8113645	2.439989
108	-2082.906	-2252.369	169.4634	0.02557582	0.982229	0.953109	2.439989
114	-2088.167	-2257.162	168.9941	0.189839	1.230513	0.9425689	2.483198
120	-2092.39	-2261.774	169.3839	0.02184496	1.063928	0.8859118	2.483198
126	-2095.637	-2265.167	169.5296	0.226923	1.048408	0.9409782	2.235433
132	-2090.585	-2259.919	169.3343	0.087502	1.048408	0.8803328	2.486295
138	-2089.738	-2258.707	168.9684	0.2062072	0.9216456	0.9383497	2.682131
144	-2111.474	-2280.289	168.8147	0.2600918	1.042298	1.027732	2.614272
150	-2113.738	-2282.804	169.0666	0.0796611	0.9878656	1.027732	2.603741
156	-2095.903	-2264.834	168.9313	0.4360619	1.017303	0.9531311	2.494245
162	-2100.684	-2269.758	169.0735	0.05825193	1.063915	0.9905635	2.588638
168	-2093.437	-2262.204	168.7668	0.3775539	0.9487224	0.7288767	2.812141
174	-2092.622	-2261.286	168.6641	0.1790189	1.049365	0.7121552	2.943673
180	-2093.249	-2262.302	169.0526	0.1959987	1.049365	0.8839875	2.591273
