Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-3165.312	-3331.884	166.5714	0.07545533	0.9295537	0.9433426	1.010121	3.625765
6	-3163.819	-3330.427	166.6086	0.07901573	0.8596424	0.9529311	1.02913	3.625765
12	-3164.416	-3331.321	166.9051	0.0799249	0.8797872	0.8352279	1.078337	3.480491
18	-3164.147	-3330.916	166.7692	0.08398952	0.9136714	1.067257	0.9318743	3.488379
24	-3158.565	-3325.757	167.1919	0.08058777	0.9136714	0.9139905	1.033276	3.27265
30	-3166.634	-3333.383	166.7491	0.08058777	1.074507	0.7990409	1.061987	3.487854
36	-3154.051	-3320.285	166.2332	0.07114284	0.937634	1.066346	1.201208	3.637583
42	-3156.146	-3322.648	166.502	0.07321333	0.9272945	1.167352	1.122142	3.473568
48	-3160.23	-3326.682	166.4522	0.07042553	0.8337907	0.8976363	1.031756	3.766273
54	-3168.367	-3335.053	166.6853	0.07017444	0.9470519	0.7589184	1.124085	3.591592
60	-3153.431	-3319.701	166.2699	0.07050252	0.8712191	0.8668324	1.098984	3.828844
66	-3166.935	-3333.245	166.3093	0.07534759	0.9563423	0.9731958	1.088867	3.699233
72	-3164.669	-3329.88	165.2116	0.06469354	0.916605	0.8599837	1.004976	4.465645
78	-3172.912	-3338.317	165.4049	0.06425149	0.8644681	0.8864335	0.8377444	4.465645
84	-3163.79	-3328.866	165.076	0.06606875	0.794539	0.8891668	0.962169	4.61644
90	-3165.303	-3330.943	165.6394	0.06332179	1.068658	0.7772813	0.9738898	4.201961
96	-3163.109	-3329.214	166.1051	0.06987511	0.828774	0.9812879	0.9831279	3.94879
102	-3164.98	-3330.81	165.8299	0.06088472	0.8682334	0.8734885	1.195718	4.028933
108	-3164.523	-3330.06	165.5372	0.06545348	1.063346	0.9700516	1.155815	4.05018
114	-3168.421	-3334.056	165.6349	0.06702301	0.8158737	1.179915	1.093586	4.05018
120	-3157.688	-3324.098	166.4096	0.06932032	0.8604616	1.095821	1.062334	3.644318
126	-3153.828	-3320.496	166.6684	0.07201858	0.9617462	0.9934851	1.107812	3.466552
132	-3155.877	-3322.432	166.5554	0.07201858	1.02609	0.9075033	1.230768	3.473302
138	-3161.553	-3327.669	166.1158	0.06602089	0.9810568	0.8915402	1.172665	3.800626
144	-3162.456	-3328.843	166.3866	0.07065808	0.982046	0.8892072	1.055658	3.709974
150	-3167.981	-3334.055	166.0742	0.06602089	0.9672943	0.8860072	1.113156	3.869819
156	-3161.896	-3327.943	166.0467	0.07579134	0.9561443	0.9446669	0.883959	3.984231
162	-3165.259	-3331.116	165.8572	0.06943517	0.9561443	0.966277	0.9165543	4.065092
168	-3170.891	-3337.09	166.1988	0.07090988	0.8595382	0.9183925	1.042608	3.879046
174	-3175.547	-3341.678	166.1319	0.07464483	0.9459251	0.8371126	0.9606264	3.95917
180	-3182.836	-3348.815	165.9787	0.07405536	0.898509	1.063423	0.9869729	3.930101
186	-3173.038	-3339.147	166.109	0.07101988	0.9396334	0.9907171	0.89147	3.930101
192	-3174.321	-3340.891	166.5699	0.07101988	0.8257314	0.8574512	1.117963	3.675706
198	-3179.13	-3345.32	166.1899	0.07101988	0.9340257	0.8934818	1.094154	3.826198
204	-3180.89	-3348.233	167.3429	0.0865111	1.019348	0.9289306	1.002253	3.126668
210	-3165.028	-3332.693	167.6643	0.09196133	0.7911575	0.8499631	1.10965	3.049279
216	-3158.794	-3325.679	166.8846	0.07842273	0.9087515	0.9220616	1.066306	3.433258
222	-3167.788	-3334.642	166.8541	0.08119565	1.131836	0.9447977	1.048109	3.316277
228	-3166.566	-3333.518	166.9523	0.08119565	0.8932039	0.8862276	1.011549	3.45397
234	-3167.035	-3333.867	166.8325	0.07368217	0.8844707	0.8781526	1.000706	3.544314
240	-3159.173	-3325.614	166.4418	0.0765248	0.8844707	0.9841879	0.9024226	3.764685
246	-3167.449	-3333.365	165.9153	0.06756996	0.9517592	0.9623652	1.107076	3.928818
252	-3159.859	-3325.891	166.0322	0.06756996	0.8504256	0.877169	1.027028	4.01387
258	-3179.32	-3345.057	165.7367	0.07210154	0.8338257	0.877169	1.007693	4.199816
264	-3170.252	-3335.967	165.7149	0.07004315	1.002591	0.8819005	1.01957	4.108576
270	-3195.568	-3361.292	165.7241	0.06608589	0.9713283	0.8064239	1.110619	4.113792
276	-3165.499	-3331.363	165.8637	0.06225504	0.8826202	0.7860231	1.12257	4.091297
282	-3160.769	-3326.221	165.4517	0.0602246	0.8415676	0.9947047	1.12257	4.23226
288	-3150.801	-3316.243	165.4416	0.0602246	0.9606205	0.8115922	1.131536	4.268836
294	-3156.603	-3321.695	165.0918	0.06193466	0.9807589	0.9667365	1.093524	4.388873
300	-3162.113	-3327.858	165.7448	0.06562247	0.9460581	0.9300333	1.005212	4.107159
306	-3158.821	-3324.284	165.4636	0.06562247	0.9644081	0.9165408	1.050441	4.238437
312	-3166.897	-3332.62	165.7237	0.06552707	0.7519314	0.8780592	1.037562	4.238437
318	-3164.034	-3329.864	165.83	0.0661798	1.05512	0.8477767	1.065677	4.008136
324	-3165.182	-3330.688	165.5061	0.06490059	1.059986	0.7698794	0.9479752	4.300261
330	-3161.016	-3326.656	165.64	0.06764261	0.8856844	0.8566364	0.9007339	4.300261
336	-3167.816	-3333.32	165.5038	0.06998943	0.944668	0.9044112	0.8330967	4.354203
342	-3159.016	-3324.66	165.6437	0.06684502	0.8710436	1.026252	1.074379	4.112382
348	-3168.147	-3333.913	165.7663	0.06684502	1.12944	0.845598	1.040198	4.017643
354	-3155.903	-3322.045	166.1413	0.07185983	0.9048311	0.8885961	1.01562	3.918196
360	-3160.348	-3326.036	165.6877	0.06772243	0.9155121	1.071457	1.014505	4.070037
366	-3155.983	-3321.933	165.9503	0.06772243	0.8871929	0.8986659	0.9525891	4.070037
372	-3159.234	-3324.365	165.1309	0.0661942	0.8222084	0.9935381	0.9731173	4.505798
378	-3163.92	-3329.307	165.3865	0.0661942	0.8161477	0.9935381	0.9762399	4.363347
384	-3161.834	-3327.369	165.5346	0.06569275	1.079184	1.066733	1.110144	4.013426
390	-3169.751	-3335.048	165.2968	0.06499582	0.8948197	0.8259386	1.098765	4.395695
396	-3173.039	-3338.355	165.3155	0.06499582	1.027168	0.9119944	1.087241	4.268849
402	-3159.368	-3325.531	166.1626	0.06589601	0.9221248	0.9139648	1.105837	3.833228
408	-3169.58	-3335.598	166.0179	0.06365024	0.7998355	0.9115336	1.146422	3.964841
414	-3174.924	-3340.672	165.7475	0.0613794	0.9350608	0.9094158	0.9936662	4.132538
420	-3175.904	-3342.006	166.1023	0.06821702	1.002342	0.8157736	1.174961	3.836506
426	-3164.356	-3330.001	165.6457	0.06821702	0.964117	0.90429	0.970887	4.185872
432	-3160.061	-3326.353	166.2919	0.07089893	0.8134753	0.8197875	1.03606	3.911279
438	-3161.082	-3327.777	166.6952	0.07411949	0.8134753	0.9068991	0.935484	3.685564
444	-3156.851	-3323.432	166.5812	0.08153888	0.8947311	0.9162127	0.9909837	3.663373
450	-3158.337	-3325.242	166.9044	0.07821123	0.9595228	0.8415742	1.003473	3.475578
456	-3155.965	-3322.594	166.6289	0.0765269	0.9055163	0.8444062	0.9653237	3.688535
462	-3163.669	-3330.212	166.543	0.07392166	0.9191961	0.8806861	1.150445	3.603895
468	-3156.795	-3323.398	166.6029	0.0737381	0.8590511	0.8806861	1.028896	3.674281
474	-3162.893	-3329.34	166.4471	0.0712749	0.8084902	0.9996365	1.11815	3.674281
480	-3167.47	-3334.593	167.1223	0.07776847	0.7541359	0.9332566	1.106092	3.353073
486	-3161.282	-3327.31	166.0288	0.07710155	1.078238	0.9145933	1.00889	3.869422
492	-3156.543	-3323.479	166.9359	0.07466496	0.8244761	0.8804108	1.048099	3.489005
498	-3158.367	-3325.003	166.6367	0.07116138	0.9460582	0.8799369	0.9664378	3.642729
504	-3161.863	-3328.727	166.8641	0.07743968	0.9460582	0.8799369	1.010671	3.48109
510	-3175.468	-3342.097	166.6292	0.07945923	0.7720996	1.090586	1.164605	3.50443
516	-3165.24	-3332.58	167.3403	0.07945923	0.7745591	0.922128	1.070851	3.239379
522	-3177.77	-3343.65	165.8797	0.07505007	1.03834	1.050791	0.9184687	3.952773
528	-3164.051	-3331.009	166.9581	0.07956296	0.8355873	0.8705708	0.9184687	3.548082
534	-3166.737	-3334.18	167.4424	0.08822464	1.166773	0.8881499	1.052281	2.972709
540	-3158.789	-3326.61	167.8211	0.0854956	0.9655731	0.7712434	1.041413	2.942557
546	-3166.263	-3333.593	167.3305	0.08311151	0.9383756	0.9234425	1.123141	3.115533
552	-3162.942	-3329.994	167.0519	0.07848824	0.9383756	0.9775542	1.161082	3.229095
558	-3160.662	-3327.626	166.9643	0.07952193	0.9326821	1.082074	1.150807	3.22793
564	-3161.846	-3329.5	167.6541	0.08911901	0.8763766	0.9480328	0.9891384	3.020915
570	-3174.375	-3341.58	167.2049	0.08201061	0.9056619	0.9790817	1.037622	3.22793
576	-3177.915	-3345.327	167.4122	0.07673777	0.9869946	0.9790817	1.1813	2.973374
582	-3170.254	-3337.127	166.8732	0.07692225	1.02039	0.984636	1.072735	3.334986
588	-3160.764	-3328.011	167.2466	0.08094553	0.849072	0.9023446	1.184244	3.195527
594	-3174.401	-3341.661	167.2604	0.08617183	0.923322	1.027422	1.032535	3.156475
600	-3161.804	-3328.742	166.9375	0.08301366	1.099102	0.872059	0.9975995	3.357526
606	-3166.711	-3333.419	166.708	0.06918618	0.8625926	0.968824	1.17945	3.475224
612	-3167.486	-3333.887	166.4011	0.07102202	0.830436	1.043693	1.098738	3.674404
618	-3160.589	-3326.763	166.1736	0.07460713	0.9680289	1.002709	0.9924683	3.809794
624	-3160.62	-3326.819	166.1996	0.07298091	0.8807581	0.9412415	1.031702	3.858543
630	-3154.897	-3321.068	166.1711	0.07070589	0.9340589	0.9804072	1.129215	3.767071
636	-3157.037	-3323.032	165.9957	0.07070589	1.177491	0.8301686	0.9713055	3.905006
642	-3161.016	-3327.473	166.4575	0.07485035	0.9421461	0.925988	0.9964802	3.702692
648	-3161.437	-3327.755	166.318	0.07248474	1.096454	0.8984615	1.011569	3.702692
654	-3152.817	-3318.931	166.1137	0.07058704	0.9545363	0.8984615	1.104404	3.849757
660	-3158.369	-3325.058	166.6894	0.07214319	0.9735116	0.8214725	0.9322922	3.648893
666	-3158.582	-3324.869	166.2874	0.08032629	1.002578	0.9732845	0.9015984	3.790323
672	-3159.505	-3326.402	166.8971	0.0851057	0.8731451	0.9732845	0.8814108	3.52083
678	-3170.066	-3336.891	166.8248	0.08945605	0.9896501	1.060649	0.9273996	3.414829
684	-3169.986	-3337.321	167.335	0.09926095	0.9874786	0.9695323	0.9273996	3.163161
690	-3157.719	-3325.115	167.3961	0.08971698	0.9017968	0.9117844	1.018985	3.163161
696	-3157.701	-3325.299	167.5982	0.08759325	0.9964578	0.8151416	1.049527	3.026254
702	-3165.725	-3332.662	166.937	0.07682881	1.002598	0.7798906	1.093467	3.414625
708	-3161.393	-3327.892	166.4995	0.0781476	0.8465577	0.9589566	1.060201	3.6755
714	-3152.887	-3319.815	166.9281	0.08008051	1.051055	0.9456578	1.030747	3.330418
720	-3160.635	-3327.078	166.4431	0.0740907	1.043659	1.130189	1.008777	3.527233
726	-3155.861	-3322.379	166.5175	0.07119721	0.9044185	0.9128325	1.004496	3.694811
732	-3149.492	-3315.39	165.8979	0.06689295	0.8708852	0.9369262	1.060354	4.026417
738	-3152.161	-3318.4	166.2395	0.06877983	0.9963858	0.8237077	1.044441	3.831308
744	-3156.179	-3322.119	165.9399	0.06827684	0.9134621	0.8382203	0.9000675	4.124717
750	-3171.86	-3338.123	166.2628	0.07193807	0.7716445	0.9562046	0.9591621	3.917128
756	-3170.836	-3337.113	166.2767	0.07808725	0.8280232	0.9562046	0.8844502	3.917128
762	-3169.08	-3336.607	167.5267	0.08174756	0.9681431	0.8709724	1.073541	3.042234
768	-3166.98	-3333.988	167.008	0.08452962	0.9683856	0.9376701	0.9555045	3.378345
774	-3163.448	-3331.058	167.6098	0.08248743	0.8650637	0.9812926	1.121535	2.958773
780	-3160.066	-3326.935	166.8693	0.07722633	0.9283625	1.029641	1.049067	3.378593
786	-3173.047	-3339.835	166.7879	0.07838132	1.16262	1.028951	1.049067	3.288832
792	-3162.372	-3329.301	166.9289	0.07622743	0.9675183	0.9612583	1.03681	3.3686
798	-3159.115	-3325.581	166.4663	0.06756492	0.8652448	0.8756509	1.003203	3.770959
804	-3165.287	-3331.971	166.6837	0.07540795	1.042324	1.025768	1.078862	3.406532
810	-3164.923	-3331.14	166.2177	0.07121187	0.9779652	0.7449528	0.94048	3.956222
816	-3154.861	-3320.816	165.9553	0.06938592	0.9188098	0.9170531	0.9785427	4.023104
822	-3155.747	-3322.25	166.5031	0.07203609	0.8664089	1.07596	1.115603	3.56559
828	-3163.638	-3330.622	166.9836	0.07330919	0.7677415	0.9871975	1.121605	3.388774
834	-3166.219	-3333.032	166.8131	0.07345353	0.9558797	0.9019538	1.010322	3.494897
840	-3169.288	-3336.04	166.7519	0.08293395	0.9558797	0.9448939	0.9959135	3.50851
846	-3169.315	-3335.268	165.9528	0.07266748	0.8423014	0.8930403	0.9575466	4.091453
852	-3166.388	-3332.725	166.3365	0.0722117	0.8423014	0.9584031	1.022223	3.797685
858	-3159.675	-3326.212	166.5369	0.0722117	0.9073946	0.8588434	1.022223	3.701974
864	-3155.222	-3321.235	166.0133	0.07280359	0.8803004	0.9355519	0.9079662	4.039627
870	-3159.048	-3325.475	166.4264	0.07217137	0.8803004	0.9844674	1.037387	3.700401
876	-3152.525	-3318.541	166.0164	0.06930038	1.028082	0.9844674	1.037387	3.853346
882	-3158.139	-3324.278	166.1394	0.07135255	1.028082	1.058536	1.121131	3.690342
888	-3164.116	-3330.415	166.2997	0.06841638	1.005241	0.9561292	1.053144	3.711015
894	-3175.06	-3342.453	167.3929	0.09572136	1.124569	0.8754125	1.012336	3.054467
900	-3164.489	-3331.825	167.3362	0.08308443	0.9851856	1.00245	1.066984	3.070731
906	-3160.461	-3327.786	167.3258	0.07526253	0.9851856	0.8358007	1.066984	3.180177
912	-3156.225	-3323.327	167.102	0.0807352	0.8749088	1.058985	1.132375	3.204281
918	-3152.184	-3319.285	167.101	0.07782112	0.98361	1.037786	1.049082	3.204281
924	-3165.851	-3332.509	166.6577	0.07799261	0.8195934	0.7117172	0.9362389	3.810302
930	-3165.382	-3331.411	166.0294	0.06712207	0.8214154	0.8589822	1.011055	4.051371
936	-3160.269	-3326.052	165.7836	0.06599308	1.140561	0.8589822	0.926427	4.059369
942	-3167.533	-3334.199	166.6663	0.07446053	0.8655178	0.9106301	1.013425	3.625187
948	-3170.765	-3336.843	166.0782	0.07247286	0.8720334	0.7973641	0.9543945	4.05878
954	-3170.109	-3337.118	167.0086	0.08034687	0.9448943	0.8173424	1.054814	3.405746
960	-3162.673	-3328.982	166.3089	0.06944643	1.00104	0.9160796	1.138781	3.681133
966	-3162.128	-3328.545	166.417	0.07035222	0.934388	0.8805224	1.056162	3.72481
972	-3159.61	-3325.978	166.3684	0.07523804	0.9320482	0.9218392	1.061163	3.72481
978	-3151.647	-3317.884	166.2368	0.06732659	0.7469382	0.9441676	1.061163	3.896607
984	-3145.982	-3312.237	166.2545	0.06732659	0.8200377	0.9601397	1.088707	3.820955
990	-3167.881	-3334.163	166.2824	0.06632709	0.7783388	0.8085489	1.059621	3.931591
996	-3164.052	-3330.337	166.285	0.06632709	0.8966726	0.8371996	1.051142	3.852308
1002	-3155.473	-3321.71	166.2374	0.06447119	0.9029123	0.8665536	1.197263	3.776483
1008	-3168.743	-3333.769	165.0258	0.06154119	0.8071777	1.001865	0.9947647	4.558902
1014	-3172.861	-3338.274	165.413	0.06154119	0.7728482	0.8596168	0.9117442	4.486219
1020	-3175.362	-3340.534	165.1719	0.06281111	1.171983	1.010738	1.148951	4.1789
1026	-3169.945	-3335.301	165.3562	0.06780124	1.154334	0.9442136	1.005346	4.200593
1032	-3158.415	-3323.233	164.8187	0.05949354	0.9064772	0.8992364	1.049835	4.647869
1038	-3166.612	-3331.849	165.2368	0.06056216	0.8169036	0.935067	0.9362786	4.505926
1044	-3165.128	-3331.239	166.111	0.07401221	1.010979	1.012306	0.833978	3.906961
1050	-3153.698	-3318.896	165.1982	0.06400278	0.937478	0.7983871	0.9671099	4.51713
1056	-3153.694	-3319.554	165.8599	0.06321912	0.9329321	0.8913763	1.021921	4.062841
1062	-3164.774	-3331.118	166.344	0.06829591	0.8391253	0.7798634	1.066913	3.872955
1068	-3165.591	-3331.886	166.2946	0.0724941	0.9395337	0.7798634	1.012566	3.872955
