Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-1506.252	-1672.771	166.5185	0.203383	5.121441
6	-1507.482	-1673.939	166.4571	0.264769	5.121441
12	-1508.162	-1675.361	167.1982	0.1063808	4.797368
18	-1504.535	-1670.158	165.6223	0.1974334	5.618834
24	-1509.363	-1676.315	166.9513	0.1246925	4.924786
30	-1495.671	-1661.803	166.1311	0.356853	5.250875
36	-1505.102	-1671.112	166.0097	0.356853	5.317929
42	-1491.884	-1658.172	166.2872	0.4587706	5.10807
48	-1498.96	-1665.235	166.2741	0.1909378	5.263545
54	-1498.908	-1665.842	166.9335	0.1909378	4.897804
60	-1497.205	-1662.624	165.4188	0.191088	5.733913
66	-1496.516	-1662.869	166.3528	0.1687926	5.232287
72	-1499.696	-1666.182	166.4861	0.218279	5.131097
78	-1515.533	-1680.968	165.4351	0.06256905	5.795317
84	-1502.785	-1669.767	166.9824	0.2172741	4.855916
90	-1504.034	-1669.648	165.6133	0.301752	5.566498
96	-1505.416	-1671.977	166.5608	0.090929	5.160293
102	-1513.129	-1680.099	166.9704	0.2367955	4.85172
108	-1510.07	-1677.169	167.0989	0.08323181	4.865686
114	-1512.824	-1678.918	166.0941	0.4488616	5.220445
120	-1501.188	-1667.631	166.4433	0.3218993	5.097386
126	-1488.869	-1655.2	166.3307	0.3128296	5.164806
132	-1512.195	-1677.109	164.914	0.3494092	5.923376
138	-1495.14	-1661.305	166.1648	0.2945096	5.266703
144	-1490.367	-1656.679	166.3114	0.1479297	5.266703
150	-1505.391	-1672.357	166.9665	0.1568031	4.898464
156	-1517.172	-1682.791	165.619	0.3069185	5.560544
162	-1514.404	-1681.054	166.6499	0.2401949	5.028103
168	-1512.39	-1679.446	167.0563	0.1291908	4.863799
174	-1514.665	-1681.237	166.572	0.009958432	5.198885
180	-1506.342	-1672.596	166.2537	0.1177554	5.315208
186	-1509.768	-1675.956	166.1878	0.1836445	5.315208
192	-1516.848	-1683.482	166.6333	0.1938371	5.063045
198	-1507.289	-1673.573	166.2842	0.08388939	5.317069
204	-1506.034	-1671.716	165.6824	0.4159294	5.465698
210	-1496.759	-1664.141	167.3819	0.2337778	4.623345
216	-1500.946	-1668.126	167.1804	0.2337778	4.73619
222	-1495.823	-1661.615	165.7918	0.0833631	5.588409
228	-1486.394	-1653.871	167.4773	0.007392138	4.69675
234	-1497.523	-1664.698	167.1752	0.1662945	4.776796
240	-1502.233	-1669.726	167.4925	0.06543853	4.655698
246	-1505.607	-1672.293	166.6865	0.3095239	4.969274
252	-1523.637	-1690.706	167.0694	0.3095239	4.75585
258	-1507.643	-1674.266	166.6229	0.3095239	5.004624
264	-1506.087	-1672.899	166.8122	0.04344826	5.047262
270	-1496.755	-1663.135	166.3802	0.2528043	5.170652
276	-1495.108	-1661.459	166.3518	0.3009012	5.159722
282	-1502.494	-1669.477	166.9829	0.08783119	4.927723
288	-1504.551	-1671.283	166.7311	0.3053437	4.946764
294	-1494.89	-1661.889	166.9998	0.03666689	4.946764
300	-1494.542	-1660.906	166.3647	0.04912806	5.291818
306	-1502.934	-1669.173	166.2393	0.08258383	5.342533
312	-1507.408	-1673.641	166.233	0.01918835	5.380981
318	-1517.697	-1684.023	166.3261	0.04962557	5.312868
324	-1509.343	-1674.979	165.6363	0.3102956	5.549155
330	-1509.57	-1675.179	165.6091	0.3843132	5.523441
336	-1495.245	-1660.225	164.9804	0.2308543	5.951886
342	-1497.704	-1663.74	166.0367	0.1878856	5.396188
348	-1498.609	-1665.685	167.0755	0.2036748	4.811592
354	-1497.695	-1663.557	165.8618	0.3340188	5.412057
360	-1495.511	-1662.469	166.9577	0.08078243	4.945648
366	-1497.101	-1662.902	165.8011	0.08078243	5.58472
372	-1494.017	-1659.55	165.5327	0.1753883	5.680091
378	-1493.995	-1659.017	165.0217	0.4560215	5.806269
