Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-627.2377	-791.0954	163.8577	1.480438	1.486384	0.9632304	4.630454
6	-639.8477	-804.1274	164.2798	1.392411	1.36439	0.9632304	4.505439
12	-652.974	-815.5864	162.6124	1.79889	1.741212	1.076416	4.970077
18	-639.9718	-802.5821	162.6103	1.707032	1.532459	1.076416	5.122311
24	-644.4088	-807.8614	163.4526	1.575969	1.592995	0.9263129	4.772525
30	-631.1812	-794.9129	163.7317	1.86594	1.375002	0.803062	4.65451
36	-652.227	-814.4284	162.2014	1.799293	1.746791	0.9224624	5.280125
42	-646.6245	-810.3674	163.743	1.75091	1.252832	0.9916151	4.665599
48	-647.3639	-810.4645	163.1006	2.141939	1.26496	0.963001	4.846845
54	-654.9209	-818.1326	163.2116	1.622577	1.389736	1.018536	4.937865
60	-658.9617	-823.5593	164.5976	0.9730519	1.806502	1.206372	4.191616
66	-659.0835	-824.2906	165.2071	0.9730519	1.334728	1.032666	4.191616
72	-650.701	-814.9703	164.2692	1.397618	1.454025	1.003063	4.438057
78	-665.7044	-828.5728	162.8684	1.397618	0.9184555	0.936373	5.546189
84	-655.8799	-818.6353	162.7554	1.776749	1.165968	0.9742808	5.259199
90	-667.242	-829.8817	162.6397	1.796741	0.9710112	0.871545	5.477027
96	-659.2139	-823.0064	163.7925	1.572393	0.9542578	0.9189011	4.934463
102	-642.3123	-806.0159	163.7036	1.418749	1.361985	0.9189011	4.840127
108	-642.4109	-806.2227	163.8118	1.870661	1.204938	0.9956964	4.591992
114	-636.0928	-800.7428	164.6499	1.044978	0.9048931	0.9023399	4.777524
120	-638.7297	-802.2951	163.5654	1.43396	1.521506	0.8151916	4.882666
126	-646.7349	-809.4795	162.7446	2.082375	1.521506	0.9656038	4.934606
132	-649.902	-812.6063	162.7043	1.630816	1.230109	1.006504	5.307206
138	-644.6944	-807.3843	162.6899	1.913896	1.089523	0.8853258	5.320248
144	-654.5177	-817.657	163.1393	1.600511	1.274726	0.8719673	5.132269
150	-642.0262	-806.6362	164.6099	1.734228	1.373316	1.398395	3.886445
