Iteration	Posterior	Likelihood	Prior	gain_loss_ratio	tree_length
0	-1810.788	-1981.606	170.8184	1.616203	1.790566
6	-1809.823	-1980.803	170.9805	1.177315	1.965512
12	-1818.081	-1988.756	170.6754	1.729246	1.818671
18	-1814.059	-1984.856	170.7968	1.595474	1.818671
24	-1809.147	-1980.132	170.9854	1.332586	1.859456
30	-1810.29	-1981.092	170.8025	1.153133	2.09943
36	-1812.226	-1983.443	171.2172	1.030422	1.904433
42	-1808.922	-1979.779	170.8572	1.466619	1.859617
48	-1812.069	-1982.895	170.826	1.466619	1.880874
54	-1809.726	-1980.601	170.8742	1.520751	1.813034
60	-1820.853	-1991.498	170.6453	1.520751	1.968648
66	-1816.737	-1987.81	171.0735	1.261893	1.846131
72	-1815.947	-1986.933	170.9856	1.206161	1.94301
78	-1808.101	-1978.811	170.7096	1.458226	1.964939
84	-1810.029	-1980.865	170.836	1.174905	2.063227
90	-1807.975	-1978.789	170.8145	1.452378	1.897866
96	-1816.654	-1987.656	171.0023	1.462783	1.761889
102	-1811.334	-1982.488	171.1537	1.304652	1.761889
108	-1808.236	-1979.066	170.8302	1.291066	1.991486
114	-1802.678	-1973.633	170.9549	1.16393	1.991486
120	-1817.383	-1988.271	170.8887	1.247842	1.980565
126	-1822.823	-1993.998	171.1745	1.247842	1.785958
132	-1825.281	-1996.355	171.0742	1.334106	1.797296
138	-1813.936	-1984.829	170.8933	1.389425	1.885008
144	-1819.805	-1990.956	171.1508	1.07705	1.917889
150	-1822.07	-1992.88	170.8102	1.511813	1.862749
156	-1815.294	-1986.508	171.2136	1.277421	1.738471
162	-1814.41	-1985.383	170.9722	1.552335	1.724265
168	-1815.612	-1986.526	170.9136	1.310194	1.922979
174	-1812.897	-1983.898	171.0008	1.220864	1.922979
180	-1818.498	-1989.481	170.9831	1.431833	1.795569
186	-1818.392	-1989.172	170.7797	1.451053	1.922306
192	-1815.188	-1986.14	170.9526	1.588143	1.714758
198	-1815.665	-1986.697	171.0318	1.700236	1.584632
204	-1810.858	-1981.867	171.0091	1.636568	1.642852
210	-1811.235	-1982.252	171.0163	1.167154	1.948228
216	-1826.361	-1996.963	170.6021	1.572454	1.965439
222	-1810.197	-1981.051	170.8541	1.249873	2.002295
228	-1808.446	-1979.547	171.101	1.433715	1.711903
234	-1805.151	-1976.109	170.9578	1.409739	1.827598
240	-1813.962	-1985.563	171.6004	1.035248	1.633776
246	-1802.905	-1973.948	171.0424	1.433462	1.753269
252	-1803.563	-1974.406	170.8434	1.444471	1.883284
258	-1809.507	-1980.408	170.9016	1.37587	1.888213
264	-1809.719	-1980.763	171.0442	1.363891	1.798213
270	-1810.326	-1981.043	170.7167	1.524323	1.918325
