Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	tree_length
0	-380.7961	-548.7257	167.9296	3.494297	1.948593	1.428516
6	-364.0525	-530.357	166.3045	5.919145	2.180244	1.480348
12	-358.4495	-527.3551	168.9056	2.509454	1.570896	1.498487
18	-359.5128	-528.4306	168.9178	2.34759	1.939846	1.299652
24	-356.9047	-524.4029	167.4981	4.250368	1.971264	1.388687
30	-356.6199	-524.856	168.2361	2.819899	1.336347	1.972612
36	-366.6296	-533.4451	166.8155	4.371089	1.820102	1.93769
42	-356.7058	-524.2957	167.5899	3.745035	1.438265	1.922917
48	-371.9445	-539.2989	167.3544	4.463464	1.45916	1.780401
54	-369.1638	-536.5935	167.4297	4.211608	1.81004	1.578922
60	-370.053	-538.4538	168.4008	3.08884	1.695949	1.467793
66	-362.8671	-529.983	167.1159	5.097627	1.718325	1.521219
72	-355.6704	-522.315	166.6445	7.22127	1.714191	1.116
78	-355.1362	-521.2657	166.1295	6.775734	2.179305	1.317868
84	-358.1096	-525.4168	167.3072	4.534858	2.259184	1.177316
90	-355.2655	-522.69	167.4246	4.534858	1.758532	1.485058
96	-356.4982	-524.5087	168.0106	2.784697	2.204637	1.540255
102	-358.0994	-524.9789	166.8795	4.895395	1.869661	1.660275
108	-363.741	-531.0401	167.2991	3.648741	2.167551	1.660275
114	-361.7421	-529.5938	167.8517	3.615822	1.635743	1.660275
120	-356.6259	-523.9529	167.327	4.381141	1.898772	1.517599
126	-354.7954	-523.1498	168.3544	3.184639	1.869049	1.317847
132	-360.5788	-527.8415	167.2626	4.70494	1.968593	1.376449
138	-367.8042	-534.5563	166.7521	4.67473	2.665148	1.239048
144	-356.5034	-525.1137	168.6103	2.824667	1.960754	1.239048
150	-365.4234	-532.7643	167.3409	4.259289	2.120162	1.39122
156	-371.0234	-538.6061	167.5827	3.113393	1.73213	2.006682
162	-372.5709	-539.7492	167.1783	4.257134	1.588563	1.892876
168	-365.9604	-533.3092	167.3488	4.257134	2.001829	1.476918
174	-356.6478	-525.468	168.8202	2.07794	1.748553	1.682545
180	-355.4009	-522.8687	167.4678	3.793997	1.202673	2.140138
186	-371.965	-540.1962	168.2312	3.420782	0.9773404	1.940205
192	-384.9414	-552.2997	167.3583	2.432729	0.9132695	2.973122
198	-369.3594	-537.2592	167.8999	3.243681	0.8961275	2.287364
204	-370.5617	-538.7557	168.194	1.711442	0.9812829	2.790855
210	-372.3686	-541.5899	169.2213	1.80996	1.070961	2.0292
216	-372.1368	-540.1788	168.0419	2.749583	1.020531	2.338133
222	-371.5589	-538.6702	167.1113	4.580132	1.486943	1.883987
228	-386.0683	-553.6805	167.6121	4.344445	1.095654	1.899097
234	-381.2161	-548.1556	166.9395	5.061818	0.8902251	2.222181
240	-370.0588	-538.3606	168.3018	2.506892	1.123298	2.222181
246	-371.1219	-538.6349	167.513	3.370257	0.8396903	2.514295
252	-364.1612	-532.1794	168.0182	3.041258	1.158127	2.130847
258	-369.7369	-538.0671	168.3303	2.983818	1.394065	1.789624
264	-374.9858	-542.8975	167.9116	3.475793	1.481607	1.789624
270	-359.8823	-526.4139	166.5316	6.105105	1.800214	1.530173
276	-358.003	-526.3171	168.3141	4.099948	1.262121	1.373573
282	-350.5913	-517.7555	167.1642	4.914206	1.328143	1.833271
288	-362.4918	-529.33	166.8382	6.389158	1.230274	1.628584
