Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-2531.83	-2694.256	162.4262	1.546055	6.624909
6	-2544.213	-2708.182	163.9686	1.348625	5.894
12	-2534.808	-2698.554	163.7458	1.424058	5.974459
18	-2535.681	-2698.025	162.3434	1.544069	6.670787
24	-2538.684	-2700.702	162.0179	1.50636	6.866873
30	-2544.49	-2705.337	160.8468	1.687839	7.398979
36	-2536.283	-2697.479	161.1956	1.676146	7.218087
42	-2540.322	-2702.551	162.2281	1.491688	6.761336
48	-2535.987	-2698.993	163.0057	1.462235	6.356389
54	-2531.679	-2695.427	163.7475	1.534869	5.91306
60	-2536.86	-2698.11	161.2498	1.64517	7.20558
66	-2544.41	-2707.379	162.9688	1.535968	6.336389
72	-2540.01	-2702.884	162.874	1.567075	6.370992
78	-2536.1	-2699.085	162.9857	1.480739	6.357209
84	-2536.411	-2700.231	163.8199	1.484184	5.901172
90	-2527.971	-2689.425	161.4546	1.689407	7.071689
96	-2522.53	-2686.638	164.1089	1.382867	5.798587
102	-2541.241	-2704.247	163.0062	1.58854	6.287581
108	-2536.411	-2698.773	162.3618	1.579541	6.641629
114	-2529.645	-2692.906	163.2615	1.497805	6.198121
120	-2529.021	-2691.203	162.182	1.537535	6.761507
126	-2528.159	-2690.692	162.5328	1.508541	6.58758
132	-2548.931	-2711.278	162.347	1.569379	6.655143
138	-2554.416	-2716.626	162.2093	1.707069	6.655143
144	-2541.886	-2703.626	161.7405	1.533675	7.001611
150	-2548.022	-2712.071	164.0485	1.388202	5.8287
156	-2540.917	-2704.661	163.7436	1.527937	5.918941
162	-2551.153	-2713.804	162.6508	1.413721	6.575038
168	-2548.346	-2710.757	162.4113	1.575162	6.617239
174	-2546.204	-2708.885	162.6805	1.616459	6.449155
180	-2540.134	-2702.874	162.7407	1.466171	6.497945
186	-2532.263	-2694.808	162.5454	1.531124	6.568499
192	-2528.066	-2690.638	162.5716	1.505015	6.568499
198	-2524.172	-2686.524	162.3514	1.539487	6.668936
204	-2524.874	-2687.044	162.1696	1.539487	6.767125
210	-2527.544	-2690.436	162.8922	1.584279	6.351765
216	-2529.967	-2693.665	163.6976	1.306316	6.06497
222	-2531.171	-2693.324	162.1534	1.676651	6.701828
228	-2531.105	-2693.955	162.8502	1.555228	6.390299
234	-2537.859	-2700.848	162.9891	1.555228	6.314912
240	-2528.646	-2693.774	165.1282	1.421899	5.216511
246	-2524.773	-2688.196	163.4229	1.421899	6.151593
252	-2531.746	-2695.195	163.4487	1.412501	6.14265
258	-2526.739	-2688.673	161.9338	1.672265	6.822724
264	-2528.93	-2690.231	161.3007	1.629911	7.186411
270	-2526.129	-2688.704	162.5748	1.505919	6.566241
276	-2523.025	-2685.513	162.4879	1.592889	6.566241
282	-2534.941	-2696.294	161.3533	1.423375	7.269145
288	-2542.52	-2704.099	161.5786	1.611895	7.046651
294	-2531.864	-2695.241	163.3772	1.544702	6.109624
300	-2531.201	-2693.842	162.6411	1.4748	6.547201
306	-2528.817	-2690.75	161.9335	1.382731	6.978985
312	-2528.983	-2694.289	165.306	1.449086	5.102988
318	-2532.199	-2695.316	163.1172	1.516887	6.266186
324	-2536.323	-2698.787	162.4638	1.622179	6.56339
330	-2533.128	-2695.704	162.5757	1.510357	6.56339
336	-2534.047	-2696.574	162.5272	1.558774	6.56339
342	-2540.97	-2702.417	161.4469	1.55776	7.146659
348	-2532.354	-2694.6	162.2458	1.55776	6.716138
354	-2538.241	-2702.169	163.9279	1.318961	5.932435
360	-2532.737	-2695.417	162.6799	1.567714	6.475868
366	-2530.459	-2693.107	162.6474	1.579189	6.487254
372	-2535.26	-2697.858	162.5977	1.513463	6.54979
378	-2535.913	-2698.642	162.7281	1.551322	6.458613
384	-2527.751	-2690.479	162.7281	1.551322	6.458613
390	-2523.334	-2686.221	162.8869	1.538432	6.379521
396	-2535.199	-2695.579	160.3799	1.661283	7.663265
402	-2530.361	-2693.36	162.9997	1.661283	6.251588
408	-2546.541	-2707.428	160.8872	1.732297	7.353471
414	-2539.698	-2701.748	162.0496	1.420386	6.896146
420	-2530.048	-2693.814	163.7662	1.458202	5.944687
426	-2526.685	-2690.195	163.5094	1.47447	6.075876
432	-2535.217	-2699.45	164.2324	1.35803	5.744542
438	-2540.867	-2704.961	164.0943	1.401211	5.796511
444	-2533.397	-2695.298	161.9006	1.501746	6.932602
450	-2529.7	-2692.168	162.4682	1.501746	6.626175
456	-2524.638	-2687.23	162.5926	1.531008	6.543034
462	-2531.865	-2695.028	163.1627	1.535145	6.231517
