Iteration	Posterior	Likelihood	Prior	gain_loss_ratio	tree_length
0	-60.84682	-232.0355	171.1887	1.046825	1.912656
6	-67.74622	-239.3691	171.6229	0.9237372	1.697357
12	-72.70844	-243.5106	170.8021	1.961748	1.584952
18	-50.52698	-222.3289	171.802	1.019781	1.497045
24	-61.85617	-234.2857	172.4295	0.6537152	1.283624
30	-62.93488	-234.8655	171.9306	1.28124	1.187557
36	-60.50452	-231.7648	171.2603	1.234889	1.734885
42	-43.85231	-215.7454	171.8931	0.69708	1.661293
48	-54.15795	-225.8157	171.6577	1.26912	1.418867
54	-57.5775	-229.2593	171.6818	1.123117	1.509851
60	-58.77508	-229.9976	171.2225	0.9455936	1.958098
66	-71.48619	-243.0607	171.5745	2.069941	0.8291775
72	-54.05671	-225.6473	171.5905	1.371532	1.394109
78	-60.17134	-232.1217	171.9503	0.8983607	1.476596
84	-64.81413	-235.6632	170.849	1.080615	2.1162
90	-61.51279	-231.7216	170.2088	3.872427	0.9306831
96	-59.65744	-230.5204	170.863	1.403209	1.896674
102	-53.29647	-224.8927	171.5962	1.394957	1.372094
108	-62.3064	-233.7098	171.4034	0.793711	1.937277
114	-62.87524	-234.1826	171.3073	1.590939	1.453395
120	-68.56189	-239.4696	170.9077	1.248893	1.967102
126	-62.62394	-234.1311	171.5072	1.411861	1.428825
132	-62.5041	-234.6307	172.1266	0.7826421	1.428825
138	-55.2478	-225.9085	170.6607	2.389953	1.428825
144	-58.12044	-230.5354	172.415	0.9432376	1.052756
150	-58.19602	-229.8166	171.6206	1.486073	1.283306
156	-53.64891	-225.1492	171.5002	1.166804	1.611572
162	-64.35355	-235.2235	170.87	1.718822	1.689132
168	-56.33834	-227.4091	171.0708	1.457517	1.717312
174	-50.45797	-222.2865	171.8285	1.523069	1.072085
180	-59.71017	-230.5665	170.8563	1.720077	1.698008
186	-60.97303	-231.8874	170.9144	1.24581	1.964669
192	-52.69765	-224.1554	171.4577	1.136375	1.663891
198	-56.31577	-227.4853	171.1695	1.470521	1.63824
204	-61.64283	-233.4245	171.7817	0.7559671	1.701348
210	-62.97097	-234.4171	171.4461	0.7877126	1.912354
216	-72.01045	-242.6095	170.5991	1.696699	1.890962
222	-59.52722	-230.9776	171.4504	1.307323	1.547309
228	-56.80779	-227.658	170.8502	2.249596	1.368097
234	-54.13845	-226.7703	172.6319	0.8306293	0.9473752
240	-50.42664	-222.376	171.9494	0.7324331	1.596977
246	-59.81663	-231.7927	171.9761	0.8574348	1.487766
252	-56.41054	-227.5144	171.1039	1.062998	1.958977
258	-51.93537	-223.9987	172.0633	0.7204638	1.521397
264	-59.38629	-230.2185	170.8322	1.027789	2.161588
270	-55.87318	-228.1753	172.3021	0.6501441	1.387972
276	-54.86364	-226.704	171.8403	1.1242	1.387972
282	-58.33489	-229.3218	170.9869	0.7602832	2.232562
288	-56.18883	-227.0467	170.8579	1.051079	2.129679
294	-65.80074	-237.1404	171.3397	1.687679	1.359888
300	-63.34819	-234.1426	170.7944	1.687679	1.762067
306	-60.04747	-231.287	171.2396	1.378122	1.651015
312	-57.5695	-227.9592	170.3897	1.895522	1.913903
318	-50.07746	-220.9652	170.8878	1.773052	1.641838
324	-45.85721	-216.911	171.0538	1.58938	1.641838
330	-49.03725	-220.3709	171.3337	1.124847	1.759583
336	-49.25604	-220.9289	171.6728	0.6720427	1.83158
342	-68.46822	-240.2693	171.8011	0.6720427	1.742521
348	-72.8689	-244.795	171.9261	1.234529	1.230274
354	-65.31247	-237.2763	171.9638	1.19625	1.230274
360	-61.76989	-232.3671	170.5972	1.061824	2.291219
366	-50.57828	-222.2994	171.7211	0.8059401	1.71013
372	-56.33667	-228.4457	172.1091	1.156179	1.1388
378	-67.07055	-238.4086	171.338	1.429377	1.543728
384	-78.15224	-248.7736	170.6214	1.429377	2.041881
390	-66.67586	-237.4046	170.7288	1.317445	2.041881
396	-72.58341	-244.5093	171.9259	1.071167	1.362231
402	-74.24388	-244.7611	170.5173	2.120654	1.693938
408	-79.60484	-250.4685	170.8637	1.526487	1.816617
414	-65.30193	-236.0318	170.7299	1.432066	1.967906
420	-66.89	-238.9244	172.0344	0.9157668	1.398871
426	-63.92467	-235.8609	171.9362	0.8074872	1.553944
432	-64.82971	-236.384	171.5543	1.252733	1.509589
438	-64.47209	-237.0189	172.5468	0.681144	1.163685
444	-58.91243	-230.4029	171.4905	0.7946971	1.877639
450	-55.37376	-226.5911	171.2173	1.384298	1.662698
456	-52.70485	-224.3485	171.6436	0.5876657	1.900579
462	-69.72523	-241.5336	171.8084	0.9853061	1.518035
468	-70.33147	-242.4133	172.0818	0.7053669	1.518035
474	-62.80557	-234.9446	172.139	0.5478487	1.573746
480	-56.42222	-228.1116	171.6894	1.162683	1.474631
486	-62.48736	-233.5409	171.0535	0.7942927	2.168264
492	-66.56899	-238.5493	171.9803	0.8180137	1.513622
498	-64.89809	-236.4198	171.5217	0.8180137	1.84078
504	-66.41224	-238.4507	172.0385	0.9031308	1.405443
510	-74.80826	-246.3171	171.5088	1.441973	1.405443
516	-74.62807	-245.3105	170.6825	0.7988446	2.40297
522	-65.20628	-236.3806	171.1743	1.186831	1.827492
528	-67.66702	-239.463	171.796	0.8704436	1.611263
534	-72.11834	-243.5091	171.3908	0.8704436	1.89493
540	-60.75865	-232.9206	172.162	0.844757	1.35391
546	-70.30673	-241.518	171.2113	0.6414415	2.157792
552	-68.91934	-240.8037	171.8844	0.9503454	1.487281
558	-70.88873	-242.5835	171.6948	1.140298	1.487281
564	-60.69003	-232.4537	171.7637	0.9364402	1.58701
570	-65.3724	-237.4878	172.1154	0.5553206	1.58701
576	-63.1457	-236.0116	172.8659	0.3782329	1.045116
582	-61.01497	-232.5544	171.5395	0.5788531	1.975483
588	-75.21126	-247.5688	172.3575	0.5934602	1.382007
594	-78.23287	-250.2891	172.0562	0.5259288	1.645019
600	-77.56855	-249.8226	172.2541	0.5259288	1.499913
606	-69.31598	-239.778	170.4621	1.044939	2.387885
612	-73.10756	-243.1876	170.0801	1.239168	2.506949
618	-74.61478	-245.9473	171.3325	0.8712482	1.93386
624	-58.24422	-230.9518	172.7076	0.5458273	1.120229
630	-58.33459	-230.1949	171.8603	0.5458273	1.77362
636	-70.45218	-242.7197	172.2675	0.5410434	1.481877
642	-73.63729	-245.8753	172.238	0.5410434	1.504038
648	-69.91043	-241.0122	171.1017	0.7477532	2.165943
654	-65.6702	-237.7034	172.0332	0.7477532	1.524715
660	-73.78527	-245.3715	171.5862	1.199551	1.524715
666	-66.92729	-237.6667	170.7394	0.9857459	2.248822
672	-58.15959	-229.5519	171.3924	0.9525374	1.838075
678	-67.00412	-238.3965	171.3924	0.9525374	1.838075
684	-71.77811	-243.1068	171.3287	1.052946	1.812783
690	-63.43667	-234.8397	171.403	1.008966	1.791805
696	-67.20085	-238.9023	171.7015	0.5619487	1.874818
702	-64.97913	-236.5428	171.5637	0.7973842	1.825704
708	-68.90642	-240.4879	171.5814	1.102129	1.59922
714	-57.46212	-228.4619	170.9998	2.192203	1.285288
720	-68.98926	-240.1485	171.1592	0.8818794	2.042559
726	-76.11739	-248.3807	172.2633	0.5346199	1.488446
732	-73.4714	-245.4753	172.0039	0.7983828	1.510283
738	-64.76811	-236.6076	171.8395	1.094452	1.411669
744	-77.10338	-247.2921	170.1887	1.585127	2.229263
750	-61.71982	-233.2645	171.5447	1.334979	1.45652
756	-65.13592	-236.2896	171.1537	1.463569	1.654323
762	-76.80089	-247.5186	170.7178	1.582466	1.881048
