Iteration	Posterior	Likelihood	Prior	acrv_sd	part_rate_trans	tree_length
0	-235.0766	-401.0403	165.9636	1.764732	1.099143	3.937108
6	-237.3351	-403.6887	166.3536	0.6061267	0.9299333	4.469464
12	-246.9769	-413.9654	166.9886	1.118106	3.855479	2.041383
18	-236.736	-404.0301	167.2942	1.118106	2.515656	2.697924
24	-240.4782	-407.9524	167.4742	1.325141	1.3648	3.158613
30	-234.0306	-400.7932	166.7627	0.7266013	1.37024	3.918777
36	-225.6664	-391.4949	165.8286	1.851058	1.307477	3.845555
42	-241.8005	-411.1437	169.3431	1.200216	1.375776	2.06982
48	-235.9097	-402.4728	166.5631	0.9475535	1.761901	3.680953
54	-236.3863	-403.0123	166.626	0.6644812	2.126178	3.597397
60	-237.1948	-404.6033	167.4085	0.8836795	2.506656	2.776904
66	-240.2349	-408.4085	168.1736	1.207387	2.079578	2.365961
72	-233.5041	-400.8012	167.2971	1.253754	1.956221	2.953612
78	-227.0442	-391.0477	164.0035	1.253754	2.670446	4.448
84	-235.1936	-400.1082	164.9146	1.487324	1.119893	4.675967
90	-232.026	-396.9981	164.9721	0.6808287	1.580208	4.837247
96	-234.0474	-400.9092	166.8619	0.9231867	1.256214	3.81439
102	-257.7274	-422.608	164.8806	1.31015	1.495727	4.583642
108	-233.0564	-401.8932	168.8368	1.160709	2.124192	1.934762
114	-232.4396	-398.7716	166.3321	1.555593	2.936916	2.761184
120	-229.463	-395.203	165.74	1.542897	2.604469	3.322273
126	-222.7113	-388.5921	165.8808	1.669758	1.505342	3.805968
132	-233.7929	-401.7506	167.9577	0.8955779	1.590516	2.991682
138	-223.858	-389.2872	165.4293	1.73721	1.923485	3.78636
144	-223.7938	-391.4926	167.6987	0.8644155	2.19163	2.803725
150	-218.3522	-385.53	167.1778	0.9930427	1.316061	3.556576
156	-229.3528	-397.1462	167.7935	1.00349	2.117587	2.70612
162	-237.0799	-405.0684	167.9885	0.7910109	2.331823	2.584795
168	-236.0729	-403.5514	167.4785	1.077707	2.555141	2.584795
174	-239.022	-405.6738	166.6518	0.766212	2.655629	3.212343
180	-247.1774	-412.9014	165.724	0.6386491	2.799246	3.744865
186	-238.9521	-407.7449	168.7928	0.5577201	1.827839	2.543153
192	-234.4917	-402.6036	168.112	1.207323	2.165721	2.350445
198	-240.7484	-406.2993	165.5509	1.397623	4.927846	2.097964
204	-219.8448	-384.7667	164.9218	1.397623	3.185841	3.54588
210	-219.5347	-387.8069	168.2722	0.8765364	2.063948	2.521802
216	-219.5899	-386.7903	167.2004	1.541943	2.435389	2.543561
222	-226.3104	-392.5117	166.2013	1.188723	3.787716	2.543561
228	-229.1563	-396.4806	167.3243	1.712507	1.67583	2.829338
234	-238.4763	-404.2578	165.7814	1.72283	1.462013	3.857507
240	-250.6593	-418.0288	167.3696	1.74283	1.317096	3.000238
246	-240.0615	-407.2717	167.2102	0.6280092	1.171	3.83283
252	-243.3517	-410.3092	166.9574	1.513546	2.258119	2.819347
258	-245.1061	-411.1353	166.0292	0.9558835	3.2059	3.142695
264	-238.7871	-407.1787	168.3916	0.9899501	2.416904	2.148904
270	-239.0418	-406.9837	167.9418	0.5482396	2.056979	2.929529
276	-236.5924	-403.6208	167.0284	0.5482396	2.056979	3.471066
282	-237.2124	-405.2645	168.0521	1.201025	1.893849	2.562711
288	-249.1109	-417.0446	167.9337	1.271288	3.139188	1.782595
294	-248.4566	-415.1577	166.7011	1.16329	2.515167	3.030175
300	-244.0202	-410.4461	166.4259	0.7703844	3.089422	3.08625
306	-238.3719	-404.3772	166.0052	1.357768	1.501661	3.915826
312	-240.9562	-407.6306	166.6744	0.8025764	1.501661	3.85042
318	-250.8647	-414.1044	163.2397	1.858343	1.319816	5.289581
324	-233.0337	-398.2551	165.2214	1.728727	1.717371	4.028575
330	-229.9119	-396.5225	166.6106	1.449662	1.328805	3.613463
336	-248.7226	-416.9534	168.2308	1.423638	2.001639	2.241073
342	-236.6526	-403.7338	167.0812	1.606061	2.431874	2.579949
348	-236.2324	-404.0087	167.7762	1.155911	2.855677	2.155806
354	-230.3351	-398.3892	168.0541	0.7998014	1.933502	2.783863
