Iteration	Posterior	Likelihood	Prior	acrv_sd	part_rate_trans	tree_length
0	-534.3843	-706.7336	172.3493	0.1239714	0.9330508	0.9217531
6	-524.9662	-697.0907	172.1245	0.2786403	1.219183	0.5942359
12	-537.9221	-709.5785	171.6564	0.8528229	1.07585	0.6810951
18	-542.7598	-714.4847	171.7249	0.9273064	0.8453881	0.8138847
24	-531.8976	-704.3781	172.4805	0.1352015	0.8453881	0.8592702
30	-529.6987	-702.2294	172.5308	0.1368474	0.9019494	0.7086684
36	-533.0107	-705.1232	172.1125	0.04073662	1.41379	0.7130025
42	-532.677	-704.9743	172.2974	0.0329207	1.307275	0.4834219
48	-535.8443	-707.932	172.0876	0.129538	1.418505	0.5358611
54	-523.4992	-695.476	171.9768	0.2420124	1.418505	0.4802055
60	-519.1773	-691.5691	172.3918	0.447473	0.6999306	0.7565548
66	-536.4177	-706.8791	170.4615	1.980831	1.007703	0.8723855
72	-528.4018	-700.3576	171.9558	0.9791614	0.6426398	0.6947882
78	-538.5671	-709.8907	171.3237	1.13217	1.180124	0.4678473
84	-532.9709	-704.4224	171.4515	1.287319	0.6638969	0.9256188
90	-537.677	-708.3068	170.6298	1.689119	1.318492	0.4810005
96	-530.0518	-701.2902	171.2384	0.5438746	1.823204	0.6389529
102	-537.3778	-708.6999	171.3221	1.551198	0.6514355	0.777306
108	-533.7622	-705.0662	171.304	1.551198	0.6514355	0.801961
114	-528.9755	-701.618	172.6425	0.3005944	0.5993963	0.7516341
120	-530.786	-703.5583	172.7723	0.116735	0.5993963	0.8255451
126	-531.0706	-703.3829	172.3123	0.1473499	1.14483	0.6411682
132	-527.7101	-699.5796	171.8695	0.9637237	0.7727916	0.6376698
138	-528.4282	-699.221	170.7928	1.918272	0.906279	0.6088778
144	-533.9093	-705.686	171.7767	0.7530426	1.034304	0.7178661
150	-545.8765	-717.2899	171.4134	0.8762193	1.348458	0.4927234
156	-540.4817	-712.0899	171.6082	1.055428	0.9570979	0.5991773
162	-535.2153	-706.4146	171.1993	1.502676	0.8577376	0.7249758
168	-524.7312	-695.4296	170.6983	1.809044	1.082495	0.6718
174	-522.2992	-694.4888	172.1896	0.7045875	0.5394013	0.8913048
180	-526.9706	-698.9085	171.9379	0.8630036	0.6815631	0.8330919
186	-536.5029	-707.088	170.5851	2.037199	0.8995626	0.7813622
192	-527.5433	-698.1355	170.5921	2.037199	0.8507289	0.8361218
198	-527.1879	-699.1407	171.9529	0.6078156	0.8187634	0.9505462
204	-518.0792	-690.5555	172.4762	0.08801879	1.041988	0.637153
210	-522.3754	-693.0081	170.6326	1.767221	1.206379	0.637153
216	-524.8411	-695.609	170.7679	1.637295	1.232678	0.5106208
222	-525.9035	-697.5585	171.655	1.219994	0.6115043	0.8280049
228	-518.0681	-689.7318	171.6637	1.219994	0.5654166	0.8734491
234	-527.8046	-700.0237	172.2192	0.2793542	0.7901453	1.041757
240	-534.8911	-707.0893	172.1981	0.5713067	0.8232751	0.6662348
246	-527.555	-699.1654	171.6104	1.189818	0.8023082	0.6455194
252	-522.615	-693.3799	170.7649	1.707244	1.106476	0.6928198
258	-515.7064	-687.8003	172.0938	0.5165409	0.9682705	0.6928198
264	-519.0786	-691.1401	172.0614	0.7988284	0.726471	0.6778921
270	-523.5326	-695.8671	172.3344	0.219114	0.9574882	0.7961447
276	-528.6195	-699.6482	171.0287	1.131377	1.477914	0.4911882
282	-532.5867	-702.6748	170.0881	2.02429	1.501499	0.6183236
288	-534.4285	-705.881	171.4526	1.255922	0.9044036	0.6209094
294	-524.9064	-696.9856	172.0792	0.353818	1.023349	0.8648486
300	-525.942	-697.9011	171.9591	0.471748	1.025541	0.8648486
306	-533.638	-703.3798	169.7417	2.384014	1.476803	0.6454732
312	-526.5387	-696.4769	169.9383	2.384014	1.158022	0.835786
318	-531.3107	-701.3452	170.0345	2.384014	0.6977288	1.197744
324	-529.3998	-699.8373	170.4375	2.019791	0.7733259	1.096309
330	-525.5265	-697.0292	171.5026	1.282343	0.781721	0.7135002
336	-537.0058	-708.1319	171.1261	1.801223	0.6394326	0.7135002
342	-532.5059	-704.8754	172.3695	0.1504656	1.112783	0.5538494
348	-535.5351	-707.2153	171.6802	0.3236131	1.630752	0.5433536
354	-539.9373	-706.5917	166.6544	3.031933	0.9249632	2.89075
360	-551.8566	-723.3273	171.4706	0.658003	1.506236	0.4606769
366	-540.8461	-712.2841	171.438	0.9368087	1.260017	0.4606769
372	-536.3281	-706.5199	170.1918	1.81236	1.630713	0.4606769
378	-538.1898	-709.8926	171.7028	0.5088172	1.388828	0.6501171
384	-543.4125	-715.3991	171.9865	0.4716981	0.9314841	0.9396575
390	-543.1037	-714.4035	171.2997	1.411065	0.9113773	0.5947287
396	-542.1824	-713.8219	171.6395	0.341081	1.65615	0.4741596
402	-539.571	-711.2445	171.6735	0.3148934	1.641742	0.5661194
408	-537.0653	-708.9352	171.8699	0.3540644	1.375108	0.6530269
414	-532.5808	-702.0257	169.445	2.566306	1.14581	1.162299
420	-536.077	-708.1519	172.0749	0.7117446	0.7814929	0.7110792
426	-531.8212	-703.5947	171.7734	0.4114927	1.393268	0.6936777
