Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	tree_length
0	-102.9753	-271.361	168.3857	2.112719	0.6877144	2.641234
6	-98.19523	-267.9043	169.709	1.29286	0.5195676	2.380626
12	-98.93123	-267.9912	169.06	1.963747	0.7642304	2.247758
18	-100.5226	-270.2661	169.7435	1.828294	1.435566	1.387797
24	-101.2784	-269.2332	167.9548	2.128394	1.417066	2.447415
30	-107.0745	-274.938	167.8635	2.345505	1.417066	2.394518
36	-98.1464	-268.575	170.4286	0.8783816	1.11611	1.783804
42	-97.34399	-267.0744	169.7304	0.972919	1.218883	2.121005
48	-107.2219	-277.5869	170.365	1.195481	0.9731406	1.707329
54	-109.2211	-277.7699	168.5488	1.728779	0.8342687	2.654082
60	-106.1874	-273.1221	166.9346	1.728779	0.5481189	3.781188
66	-104.4271	-274.3573	169.9303	1.104492	0.5481189	2.339859
72	-114.1824	-283.6303	169.4479	1.143589	0.5481189	2.617756
78	-113.9923	-281.1344	167.142	1.855042	0.4637702	3.64562
84	-108.9559	-276.9941	168.0382	1.065084	0.6602836	3.44253
90	-105.1014	-273.5261	168.4248	2.109698	0.6182882	2.661468
96	-112.0677	-280.2759	168.2082	2.457592	1.01336	2.376499
102	-109.9727	-279.6266	169.6539	1.324303	0.5507778	2.376499
108	-109.3539	-276.852	167.498	1.243917	0.5507778	3.717203
114	-118.4016	-287.1743	168.7727	1.435486	0.5599774	2.850092
120	-109.8106	-278.4667	168.6561	1.497486	0.5599774	2.885315
126	-129.7268	-296.032	166.3052	2.118376	0.3114308	4.085347
132	-121.5298	-288.7114	167.1816	1.939494	0.6273123	3.485069
138	-119.1806	-286.4713	167.2907	1.314567	0.5995645	3.769
144	-114.8644	-283.0282	168.1638	2.403008	0.9987832	2.440424
150	-119.7904	-287.254	167.4635	3.360965	0.9197915	2.498953
156	-113.9039	-283.0691	169.1652	1.155787	0.7341699	2.669874
162	-119.2643	-285.9254	166.6611	1.353909	0.5934276	4.111321
168	-112.981	-280.3325	167.3515	2.424881	0.6548633	3.135296
174	-107.8389	-277.0328	169.1939	2.167627	0.6548633	2.121362
180	-109.4061	-278.8358	169.4297	1.397124	1.434678	1.899684
186	-112.7723	-282.1981	169.4258	1.220355	1.05808	2.263091
192	-117.9728	-285.814	167.8412	2.80214	0.6504596	2.670944
198	-107.3661	-276.0895	168.7234	2.025221	0.9417167	2.31626
204	-120.6228	-288.9915	168.3687	1.655622	0.8062153	2.821778
210	-102.5423	-270.826	168.2836	2.19549	0.9786878	2.481663
216	-113.1519	-283.6424	170.4905	0.3765085	1.065432	2.03278
222	-102.0432	-271.8414	169.7982	0.6175767	0.4406066	2.781099
228	-106.2926	-274.4145	168.1219	1.265222	0.5579939	3.337383
234	-109.7858	-279.2399	169.4541	1.391303	0.5135265	2.485145
240	-97.05949	-266.2951	169.2356	1.377518	0.3865881	2.707254
246	-115.0941	-284.3963	169.3023	1.205547	0.696499	2.578104
252	-103.9689	-273.2188	169.2499	0.9578549	0.8006382	2.698277
258	-112.2879	-280.5522	168.2643	1.330273	0.9608675	2.975798
264	-105.5654	-274.0183	168.4529	1.385815	0.718825	2.975798
270	-106.7698	-275.8594	169.0896	1.153823	0.8783729	2.628795
276	-122.8924	-290.3602	167.4678	2.12789	0.4837274	3.308551
282	-125.7319	-292.7214	166.9894	1.196632	0.7759057	3.907091
288	-124.4922	-292.2573	167.7651	1.247068	0.837095	3.3934
294	-124.1145	-291.9248	167.8103	1.808727	0.8792628	3.031897
300	-124.8459	-294.6385	169.7926	0.8191865	0.5809257	2.58384
306	-123.0943	-291.6579	168.5636	1.080082	0.8199592	3.028423
312	-117.0617	-285.0162	167.9545	1.418555	0.8700367	3.164525
318	-116.2844	-286.1421	169.8577	0.9970582	1.087671	2.107781
324	-123.5642	-292.2582	168.694	1.943533	1.432516	2.062169
330	-111.4732	-280.615	169.1417	1.436041	0.727405	2.520052
336	-100.413	-269.9253	169.5123	0.5949658	0.8651623	2.707701
342	-100.5966	-272.4121	171.8155	0.6389262	0.5463913	1.348538
348	-86.70415	-256.6522	169.9481	0.6045634	0.7963618	2.475489
354	-99.14448	-268.1978	169.0533	1.724195	0.9894829	2.241843
360	-114.4251	-282.3634	167.9382	1.67999	0.3896212	3.314761
366	-113.5084	-281.9003	168.3919	1.808684	0.6790178	2.801766
372	-115.0624	-283.1574	168.095	1.437325	0.5512897	3.259546
378	-109.9451	-278.03	168.0848	1.437325	0.571808	3.253402
384	-96.59612	-267.3093	170.7131	0.6271192	0.6382811	2.074102
390	-106.4529	-275.931	169.4781	0.6271192	0.7974348	2.753792
396	-100.2399	-269.3657	169.1258	0.8852113	0.5765529	2.953776
402	-102.844	-273.1791	170.335	0.8852113	0.668605	2.142609
408	-105.0597	-275.2086	170.1489	0.9303883	0.8715751	2.102197
414	-106.7387	-277.1352	170.3965	0.7454104	0.5608539	2.26066
420	-96.94456	-267.2282	170.2837	0.8340736	0.6236343	2.237733
426	-106.0943	-276.9797	170.8854	0.3062389	1.093531	1.733314
432	-98.57034	-269.3883	170.818	0.6239385	1.029588	1.739365
438	-107.913	-277.4108	169.4978	1.966268	0.4827799	2.145133
444	-122.4107	-292.1236	169.7129	1.050083	0.4286054	2.585322
450	-109.1618	-277.1554	167.9936	1.757232	0.8368183	2.974734
456	-99.63335	-269.7277	170.0943	0.9346355	0.9934271	2.055105
462	-99.48806	-269.8693	170.3812	0.6258921	0.7297303	2.231409
468	-105.9389	-275.73	169.7911	0.8399924	1.119907	2.231619
474	-107.21	-275.9658	168.7557	0.8727196	0.9119241	2.982083
480	-115.7173	-284.6576	168.9403	1.068392	0.532119	2.982083
486	-104.2783	-273.1416	168.8633	1.053591	0.531174	3.037714
492	-119.6168	-287.9772	168.3605	1.053591	0.5168847	3.34435
498	-101.9363	-270.3505	168.4142	1.182326	0.704114	3.126158
504	-109.6403	-277.9684	168.3281	1.276591	0.6414649	3.159581
510	-110.0556	-277.5984	167.5428	2.025801	0.928514	3.050599
516	-116.5663	-285.1856	168.6193	1.397524	0.9807124	2.709095
522	-104.7532	-272.8391	168.0859	2.172812	0.8277356	2.709095
528	-95.15442	-263.1319	167.9775	2.595357	0.7798782	2.601242
534	-104.0655	-270.984	166.9185	1.825836	0.6124246	3.703742
540	-98.67587	-266.573	167.8971	2.807067	0.6821573	2.61473
546	-112.2257	-280.9928	168.7671	1.829639	0.6821573	2.557801
552	-112.3479	-281.3562	169.0083	1.442616	0.7939703	2.557801
558	-105.9261	-274.6435	168.7174	1.459912	0.5175534	2.89525
564	-107.6278	-276.0875	168.4596	1.425139	0.5174106	3.06998
570	-129.9045	-300.0031	170.0987	0.7545082	0.9439274	2.200148
576	-114.554	-285.1362	170.5822	0.4095306	1.143328	1.915562
582	-103.7553	-273.8375	170.0822	0.9411408	1.170597	1.940714
588	-110.3618	-277.8887	167.5269	1.903178	0.905633	3.136094
594	-108.0408	-276.6488	168.608	2.038449	0.9389344	2.384258
600	-107.3237	-276.0442	168.7205	0.8796182	0.814646	3.057429
606	-99.13317	-268.9086	169.7755	0.8113162	0.9690531	2.356023
612	-97.27279	-265.8445	168.5717	2.453161	0.6855473	2.356023
618	-100.5116	-268.0149	167.5033	1.597736	0.655698	3.457779
624	-113.5179	-283.8646	170.3467	0.6907466	1.011389	2.032547
630	-112.6351	-282.522	169.887	0.9350133	0.8896704	2.25744
636	-113.0596	-283.1794	170.1198	0.6029686	0.7398066	2.403898
642	-110.1086	-280.155	170.0464	0.5890291	0.6760553	2.497117
648	-112.5643	-282.5872	170.0229	0.5525564	1.021908	2.311332
654	-112.6708	-282.0267	169.3559	1.285338	1.322005	2.095981
660	-107.2911	-277.4005	170.1094	0.9454849	0.6660166	2.251513
666	-108.6838	-277.9029	169.2191	1.370941	0.598178	2.59088
672	-119.8302	-287.196	167.3658	2.117407	1.032626	3.048476
678	-105.8176	-274.374	168.5564	1.75128	0.8365859	2.63554
684	-104.0413	-273.057	169.0157	1.42093	0.6816382	2.63554
690	-109.4981	-278.2761	168.778	1.918647	0.468387	2.63554
696	-114.9415	-283.2198	168.2784	1.73852	0.4456683	3.048492
702	-113.9559	-280.4424	166.4864	1.433391	0.6876435	4.113882
708	-112.6348	-280.5786	167.9438	1.16465	0.9409091	3.274951
714	-109.7906	-279.5762	169.7855	0.579154	0.8751845	2.540501
720	-111.8494	-282.0037	170.1543	0.837268	0.8751845	2.156595
726	-108.9358	-278.7203	169.7845	0.6757358	0.7122509	2.591477
732	-98.85788	-268.6082	169.7503	0.6757358	0.9428016	2.469135
738	-103.6213	-273.418	169.7967	0.6457119	0.9428016	2.456725
744	-113.3092	-283.6073	170.2981	0.8532061	1.056305	1.931084
750	-113.1887	-283.3873	170.1985	0.5581176	0.6147558	2.455195
756	-114.7124	-285.067	170.3545	0.4834293	0.7622637	2.294349
762	-106.9598	-276.5884	169.6286	0.7777428	0.7858998	2.58332
768	-97.72381	-266.8364	169.1126	0.862239	0.7858998	2.849049
774	-95.15345	-264.5949	169.4415	0.6516097	0.8888727	2.707251
780	-103.3513	-272.8437	169.4924	0.5391372	1.291565	2.482256
786	-99.91667	-268.4846	168.5679	1.340097	0.5099938	3.058375
792	-100.6132	-269.7312	169.118	1.213399	0.6909541	2.690466
798	-93.93526	-264.15	170.2147	0.946802	1.13865	1.868679
804	-107.0294	-277.131	170.1017	1.176324	1.22555	1.728346
810	-114.4715	-284.1205	169.649	1.229235	1.390913	1.890885
816	-104.115	-271.694	167.5789	3.11267	1.704277	2.028027
822	-101.8512	-270.5616	168.7104	2.702919	1.379907	1.674411
828	-106.9005	-276.9789	170.0785	1.016556	1.320158	1.789552
834	-122.9593	-292.1205	169.1611	1.016556	0.8293961	2.699085
840	-108.4196	-277.7845	169.3649	0.9992428	0.7772101	2.616423
846	-114.1431	-282.7648	168.6218	1.779407	0.7772101	2.616423
852	-128.0298	-295.1817	167.1519	1.847543	0.7312825	3.488102
858	-120.4864	-289.338	168.8516	1.37219	0.6218982	2.801198
864	-120.0498	-289.4635	169.4138	0.823382	0.7591058	2.705023
870	-142.8007	-310.4883	167.6876	2.239579	1.301376	2.62939
876	-132.8679	-300.6832	167.8154	2.190548	0.7143028	2.933666
882	-121.2433	-290.0224	168.7791	1.634895	0.6234519	2.694272
888	-106.9854	-275.2966	168.3112	2.157641	0.9012265	2.532136
894	-105.0057	-274.4489	169.4432	1.029951	0.8040098	2.532136
900	-100.8302	-271.2785	170.4483	0.678239	0.883471	2.057465
906	-123.3756	-291.7901	168.4144	2.590208	1.129427	2.103784
912	-112.0559	-281.2806	169.2247	1.36882	1.419134	2.065279
918	-110.6437	-278.4335	167.7899	1.145946	0.7369325	3.495808
924	-123.3933	-290.4197	167.0264	1.797779	0.7369325	3.583368
930	-131.7828	-299.709	167.9262	0.9211375	0.6745241	3.583368
936	-127.0925	-295.483	168.3905	1.525299	0.9018949	2.823265
942	-121.1931	-288.3417	167.1486	1.404306	0.8233969	3.67194
948	-114.2342	-280.789	166.5549	1.404306	0.5287101	4.181078
954	-115.7822	-284.5773	168.7951	1.551304	1.050155	2.467388
960	-123.8451	-292.3457	168.5006	1.751106	1.050155	2.537841
