Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-923.8686	-1093.06	169.1913	0.7735134	0.4721611	1.026794	1.044394	1.740088
6	-911.5564	-1079.915	168.3588	0.4588466	0.76402	1.109089	0.9178835	2.37306
12	-908.9788	-1077.868	168.8897	0.1723587	0.7778372	0.9359709	1.181768	2.149188
18	-912.7087	-1080.927	168.2187	0.285435	0.7659678	1.697653	0.8998967	2.225591
24	-904.1927	-1072.61	168.417	0.3190042	0.891152	1.198775	0.8263229	2.347667
30	-900.4719	-1068.819	168.3474	0.01198443	1.299357	0.8822587	0.8645484	2.504407
36	-895.1388	-1063.506	168.3674	0.01346673	1.004282	1.074251	1.003762	2.466581
42	-898.0784	-1066.709	168.6307	0.4486552	0.8807346	1.316197	0.9812172	1.954779
48	-903.0195	-1070.788	167.7683	0.7982645	1.011319	1.389602	1.293066	1.954779
54	-901.5612	-1069.959	168.3973	0.1956936	0.9274367	1.156449	1.221185	2.189838
60	-905.3763	-1074.466	169.0894	0.1372543	1.066785	1.011644	1.154532	1.81496
66	-909.4826	-1077.802	168.3198	0.02725466	1.192908	1.283628	1.131559	2.154871
72	-916.0277	-1081.47	165.4426	2.065673	1.132446	0.9280978	0.7941441	3.137001
78	-925.0385	-1092.052	167.0138	1.651131	0.9172176	0.9933935	0.5209084	2.693907
84	-911.1963	-1077.949	166.7526	1.939984	0.8341275	1.058231	0.7733099	2.531509
90	-917.2432	-1083.584	166.3408	2.224615	1.180059	0.8979947	0.7733099	2.495928
96	-919.4534	-1088.231	168.7778	0.02302471	0.8345584	1.252604	1.163186	2.090319
102	-906.6008	-1075.345	168.7443	0.02302471	1.200912	1.252604	1.108769	1.905958
108	-915.6012	-1083.913	168.3117	0.1373562	1.420341	1.252604	1.024917	2.032941
114	-922.1969	-1090.327	168.1299	0.6477771	0.7264864	1.944086	1.097107	1.792498
120	-912.0398	-1079.267	167.2272	1.929592	0.8670118	1.264424	1.489943	1.590608
126	-903.7876	-1072.132	168.3443	0.2465689	1.123118	1.366375	1.186198	1.95031
132	-904.5415	-1073.178	168.6369	0.4219899	1.016341	0.7719059	0.9547836	2.2498
138	-910.0809	-1078.617	168.5361	0.1361694	0.9176482	1.173569	0.9034105	2.338282
144	-921.5356	-1090.437	168.9018	0.01344863	0.7707331	1.49529	1.097547	1.944385
150	-920.7736	-1088.936	168.1622	0.02704126	1.012406	1.640571	0.990668	2.246456
156	-915.8172	-1083.81	167.9933	0.04603279	1.384188	0.9162727	0.839483	2.646797
162	-918.5794	-1087.605	169.0255	0.03878036	0.861163	1.080918	0.9326857	2.162622
168	-910.8321	-1079.598	168.7657	0.5952983	0.7854328	0.8311013	0.9326857	2.179552
174	-906.339	-1074.896	168.5571	0.4984229	1.055156	1.096433	0.8439453	2.089752
180	-925.0225	-1093.27	168.2471	0.9209754	0.9296769	1.169699	1.080379	1.8919
186	-904.3744	-1073.363	168.9887	0.2012188	0.9192518	1.072821	0.9257605	2.052315
192	-912.1861	-1080.563	168.3772	0.555902	0.9192518	0.884355	0.9959735	2.295679
198	-917.7134	-1085.411	167.6972	0.4334668	1.224356	0.9699486	0.9609766	2.577972
204	-912.9594	-1081.003	168.0431	0.6132316	1.224356	1.214049	1.054235	2.026802
210	-914.1406	-1081.919	167.7783	0.5419404	0.6791081	1.138882	0.9061249	2.720773
216	-913.4841	-1079.882	166.3979	1.951135	0.7480008	1.347138	0.8062152	2.599696
222	-916.8849	-1084.256	167.3715	0.3980576	1.014349	1.347138	0.6983543	2.859744
228	-913.8788	-1082.27	168.3912	0.1189291	1.057288	0.8402867	0.740151	2.661873
234	-913.2914	-1081.72	168.429	0.1189291	0.9727269	0.9799033	1.035504	2.420692
240	-909.4346	-1078.112	168.6773	0.08374284	1.164839	0.9799033	0.8149505	2.303976
246	-911.8338	-1080.701	168.8674	0.5354696	0.763694	1.078376	0.896758	2.027857
252	-917.1085	-1085.913	168.804	0.1991755	0.9787274	1.159814	1.028405	2.01129
258	-916.4234	-1084.77	168.3467	0.8912025	0.9348695	1.244124	0.9822924	1.857652
264	-919.0024	-1087.235	168.2322	0.08359538	1.197345	0.937356	0.907623	2.532807
270	-921.2746	-1089.969	168.6944	0.2122944	1.27541	0.9009442	1.207828	1.931657
276	-917.771	-1086.779	169.0076	0.1917238	0.8846714	1.00493	1.207828	1.925844
282	-915.7956	-1084.191	168.3959	0.7586943	0.8770199	1.202362	1.136773	1.876354
288	-916.0792	-1083.522	167.443	1.838139	1.061132	1.167607	0.9073755	1.844532
294	-919.3961	-1087.649	168.2527	0.289008	0.930374	1.151827	0.8760742	2.443689
300	-920.2586	-1088.258	167.9992	0.339581	1.156454	1.108567	0.9217231	2.427762
306	-919.7713	-1088.291	168.5196	0.5177199	0.6713241	1.083111	0.7235668	2.427762
312	-916.6724	-1084.625	167.9521	0.7829827	1.277214	0.9327333	0.6995706	2.35368
318	-911.9747	-1080.112	168.1377	0.2609246	1.373962	1.077476	0.9845749	2.23426
324	-910.8566	-1079.634	168.7773	0.006045015	1.353403	0.6852132	0.9316793	2.280477
330	-916.3907	-1084.983	168.5928	0.08023521	0.9586176	1.229446	0.9105103	2.272009
336	-911.3515	-1079.208	167.8565	0.3634846	0.9221662	1.125335	0.8882864	2.657642
342	-909.3286	-1077.706	168.3778	0.3634846	0.6721528	1.304356	0.8981325	2.366339
348	-912.4797	-1081.073	168.5937	0.1268978	0.9499273	1.1212	1.056098	2.222154
354	-911.3712	-1080.006	168.635	0.2768026	0.7462746	1.1212	0.8777382	2.34184
360	-912.8311	-1079.864	167.0334	0.6608605	0.976211	2.091515	0.7430759	2.491282
366	-911.7114	-1079.512	167.8005	0.6608605	1.373714	1.345228	1.001474	2.010183
372	-926.9489	-1094.852	167.9036	1.42893	0.8650913	1.000898	0.6943313	2.192592
378	-914.2368	-1082.607	168.3698	0.6585338	1.092989	1.089858	1.07874	1.930802
384	-911.8454	-1080.065	168.2199	0.2144644	1.140289	1.241439	1.164541	2.137251
390	-921.0294	-1089.27	168.2403	0.444357	1.00423	1.327604	0.8561124	2.20861
396	-908.2716	-1075.363	167.091	1.913173	0.8836171	1.081341	0.8991944	2.20861
402	-910.3148	-1079.505	169.1905	0.04098773	0.8836171	0.9438996	0.922188	2.135243
408	-920.039	-1089.01	168.9712	0.008712502	0.9811622	0.9102026	1.110059	2.135243
414	-913.3599	-1082.107	168.7472	0.03432787	1.060742	1.451812	1.125153	1.849227
420	-925.3553	-1093.662	168.3068	0.02910131	1.060742	1.052101	1.118352	2.401148
426	-927.585	-1096.688	169.1027	0.02337741	0.7027258	1.245464	1.118352	1.99274
432	-919.984	-1088.202	168.2177	0.1123712	0.8057218	1.180067	1.064572	2.517774
438	-909.3773	-1078.267	168.8896	0.07058546	0.8215548	0.8926154	0.7054736	2.517774
444	-903.6061	-1071.343	167.7366	0.3134157	1.049492	1.058339	0.8107569	2.772252
450	-906.6875	-1075.423	168.7357	0.5105185	1.206193	0.7828025	0.942127	2.005379
456	-908.3102	-1076.38	168.0693	0.5116722	1.360145	0.9060226	0.942127	2.262931
462	-917.4605	-1085.839	168.3785	0.2989222	0.9366359	1.024717	0.8854488	2.428119
468	-928.786	-1095.836	167.05	0.6454733	0.7347493	1.579328	0.8452295	2.849566
474	-920.6265	-1089.219	168.5928	0.5747176	0.8987087	0.9530729	0.7250157	2.288362
480	-908.4912	-1076.148	167.6567	0.4143582	0.9449907	1.30251	0.800915	2.681833
486	-907.1104	-1076.207	169.0964	0.2278238	0.9921289	0.9836049	1.11875	1.843072
492	-916.9366	-1085.418	168.4815	0.8062712	1.006787	0.9018538	1.222075	1.843072
498	-907.5594	-1076.628	169.0682	0.2266561	1.006787	0.905936	1.270492	1.802051
504	-906.6605	-1075.219	168.5584	0.5717363	1.006787	1.541712	0.7652974	1.836124
510	-901.2598	-1070.19	168.9304	0.2512069	0.9985784	0.73782	1.003012	2.171817
516	-907.9919	-1074.852	166.8601	1.970069	0.8561826	1.363553	0.9648384	2.116629
522	-900.7059	-1068.983	168.2771	0.5955912	0.8955711	1.397345	0.9648384	2.041675
528	-900.6631	-1068.708	168.0448	0.6059794	1.29192	1.464708	0.9599332	1.887161
534	-915.5657	-1083.833	168.2673	0.6945528	1.29192	1.377934	1.245311	1.523047
540	-896.8623	-1065.668	168.8052	0.1223466	0.8283906	1.270595	1.008839	2.100913
546	-905.2959	-1073.465	168.1687	0.4834336	1.13628	1.281808	1.050931	2.045452
552	-911.9575	-1079.839	167.8816	0.4625105	1.13628	1.281808	1.237707	2.125211
558	-913.3	-1081.809	168.5085	0.1960056	0.7795163	1.592578	1.237707	1.925364
564	-913.0439	-1082.137	169.0931	0.2710255	0.9866531	1.195429	1.04362	1.724889
570	-905.6836	-1074.143	168.4594	0.2696041	1.021501	1.064278	1.139027	2.153355
576	-905.9613	-1074.562	168.6008	0.2115204	1.145266	1.190769	1.321589	1.808699
582	-911.2781	-1079.391	168.1134	0.4316067	0.9170147	1.791034	1.48794	1.643918
588	-898.9065	-1067.552	168.6454	0.4654123	0.8372381	1.083163	1.019044	2.089692
594	-900.9199	-1068.86	167.94	0.2907726	1.252435	1.521469	0.915258	2.185506
600	-900.7529	-1068.801	168.0479	0.199532	1.307922	0.9655161	0.7856915	2.566389
606	-908.0912	-1075.598	167.5069	0.7535705	0.8185647	1.264191	0.8521157	2.633726
612	-918.4933	-1086.451	167.958	0.2922007	1.16535	1.491367	0.8152862	2.310566
618	-912.9402	-1080.442	167.5013	0.2575686	1.430026	1.331088	0.8152862	2.554198
624	-904.3533	-1072.422	168.0684	0.387208	0.8100615	1.35908	0.831029	2.473463
630	-907.0795	-1074.908	167.8284	0.2236175	0.8580543	1.429976	0.7912657	2.677342
636	-903.7925	-1071.447	167.6548	0.4174585	1.11518	1.368795	0.8246066	2.521629
642	-914.4088	-1082.685	168.2766	0.6431729	0.8675733	1.023898	1.129036	2.161783
648	-909.6963	-1077.257	167.5605	0.4446945	1.017614	1.332021	0.8042931	2.658049
654	-918.6883	-1087.067	168.3789	0.5611851	0.9760748	0.79143	0.8848107	2.383848
660	-919.5206	-1088.173	168.6526	0.3695864	1.021798	0.7863957	0.7618859	2.383848
666	-920.5698	-1089.224	168.6542	0.4507826	1.080075	0.9177346	0.7454504	2.221696
672	-916.2444	-1085.37	169.126	0.1825473	0.7180864	0.9931771	0.7229426	2.285929
