Iteration	Posterior	Likelihood	Prior	er_morph[1]	er_morph[2]	er_morph[3]	er_morph[4]	er_morph[5]	er_morph[6]	er_morph[7]	er_morph[8]	er_morph[9]	er_morph[10]	er_morph[11]	er_morph[12]	er_morph[13]	er_morph[14]	er_morph[15]	er_morph[16]	er_morph[17]	er_morph[18]	er_morph[19]	er_morph[20]	er_morph[21]	er_morph[22]	er_morph[23]	er_morph[24]	er_morph[25]	er_morph[26]	er_morph[27]	er_morph[28]	er_morph[29]	er_morph[30]	er_morph[31]	er_morph[32]	er_morph[33]	er_morph[34]	er_morph[35]	er_morph[36]	tree_length
0	-378.2065	-643.9037	265.6972	0.708728	0.00883823	0.0134819	0.000663934	0.0114635	0.00109848	0.00104451	0.00101101	0.00633065	0.000207151	0.00552119	0.0419914	0.00868844	0.00106359	0.0073329	0.00270644	0.00455708	0.0116664	0.0105058	0.00330148	0.00820536	0.0147957	0.0223943	0.00734158	0.0140826	0.0214411	0.00397041	0.00272399	0.00521418	0.00203307	0.00022591	0.015473	0.00945534	0.00468444	0.0121805	0.00557652	0.7229127
6	-373.9192	-639.611	265.6918	0.721046	0.00899184	0.0137162	0.000675474	0.000880643	0.00111757	0.00106266	0.00102858	0.00979872	0.000210751	0.00561714	0.0427212	0.00883945	0.00138479	0.00746035	0.00275348	0.00463628	0.0118692	0.0106884	0.00335886	0.00834797	0.00691617	0.0227836	0.00746917	0.0143274	0.0218137	0.00233933	0.00277133	0.0053048	0.0020684	0.000229836	0.0157419	0.00961968	0.00434398	0.0123922	0.00567343	0.7315218
12	-366.7688	-632.4655	265.6968	0.719315	0.00128338	0.00835781	0.00361452	0.00828718	0.00214719	0.00193288	0.00287864	0.00112604	0.00124964	0.0025885	0.0231397	0.0070856	0.00196746	0.00317879	0.00432308	0.00972548	0.0123718	0.0200757	0.0077323	0.000796624	0.00616884	0.0120507	0.00770904	0.014636	0.0126293	0.00085184	0.0158909	0.00625239	0.000995939	4.44854e-05	0.0299903	0.0225621	0.0074307	0.00313739	0.0164732	0.7235709
18	-388.5405	-654.1665	265.626	0.727578	0.00129812	0.00845383	0.00365604	0.00838239	0.00217186	0.00195509	0.00291171	0.00113897	0.00126399	0.00261824	0.0234055	0.00146805	0.00199007	0.00321531	0.00437274	0.0123329	0.0125139	0.0203063	0.00782113	0.000805776	0.00623971	0.0121891	0.00779761	0.0148042	0.00458419	0.000766615	0.0160734	0.00632422	0.00100738	4.49964e-05	0.0303349	0.0228213	0.00751607	0.00317344	0.0166624	0.8238092
24	-383.639	-649.3064	265.6674	0.740243	0.00923124	0.0140814	0.000693458	0.00190828	0.00114732	0.00109095	0.00105597	0.00215953	0.00317964	0.00369826	0.0438586	0.00183843	0.00142166	0.00765898	0.00282678	0.0106934	0.0121852	0.010973	0.00344828	0.00857023	0.00710031	0.0233902	0.00727537	0.0098324	0.00789403	0.0021576	0.00284511	0.00544604	0.00337895	0.000141102	0.016161	0.00987579	0.00399182	0.0127222	0.00582449	0.7681092
30	-381.9077	-647.6509	265.7432	0.782227	0.00975481	0.00928906	0.000732788	0.00201652	0.0012124	0.00115283	0.00111586	0.00228201	0.00335998	0.00390801	0.00197472	0.0019427	0.00150229	0.00809337	0.00298711	0.0112999	0.0128763	0.00218169	0.00364386	0.0090563	0.00750302	0.0247168	0.00768801	0.0103901	0.00834175	0.00227997	0.00300648	0.00575492	0.00357059	0.000149105	0.0170776	0.0104359	0.00421823	0.0134437	0.00881406	0.6353458
36	-362.355	-628.1129	265.7579	0.789316	0.00984321	0.00937325	0.000739429	0.00203479	0.000636693	0.00116327	0.00112597	0.00418296	0.00339043	0.00394343	0.00240259	0.00247938	0.00151591	0.00816671	0.00301418	0.00426011	0.012993	0.00220146	0.00367688	0.00913837	0.00757101	0.0249408	0.00775768	0.0104842	0.00598036	0.00383863	0.00303373	0.00580707	0.00360295	0.000150456	0.0172324	0.0105305	0.00101261	0.0135656	0.00889393	0.596032
42	-370.4239	-636.154	265.7301	0.787643	0.00982235	0.00935338	0.000737862	0.00203048	0.000768657	0.00116081	0.00112359	0.0041741	0.00338324	0.00393507	0.0023975	0.00247412	0.00163813	0.0081494	0.00300779	0.00425108	0.0118564	0.0021968	0.00366909	0.009119	0.00755497	0.0248879	0.00774124	0.010462	0.00403471	0.00311693	0.00302729	0.00579476	0.00359531	0.00576686	0.0171959	0.0105082	0.00101046	0.0135368	0.00887508	0.6637621
48	-365.2434	-630.9935	265.75	0.780779	0.00973675	0.00927187	0.000731432	0.00201278	0.000761958	0.00115069	0.00111379	0.00413772	0.00335376	0.00390078	0.00237661	0.00245256	0.00162386	0.00520122	0.00298158	0.000800122	0.0117531	0.00217765	0.0073945	0.00903954	0.00748913	0.024671	0.00767378	0.0103708	0.00399955	0.00308977	0.0147374	0.00574427	0.00356398	0.00571661	0.017046	0.0104166	0.000512971	0.0134188	0.00879774	0.6183776
54	-371.3501	-637.0636	265.7134	0.780183	0.00972932	0.00926479	0.000730874	0.00277431	0.000761377	0.00114982	0.00111294	0.00413457	0.0033512	0.0038978	0.00237479	0.00245069	0.00162262	0.00519725	0.00297931	0.000799511	0.0117441	0.00217599	0.00738885	0.00903264	0.00748342	0.0246522	0.00766792	0.0103629	0.0039965	0.00308741	0.0147261	0.00573988	0.00356126	0.00571224	0.017033	0.0104087	0.000512579	0.0134086	0.00879103	0.6953301
