Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-660.41	-826.6804	166.2704	0.1273809	5.300677
6	-665.7694	-832.1014	166.332	0.06575686	5.300677
12	-653.613	-820.3378	166.7248	0.05888762	5.08716
18	-657.6272	-822.6262	164.999	0.1156788	6.004571
24	-668.1784	-834.4432	166.2648	0.03469235	5.354914
30	-675.1419	-842.8155	167.6736	0.2878411	4.429015
36	-685.4032	-852.7546	167.3514	0.03674879	4.750709
42	-664.8331	-832.4443	167.6111	0.08639916	4.577438
48	-660.4841	-826.0918	165.6077	0.2095238	5.620215
54	-671.8244	-838.8711	167.0467	0.4732011	4.677047
60	-677.5109	-843.869	166.3581	0.09881619	5.267992
66	-675.4336	-843.0593	167.6258	0.3296175	4.432422
72	-674.3252	-840.9831	166.6579	0.04149122	5.133883
78	-662.5033	-828.3173	165.814	0.09991994	5.567123
84	-675.1693	-841.8706	166.7013	0.07154088	5.093189
90	-678.3484	-846.677	168.3286	0.06364455	4.185318
96	-667.1601	-833.7901	166.6299	0.07287847	5.131973
102	-669.0494	-835.7869	166.7376	0.1457363	5.031896
108	-665.3014	-830.4059	165.1044	0.1276057	5.940523
114	-664.9373	-831.5887	166.6514	0.009212802	5.155366
120	-672.1596	-838.9075	166.7479	0.09495961	5.054326
126	-667.0557	-833.7916	166.736	0.1068942	5.054326
132	-659.8285	-826.441	166.6125	0.1553224	5.095938
138	-653.0893	-820.7399	167.6506	0.003872377	4.601602
144	-658.7193	-824.9059	166.1867	0.006555079	5.413477
150	-668.9395	-835.1271	166.1876	0.005614348	5.413477
156	-663.1754	-828.0602	164.8848	0.07266495	6.09025
162	-668.465	-835.7998	167.3348	0.02684376	4.765506
168	-666.2551	-832.5158	166.2607	0.08870385	5.327394
174	-673.4073	-839.9185	166.5113	0.03525673	5.218476
180	-669.6925	-836.589	166.8965	0.03808794	5.00342
186	-670.2436	-834.8955	164.6519	0.1159405	6.193448
192	-670.8341	-837.7187	166.8846	0.1606223	4.941909
198	-670.5909	-838.1697	167.5787	0.1092531	4.582816
204	-667.9489	-834.1847	166.2357	0.2351782	5.260272
210	-657.3494	-824.2929	166.9435	0.1567628	4.911279
216	-658.2304	-825.2471	167.0168	0.2300567	4.829611
222	-665.8722	-833.077	167.2047	0.05875438	4.820326
228	-661.9521	-827.0911	165.139	0.01468808	5.983256
234	-660.1625	-826.8157	166.6531	0.02241051	5.147099
240	-651.6355	-818.3798	166.7443	0.2307548	4.98092
246	-660.8503	-827.3883	166.538	0.07144442	5.18366
252	-660.8809	-827.3916	166.5107	0.09880152	5.18366
258	-655.7215	-822.3406	166.6191	0.09959846	5.123193
264	-667.6999	-834.4647	166.7648	0.06849983	5.059644
270	-679.7796	-846.1598	166.3802	0.1033511	5.253275
276	-664.5038	-831.2188	166.7151	0.1103155	5.064022
282	-669.6751	-836.4096	166.7345	0.09090223	5.064022
288	-665.6859	-832.9441	167.2582	0.04661668	4.797259
294	-653.5184	-821.5404	168.0221	0.02187986	4.382482
300	-662.3423	-829.8084	167.4661	0.2383355	4.573573
306	-655.4097	-823.0265	167.6168	0.08762125	4.573573
