Iteration	Posterior	Likelihood	Prior	tree_length
0	-1511.302	-1678.363	167.0604	4.933466
6	-1522.261	-1689.067	166.8062	5.074645
12	-1519.57	-1686.376	166.8062	5.074645
18	-1522.212	-1688.86	166.6476	5.16255
24	-1517.327	-1683.799	166.4719	5.259729
30	-1519.992	-1686.764	166.7714	5.093988
36	-1516.073	-1682.844	166.7714	5.093988
42	-1520.491	-1687.262	166.7714	5.093988
48	-1519.744	-1686.442	166.6988	5.134221
54	-1528.768	-1694.633	165.8648	5.594075
60	-1511.109	-1677.907	166.7981	5.079159
66	-1503.919	-1670.851	166.9323	5.004657
72	-1501.084	-1668.388	167.3046	4.797401
78	-1517.936	-1684.625	166.6891	5.13956
84	-1501.444	-1667.821	166.3772	5.312056
90	-1496.588	-1663.219	166.6306	5.171953
96	-1498.354	-1664.252	165.8981	5.575794
102	-1504.57	-1671.426	166.8558	5.047141
108	-1499.972	-1666.652	166.6798	5.144741
114	-1508.282	-1674.407	166.125	5.451053
120	-1538.649	-1706.636	167.987	4.414575
126	-1534.574	-1700.653	166.0793	5.476214
132	-1518.618	-1684.697	166.0793	5.476214
138	-1528.798	-1695.718	166.9204	5.011298
144	-1530.457	-1697.31	166.8537	5.048306
150	-1524.057	-1690.494	166.4376	5.278664
156	-1524.778	-1690.753	165.9749	5.533615
162	-1512.435	-1678.706	166.2712	5.370498
168	-1522.746	-1690.338	167.5917	4.636814
174	-1505.6	-1671.95	166.3504	5.32681
180	-1511.709	-1678.387	166.678	5.145703
186	-1515.909	-1682.587	166.678	5.145703
192	-1518.056	-1684.781	166.7252	5.119564
198	-1513.489	-1679.534	166.0451	5.495022
204	-1505.659	-1672.309	166.6501	5.161168
210	-1520.599	-1686.776	166.177	5.422404
216	-1517.299	-1684.43	167.1316	4.89385
222	-1517.859	-1684.478	166.619	5.178396
228	-1534.22	-1700.422	166.2015	5.408916
234	-1512.434	-1679.412	166.978	4.97927
240	-1520.285	-1687.233	166.9481	4.99591
246	-1523.657	-1690.736	167.0782	4.923542
252	-1533.76	-1700.536	166.776	5.091406
258	-1539.651	-1705.324	165.6736	5.698962
264	-1526.762	-1692.713	165.9519	5.546265
270	-1517.453	-1683.35	165.897	5.576425
276	-1516.281	-1682.996	166.7143	5.125616
282	-1520.398	-1688.122	167.7245	4.562288
288	-1524.449	-1691.213	166.7645	5.097812
294	-1527.048	-1694.157	167.109	4.906416
300	-1538.728	-1704.715	165.9867	5.527131
306	-1529.298	-1695.34	166.0425	5.496453
312	-1523.233	-1690.041	166.8073	5.074054
318	-1518.796	-1685.094	166.299	5.355181
324	-1516.004	-1682.667	166.6638	5.153593
330	-1520.731	-1687.297	166.5661	5.207641
336	-1523.655	-1690.109	166.4535	5.269904
342	-1510.581	-1676.803	166.2226	5.39731
348	-1517.82	-1684.233	166.4125	5.292561
354	-1529.263	-1695.563	166.3	5.35462
360	-1515.602	-1681.712	166.1096	5.459521
366	-1522.941	-1689.565	166.624	5.175612
372	-1519.961	-1686.734	166.7721	5.09361
378	-1519.355	-1685.971	166.6162	5.179918
384	-1517.05	-1682.968	165.9183	5.564736
390	-1521.913	-1688.761	166.8482	5.051365
396	-1521.058	-1687.163	166.105	5.462027
402	-1518.365	-1684.911	166.5459	5.218833
408	-1521.779	-1688.048	166.2698	5.371266
414	-1518.585	-1684.735	166.1506	5.436938
420	-1535.915	-1702.065	166.1506	5.436938
426	-1523.882	-1690.411	166.5289	5.22825
432	-1539.627	-1706.106	166.4785	5.256088
438	-1541.942	-1708.057	166.1145	5.456851
444	-1540.502	-1706.274	165.7718	5.645123
