Iteration	Posterior	Likelihood	Prior	gain_loss_ratio	tree_length
0	-372.7731	-542.2968	169.5237	1.170197	2.890202
6	-357.6771	-527.2864	169.6094	1.083995	2.890202
12	-365.8521	-537.5025	171.6504	0.7634229	1.788381
18	-371.5998	-542.2444	170.6446	0.8576478	2.39048
24	-381.0913	-550.9292	169.8379	0.7971083	2.924271
30	-379.549	-549.4325	169.8834	1.127461	2.696934
36	-374.1178	-543.9328	169.8151	1.102333	2.754093
42	-377.0282	-547.0899	170.0617	0.8806694	2.738542
48	-378.9577	-549.1067	170.149	0.9735459	2.62799
54	-372.3167	-542.8995	170.5828	0.9735459	2.356599
60	-382.3833	-552.6961	170.3128	1.358901	2.286396
66	-374.3263	-545.5306	171.2043	1.047667	1.901519
72	-378.466	-548.6434	170.1774	1.031996	2.574254
78	-381.6292	-552.6011	170.9719	0.8487613	2.186675
84	-377.5018	-548.8524	171.3506	0.8292965	1.94949
90	-374.3642	-544.5813	170.217	1.398349	2.323438
96	-371.9212	-542.408	170.4867	1.288211	2.218567
102	-378.6011	-548.7667	170.1656	1.446798	2.326843
108	-382.1864	-552.7649	170.5785	1.02471	2.326843
114	-381.0418	-551.9556	170.9139	1.02471	2.110297
120	-374.2111	-544.9784	170.7674	0.7622535	2.371583
126	-374.7341	-545.2663	170.5321	1.000597	2.371583
132	-367.5233	-537.8802	170.3569	1.176609	2.371583
138	-361.4235	-532.5495	171.126	1.205786	1.847856
144	-368.7403	-540.0445	171.3043	0.7587636	2.026076
150	-364.0404	-535.3043	171.2638	0.7124133	2.081639
156	-364.9101	-535.9363	171.0262	1.235224	1.896204
162	-359.1491	-530.0864	170.9372	0.8270419	2.222906
168	-364.745	-535.431	170.686	0.9216149	2.323941
174	-357.8436	-528.6127	170.7691	0.8376907	2.323941
180	-367.9574	-538.5363	170.5789	1.338747	2.126943
186	-364.0971	-534.2643	170.1672	1.364856	2.375484
192	-375.5425	-545.8921	170.3496	0.9982304	2.487988
198	-380.9694	-551.0446	170.0752	1.168723	2.553223
204	-370.5573	-540.8845	170.3272	1.548845	2.161347
210	-366.8711	-537.0765	170.2054	0.9448773	2.610845
