Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-2535.178	-2699.137	163.9598	5.306816	0.974045	2.241577	0.07648119	0.2477392	0.0856355	3.224317	1.361006
6	-2542.06	-2705.881	163.8214	5.306816	1.002635	2.241577	0.05971492	0.2939542	0.05017331	3.166804	1.494491
12	-2546.167	-2710.663	164.4953	4.449261	0.9822336	1.439843	0.03064587	0.2239284	0.06235575	3.613494	1.672395
18	-2534.887	-2699.21	164.3231	4.449261	1.0347	1.612935	0.04726419	0.2558085	0.06235575	3.139577	1.930065
24	-2534.127	-2698.82	164.6935	5.252558	0.9326663	1.482023	0.04759958	0.1843008	0.04359913	2.66451	1.930065
30	-2532.373	-2697.777	165.4036	4.557128	0.994905	1.597169	0.07331859	0.1973573	0.06438542	2.469487	1.663494
36	-2541.912	-2707.113	165.2005	4.557128	1.019565	1.140186	0.04539803	0.19951	0.03269847	2.515011	2.104811
42	-2548.3	-2712.923	164.623	5.755728	0.9085285	1.369757	0.05710054	0.2040302	0.05596121	3.037662	1.612458
48	-2537.39	-2702.197	164.8071	5.638361	0.9555907	1.505441	0.0556217	0.1905513	0.06562339	3.037662	1.383356
54	-2546.224	-2711.841	165.6178	4.303536	0.8437257	1.533296	0.035069	0.2401417	0.05104519	3.102712	1.298836
60	-2559.08	-2719.53	160.4502	5.49978	0.9603701	1.53192	0.1506942	0.07956329	0.606474	6.783626	1.477421
66	-2546.358	-2706.675	160.3173	5.293199	0.9577879	1.65036	0.1605199	0.114797	0.5394541	6.468574	1.806405
72	-2548.564	-2708.289	159.7249	5.368052	0.9156426	1.722414	0.1992245	0.07418319	0.5394541	7.419234	1.502265
78	-2553.451	-2713.469	160.0183	4.566559	1.142442	1.844003	0.1584204	0.1624121	0.6320573	7.296966	1.31718
84	-2542.866	-2707.194	164.3279	6.822419	1.03243	1.677277	0.03674773	0.2018257	0.1032396	3.22223	0.9159397
90	-2540.875	-2705.322	164.4467	4.637873	1.018171	1.532556	0.03392246	0.262846	0.1032396	4.203624	0.9725104
96	-2526.546	-2691.626	165.0805	5.067206	0.899386	1.273622	0.05295122	0.277451	0.05050009	3.602186	1.103825
102	-2525.699	-2689.532	163.8332	5.633115	0.899386	1.103071	0.1063417	0.2635308	0.06311987	4.493768	1.269004
108	-2520.541	-2684.735	164.1931	5.375904	0.9609673	1.102645	0.04482739	0.2861153	0.05182481	4.249513	1.269004
114	-2531.103	-2696.738	165.6352	5.103071	0.9265899	1.102645	0.07147003	0.2468884	0.04238561	2.91609	1.338788
120	-2547.439	-2705.131	157.6918	5.608038	0.9680156	1.62806	0.1556119	0.1913789	0.6937429	8.658303	1.851921
126	-2545.536	-2704.593	159.0569	4.215937	0.8859946	1.402894	0.111792	0.1940558	0.6850887	8.658303	1.661888
132	-2536.842	-2694.205	157.3629	5.554694	0.9669381	1.960145	0.2470545	0.1963137	0.5324222	9.292443	1.460555
138	-2545.245	-2706.424	161.1797	5.601643	1.006282	1.817637	0.1742393	0.121866	0.410689	5.511097	1.690595
144	-2547.637	-2709.016	161.3795	5.639409	1.031699	1.702512	0.1576812	0.1740756	0.410689	5.383091	1.66492
150	-2542.909	-2705.37	162.4609	4.92494	0.9558126	1.35253	0.1021516	0.1069182	0.5395794	4.768467	1.883295
156	-2541.342	-2702.155	160.8123	5.051005	0.8634146	1.156898	0.121885	0.1017874	0.5395794	6.624067	1.883295
162	-2556.854	-2719.882	163.0276	4.945084	1.037006	1.713678	0.134475	0.3129922	0.09377404	3.954561	1.884423
168	-2540.741	-2701.645	160.9038	5.049543	1.029395	1.713678	0.1683804	0.4064826	0.1141718	6.060381	1.762671
174	-2554.16	-2715.345	161.1854	4.987404	0.929642	1.478698	0.07835677	0.332025	0.1539395	5.197005	2.467627
180	-2543.565	-2706.895	163.3295	4.550679	1.020171	1.124348	0.05236191	0.2975967	0.05538222	4.147395	2.189382
186	-2551.734	-2713.763	162.0295	4.223799	0.940363	1.305361	0.07573866	0.2975967	0.1102077	5.229322	2.332771
192	-2546.486	-2708.72	162.2338	4.752398	0.9209268	1.42573	0.107317	0.4280754	0.09175239	5.229322	1.843129
198	-2553.433	-2717.311	163.8786	3.982804	0.9168991	1.913264	0.1295057	0.3664071	0.05959873	4.213191	1.405513
204	-2546.888	-2710.5	163.6123	4.549086	0.9063643	1.579746	0.1141251	0.257744	0.06857412	4.574672	1.435189
210	-2557.696	-2721.715	164.0188	4.98866	0.9358156	1.634062	0.07725507	0.3028826	0.1063931	3.615926	1.574719
216	-2552.114	-2714.475	162.3615	5.950728	0.9480172	2.098605	0.07443564	0.3568405	0.1022547	4.274165	1.574719
