Iteration	Posterior	Likelihood	Prior	part_rate_trans	tree_length
0	-756.5448	-927.2027	170.6579	2.825897	0.8314405
6	-749.5137	-919.256	169.7423	3.804015	0.7459759
12	-742.654	-911.9358	169.2818	4.351881	0.5487557
18	-748.302	-917.3785	169.0765	4.555171	0.5589033
24	-743.3503	-913.5521	170.2018	3.432276	0.5466598
30	-733.0706	-903.7841	170.7135	2.799748	0.7930957
36	-737.3692	-908.4724	171.1031	2.370243	0.8443969
42	-741.0524	-911.9811	170.9287	2.51935	0.8747066
48	-742.4337	-913.2694	170.8357	2.587226	0.9033083
54	-736.863	-907.9075	171.0446	2.285317	1.001386
60	-740.2669	-911.2173	170.9504	2.559962	0.7969676
66	-746.7814	-917.7125	170.9312	2.430574	0.9690624
72	-748.0663	-918.2966	170.2303	3.388704	0.6043853
78	-745.0723	-914.7772	169.7049	3.927315	0.5562331
84	-754.9401	-924.4212	169.4811	4.14167	0.5928495
90	-750.1843	-919.4552	169.2709	4.358403	0.5694609
96	-744.5609	-914.5209	169.9601	3.643823	0.6425356
102	-739.3405	-909.2166	169.8761	3.716362	0.6667681
108	-748.697	-918.5687	169.8717	3.716362	0.6752832
114	-751.1951	-920.9398	169.7447	3.836593	0.6880883
120	-739.7369	-909.3227	169.5858	3.995465	0.6880883
126	-732.4469	-902.5035	170.0567	3.524607	0.6880883
132	-744.6674	-915.2286	170.5612	2.973384	0.7632477
138	-743.1119	-913.4482	170.3362	3.051528	0.9417471
144	-740.0513	-909.3983	169.347	4.275867	0.5924308
150	-746.7307	-916.0929	169.3623	4.275867	0.4977496
156	-744.255	-913.6178	169.3628	4.2361	0.6534645
162	-746.1063	-916.3892	170.2829	3.346051	0.5710324
168	-757.9908	-927.9908	170.0001	3.619909	0.6014772
174	-751.2791	-921.2207	169.9416	3.619909	0.7220877
180	-744.4942	-914.0953	169.6012	4.032285	0.5499985
186	-735.8392	-906.1727	170.3335	3.265527	0.6531879
192	-740.2395	-910.44	170.2005	3.265527	0.8533519
198	-737.3061	-907.6724	170.3662	3.16953	0.7615671
204	-739.3609	-909.1101	169.7493	3.872466	0.596091
210	-738.9488	-908.8744	169.9256	3.69913	0.5863281
216	-748.0614	-917.3644	169.3031	4.325455	0.5724846
222	-746.8982	-915.9438	169.0456	4.52138	0.7130349
228	-752.4708	-921.5287	169.0579	4.543208	0.6486026
234	-743.59	-912.8158	169.2258	4.398559	0.5876649
240	-748.7119	-918.3762	169.6643	3.94713	0.6245836
246	-754.2589	-923.7949	169.536	4.060519	0.6584074
252	-740.8692	-910.9402	170.071	3.538153	0.6302436
258	-743.5434	-914.0007	170.4574	3.139661	0.6574049
264	-749.3698	-919.1611	169.7913	3.823351	0.6163769
