Iteration	Posterior	Likelihood	Prior	tree_length
0	-729.6784	-896.033	166.3546	5.324485
6	-731.5652	-897.9198	166.3546	5.324485
12	-725.5844	-892.3483	166.7639	5.098134
18	-715.0343	-881.9425	166.9082	5.01808
24	-734.6896	-901.6067	166.9171	5.013144
30	-730.3188	-896.2246	165.9057	5.571622
36	-737.6113	-904.1477	166.5364	5.224094
42	-729.3537	-896.145	166.7912	5.082973
48	-729.173	-895.5321	166.3591	5.322005
54	-731.176	-897.391	166.2151	5.401425
60	-733.1422	-899.4135	166.2712	5.370485
66	-724.6497	-890.7342	166.0845	5.473333
72	-737.0108	-904.2087	167.1979	4.856866
78	-738.0448	-903.9103	165.8654	5.593742
84	-742.424	-908.2895	165.8654	5.593742
90	-737.4911	-903.6888	166.1977	5.411007
96	-730.3243	-896.8029	166.4786	5.256019
102	-737.4284	-903.2514	165.823	5.617019
108	-729.6806	-896.804	167.1234	4.898391
114	-723.2995	-889.7746	166.4751	5.257957
120	-716.8524	-883.4621	166.6098	5.183488
126	-731.2659	-896.8365	165.5706	5.755406
132	-725.3691	-891.826	166.4569	5.268
138	-724.6309	-892.3652	167.7343	4.556781
144	-714.1553	-880.2014	166.046	5.494494
150	-726.8777	-893.1086	166.2309	5.392691
156	-735.6053	-901.7778	166.1726	5.424861
162	-743.2845	-909.4571	166.1726	5.424861
168	-722.8003	-889.2327	166.4324	5.281547
174	-729.9414	-897.2463	167.3049	4.797217
180	-738.9766	-905.4146	166.4381	5.278428
186	-728.3803	-894.0772	165.6969	5.68622
192	-721.2326	-887.427	166.1944	5.412805
198	-715.5522	-883.2694	167.7171	4.566437
204	-709.9598	-877.076	167.1161	4.902437
210	-711.6423	-878.2947	166.6524	5.159893
216	-724.7667	-891.1357	166.369	5.316546
222	-728.1583	-894.1897	166.0313	5.502577
228	-734.3949	-901.2344	166.8395	5.056206
234	-733.8454	-899.4503	165.6049	5.736606
240	-722.4289	-888.5925	166.1636	5.429797
246	-723.7593	-891.3559	167.5966	4.634053
252	-721.2411	-887.6841	166.443	5.275691
258	-709.971	-875.993	166.0221	5.507686
264	-735.4241	-900.978	165.5539	5.764567
270	-723.7528	-889.4542	165.7014	5.68376
276	-731.3857	-897.1517	165.766	5.648339
282	-727.761	-894.0839	166.3229	5.341978
288	-728.9094	-893.4559	164.5464	6.313791
294	-714.8274	-881.4474	166.62	5.177813
300	-716.579	-882.6224	166.0434	5.495935
306	-730.6415	-896.3001	165.6586	5.707211
312	-716.7716	-883.7631	166.9915	4.971763
318	-717.3939	-884.3854	166.9915	4.971763
324	-714.1643	-881.5798	167.4155	4.735428
330	-711.4799	-878.8727	167.3928	4.748121
336	-709.184	-875.7834	166.5994	5.189245
342	-704.7201	-871.3195	166.5994	5.189245
348	-707.7059	-875.7996	168.0936	4.354421
354	-719.0103	-886.6333	167.6231	4.619222
360	-729.2613	-896.4448	167.1835	4.864906
366	-720.5186	-887.5962	167.0775	4.923925
372	-729.4845	-896.209	166.7245	5.119973
378	-731.1819	-896.8033	165.6214	5.727607
384	-732.1557	-898.3132	166.1575	5.433132
390	-712.5741	-879.845	167.2708	4.816212
396	-719.7863	-886.7118	166.9255	5.008465
402	-727.2729	-894.2558	166.9829	4.976558
408	-729.7851	-896.7741	166.989	4.973143
414	-734.8833	-901.5833	166.7	5.133538
420	-719.6249	-886.3217	166.6968	5.135305
426	-720.2312	-886.9194	166.6881	5.140128
432	-713.166	-880.0966	166.9306	5.005609
438	-725.3364	-892.4728	167.1364	4.891141
444	-704.3596	-872.3407	167.9811	4.417936
450	-719.2073	-886.9837	167.7764	4.533175
456	-722.7168	-889.6435	166.9267	5.007814
462	-722.4869	-888.5376	166.0507	5.491953
468	-721.6834	-887.9084	166.225	5.395991
474	-729.0364	-895.2907	166.2543	5.379811
480	-731.4256	-898.3091	166.8835	5.031755
486	-719.2685	-886.8868	167.6183	4.621884
492	-733.4498	-900.2785	166.8286	5.062221
498	-723.0018	-889.4717	166.4699	5.26082
504	-727.885	-894.0508	166.1658	5.428596
510	-745.1383	-912.1767	167.0383	4.945735
516	-737.2116	-902.8262	165.6146	5.731332
522	-741.4673	-906.9269	165.4596	5.816182
528	-737.2912	-902.2622	164.971	6.082882
534	-744.6613	-910.7538	166.0925	5.468957
540	-748.084	-914.393	166.309	5.349658
546	-722.0929	-889.1056	167.0127	4.959975
552	-723.4393	-889.7709	166.3316	5.337199
558	-726.6856	-893.2416	166.556	5.213247
564	-730.2287	-897.0123	166.7836	5.08718
570	-726.0133	-892.2743	166.261	5.376111
576	-726.7886	-893.3032	166.5145	5.23618
582	-721.803	-888.1656	166.3627	5.320043
588	-751.805	-917.1918	165.3868	5.855949
594	-739.6273	-905.8254	166.1981	5.410798
600	-719.2952	-885.9197	166.6245	5.175326
606	-731.1741	-897.5382	166.3641	5.319251
612	-723.1174	-889.4844	166.367	5.317658
618	-720.4382	-887.4346	166.9964	4.969054
624	-736.711	-902.7874	166.0764	5.477778
630	-718.7	-884.9094	166.2093	5.4046
636	-711.2398	-878.4946	167.2548	4.825185
642	-716.8862	-882.9705	166.0843	5.473439
648	-733.0231	-898.578	165.5549	5.763989
654	-718.5042	-885.2889	166.7848	5.086557
660	-730.1802	-896.965	166.7848	5.086557
666	-718.1069	-884.8917	166.7848	5.086557
672	-720.0849	-886.6772	166.5923	5.193142
678	-717.2244	-882.8144	165.59	5.744803
684	-718.7895	-885.3871	166.5977	5.190194
690	-720.805	-887.3452	166.5402	5.221982
696	-715.0356	-882.13	167.0944	4.914552
702	-721.9574	-887.8215	165.8641	5.594463
708	-714.7007	-882.3005	167.5998	4.632259
714	-723.0653	-889.7929	166.7276	5.118238
720	-733.3065	-899.2262	165.9197	5.563961
726	-733.8898	-901.493	167.6032	4.630351
732	-724.7496	-890.6041	165.8545	5.599776
738	-738.1404	-904.2932	166.1528	5.435714
744	-730.4804	-896.802	166.3216	5.342723
750	-730.1194	-896.8777	166.7583	5.10125
756	-721.7039	-888.1462	166.4424	5.276051
762	-733.7006	-899.8122	166.1116	5.458435
768	-738.4553	-904.5669	166.1116	5.458435
774	-720.8352	-887.8951	167.0599	4.933729
780	-724.3617	-890.6458	166.2841	5.363381
786	-732.629	-899.436	166.807	5.074246
792	-734.667	-901.814	167.147	4.885271
798	-738.1053	-904.4226	166.3173	5.345098
804	-726.5365	-893.0925	166.556	5.213265
810	-736.6197	-903.0276	166.4079	5.295077
816	-732.0717	-898.4438	166.3721	5.314832
822	-742.0146	-907.8577	165.8431	5.606032
828	-727.6597	-895.2494	167.5897	4.63794
834	-734.8043	-901.707	166.9027	5.021131
840	-733.7919	-899.4715	165.6795	5.695732
846	-714.9059	-881.6286	166.7227	5.120976
852	-717.0897	-885.5139	168.4242	4.16718
858	-713.225	-880.09	166.8649	5.042077
864	-730.0309	-897.4561	167.4252	4.729993
870	-734.3941	-899.3175	164.9233	6.108845
876	-740.1833	-906.2728	166.0895	5.470611
882	-747.0138	-912.8419	165.8281	5.61426
888	-737.1398	-903.7319	166.5921	5.1933
894	-717.4111	-883.2018	165.7907	5.634772
900	-723.1628	-889.8777	166.715	5.125249
906	-724.5821	-891.3334	166.7514	5.105077
912	-708.5196	-874.8737	166.3541	5.324761
918	-720.4397	-886.8793	166.4395	5.277615
924	-734.6615	-901.0813	166.4199	5.288479
930	-729.9941	-896.4139	166.4199	5.288479
936	-730.1886	-896.7115	166.523	5.231505
942	-710.2129	-876.4248	166.212	5.40314
948	-721.9927	-888.4446	166.4519	5.270781
954	-727.8851	-894.5486	166.6635	5.153742
960	-726.9595	-894.1669	167.2074	4.851586
966	-725.7664	-891.3701	165.6037	5.737296
972	-734.8587	-901.6903	166.8316	5.060575
978	-732.379	-899.1758	166.7968	5.079889
984	-727.2892	-894.1359	166.8467	5.052199
990	-731.879	-897.4203	165.5413	5.771462
996	-720.6287	-886.3195	165.6908	5.689551
1002	-727.9337	-894.432	166.4983	5.24514
1008	-729.6361	-895.463	165.827	5.614866
1014	-728.1273	-895.4282	167.3009	4.799419
1020	-735.3093	-900.4221	165.1127	6.005631
1026	-731.0433	-898.6281	167.5848	4.640696
1032	-721.432	-888.1572	166.7252	5.119584
1038	-730.2312	-896.9564	166.7252	5.119584
1044	-722.7006	-888.7831	166.0825	5.474412
1050	-718.2086	-885.3235	167.1149	4.903113
1056	-721.9504	-887.8279	165.8775	5.58714
1062	-711.3747	-877.4141	166.0394	5.498137
1068	-723.2406	-889.6288	166.3882	5.305971
1074	-723.0294	-889.9494	166.9199	5.011543
1080	-732.3481	-898.5976	166.2495	5.382483
1086	-731.1663	-897.2749	166.1086	5.460048
1092	-721.0532	-887.1273	166.0742	5.479029
1098	-722.2691	-887.7972	165.5281	5.778661
1104	-712.6239	-879.8283	167.2044	4.853251
1110	-722.0335	-889.238	167.2044	4.853251
1116	-721.3444	-888.6415	167.2971	4.801586
1122	-726.4897	-894.723	168.2332	4.275464
1128	-728.4698	-894.8017	166.3319	5.33705
1134	-721.9272	-888.2885	166.3613	5.320816
1140	-727.1251	-893.0737	165.9486	5.548064
1146	-734.2271	-901.8232	167.596	4.634374
1152	-743.0062	-908.6649	165.6587	5.707157
1158	-730.6638	-897.3588	166.695	5.136282
1164	-737.0708	-903.4326	166.3617	5.320567
1170	-736.218	-901.9977	165.7796	5.640857
1176	-739.9824	-905.5193	165.5369	5.773867
1182	-748.4872	-914.8783	166.3911	5.304338
1188	-743.0799	-909.471	166.3911	5.304338
1194	-736.1401	-903.7903	167.6502	4.603984
1200	-732.6601	-898.7683	166.1082	5.460272
1206	-731.0314	-896.8229	165.7914	5.634374
1212	-721.0922	-887.6334	166.5412	5.221424
1218	-726.9981	-893.8375	166.8393	5.056295
1224	-715.1624	-882.3088	167.1464	4.885588
1230	-723.1116	-890.5597	167.4481	4.717203
1236	-715.8464	-883.8176	167.9711	4.42354
1242	-709.7809	-876.6794	166.8985	5.023464
1248	-722.184	-887.8993	165.7153	5.676118
1254	-716.7485	-883.6317	166.8832	5.03197
1260	-714.6905	-879.899	165.2086	5.953334
1266	-720.9743	-887.5681	166.5938	5.192328
1272	-732.6319	-899.7841	167.1522	4.882348
1278	-725.6862	-891.8059	166.1197	5.453982
1284	-727.3994	-893.519	166.1197	5.453982
1290	-734.8103	-901.7944	166.9841	4.975917
1296	-720.0141	-886.9981	166.9841	4.975917
1302	-703.0534	-870.837	167.7836	4.529112
1308	-709.1947	-875.7081	166.5134	5.236797
1314	-714.6682	-882.0365	167.3683	4.761824
1320	-706.9473	-874.4788	167.5315	4.670531
1326	-722.8838	-887.9885	165.1047	6.009984
1332	-731.8068	-899.7733	167.9665	4.426132
1338	-717.3676	-883.1877	165.8201	5.618627
1344	-729.2017	-897.2286	168.0269	4.392111
1350	-717.4213	-884.3848	166.9635	4.987319
1356	-712.3314	-879.6308	167.2994	4.800259
1362	-720.6089	-887.831	167.2221	4.843411
1368	-709.185	-875.4834	166.2985	5.355473
1374	-720.7397	-888.3811	167.6414	4.608944
1380	-718.7448	-886.4578	167.713	4.568741
1386	-721.3277	-889.0408	167.713	4.568741
1392	-713.1328	-878.9977	165.8649	5.594041
1398	-719.4081	-885.6906	166.2825	5.364264
1404	-720.5132	-887.1364	166.6232	5.176089
1410	-728.468	-895.6914	167.2234	4.842687
1416	-725.9165	-891.9484	166.0318	5.50231
1422	-720.9911	-887.6798	166.6886	5.139833
1428	-735.999	-902.6365	166.6375	5.168136
1434	-729.9229	-897.6202	167.6973	4.577576
1440	-730.8022	-897.7103	166.908	5.018149
1446	-732.5365	-898.7124	166.1758	5.423058
1452	-733.8006	-900.4411	166.6405	5.166486
1458	-732.8036	-899.1746	166.371	5.315445
1464	-727.4388	-893.7584	166.3196	5.343816
1470	-738.4373	-904.54	166.1027	5.463335
1476	-732.7885	-899.4005	166.612	5.182252
1482	-727.524	-894.8818	167.3578	4.767654
1488	-719.7714	-885.2984	165.5269	5.779314
1494	-727.1567	-894.6346	167.4779	4.700513
1500	-734.856	-902.1602	167.3042	4.79762
1506	-734.4383	-901.2592	166.8209	5.066529
1512	-727.3193	-893.4493	166.13	5.44827
1518	-729.8227	-895.3261	165.5034	5.792196
1524	-720.8199	-886.8385	166.0185	5.50962
1530	-715.6613	-883.4957	167.8343	4.500579
1536	-722.8201	-888.2754	165.4553	5.818508
1542	-716.5203	-883.4735	166.9533	4.993023
1548	-732.812	-899.5444	166.7324	5.1156
1554	-743.128	-909.7798	166.6518	5.160244
1560	-736.6281	-903.0763	166.4482	5.272809
1566	-722.2905	-889.5833	167.2928	4.803989
1572	-714.8736	-882.3308	167.4572	4.712108
1578	-719.5425	-886.1022	166.5597	5.21122
1584	-708.0123	-874.509	166.4968	5.245994
1590	-713.725	-880.5784	166.8534	5.048487
1596	-722.6009	-889.4543	166.8534	5.048487
1602	-724.4935	-891.2841	166.7906	5.083337
1608	-735.2263	-901.6367	166.4104	5.293702
1614	-725.6551	-890.9488	165.2937	5.906851
1620	-727.0142	-892.7506	165.7364	5.664556
1626	-739.1084	-905.4516	166.3433	5.330745
1632	-750.7809	-917.4003	166.6194	5.178176
1638	-746.0266	-912.6044	166.5778	5.201178
1644	-735.625	-902.6712	167.0462	4.941386
1650	-725.0718	-892.0575	166.9857	4.974992
1656	-721.8385	-888.7562	166.9177	5.012781
1662	-720.2905	-887.3401	167.0496	4.939448
1668	-709.4122	-876.4287	167.0165	4.957864
