Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-854.147	-1013.698	159.5507	1.075476	0.9483121	5.680791	1.38858	0.5720607	0.385204	5.657072	1.026695
6	-857.3488	-1019.937	162.588	0.5795553	1.213033	5.353835	0.582228	0.9757672	0.6848037	3.466043	0.7949769
12	-859.8138	-1022.285	162.4716	0.3769386	1.045713	6.127594	0.4240938	0.4880509	0.9423732	3.466043	0.7949769
18	-841.5321	-1003.371	161.8388	1.449352	1.211107	5.365292	0.4240938	0.6370359	0.7224174	3.722455	0.9219725
24	-849.2993	-1012.706	163.4063	1.140319	0.8145391	4.412507	0.8782571	0.2637162	0.4926425	3.722455	1.143958
30	-853.5445	-1016.708	163.1638	0.9710202	0.68834	4.412507	0.8782571	0.5355391	0.5216683	3.722455	1.337091
36	-853.3102	-1017.182	163.8716	1.025698	0.9219269	3.940535	0.8835116	0.5355391	0.3858846	3.833469	0.8789887
42	-850.8743	-1015.189	164.3148	1.39492	1.284701	3.908356	0.7504808	0.401916	0.3102042	3.008928	0.91662
48	-852.2408	-1018.473	166.2326	1.072592	1.373426	3.24637	0.3391826	0.4700222	0.2833075	1.964194	1.276828
54	-856.7	-1021.484	164.7843	1.472671	1.373426	3.07705	0.3099581	0.4803353	0.4753184	3.185489	1.134723
60	-858.5686	-1023.977	165.4087	1.142897	0.9727762	4.43971	0.4329481	0.1846686	0.3463148	2.214457	1.134723
66	-863.9807	-1028.586	164.6051	1.148196	1.36597	3.423001	0.1386237	0.4517945	0.960279	2.783844	1.361427
72	-874.3593	-1036.678	162.3183	1.728484	1.15332	4.8614	0.5560355	0.8377138	0.2484241	3.668119	0.9437278
78	-871.6532	-1032.022	160.369	1.76951	1.326102	5.41632	0.4943678	0.5105886	0.5794126	4.907733	0.9509102
84	-861.7787	-1024.02	162.2412	0.8830617	1.040337	4.687769	0.9029038	4.828448	0.570769	0.4205503	0.4141421
90	-856.075	-1018.01	161.9349	1.136709	1.449993	4.687769	1.074529	4.725371	0.2975424	0.2927696	0.4674538
96	-856.9317	-1018.911	161.9797	1.73356	1.064533	5.211112	0.9248196	3.802597	0.3966411	0.5101203	0.4779172
102	-858.4494	-1020.078	161.6282	1.359805	1.018069	4.214686	0.9685631	0.4268394	0.6733809	4.898197	1.098139
108	-876.1673	-1036.669	160.5018	1.375051	1.018069	3.531036	0.7912179	1.723077	0.647783	4.898197	1.654002
114	-874.891	-1038.699	163.8079	1.375051	1.200605	4.573664	0.3780366	0.3308388	0.3458646	2.686686	1.499206
120	-861.3897	-1023.783	162.3934	1.652959	0.8723017	6.667241	0.387558	0.3774685	0.1446951	2.686686	1.119904
