Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-874.3701	-1036.676	162.3063	1.730378	1.362712	6.358036	0.5000654	0.01697994	0.526403	2.827888	0.4886978
6	-869.5896	-1030.891	161.3018	0.7922871	0.8389192	5.609696	0.8737954	0.04110903	0.6283646	5.499531	0.5439116
12	-865.0845	-1026.965	161.881	1.336049	1.041148	5.710535	0.8594152	0.3283319	0.3834647	3.975461	0.7290469
18	-873.6148	-1036.606	162.9908	1.029107	1.177889	5.040108	0.6136323	0.5268972	0.8731034	3.248482	0.7473076
24	-864.212	-1030.218	166.0057	0.7517733	1.191942	5.630688	0.1893764	0.2348751	1.388912	0.08371464	0.2988709
30	-865.7911	-1022.133	156.3418	1.050627	1.402653	7.118674	0.464657	1.048647	0.9230861	7.194935	0.3532214
36	-858.2721	-1019.816	161.5442	1.207368	1.249966	4.497176	0.4402217	0.7343251	0.8380054	5.029944	0.3532214
42	-860.7523	-1023.867	163.1146	1.077735	0.9277897	5.093065	0.8710959	0.4425279	0.201018	3.858346	0.5559506
48	-854.8049	-1017.849	163.0443	1.222954	0.9640882	5.535587	0.5004174	0.4942211	0.7306338	3.095421	0.5559506
54	-863.6444	-1030.409	166.7643	0.9883755	1.293639	3.197106	0.2781865	0.3745539	0.3557483	2.316183	0.62517
60	-854.8986	-1021.611	166.7124	0.8291404	1.31519	3.762501	0.1413614	0.2204312	0.429016	2.176953	0.5642493
66	-845.8019	-1008.285	162.4835	2.202172	1.015065	6.694345	0.1906568	0.292909	0.63197	2.176953	0.5547694
72	-849.8542	-1012.233	162.3786	1.872748	1.209399	6.826702	0.2304814	0.1665938	0.5076177	2.427799	0.6117002
78	-862.4657	-1026.654	164.1888	1.321016	1.405286	5.148296	0.4819702	0.4241722	0.2769322	2.348401	0.5666601
84	-863.729	-1028.818	165.089	1.018266	0.8828452	5.169104	0.4966771	0.3837572	0.1891723	2.348401	0.590099
90	-867.7774	-1030.098	162.321	0.8106546	1.325682	4.744353	0.6713934	0.6272156	4.422013	0.6666974	0.4489367
96	-865.3691	-1024.666	159.2966	1.062752	1.136906	3.943488	0.940059	0.7852206	6.618433	1.75431	0.6840186
102	-862.3339	-1026.821	164.4871	1.794148	0.8932429	5.02224	0.4391633	0.3833992	0.4967422	2.080242	0.6425637
108	-874.8064	-1038.415	163.6082	1.794148	0.9880554	3.961759	0.4863616	0.2430926	0.7846523	3.687196	0.7232734
