Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-719.9503	-886.8956	166.9453	2.15288	1.338939	1.773115	1.019865	1.272572
6	-702.7085	-872.5227	169.8142	0.1762536	0.8829769	1.401535	1.15897	1.064149
12	-697.5596	-866.2644	168.7047	0.5372701	1.422923	1.495837	1.15897	1.179359
18	-690.3561	-859.7892	169.4332	0.0687961	1.422923	0.923315	1.549156	1.099343
24	-696.5162	-866.351	169.8347	0.07610138	1.387174	0.9798599	1.036668	1.171946
30	-714.708	-883.1053	168.3974	0.7302365	1.492379	1.227838	0.7157284	1.752005
36	-696.898	-866.2471	169.3491	0.295553	0.9058141	1.463191	1.014483	1.409124
42	-707.2464	-876.2615	169.0151	0.2549034	1.764339	0.8164793	1.359185	1.283512
48	-707.0306	-876.6331	169.6025	0.3051832	1.099084	0.9441611	1.141231	1.351171
54	-701.1899	-871.3334	170.1435	0.04847337	1.3004	0.8617448	1.027034	1.109406
60	-700.553	-870.0285	169.4755	0.04062306	1.505029	0.7928237	1.380103	1.277402
66	-709.1588	-877.804	168.6452	0.7053243	1.325438	1.662609	1.067472	1.11061
72	-693.8136	-862.2429	168.4293	0.7053243	1.23422	1.974533	0.9629298	1.228793
78	-701.7817	-870.365	168.5833	0.5903168	1.217055	1.974533	0.940743	1.228793
84	-703.2484	-873.1158	169.8674	0.3630655	0.8901512	0.8715329	1.359568	1.132898
90	-703.1403	-872.0974	168.957	0.1662591	1.727183	1.217722	1.0967	1.31906
96	-706.1412	-875.2824	169.1412	0.2545475	1.583751	0.996676	1.003369	1.452799
102	-699.4238	-868.0099	168.5861	0.09080239	1.933487	1.17524	1.157697	1.509778
108	-705.6346	-874.9472	169.3126	0.04559711	1.01075	1.397935	1.439238	1.264343
114	-707.5405	-875.679	168.1385	0.6012748	1.913119	1.397935	1.504055	0.9993403
120	-703.871	-873.6427	169.7717	0.1601071	1.345682	0.8319081	1.036778	1.310788
126	-713.9705	-882.9976	169.0272	0.2887172	1.809447	0.7756788	0.9562464	1.559154
132	-710.0361	-879.0943	169.0582	0.2616611	1.809447	0.7756788	1.149166	1.410674
138	-721.3137	-889.6902	168.3765	0.6725626	2.549101	0.8383954	1.231502	1.000038
144	-701.4185	-871.2697	169.8512	0.2154797	0.9562768	1.115179	1.468456	0.8790438
150	-692.7739	-862.1301	169.3562	0.02448577	1.441594	1.427484	1.250901	1.009925
156	-712.5898	-882.1823	169.5925	0.4770736	0.8805473	1.055114	1.438384	1.048376
