Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-273.8342	-445.8604	172.0262	1.262814	0.7426524	0.05067764	0.9946797	0.06330428	0.2228718	0.8259374
6	-283.7344	-454.256	170.5216	1.844452	1.145364	0.3814443	1.260239	0.1956701	0.02711285	0.8626728
12	-287.7436	-455.2429	167.4993	2.872623	0.6502362	0.2375273	2.61997	1.390703	0.05702086	1.129629
18	-282.7365	-445.7422	163.0056	0.9978242	0.6797028	3.092957	6.78843	0.3155935	0.1865797	1.129629
24	-293.5038	-458.8394	165.3357	3.008422	0.5965041	0.581285	3.77595	0.7021086	0.09885124	2.065592
30	-275.2361	-446.6144	171.3783	0.8974952	1.202976	0.407692	0.6762315	0.08857203	0.01924801	1.453785
36	-279.0526	-447.8043	168.7518	0.8974952	1.308583	0.1547515	4.01992	0.3073696	0.03948333	0.6359176
42	-290.1027	-454.4996	164.3969	2.862975	1.24986	0.4297047	3.995279	2.21231	0.4853837	0.8085612
48	-288.0046	-456.8534	168.8489	0.504359	0.8532865	0.1963615	2.622748	0.6797009	1.08397	1.325656
54	-274.6831	-444.4817	169.7986	1.770955	1.151017	0.5027656	0.1233563	0.8082996	1.196463	0.8811072
60	-271.922	-441.995	170.073	1.770955	1.039304	0.3626552	0.1960587	0.4055819	1.699318	0.4909086
66	-275.5134	-443.4859	167.9725	1.280539	1.084825	2.326697	0.9629781	0.1197463	1.731861	0.6430415
72	-275.6873	-443.3449	167.6576	1.835107	1.200086	1.679418	0.8422985	0.3040847	1.955607	0.7283114
78	-281.9722	-447.9715	165.9993	1.524364	1.559619	0.7422233	2.100612	0.02107944	3.502783	0.3305977
84	-278.3794	-447.3879	169.0084	1.96585	1.961718	0.09344786	1.971488	0.06034019	0.415273	0.3117661
90	-262.7581	-433.2374	170.4793	0.9683892	1.343742	0.4681513	1.234756	0.06915748	0.9356306	0.4270902
96	-283.287	-454.0684	170.7815	1.108057	0.5613134	0.1564092	2.359934	0.1911981	0.3477014	0.5520261
102	-279.716	-451.6427	171.9268	1.136047	0.7039803	0.1725992	1.175877	0.3130398	0.06507536	0.6006996
108	-287.5132	-455.3138	167.8006	0.7951278	0.6540077	0.5754228	5.019272	0.5585151	0.06463896	0.3694951
114	-286.5109	-455.2616	168.7507	0.8753977	0.8671958	0.4791859	2.933461	0.1969762	1.386069	0.4032343
120	-277.5604	-446.5776	169.0172	1.132762	1.070483	1.56981	1.873178	0.1900927	0.6564895	0.4755073
126	-282.9851	-451.3685	168.3834	2.30586	1.091632	0.5090365	2.340423	0.03263585	0.9560489	0.422731
132	-277.0343	-446.6063	169.572	0.6121302	1.066669	0.9372609	2.340423	0.00846323	0.9560489	0.5150506
138	-270.5163	-438.1425	167.6262	0.5552647	1.216549	2.639641	2.025574	0.02712167	1.240487	0.8268298
144	-273.5333	-443.061	169.5276	1.412707	0.9691011	1.81851	0.1819421	0.03740637	1.376041	0.8805327
150	-275.3412	-442.7965	167.4553	0.6592903	0.6591839	1.81851	0.08966677	0.04319851	3.503984	1.766567
156	-272.6921	-438.3771	165.6851	1.132007	0.5505742	1.81851	0.5125202	2.418751	2.660273	1.371212
162	-271.047	-438.5874	167.5404	1.754033	0.3651876	1.998626	0.7246506	0.7843001	0.2681116	2.322917
168	-278.2757	-442.2133	163.9376	1.754033	0.4623624	0.7390104	4.550309	1.590822	0.4011969	2.322917
174	-284.8176	-449.7007	164.8831	0.7223112	1.236777	0.9687601	4.550309	2.586531	0.06650736	1.171322
180	-290.2055	-453.6917	163.4862	0.6048012	1.552371	2.318185	5.357696	1.976718	0.03175546	0.8439918
186	-282.6324	-449.2263	166.5939	1.321647	2.206841	2.386787	0.7612001	2.204322	0.01681826	0.6159863
192	-291.9014	-458.8839	166.9825	1.560611	2.004795	2.447839	1.879729	0.6354035	0.009468679	0.4426243
