Iteration	Posterior	Likelihood	Prior	er_morph[1]	er_morph[2]	er_morph[3]	er_morph[4]	er_morph[5]	er_morph[6]	er_morph[7]	er_morph[8]	er_morph[9]	er_morph[10]	er_morph[11]	er_morph[12]	er_morph[13]	er_morph[14]	er_morph[15]	er_morph[16]	er_morph[17]	er_morph[18]	er_morph[19]	er_morph[20]	er_morph[21]	er_morph[22]	er_morph[23]	er_morph[24]	er_morph[25]	er_morph[26]	er_morph[27]	er_morph[28]	er_morph[29]	er_morph[30]	er_morph[31]	er_morph[32]	er_morph[33]	er_morph[34]	er_morph[35]	er_morph[36]	tree_length
0	-162.4599	-428.2283	265.7684	0.579155	0.000274754	0.00783068	0.00325643	0.00949274	0.00295717	0.000562975	0.0103835	0.00743212	0.00677005	0.0173137	0.00541075	0.0041017	0.0195722	0.00365726	0.0177359	0.016812	0.012116	0.00845884	0.0367574	0.0176693	0.00630801	0.0626818	0.052562	0.00241233	0.000356461	0.0160302	0.010498	0.00834569	0.00245808	0.00373489	0.00513917	0.00758745	0.0113979	0.0171731	0.00559386	0.447402
6	-176.8964	-442.5197	265.6233	0.598688	0.00028402	0.00809477	0.00336625	0.00981288	0.0030569	0.00117295	0.0107337	0.00768277	0.00699837	0.00183158	0.00559323	0.00424003	0.0202323	0.0037806	0.0183341	0.017379	0.0125247	0.00874412	0.0299967	0.0182652	0.00652075	0.0647958	0.0543346	0.00249369	0.000368483	0.00632095	0.0108521	0.00862715	0.00254098	0.00386085	0.00531249	0.00784334	0.0117823	0.0177523	0.00578252	0.2730734
12	-154.4053	-420.1532	265.7479	0.608313	0.000755217	0.00156695	0.00558401	0.00212986	0.000931558	0.0100332	0.0019758	0.0273732	0.00439919	0.00475767	0.0010145	0.0040757	0.00861751	0.000890592	0.0173138	0.0111635	0.0156603	0.0171233	0.0118118	0.0186121	0.0216319	0.0722796	0.0125378	0.00305184	0.000494912	0.0087164	0.00703956	0.0214658	0.0014164	0.0110379	0.0104161	0.0263725	0.0057723	0.0142341	0.0094305	0.3938028
18	-159.3553	-424.9466	265.5913	0.61725	0.000766312	0.00158997	0.00486961	0.00216115	0.000945245	0.0101806	0.00286559	0.0277754	0.00446382	0.00482757	0.00102941	0.00413558	0.00874411	0.00312005	0.0175681	0.0113275	0.0158904	0.0173749	0.0119854	0.0188855	0.0219497	0.0733415	0.012722	0.000924071	0.000502183	0.00722442	0.0102406	0.0217812	0.00143721	0.0112001	0.0105692	0.0104826	0.00585711	0.0144432	0.00956905	0.2551705
24	-153.2301	-418.9436	265.7135	0.606656	0.000845076	0.00156268	0.00478603	0.00212406	0.00185252	0.0100059	0.00281641	0.0272987	0.00438721	0.00474471	0.00101174	0.0040646	0.00859404	0.00733767	0.0172666	0.0111331	0.0156177	0.0170767	0.0117797	0.0185614	0.021573	0.0720828	0.0125036	0.00153349	0.000493564	0.00710043	0.0195428	0.0108036	0.000528107	0.0110078	0.0103878	0.023564	0.00575658	0.0141953	0.00940482	0.3453006
30	-146.8344	-412.5437	265.7093	0.661599	0.000921612	0.00170421	0.00182866	0.00231643	0.0020203	0.0109121	0.00439223	0.00583281	0.00478455	0.00517443	0.00110337	0.00443272	0.00937238	0.00800223	0.0188304	0.0121414	0.0236684	0.0186233	0.0258628	0.0202425	0.0235268	0.00454568	0.0136361	0.000332415	0.000538265	0.0077435	0.0213127	0.00231524	0.00123654	0.0120048	0.0113286	0.0256981	0.00627794	0.015481	0.0102566	0.340747
36	-151.0852	-416.7643	265.6791	0.618639	0.000861768	0.00159355	0.00170992	0.00482007	0.00188911	0.0102035	0.00410702	0.00545406	0.0033128	0.00483843	0.00103172	0.00485267	0.00876379	0.0313132	0.0176077	0.011353	0.0477662	0.017414	0.0241834	0.018928	0.0219991	0.00425051	0.0127506	0.00112451	0.000301488	0.00724068	0.0199288	0.0021649	0.00115625	0.0238814	0.0105929	0.0240294	0.00587029	0.0144757	0.00959059	0.3123266
42	-155.5019	-421.1702	265.6682	0.574951	0.00029852	0.00365241	0.00113874	0.01224	0.0365479	0.00184769	0.00646372	0.00169627	0.00488414	0.0040245	0.00537147	0.00464505	0.00596762	0.0417263	0.0188986	0.01669	0.0341509	0.00418113	0.0154698	0.0119157	0.00750677	0.0622268	0.0425124	0.000812877	0.00029016	0.00488915	0.0120821	0.00166045	0.00187628	0.00765257	0.00510187	0.00674241	0.0182963	0.0170485	0.0045395	0.3036107
48	-153.9083	-419.5765	265.6682	0.574651	0.000298364	0.0036505	0.00153425	0.0122336	0.0365288	0.00184672	0.00646035	0.00169538	0.00488159	0.00691622	0.00536867	0.00464262	0.0059645	0.0417045	0.0188888	0.0166813	0.0341331	0.00417895	0.0154617	0.0119095	0.00750286	0.0621943	0.0424902	0.000812453	0.000290008	0.00488659	0.0120758	0.00165959	0.0018753	0.00764858	0.00509921	0.00673889	0.0182868	0.0170396	0.00176917	0.3036107
54	-157.6135	-423.3117	265.6982	0.632469	0.000881034	0.000777269	0.00228529	0.00663215	0.00193134	0.0104317	0.00419884	0.0124206	0.00338686	0.00819963	0.0056895	0.00496116	0.00895972	0.021739	0.0188643	0.0116068	0.0488341	0.00877731	0.0174398	0.0108159	0.0224909	0.00633215	0.0114711	0.00114965	0.000375164	0.00740255	0.0203744	0.0022133	0.0011821	0.0244153	0.0108298	0.025875	0.00600153	0.0147994	0.00378637	0.3294389
60	-145.2892	-410.9128	265.6236	0.701228	0.00070974	0.00062615	0.00184098	0.0053427	0.00155584	0.00840349	0.00338249	0.0100057	0.00272838	0.00660543	0.00458333	0.00399659	0.00721774	0.0175124	0.0145282	0.00935017	0.0393396	0.0070708	0.0102378	0.00509232	0.0181181	0.00510103	0.00924082	0.000926134	0.000302223	0.0163743	0.00976601	0.00178298	0.000952268	0.0196684	0.0157592	0.0208443	0.00483469	0.011922	0.00305021	0.2732419
66	-152.2058	-417.8294	265.6236	0.673748	0.000681927	0.000469474	0.00176884	0.0037129	0.00149487	0.0187717	0.0015555	0.00961361	0.00262146	0.00634658	0.00440372	0.00383998	0.00693489	0.0168261	0.0139589	0.0421529	0.037798	0.00679371	0.00983658	0.00199743	0.0174081	0.00490114	0.0088787	0.000889842	0.00029038	0.0157326	0.0129837	0.00171311	0.000914952	0.0188977	0.0151416	0.01789	0.00464523	0.0114548	0.00293068	0.2732419
72	-161.6693	-427.3812	265.7119	0.630335	0.000627146	0.00570557	0.00295996	0.0107084	0.0319747	0.0102399	0.00565492	0.00148401	0.00287244	0.00605396	0.00469935	0.00406382	0.0052209	0.0365051	0.0154839	0.0146016	0.0224515	0.00365795	0.0116299	0.00411633	0.0427265	0.03023	0.0219388	0.000256911	0.00157972	0.00629467	0.00852602	0.00145268	0.00147037	0.00669502	0.0089483	0.00585105	0.0160069	0.0149152	0.00206185	0.3434912
78	-160.4425	-426.0884	265.6458	0.627768	0.000624593	0.00568234	0.00141215	0.0106649	0.0300233	0.0101982	0.0056319	0.00147797	0.00286074	0.00602931	0.00468022	0.00238556	0.00519964	0.0363565	0.0154208	0.0145421	0.0223601	0.00200756	0.0115825	0.0152482	0.0425526	0.030107	0.0218495	0.000255865	0.00157329	0.00626905	0.00849131	0.00144677	0.00146438	0.00666776	0.00891187	0.00582723	0.0159418	0.0148545	0.00163008	0.2874472
84	-165.7187	-431.4387	265.7199	0.563716	0.00628048	0.00100134	0.000836511	0.00627612	0.027518	0.00900229	0.00130492	0.0113494	0.00302558	0.00914888	0.000908559	0.00194204	0.012016	0.0215002	0.00526949	0.0338795	0.0491795	0.000961545	0.0112141	0.0116754	0.0240271	0.00214714	0.0409587	0.000571381	0.0082538	0.0274394	0.0185085	0.00557789	0.00514697	0.0235617	0.00369786	0.0163566	0.0239446	0.00770397	0.0040982	0.3527241
90	-163.8618	-429.5419	265.6801	0.568123	0.000666374	0.00606245	0.00150661	0.0113783	0.0320317	0.0108804	0.00600864	0.00157684	0.00305211	0.00643263	0.00107518	0.00254513	0.00769865	0.0387885	0.0164524	0.0155149	0.0238559	0.00214186	0.0123573	0.0162682	0.0453991	0.0201501	0.023311	0.00027298	0.00167853	0.0066884	0.0148126	0.028216	0.000686412	0.00711379	0.00950801	0.00621703	0.0327795	0.0158481	0.00290143	0.3131706
96	-162.0478	-427.7115	265.6637	0.574235	0.000673543	0.00612767	0.00152282	0.0115007	0.0323763	0.0109975	0.00607328	0.0015938	0.00308494	0.00650184	0.00147606	0.00257252	0.00778148	0.0392058	0.0166294	0.0156818	0.0241125	0.00281859	0.0124903	0.0164433	0.0458875	0.0203669	0.0218084	0.000275917	0.00169659	0.00676036	0.0170619	0.0285195	0.000693797	0.00719032	0.00961031	0.00628392	0.0331322	0.00388007	0.00293265	0.3001709
