Iteration	Posterior	Likelihood	Prior	acrv_sd	part_rate_trans	tree_length
0	-116.3568	-286.0205	169.6637	0.211079	0.7883373	2.859408
6	-115.0579	-283.529	168.4711	0.180638	0.5790846	3.705079
12	-119.9429	-288.3201	168.3773	0.02964432	0.7163096	3.767193
18	-115.8192	-285.0218	169.2026	0.03874689	0.9140963	3.163783
24	-109.6144	-279.3006	169.6861	0.2601195	0.8717372	2.765214
30	-97.88278	-268.6102	170.7274	0.3732114	0.6593698	2.173934
36	-96.54897	-266.6722	170.1232	1.126335	1.488781	1.498793
42	-95.77216	-265.8895	170.1173	0.05537675	1.077171	2.498562
48	-101.3658	-272.0076	170.6419	0.01031405	1.077171	2.193776
54	-106.0505	-276.6654	170.6148	0.1180468	1.237334	2.036055
60	-105.8721	-276.5805	170.7084	0.02445983	1.237334	2.036055
66	-100.77	-271.0485	170.2785	0.4357692	1.005991	2.19966
72	-105.5743	-276.162	170.5878	0.1439659	0.6990201	2.384834
78	-103.7946	-274.2873	170.4927	1.070256	0.4229893	2.025624
84	-104.6096	-274.4993	169.8897	0.4336007	0.6423957	2.674707
90	-103.0066	-273.2588	170.2521	0.936615	0.6829272	2.101003
96	-97.59527	-267.0947	169.4994	0.3485495	0.5268673	3.033001
102	-103.7235	-274.2898	170.5663	0.446303	0.4870147	2.341159
108	-97.96099	-267.32	169.359	0.446303	0.473518	3.090383
114	-105.8957	-275.0703	169.1746	0.5255093	0.8924765	2.902086
120	-102.2428	-273.102	170.8591	0.421638	0.7944938	1.966011
126	-97.36732	-266.931	169.5637	0.1170272	0.8234192	2.955371
132	-109.4641	-280.6497	171.1856	0.1960028	0.6498492	1.995329
138	-110.752	-281.4852	170.7332	0.3318829	0.8944819	2.043072
144	-112.7011	-281.7258	169.0247	0.7614713	0.7050729	2.963133
150	-115.223	-284.4491	169.2261	0.9553461	0.3976287	2.91023
156	-126.7562	-296.2527	169.4965	0.1890695	0.5777824	3.099629
162	-122.6821	-291.8222	169.14	0.8023829	0.8997781	2.750413
168	-117.9561	-285.7539	167.7978	2.022765	0.8997781	2.824685
174	-118.4067	-287.6151	169.2084	1.617943	0.6431369	2.360316
180	-135.4284	-305.8374	170.409	0.6498253	0.9432996	2.01487
186	-129.009	-298.3186	169.3096	0.6768011	1.352477	2.442797
192	-118.879	-286.9701	168.0911	1.992545	1.113479	2.531492
198	-107.2416	-276.1074	168.8658	0.3913477	1.186568	2.991693
204	-93.63527	-264.0988	170.4635	0.1136277	1.021861	2.277732
210	-98.699	-267.2319	168.5329	0.4208312	0.7836953	3.410342
216	-101.2329	-271.128	169.895	0.2875208	0.4983831	2.848595
222	-103.5396	-273.741	170.2014	0.6560806	0.6594817	2.330115
228	-108.712	-277.641	168.9289	1.900416	0.6868944	2.330571
234	-101.157	-271.3122	170.1552	0.4127806	0.9576257	2.324637
240	-106.8031	-276.7222	169.9191	0.3391449	0.9970423	2.495149
246	-112.849	-283.7628	170.9138	0.07393988	0.9970423	2.026388
252	-120.0075	-289.552	169.5445	0.3292294	0.9966753	2.733151
258	-111.0771	-280.3011	169.224	0.0166166	0.7035891	3.288784
264	-117.4361	-286.0694	168.6333	0.1227932	0.8715581	3.474538
270	-103.5093	-273.8733	170.364	0.0639694	0.6542933	2.602794
276	-115.5754	-286.0571	170.4817	0.4738978	1.097816	1.98062
282	-114.1865	-284.1286	169.9421	0.5657872	0.6548682	2.552872
288	-131.7197	-302.1634	170.4437	0.02402855	0.4702268	2.691743
294	-109.8997	-279.767	169.8673	0.5616509	0.897107	2.450801
300	-119.067	-287.804	168.737	0.2717672	0.7141825	3.41881
306	-117.7737	-287.9212	170.1475	0.6729878	0.7551963	2.292676
312	-111.7066	-281.069	169.3624	0.554023	1.226145	2.565406
318	-103.8893	-273.8819	169.9927	0.4355819	0.7143317	2.565406
324	-106.273	-276.7338	170.4607	0.6658657	0.4973031	2.261755
330	-122.5544	-292.0437	169.4893	0.1666049	0.7244614	3.029707
336	-112.2902	-281.5434	169.2533	0.4169896	0.7100802	3.029707
342	-98.28565	-268.7958	170.5101	0.5840753	1.229359	1.796895
348	-96.08978	-267.0358	170.946	0.2203191	0.7093342	2.098415
354	-97.05442	-267.7969	170.7425	0.06669063	0.5849676	2.407962
360	-99.39172	-269.9246	170.5329	0.1162647	0.7449892	2.407962
366	-99.39425	-269.7398	170.3455	0.06613698	0.41343	2.760878
372	-92.12174	-262.232	170.1103	0.2562355	0.4975309	2.737065
378	-106.4609	-276.0909	169.63	0.3952532	0.5094092	2.936996
384	-94.77308	-264.6733	169.9002	0.291916	0.4729287	2.858222
390	-109.5736	-279.9145	170.3409	1.356318	0.7958629	1.677881
396	-106.9964	-278.1833	171.1869	0.1646886	1.141487	1.677881
402	-106.1747	-275.496	169.3213	0.1392166	0.6901591	3.166651
408	-110.5565	-279.7721	169.2156	0.1874154	0.7476499	3.166651
414	-117.5743	-287.5273	169.953	0.2414059	0.6636094	2.740726
420	-109.8283	-278.4695	168.6412	0.6829717	1.031773	3.044286
426	-119.4505	-289.6522	170.2017	1.107778	0.9587845	1.835021
432	-110.1797	-280.0974	169.9177	0.6264328	0.8338158	2.41817
438	-128.0218	-298.2105	170.1888	0.9233796	1.197592	1.806461
444	-113.4109	-284.5011	171.0903	0.5734525	1.128829	1.457856
450	-109.3106	-278.3938	169.0832	0.5004109	0.5547804	3.173919
456	-105.6979	-274.6502	168.9524	0.3117751	0.4711348	3.411596
462	-107.0285	-276.6298	169.6012	0.3968709	0.5057241	2.955591
468	-122.8971	-292.1481	169.251	0.07432522	0.7981287	3.182804
474	-122.2994	-292.4445	170.1451	0.2843025	1.333811	2.171809
480	-118.9062	-289.1197	170.2135	0.384916	0.9437318	2.314071
486	-119.2099	-288.7064	169.4965	1.499697	0.5459041	2.314071
492	-126.181	-297.4072	171.2262	0.2507182	1.029809	1.668153
498	-106.8303	-277.9368	171.1064	0.6435622	0.8891289	1.572375
504	-120.2395	-289.2756	169.0362	0.6853271	0.9188717	2.87316
510	-102.278	-270.9924	168.7145	0.6825045	0.6226215	3.244304
516	-109.4641	-279.9332	170.4691	0.01418267	1.098491	2.288755
522	-102.1131	-272.0111	169.898	0.01222662	0.6075705	2.94714
528	-105.7995	-275.3328	169.5333	0.2374813	0.974153	2.809721
534	-118.2165	-286.9895	168.7729	1.141729	0.8302578	2.809721
540	-110.4117	-280.0691	169.6574	0.2949591	0.7926071	2.809721
546	-118.4641	-289.102	170.6379	0.4492449	0.7760365	2.106561
552	-106.3864	-276.279	169.8926	0.4781066	0.4627795	2.75575
558	-108.9503	-279.1802	170.23	0.4017831	0.7777374	2.398275
564	-116.0447	-284.3794	168.3347	0.1833312	0.5436347	3.802659
570	-110.4266	-281.3984	170.9718	0.6592685	0.7358475	1.766727
576	-112.1697	-282.5473	170.3777	0.7102783	1.140502	1.862338
582	-110.9969	-280.1498	169.1528	0.0800168	0.7795175	3.248557
588	-122.3676	-291.0201	168.6525	0.5549934	0.949299	3.163005
594	-137.3208	-307.6205	170.2997	0.1791373	1.204112	2.223745
600	-126.1182	-296.441	170.3228	0.5361542	0.7702027	2.258389
606	-124.5779	-294.6616	170.0837	0.6191714	0.9263081	2.258389
612	-114.5234	-285.2188	170.6954	0.2053142	0.7284502	2.258389
618	-100.9414	-270.9221	169.9807	0.1150499	0.6272753	2.823029
624	-105.7722	-276.6611	170.8889	0.4893876	0.6313129	2.009887
630	-109.1914	-278.4867	169.2952	0.6517949	0.3949844	3.052641
636	-106.479	-276.0541	169.575	1.057978	0.5349341	2.549657
642	-106.2162	-274.8245	168.6083	0.3539994	0.5045634	3.568241
648	-106.9942	-275.5251	168.531	0.4313498	0.5045634	3.568241
654	-103.9216	-274.7193	170.7977	0.3357982	0.4569356	2.283225
660	-114.2375	-283.256	169.0185	0.580502	0.5452564	3.170469
666	-95.38238	-265.4632	170.0808	0.1122407	0.4289246	2.884282
672	-96.46863	-265.1441	168.6754	0.02120866	0.3782387	3.795056
678	-99.97374	-269.2418	169.2681	0.04227665	0.7764655	3.204514
684	-110.9529	-280.4972	169.5442	0.2839492	0.5783598	3.014001
690	-117.2412	-288.457	171.2158	1.249213	0.4534803	1.360251
696	-111.6562	-281.4649	169.8088	0.8561137	0.6471736	2.459628
702	-98.42561	-268.9563	170.5307	0.1329399	0.648446	2.459628
708	-104.4547	-274.3976	169.9429	0.5084124	0.8607238	2.459628
714	-95.4764	-265.7169	170.2405	0.1651701	0.5685259	2.669493
720	-99.29379	-270.0328	170.739	0.02677469	0.7583104	2.325586
726	-108.8533	-278.9078	170.0545	0.0931505	0.6774236	2.760878
732	-106.772	-276.5479	169.7759	0.2279272	0.7004915	2.834374
738	-111.7202	-282.0027	170.2825	0.03625475	0.8254454	2.56438
744	-112.5123	-283.6466	171.1342	0.01764271	1.243045	1.747173
750	-100.2485	-271.0754	170.8269	0.4949218	0.7072579	1.996898
756	-109.2423	-279.1295	169.8872	0.5501426	0.5640222	2.652732
762	-108.9931	-278.5804	169.5873	0.04787671	0.6308462	3.098033
768	-96.55798	-267.4135	170.8555	0.02475488	0.7603028	2.251036
774	-107.2634	-276.735	169.4716	0.04616431	0.8498259	3.037334
780	-117.3898	-288.0228	170.633	0.04688655	0.6237523	2.464898
786	-104.0984	-274.6351	170.5367	0.1355293	0.631402	2.464898
792	-107.7733	-277.7965	170.0233	0.3730644	1.191605	2.284814
798	-106.1204	-276.8795	170.7591	0.212877	0.9248943	2.084445
804	-109.8578	-280.2063	170.3485	0.1435492	1.570461	1.974545
810	-106.5374	-276.9107	170.3733	0.05790312	1.016552	2.374079
816	-116.8322	-287.1981	170.3659	0.01403592	1.016552	2.406458
822	-103.6698	-274.3281	170.6583	0.0912262	0.8300406	2.290189
828	-103.2793	-273.3749	170.0956	0.1163573	0.7683179	2.665768
834	-109.9466	-280.5416	170.595	0.215633	0.7683179	2.290583
840	-115.6532	-284.6928	169.0396	0.5012331	0.7478668	3.084475
846	-133.8792	-304.7229	170.8437	0.5012331	1.093477	1.716618
852	-106.1652	-276.6621	170.4968	0.3453769	0.8049677	2.246804
858	-102.1264	-272.5769	170.4505	0.255108	0.9415459	2.246804
864	-120.4774	-290.8117	170.3343	0.8178664	0.9415459	1.953631
870	-135.5262	-304.3608	168.8346	0.3381994	0.5649798	3.410139
876	-125.6991	-293.4986	167.7995	1.140213	0.7980825	3.410139
882	-116.4383	-286.5417	170.1035	0.02487506	0.6199039	2.807701
888	-110.6837	-280.0441	169.3604	0.01228631	0.6199039	3.260252
894	-113.4199	-283.3883	169.9683	0.1540985	1.010133	2.571634
900	-125.4276	-295.134	169.7064	0.6764368	1.179199	2.301348
906	-122.1308	-289.6509	167.5202	1.158176	1.01422	3.436602
912	-109.544	-279.4311	169.8871	0.3848554	1.230083	2.339644
918	-110.6258	-281.5918	170.966	0.09681901	0.8192674	2.094164
924	-115.4921	-285.0271	169.5351	0.01534139	0.8295989	3.029911
930	-104.6572	-274.2804	169.6232	0.1243768	0.5854226	3.058025
936	-113.7363	-282.6736	168.9373	0.1315672	0.5854226	3.458992
942	-111.6319	-280.9445	169.3126	0.7605942	0.8230099	2.717357
948	-115.6613	-283.9761	168.3148	0.7275184	1.280103	3.064329
954	-115.9674	-286.7109	170.7435	0.6658949	0.5779	2.02473
960	-128.9741	-298.7083	169.7342	1.027297	0.950771	2.204817
966	-115.5212	-284.952	169.4309	0.3824785	1.127273	2.690136
972	-105.5369	-275.9254	170.3885	0.3650109	0.6563628	2.398001
978	-100.7405	-270.966	170.2255	0.5600063	0.9936588	2.161475
984	-119.9015	-290.8142	170.9126	0.1721448	0.5966811	2.224737
990	-123.5117	-292.4497	168.938	1.016493	0.6692878	2.883194
996	-104.1503	-273.4187	169.2684	1.016493	0.6216183	2.711033
1002	-115.256	-286.1505	170.8945	0.4722153	0.6676418	1.99339
1008	-120.1876	-289.4751	169.2875	0.2505731	0.9429426	2.969316
1014	-117.245	-287.7881	170.5431	0.3257476	0.860269	2.193915
1020	-137.1471	-306.8122	169.6651	0.06991108	1.760882	2.343527
1026	-119.3588	-289.1368	169.778	0.02101496	1.111939	2.708358
1032	-139.7931	-309.6121	169.819	1.236813	0.5576359	2.268472
1038	-119.4118	-289.0844	169.6726	0.5261108	0.9699604	2.54919
1044	-118.0474	-288.4535	170.4061	0.2945938	0.4849463	2.53865
1050	-118.4098	-287.7658	169.356	0.2356227	0.9832751	2.912737
1056	-112.3073	-281.7548	169.4475	0.1946898	0.9326919	2.912737
