Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-682.6587	-844.0623	161.4036	0.1770724	0.991798	0.8213659	0.7714513	0.337831	0.662169	0.573933	0.426067	6.153726
6	-692.1119	-853.3238	161.2119	0.03932343	0.9706521	1.04718	0.8219045	0.484921	0.515079	0.425132	0.574868	6.164992
12	-681.9035	-844.7324	162.8289	0.08389516	0.8995409	1.156019	0.712192	0.569387	0.430613	0.462455	0.537545	5.294632
18	-680.6794	-841.3065	160.627	0.09994895	1.284864	1.214123	0.712192	0.613549	0.386451	0.422351	0.577649	6.264891
24	-681.7293	-843.7397	162.0104	0.1483695	0.7045482	1.214123	0.7060279	0.533537	0.466463	0.575199	0.424801	5.785223
30	-684.253	-844.907	160.654	0.04866889	1.071853	1.252176	0.832159	0.650412	0.349588	0.619121	0.380879	6.327513
36	-703.7775	-865.3386	161.5611	0.2589442	1.137936	1.234881	0.7334265	0.468127	0.531873	0.505276	0.494724	5.704693
42	-695.237	-858.0606	162.8236	0.1226311	1.123652	0.9996456	1.008689	0.372822	0.627178	0.393731	0.606269	5.098934
48	-687.3622	-849.6254	162.2631	0.2097643	0.8511654	1.203441	1.101589	0.538788	0.461212	0.651752	0.348248	5.3445
54	-679.8051	-843.1041	163.2989	0.08166609	1.003256	1.213667	1.255894	0.526356	0.473644	0.637422	0.362578	4.658745
60	-681.5545	-844.7512	163.1967	0.3792598	1.156706	0.9768478	1.14383	0.619385	0.380615	0.576969	0.423031	4.658745
66	-699.3359	-863.1108	163.7749	0.08390575	0.7704519	1.136125	0.8352078	0.432746	0.567254	0.472887	0.527113	4.781292
72	-697.3612	-861.514	164.1527	0.02713136	0.7704519	0.7111673	0.9937266	0.502122	0.497878	0.713735	0.286265	4.797592
78	-702.078	-866.3736	164.2956	0.5598631	0.8284425	0.5935891	0.9855523	0.502122	0.497878	0.659218	0.340782	4.422773
84	-690.7617	-851.9486	161.1869	0.1519333	0.9188822	1.037331	0.7709825	0.640043	0.359957	0.590389	0.409611	6.203325
90	-694.2223	-855.8721	161.6498	0.2449923	1.334351	0.9633847	0.9376501	0.472464	0.527536	0.504992	0.495008	5.593784
96	-697.7637	-860.1283	162.3647	0.09163531	1.22719	0.947495	0.9444939	0.606101	0.393899	0.466745	0.533255	5.36025
102	-689.0229	-851.1937	162.1708	0.362208	1.593966	0.947495	0.9444939	0.640603	0.359397	0.689256	0.310744	5.17645
108	-697.7609	-860.1333	162.3725	0.4398355	1.32122	0.7079336	1.051471	0.534254	0.465746	0.575541	0.424459	5.17645
114	-699.1463	-861.9076	162.7613	0.08206905	0.9144376	0.7028917	0.9433973	0.72763	0.27237	0.488751	0.511249	5.500273
120	-701.9892	-864.6085	162.6194	0.3417553	1.253367	0.5785396	0.8715951	0.49232	0.50768	0.500678	0.499322	5.284275
126	-702.8239	-864.2886	161.4647	0.4449398	0.8761723	0.9648578	0.8347099	0.612838	0.387162	0.552084	0.447916	5.906009
132	-682.3478	-843.1556	160.8078	0.3131499	1.115665	1.159238	0.7501739	0.481221	0.518779	0.618232	0.381768	6.145054
138	-688.1505	-849.3615	161.211	0.2084123	1.246438	0.8315083	0.7501739	0.299905	0.700095	0.644481	0.355519	6.145054
144	-684.5147	-847.9699	163.4551	0.04648219	0.9204134	0.9521913	0.7899582	0.444858	0.555142	0.541119	0.458881	5.024935
150	-700.12	-862.9751	162.8552	0.1112478	1.257457	0.9287281	0.9365417	0.505835	0.494165	0.497194	0.502806	5.062565
156	-703.8107	-866.6249	162.8142	0.1954337	1.106253	1.127381	0.9365417	0.488129	0.511871	0.705054	0.294946	5.062565
162	-702.4261	-863.6471	161.221	0.2217283	0.9948427	1.334856	0.7457431	0.450155	0.549845	0.598303	0.401697	5.941531
168	-704.2907	-865.2614	160.9706	0.2217283	1.083081	1.334856	0.7827836	0.491381	0.508619	0.478709	0.521291	5.996934
174	-699.7369	-861.2316	161.4947	0.3978877	1.091071	1.092699	0.9579195	0.451045	0.548955	0.436354	0.563646	5.65048
180	-698.6904	-859.2213	160.5309	0.3365538	1.151865	0.9255895	0.8249896	0.451045	0.548955	0.437686	0.562314	6.340177
186	-693.2724	-854.5433	161.2709	0.3365538	1.447964	1.260052	0.775662	0.519166	0.480834	0.622929	0.377071	5.6358
192	-688.6623	-848.8358	160.1735	0.2611387	0.9813852	0.9372864	0.736441	0.472715	0.527285	0.398956	0.601044	6.713445
198	-698.4896	-860.7883	162.2987	0.05084692	1.321046	0.7563506	0.8566612	0.480199	0.519801	0.501605	0.498395	5.506945
204	-704.4135	-867.0206	162.6071	0.3830231	0.9187039	0.8963589	0.9754906	0.609798	0.390202	0.435477	0.564523	5.250342
210	-697.3674	-859.1447	161.7773	0.2122064	1.170196	0.9332354	0.9688749	0.497702	0.502298	0.61489	0.38511	5.643313
216	-710.1339	-871.1091	160.9752	0.2304765	0.9231829	1.000483	0.7229834	0.356921	0.643079	0.517561	0.482439	6.311772
222	-704.0513	-864.8388	160.7875	0.05948269	1.361055	0.8184662	0.749908	0.463907	0.536093	0.573115	0.426885	6.338978
228	-699.2557	-860.2671	161.0115	0.04506926	1.34828	1.062277	0.7265223	0.35728	0.64272	0.76595	0.23405	6.218913
234	-699.8562	-860.9237	161.0675	0.04306009	1.035223	1.107915	0.838302	0.619432	0.380568	0.694885	0.305115	6.218913
240	-690.586	-852.4834	161.8974	0.1146969	0.957455	1.363799	0.7782798	0.406957	0.593043	0.626736	0.373264	5.631598
246	-694.8275	-855.3783	160.5509	0.4259756	1.178061	1.18602	0.7237546	0.497384	0.502616	0.475215	0.524785	6.174433
252	-706.3475	-866.2192	159.8717	0.4259754	0.8523208	1.475774	0.8000318	0.432362	0.567638	0.405438	0.594562	6.539999
258	-695.224	-856.5452	161.3212	0.3114444	1.275499	1.139726	0.8082739	0.718728	0.281272	0.593592	0.406408	5.81035
264	-695.5964	-857.5949	161.9985	0.3066164	1.570015	0.7751544	0.7225468	0.453552	0.546448	0.463314	0.536686	5.469069
270	-691.6848	-853.4919	161.8071	0.1087376	1.177621	0.9861524	0.7610898	0.514833	0.485167	0.425935	0.574065	5.756057
276	-681.6519	-843.7831	162.1312	0.3044715	0.927603	1.047097	0.8991591	0.44549	0.55451	0.515761	0.484239	5.495529
282	-680.869	-843.9722	163.1032	0.2943603	0.6379016	1.130875	0.9809861	0.458468	0.541532	0.465643	0.534357	5.024939
288	-681.9396	-843.6345	161.6949	0.3088494	1.293726	1.663081	0.9676711	0.559164	0.440836	0.465643	0.534357	5.171315
294	-684.6263	-845.3742	160.7479	0.3643839	0.807048	1.406318	0.9257418	0.481563	0.518437	0.516034	0.483966	6.074956
300	-685.8575	-848.1877	162.3302	0.266047	1.472717	1.964393	1.09414	0.34843	0.65157	0.618319	0.381681	4.56507
306	-684.4472	-847.7119	163.2646	0.4369221	1.096755	1.531965	1.06327	0.400053	0.599947	0.55896	0.44104	4.354994
312	-685.253	-846.8132	161.5602	0.2910105	1.276287	1.106949	0.8823054	0.521734	0.478266	0.577581	0.422419	5.606639
318	-682.7432	-845.3248	162.5816	0.03941241	1.174205	1.012792	0.9117596	0.621603	0.378397	0.59538	0.40462	5.293325
324	-680.1182	-842.3289	162.2107	0.03590934	1.336616	1.125914	0.7491691	0.541381	0.458619	0.441176	0.558824	5.418417
330	-698.8552	-861.0594	162.2042	0.03590934	1.350121	0.7879144	0.7756544	0.720062	0.279938	0.778596	0.221404	5.740101
336	-690.7573	-851.5127	160.7555	0.1841522	0.9037104	1.241244	1.057639	0.483399	0.516601	0.404553	0.595447	6.141952
342	-686.3712	-846.7095	160.3382	0.6596915	0.9037104	1.293119	0.7270255	0.651373	0.348627	0.404553	0.595447	6.288331
348	-695.8711	-856.281	160.4099	0.3415792	0.9836073	1.161086	0.7217296	0.486287	0.513713	0.579776	0.420224	6.423036
354	-705.5696	-866.93	161.3604	0.1018381	1.325739	1.129392	0.7195423	0.536717	0.463283	0.730496	0.269504	5.929891
360	-699.2154	-859.349	160.1336	0.07076695	0.9951934	0.9618581	0.6702703	0.304781	0.695219	0.433789	0.566211	6.890086
366	-696.9575	-858.1829	161.2254	0.08000323	0.8466371	0.7882219	0.6681999	0.509217	0.490783	0.482073	0.517927	6.419552
372	-687.946	-849.4038	161.4579	0.0116474	1.373076	0.5507435	0.5726159	0.50127	0.49873	0.604355	0.395645	6.225112
378	-679.5993	-840.3424	160.7431	0.1212534	0.7986552	1.11706	0.6895141	0.605047	0.394953	0.478464	0.521536	6.507788
384	-693.5844	-856.3996	162.8151	0.08379005	0.7702915	0.5834279	0.7340784	0.57453	0.42547	0.478464	0.521536	5.661867
390	-696.4078	-858.0394	161.6316	0.237261	1.022559	0.5947341	0.6417537	0.418122	0.581878	0.357634	0.642366	6.157642
396	-689.7773	-849.7393	159.9621	0.0675278	1.26528	1.283364	0.6578763	0.43701	0.56299	0.357634	0.642366	6.652191
402	-690.0816	-851.8523	161.7707	0.0139544	1.303658	1.086585	0.7302343	0.301371	0.698629	0.577404	0.422596	5.769572
408	-693.405	-854.8552	161.4503	0.07732459	1.421205	0.9922822	0.7236484	0.677845	0.322155	0.651955	0.348045	5.913369
414	-697.3643	-860.9234	163.5591	0.05072482	1.506009	1.038859	0.9370442	0.651755	0.348245	0.563856	0.436144	4.540384
420	-693.6848	-856.0659	162.381	0.004503992	1.017306	1.038859	0.8883798	0.483646	0.516354	0.569488	0.430512	5.486355
426	-669.6224	-832.5428	162.9204	0.005346495	0.978311	0.7597698	0.7713031	0.569447	0.430553	0.721177	0.278823	5.486355
432	-684.9281	-848.6559	163.7279	0.003225978	1.446072	0.6827858	1.115156	0.619823	0.380177	0.487234	0.512766	4.584192
438	-688.4229	-850.2653	161.8424	0.05347469	1.760218	0.7643833	0.9002702	0.532702	0.467298	0.656696	0.343304	5.532967
444	-689.4754	-851.4095	161.9341	0.02198107	1.095036	1.337755	0.8458499	0.583466	0.416534	0.577538	0.422462	5.550116
450	-692.979	-856.5509	163.572	0.08755994	1.188045	0.9740345	0.8663025	0.592034	0.407966	0.572716	0.427284	4.744021
456	-697.8901	-859.7773	161.8873	0.02017595	1.297222	0.9126371	0.7799043	0.509312	0.490688	0.626913	0.373087	5.738333
462	-698.2179	-861.0899	162.872	0.007269549	0.9234296	0.7542257	0.8104875	0.481404	0.518596	0.619051	0.380949	5.474614
468	-691.1221	-853.677	162.5549	0.009066646	1.111777	0.7542257	0.9457363	0.565448	0.434552	0.619051	0.380949	5.474614
474	-696.5679	-860.7314	164.1635	0.04099449	0.7133806	0.8204133	1.257694	0.42972	0.57028	0.600445	0.399555	4.568405
