Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-719.9986	-887.3715	167.3728	0.5222057	2.565326	1.529079	1.98584	0.6030456
6	-716.2904	-884.0657	167.7754	0.4836656	2.11141	1.149103	2.365867	0.492752
12	-714.8426	-881.7144	166.8718	1.017672	2.11141	1.001206	2.874769	0.5668764
18	-717.8335	-883.1761	165.3426	2.893479	2.056987	0.7630674	2.769252	0.6702122
24	-722.7648	-889.5315	166.7666	2.295409	1.656813	0.902976	2.085742	0.7823038
30	-720.808	-887.4663	166.6583	1.647751	1.907295	0.7932984	2.825949	0.6034853
36	-713.9433	-876.3367	162.3933	3.269618	2.624543	1.162682	4.531193	0.4220625
42	-712.8582	-876.7665	163.9083	2.041851	2.350642	0.8385947	4.781903	0.4364343
48	-710.9344	-875.639	164.7046	1.195265	2.316611	1.347423	4.363733	0.4781745
54	-706.62	-869.4815	162.8615	2.265703	1.723642	1.470886	5.486533	0.3813961
60	-724.2386	-888.4265	164.1879	2.665607	2.120945	0.9968073	3.902387	0.5852143
66	-716.6269	-879.3877	162.7608	3.467017	2.120945	1.275966	4.263781	0.5189893
72	-720.7484	-885.4947	164.7463	2.436546	1.206409	1.36936	4.036588	0.5809975
78	-722.3903	-886.5899	164.1996	2.091602	2.684692	1.339438	3.697468	0.526933
84	-729.0777	-893.4075	164.3298	2.316205	3.107992	0.9084349	3.466536	0.5339181
90	-714.8993	-881.5423	166.643	0.6984819	1.998801	1.4518	3.084134	0.4980999
96	-708.1695	-870.7615	162.592	2.345686	4.671914	1.08752	4.044964	0.486595
102	-711.431	-877.0806	165.6496	0.9080562	2.81883	1.007584	3.63062	0.3854121
108	-716.8795	-882.0406	165.1611	0.5283517	0.7571117	1.23075	5.949233	0.2610763
114	-720.5006	-883.2344	162.7338	0.9955962	3.817945	1.488746	5.273818	0.3231105
120	-724.7626	-889.3867	164.624	3.268215	1.228829	0.9863665	3.674987	0.6049347
126	-710.9975	-877.1232	166.1258	1.55743	2.006838	0.8802706	3.244113	0.6812088
132	-704.8682	-870.983	166.1148	0.5737806	3.023916	1.302208	3.093178	0.5195753
138	-700.5026	-868.5245	168.0219	0.114388	1.378145	1.302208	2.984207	0.4372009
144	-696.0027	-863.5351	167.5324	0.1187458	1.884903	1.454069	2.852499	0.4123455
150	-713.75	-882.643	168.893	0.1574417	0.919261	1.044464	2.771303	0.4191242
156	-710.98	-878.1633	167.1833	0.5189684	2.151988	1.079857	2.937574	0.4054351
162	-711.7686	-875.2082	163.4397	2.850983	1.835755	1.956696	3.819266	0.5310166
168	-706.1923	-871.5413	165.3489	2.468375	2.107951	1.156454	2.655622	0.8229886
174	-714.1021	-881.1676	167.0654	1.367997	1.241796	1.220501	2.850575	0.6885868
180	-711.5968	-877.7552	166.1584	1.956536	1.968828	0.8767213	2.809527	0.7458284
186	-717.2723	-883.461	166.1887	1.956536	2.350247	0.8450866	2.499996	0.7424046
192	-718.8406	-888.3718	169.5312	0.1372242	1.708933	0.6093978	1.824959	0.4946661
198	-715.3866	-881.978	166.5914	1.461937	2.179861	0.7337675	2.921868	0.5451785
204	-715.7189	-882.2893	166.5704	0.7312482	2.179861	1.13384	3.255495	0.3930416
210	-707.8114	-873.9184	166.107	0.3207559	3.157951	0.8363006	3.629963	0.3130973
216	-704.2179	-871.1314	166.9135	0.4259227	1.659014	1.10243	3.629963	0.3130973
222	-699.4505	-865.37	165.9196	0.2197137	2.148456	1.449951	4.04305	0.293158
228	-718.1159	-880.8496	162.7337	1.170021	3.674232	1.616289	5.148807	0.455313
234	-704.0737	-867.6155	163.5418	4.257159	2.246823	0.8736303	2.984376	0.5553601
240	-705.3991	-868.8555	163.4564	1.283837	4.559903	0.9287552	4.428439	0.380163
246	-701.1718	-867.9286	166.7567	1.364583	0.8832653	0.9596859	3.790328	0.3641594
252	-718.9892	-880.134	161.1448	3.035934	3.862203	1.417144	4.926419	0.4076202
258	-713.4651	-877.217	163.7518	0.7909964	3.636372	1.177718	4.904811	0.3564043
264	-717.1481	-879.6436	162.4955	2.941925	3.871569	1.105108	3.987637	0.4860862
270	-716.2991	-884.4853	168.1862	0.1384935	1.581918	1.096075	2.805451	0.4314329
276	-711.751	-879.5734	167.8224	0.09964501	1.511945	1.193556	3.158919	0.3910546
282	-711.0735	-879.0008	167.9273	0.09964501	1.615619	1.017812	3.158919	0.5305311
288	-709.7317	-875.0969	165.3652	0.9353766	2.022486	1.71944	3.853526	0.5509388
294	-715.7727	-878.5414	162.7687	2.12401	2.556639	1.272463	5.212483	0.3635632
300	-721.9782	-885.4512	163.4729	1.996803	3.620403	1.318389	3.885413	0.5956344
306	-721.8725	-888.7941	166.9216	1.007123	1.527833	0.9386898	3.398279	0.6092291
312	-709.706	-877.2815	167.5755	0.08710011	1.457371	1.117143	3.538153	0.3790556
318	-704.1491	-872.0126	167.8635	0.08710011	2.114049	1.089837	2.73021	0.4790821
324	-707.0861	-874.548	167.4618	0.08413887	2.114049	1.084415	3.13866	0.4656238
330	-710.3314	-876.0256	165.6942	0.08413887	3.051346	1.000917	4.223792	0.3469567
336	-705.746	-872.6528	166.9068	0.08413887	1.718002	1.550912	3.584011	0.4651836
342	-711.2909	-877.2681	165.9771	0.07360205	2.477879	1.002941	4.39059	0.376193
348	-707.1362	-873.4154	166.2792	0.07210864	1.825806	0.8999543	4.727868	0.3749841
354	-707.8237	-874.1372	166.3135	0.451229	3.238891	1.380151	2.795301	0.5133792
360	-702.5087	-870.6632	168.1545	0.07210864	1.546083	0.9680196	3.057163	0.4114538
366	-710.5203	-876.3206	165.8003	0.3344548	4.739197	0.9680196	2.870426	0.3452725
372	-715.0285	-880.588	165.5595	0.3709431	3.529834	0.7175536	4.052908	0.3759174
378	-699.6003	-865.0551	165.4548	0.1578409	3.02789	1.047522	4.23473	0.2547297
384	-709.8496	-875.6923	165.8427	0.9581347	2.718556	0.9338257	3.565035	0.5130862
390	-712.9342	-876.4179	163.4837	1.725844	3.577419	0.885744	4.617322	0.5130862
396	-714.3922	-881.0502	166.658	0.5755236	2.198636	1.226317	3.243598	0.4924471
402	-709.9939	-876.4053	166.4114	1.012874	2.873299	0.8397119	2.916209	0.4440415
408	-703.4889	-867.3566	163.8676	1.316045	4.782593	0.7627614	4.047194	0.4210543
414	-700.161	-866.6521	166.4911	1.784289	1.279275	1.128617	3.112739	0.4423418
420	-704.685	-865.5767	160.8918	4.008611	3.092043	0.9340725	5.182153	0.4118984
426	-704.3583	-869.9179	165.5596	1.802123	1.862667	0.8309589	3.788325	0.5382292
432	-716.8666	-884.682	167.8154	0.741264	1.837245	1.1569	2.293673	0.5115046
438	-710.6725	-875.8997	165.2273	2.25599	1.324515	0.8983205	4.096272	0.52945
444	-722.9978	-887.9292	164.9313	1.558877	2.269016	1.058794	4.096272	0.5002914
450	-719.5131	-886.7507	167.2376	1.049771	1.550904	1.540129	2.398066	0.6838447
456	-730.1963	-894.9735	164.7772	1.712554	2.755822	0.7628002	3.933286	0.7335872
462	-729.4622	-891.3271	161.8649	1.923755	4.736316	1.066494	5.180046	0.4857606
468	-719.5402	-885.9849	166.4447	0.8640801	1.988631	1.184328	3.384262	0.4964666
474	-713.3207	-880.5907	167.2699	0.7418501	2.685457	0.7996863	2.462712	0.6724055
480	-714.7172	-882.7778	168.0606	0.4186299	1.593915	1.196806	2.545609	0.5502807
486	-717.6019	-885.3037	167.7018	0.8288407	1.6415	0.8950679	2.747275	0.5686315
492	-714.025	-881.5248	167.4998	0.65596	1.6415	1.489584	2.531641	0.5964417
498	-713.4306	-878.6971	165.2665	3.348636	0.9863084	0.9622353	3.191375	0.665733
504	-710.0741	-873.9546	163.8805	2.244469	2.633731	1.029415	4.204267	0.5476277
510	-711.0511	-877.1205	166.0694	1.495912	2.344615	1.419967	2.499046	0.7706198
516	-713.4366	-879.7559	166.3193	1.013864	3.560725	0.9286206	2.437306	0.6195394
522	-716.6188	-882.4671	165.8483	0.8717754	3.268187	1.124844	3.067703	0.5362497
528	-725.4772	-892.0773	166.6001	0.7123689	2.335113	0.9716292	3.305978	0.5362497
534	-720.1892	-883.4369	163.2477	3.608199	2.054437	0.9028266	4.051475	0.5765707
540	-715.0158	-879.9569	164.941	1.523496	2.3676	1.028499	4.073391	0.4836982
546	-704.8416	-869.018	164.1764	3.624687	1.873741	1.029775	3.124491	0.6061371
552	-712.5783	-878.2988	165.7205	3.092738	1.239834	0.9068092	2.714689	0.7964376
558	-699.3742	-866.4192	167.0451	1.296888	2.216528	1.126929	2.185547	0.640608
564	-701.3465	-868.0218	166.6753	0.9547392	1.630082	1.431264	3.133979	0.5537283
570	-704.7214	-869.6149	164.8935	1.566594	3.365151	1.491798	2.887265	0.6155699
576	-696.6108	-863.4622	166.8514	1.566594	1.994183	0.8113104	2.585794	0.6850787
582	-693.2136	-858.6885	165.4748	2.143242	2.12459	0.9945059	3.143825	0.5583338
588	-708.1079	-872.5511	164.4432	3.428047	1.556571	0.9945059	3.393958	0.4922544
594	-718.8886	-883.0407	164.1521	1.008467	0.9695715	1.331304	6.282607	0.3457699
600	-712.3834	-876.7723	164.3889	0.8856601	2.534983	1.320866	4.819427	0.3937229
606	-716.8596	-883.5613	166.7017	0.9411775	1.285562	1.218065	3.657863	0.5051877
612	-717.9552	-882.8668	164.9116	2.942227	1.496379	1.057151	3.392548	0.5832225
618	-709.8614	-873.8045	163.9431	1.87994	3.620137	0.8445227	4.013025	0.5507674
624	-708.6436	-873.4125	164.769	1.512402	3.620137	0.9569469	3.445151	0.5377876
630	-706.7667	-872.2736	165.5069	1.305872	1.431704	0.9677375	4.595925	0.5164011
636	-708.8787	-874.2335	165.3548	0.7252437	1.050922	1.091959	5.511768	0.339973
642	-718.7848	-882.4429	163.6581	2.5506	1.907983	1.257445	4.46105	0.6079781
