Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	tree_length
0	5.999073	-165.3166	171.3157	0.6264613	1.727195	0.3796642
6	-1.139396	-170.4065	169.2671	0.7022495	3.454082	0.2094633
12	-0.1948173	-171.9247	171.7299	0.6579635	1.302525	0.6002835
18	0.305418	-169.7982	170.1037	2.402587	1.272645	0.3237118
24	-8.874699	-180.9582	172.0835	0.5672813	1.034543	0.4415819
30	1.107612	-169.9786	171.0863	0.7198807	1.900188	0.4415819
36	5.17203	-165.4093	170.5813	1.221131	1.900188	0.6008252
42	7.761057	-163.9797	171.7408	0.2868327	1.441256	0.4462997
48	7.170216	-164.6463	171.8165	1.118085	0.7544326	0.6336366
54	9.61529	-159.6542	169.2695	2.922572	1.642029	0.2677245
60	-15.0912	-186.3257	171.2345	1.8137	0.2511576	1.144567
66	-18.0722	-189.9362	171.864	0.4120118	0.9282809	1.108193
72	6.647979	-163.9123	170.5602	1.165865	1.8202	0.2602228
78	9.028707	-163.0793	172.108	0.6791146	0.9005728	0.6141725
84	6.742582	-163.2501	169.9926	1.966425	1.793716	0.6277988
90	2.863936	-164.2861	167.15	1.406326	4.824123	0.1905067
96	6.218866	-161.072	167.2909	1.37066	4.824123	0.2288806
102	5.735378	-162.9106	168.646	1.10806	3.558485	0.17312
108	8.335307	-163.0598	171.3951	1.20563	1.066244	0.3539007
114	7.125755	-164.2891	171.4149	1.537054	0.7815446	0.516101
120	5.203689	-163.0883	168.292	4.93315	1.488289	0.3360981
126	11.39323	-158.3042	169.6974	2.053305	1.97412	0.3360981
132	9.355401	-161.7056	171.061	1.249258	1.392346	0.409698
138	10.21678	-159.3973	169.6141	1.249258	2.619351	0.2291751
144	12.6618	-157.593	170.2548	0.5962248	2.619351	0.2334709
150	6.191763	-163.1088	169.3006	2.953165	1.64495	0.3048718
156	1.619837	-168.1908	169.8107	0.4363409	3.289509	0.3048718
162	4.38184	-165.8644	170.2462	0.4965337	2.729974	0.2475781
168	5.868442	-166.0341	171.9025	0.3909078	1.283999	0.6346433
174	6.249237	-165.9874	172.2366	0.3688184	0.9808383	0.4711603
180	6.720013	-164.5728	171.2929	0.9638053	1.380621	0.7305408
186	-4.3794	-176.0832	171.7038	0.5271625	1.172649	0.9707667
192	2.278948	-169.8891	172.1681	0.5271625	0.9440016	0.6600808
198	5.519953	-164.4493	169.9692	2.571593	1.130502	0.9184961
204	10.25606	-160.2434	170.4995	0.9817074	1.96203	0.2142366
210	6.408671	-165.0862	171.4949	0.7902003	1.24711	0.2541533
216	4.574929	-167.5857	172.1607	0.6125438	0.9086808	0.6064036
222	-0.7688152	-171.7552	170.9864	1.766031	0.9135157	0.7413153
228	-6.793525	-178.5626	171.7691	1.214226	0.7355763	0.5284314
234	4.326237	-166.8629	171.1891	1.711615	0.8180823	0.6329371
240	1.393639	-170.5016	171.8952	0.7970394	0.8180823	0.8941558
246	0.896435	-170.5419	171.4383	1.393479	0.7409013	0.829904
252	0.1012916	-170.5023	170.6036	1.642902	1.487794	0.4388815
258	-13.02799	-184.351	171.323	1.057629	1.190033	0.8241382
264	-7.632695	-180.3092	172.6765	0.38892	0.5353275	0.5560715
270	-6.806684	-178.8658	172.0591	0.6784362	0.9590002	0.5877136
276	-0.8976754	-173.4389	172.5412	0.7233147	0.316041	0.8044765
282	3.524237	-168.5232	172.0474	0.9617477	0.5262586	0.8672384
288	2.344878	-169.4223	171.7671	0.9617477	0.9240963	0.7046326
294	1.076466	-171.0404	172.1169	0.9032408	0.655776	0.661536
300	-2.456148	-174.0275	171.5714	0.3332216	1.601257	0.3692161
306	4.039613	-166.8897	170.9294	0.5233183	2.214476	0.4229379
312	2.322795	-169.6293	171.9521	0.504296	0.6982936	1.195287
318	8.65686	-163.193	171.8499	0.9222363	0.4724667	1.156559
324	-3.082758	-173.4913	170.4086	1.72392	1.247061	1.061963
330	-3.753772	-174.1406	170.3868	2.038315	1.338477	0.6284066
336	-3.760575	-175.7552	171.9946	0.5266462	0.9643799	0.8813572
342	-7.359254	-178.926	171.5668	0.4930455	1.598696	0.4299021
348	-11.52451	-181.7744	170.2499	2.777198	0.6570693	0.9615101
354	-5.185864	-176.4334	171.2475	0.7677697	0.5959631	1.64929
360	-1.476805	-173.4884	172.0116	0.5206717	0.6693625	1.159531
366	-14.76547	-187.1058	172.3403	0.4858913	0.362286	1.159531
372	-16.7546	-188.3184	171.5638	0.8604006	1.287295	0.562265
378	-13.41995	-185.5722	172.1523	0.5138094	0.761324	0.9411393
384	-2.323123	-174.7138	172.3907	0.3693176	0.6255204	0.8895519
390	-1.855403	-173.8582	172.0028	0.6609607	1.044711	0.5039609
396	-0.5201171	-173.1349	172.6148	0.5033169	0.544341	0.4295417
402	-3.415382	-174.2567	170.8414	0.2662078	2.3255	0.5021754
408	-4.071612	-175.5809	171.5093	1.027364	1.138056	0.6643222
414	11.71531	-160.5639	172.2792	0.6325298	0.7929784	0.5090113
420	13.33306	-158.4521	171.7851	0.6827246	1.127258	0.7804728
426	13.65566	-156.6662	170.3219	0.3541674	2.887019	0.4339048
432	11.37669	-157.0827	168.4594	3.593618	1.950335	0.2408092
438	4.683643	-165.475	170.1587	0.3689744	2.694361	0.1844459
444	-2.662452	-173.287	170.6246	2.488211	0.7627706	0.5507817
450	9.271852	-161.4356	170.7074	1.124079	1.865224	0.4007646
456	2.9045	-165.858	168.7625	3.543875	1.888106	0.539884
462	5.499303	-165.4196	170.9189	1.79484	1.035306	0.570113
468	-0.8861498	-169.9028	169.0166	2.982778	2.002087	0.431131
474	-13.68225	-185.1011	171.4188	0.641207	1.619814	0.3940492
480	-0.8695962	-172.5174	171.6478	0.2487584	1.409167	0.3205512
486	-8.300296	-180.8374	172.5371	0.42631	0.5763824	0.3126087
492	-15.35501	-184.9009	169.5458	3.259252	1.218246	0.720465
498	4.783842	-166.3055	171.0893	2.072942	0.5586708	0.7219003
504	4.452574	-166.8722	171.3248	1.249275	1.145835	0.5253764
510	12.76466	-158.6849	171.4496	1.16425	1.04561	0.69446
516	10.77635	-161.036	171.8123	1.179028	0.6012991	0.7963887
522	5.982556	-164.9409	170.9235	1.385302	1.370838	0.3634844
528	11.05354	-160.8769	171.9305	0.7769294	1.002994	0.4460345
534	6.487351	-163.0925	169.5799	3.330236	1.054348	0.8363487
540	15.22782	-154.5781	169.8059	3.330236	0.9793424	0.5626991
546	14.61642	-157.1914	171.8078	0.9004658	0.9793424	0.384987
552	6.559306	-165.2756	171.8349	1.089016	0.7513056	0.6635733
558	5.024667	-167.5544	172.5791	0.4994956	0.3966325	0.8823689
564	-1.655898	-171.8951	170.2392	2.052194	1.437194	0.7033595
570	-4.69093	-176.3836	171.6927	0.7095549	1.288359	0.6135251
576	-0.7035137	-172.0948	171.3913	0.8517267	1.423424	0.3554402
582	6.120399	-164.8475	170.9679	0.6785837	2.011708	0.3554402
588	6.97064	-162.9668	169.9374	2.937667	1.104549	0.4087323
594	5.901319	-163.0159	168.9172	5.126666	0.8196509	0.5820263
600	11.83381	-159.2706	171.1044	1.80462	0.8471548	0.4619217
606	8.914197	-161.6628	170.577	2.919867	0.3980825	0.7559086
612	7.404911	-162.5273	169.9322	3.83624	0.4447183	0.7490959
618	8.513988	-163.3667	171.8807	1.07998	0.66606	0.7470248
624	8.027853	-163.2304	171.2583	1.411242	0.8415086	0.9038337
630	-9.411257	-180.9173	171.5061	0.4292943	1.671813	0.3883985
636	-7.651081	-179.3122	171.6612	1.269823	0.6861547	0.7646285
642	-10.97718	-182.423	171.4459	1.187066	1.075414	0.4272655
648	-2.067852	-173.5675	171.4996	1.048183	1.092018	0.7264968
654	-3.065599	-174.3133	171.2477	0.2800064	1.909886	0.3976282
660	-8.100278	-179.7128	171.6126	1.12405	0.6010286	1.072468
666	-10.41925	-181.4891	171.0698	1.578493	0.8283966	0.9522942
672	-4.912017	-176.1653	171.2532	0.6944463	1.376007	1.078336
678	0.900827	-170.9397	171.8405	0.3955512	1.376007	0.4942233
684	0.2411368	-170.2516	170.4927	1.367617	1.843624	0.6089787
690	-6.829057	-175.1345	168.3054	5.159895	1.405747	0.6089787
696	-6.454915	-175.5292	169.0743	3.761686	1.380254	0.3438281
702	-0.4078532	-171.8899	171.482	1.244093	0.7935227	0.8877468
708	6.744864	-164.3871	171.1319	0.9158005	1.589645	0.324158
714	3.578606	-167.4796	171.0582	1.333179	1.304361	0.6271338
720	6.797232	-165.1201	171.9173	0.6421837	1.146628	0.4953227
726	10.07144	-161.1515	171.2229	0.6421837	1.841059	0.4953227
732	7.150952	-163.8216	170.9725	0.4651003	2.219133	0.4953227
738	9.736904	-161.8745	171.6114	1.08648	0.9935899	0.6273275
744	10.68044	-160.5824	171.2629	0.6662999	1.759175	0.60884
750	7.802447	-161.5622	169.3647	0.667356	3.522324	0.2707828
756	5.603274	-163.8468	169.45	0.2604971	3.522324	0.2529745
762	0.511881	-169.0288	169.5406	1.30774	2.849367	0.3965589
768	9.847656	-160.491	170.3386	1.165048	2.180659	0.3783467
774	2.167259	-167.3745	169.5417	2.181627	2.085679	0.4413897
780	0.603622	-169.8056	170.4092	1.262504	2.049647	0.506519
786	-1.818689	-171.4871	169.6684	2.507175	1.682872	0.6237705
792	-3.499788	-171.672	168.1722	4.643385	1.831105	0.5289054
798	5.871405	-164.0244	169.8958	1.992385	1.887517	0.5699883
804	-0.5874967	-171.8167	171.2292	1.746174	0.4760863	0.9942545
810	0.5382881	-171.856	172.3943	0.2934202	0.7777571	0.4031891
816	8.424641	-162.0678	170.4924	1.272593	1.817267	0.2802643
822	2.716647	-165.5182	168.2349	1.86895	3.507024	0.2698911
828	5.595812	-166.2052	171.801	0.7223676	1.034113	0.2698911
834	8.950485	-163.4249	172.3754	0.60405	0.7023365	0.6024511
840	12.87127	-159.0298	171.901	0.5646507	1.213473	0.4238897
846	10.2109	-161.978	172.1889	1.022951	0.4178163	0.3171439
852	10.51521	-158.6693	169.1846	4.164446	1.003637	0.3194986
858	11.8187	-159.0512	170.8699	0.8586365	1.969188	0.4046816
864	4.892143	-166.2742	171.1664	1.018971	1.47968	0.3529734
870	-12.45278	-182.7056	170.2528	2.159127	1.38077	0.6059218
876	8.706433	-162.5526	171.259	1.332255	1.018883	0.7771726
882	6.338845	-164.5259	170.8647	2.237582	0.7166779	0.5662475
888	0.2471867	-170.193	170.4401	2.197976	1.159479	0.4024537
894	2.853448	-168.4161	171.2695	1.714663	0.7302116	0.643926
900	-19.70724	-190.3355	170.6282	2.040821	0.5319279	1.256269
906	-19.19275	-190.8598	171.667	0.6877817	0.7651669	1.256269
912	-1.55647	-173.2238	171.6673	0.687646	1.353924	0.4667501
918	-3.083089	-172.4551	169.372	2.104427	2.325908	0.5151912
924	-0.3768719	-171.6805	171.3036	0.9757217	1.437876	0.5323282
930	-12.88327	-183.6572	170.7739	0.7629034	2.135516	0.3662528
936	-0.5161038	-169.7217	169.2056	2.397342	2.250151	0.4437259
942	-7.879152	-179.9515	172.0724	0.7394328	0.8740565	0.6304608
948	0.5904515	-170.6464	171.2369	0.4984343	1.880325	0.6863041
954	7.788398	-163.7698	171.5582	0.4912116	1.461434	0.2690679
960	5.261591	-165.9381	171.1997	0.9904905	1.42584	0.3059078
966	0.9320251	-171.2159	172.148	0.6900535	0.7702555	0.3059078
972	3.111143	-167.5793	170.6904	0.8396767	2.176261	0.4264481
978	2.786521	-167.8183	170.6048	1.127706	1.974927	0.4264481
984	3.156681	-167.6869	170.8436	1.23617	1.640939	0.4904065
990	3.672601	-167.4733	171.1459	0.7288881	1.839312	0.4904065
996	-4.188432	-175.3002	171.1118	0.7077622	1.891187	0.5334914
1002	-18.43288	-189.4964	171.0635	1.055955	1.58275	0.5978813
1008	-22.11605	-193.4322	171.3162	0.8715315	1.303161	0.9174633
1014	-11.00687	-182.6873	171.6805	0.8062568	0.8030227	1.114891
1020	4.575304	-166.8968	171.4721	0.7124683	1.413541	0.7797668
1026	0.9153657	-170.6536	171.5689	1.096903	0.9383544	0.7797668
1032	-1.720866	-172.1111	170.3902	2.407217	0.6215885	1.128599
1038	1.289959	-168.5387	169.8286	2.407217	1.62584	0.5142207
1044	3.373614	-167.8413	171.2149	1.229361	1.270043	0.5589103
1050	-1.308787	-173.5096	172.2008	0.7833449	0.5828919	0.8258011
1056	0.7500387	-170.9956	171.7456	0.7833449	0.7597864	1.115136
1062	3.89028	-167.9006	171.7909	0.7833449	1.141125	0.472454
1068	-0.317475	-168.2478	167.9303	3.249402	2.754374	0.2668236
1074	9.364227	-161.7503	171.1145	0.7216066	1.709493	0.2631386
1080	-10.28708	-180.2797	169.9926	0.1241556	2.198742	0.1651899
1086	-11.65612	-182.843	171.1868	0.7416686	1.774568	0.581448
