Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-1342.049	-1504.683	162.6335	5.808868	1.241868	0.9457156	3.13435	0.3748807
6	-1327.887	-1491.649	163.7618	3.727028	2.231457	0.9805575	3.13435	0.3337032
12	-1335.451	-1498.768	163.3174	2.820531	4.197421	0.6751114	3.454832	0.346315
18	-1340.798	-1505.464	164.666	1.883638	3.460299	0.8828972	3.278499	0.3285301
24	-1345.028	-1511.844	166.8159	2.070295	1.841998	0.8828972	2.232945	0.5149756
30	-1349.16	-1513.516	164.3558	3.286128	2.915527	0.7945044	2.717898	0.4737983
36	-1349.042	-1510.694	161.6513	4.865908	2.437353	0.9894343	3.968716	0.3758604
42	-1338.541	-1501.488	162.9476	1.809256	3.407991	1.234619	4.551724	0.2123984
48	-1342.399	-1503.164	160.7654	1.809256	4.550747	1.055618	6.165084	0.191849
54	-1344.695	-1504.136	159.4408	1.115145	6.890364	1.011822	6.968554	0.1572775
60	-1333.235	-1495.903	162.667	0.3612085	4.593571	0.7841106	5.77021	0.1448778
66	-1338.803	-1503.459	164.6551	0.1283189	4.530662	1.01645	3.996049	0.1886187
72	-1335.201	-1502.087	166.8866	0.09472877	3.430277	0.7584838	2.891945	0.2605672
78	-1332.726	-1500.373	167.6465	0.2518445	2.653727	0.8686679	2.407647	0.2605672
84	-1329.874	-1497.088	167.2141	0.3343543	3.050429	0.7807108	2.537018	0.2493458
90	-1327.111	-1492.543	165.432	0.03956899	3.15216	0.7791992	4.704908	0.6442483
96	-1332.503	-1495.538	163.0342	0.03528888	4.729231	0.8370365	6.074379	0.6894075
102	-1325.416	-1489.134	163.7184	0.03528888	4.80247	0.8370365	5.362912	0.6664316
108	-1339.578	-1503.33	163.7519	0.03528888	4.023546	0.8370365	5.697454	0.7816532
114	-1350.133	-1512.612	162.4788	0.03528888	4.212888	1.351478	6.454601	0.5840229
120	-1338.794	-1503.75	164.9559	1.183967	3.179321	1.050886	3.538043	0.2261008
126	-1343.435	-1510.006	166.5716	0.3619809	1.794883	1.018508	3.805024	0.2101369
132	-1339.68	-1507.499	167.8189	0.110054	2.156184	1.018508	2.593096	0.2484946
138	-1332.754	-1499.886	167.1319	0.110054	2.71185	0.7487544	3.049815	0.2201022
144	-1331.078	-1498.56	167.4822	0.1249224	2.9846	0.7487544	2.520011	0.2331173
150	-1327.046	-1494.143	167.0968	0.1249224	2.339901	1.036382	3.100754	0.2328115
156	-1339.15	-1507.079	167.9291	0.2738577	2.65738	0.8471877	2.187518	0.3029292
162	-1335.586	-1503.317	167.7317	0.03569712	1.884079	0.7447115	3.095814	1.046375
168	-1325.942	-1493.603	167.6615	0.03569712	1.573995	1.027093	3.095814	1.111088
174	-1324.795	-1492.328	167.5324	0.03569712	2.191012	0.8357154	2.801225	1.180857
180	-1369.432	-1531.182	161.7502	5.478696	2.047702	0.8643514	3.695788	0.3757915
186	-1357.074	-1523.19	166.1156	0.6542046	3.261138	1.060923	2.89421	0.2492661
192	-1349.141	-1516.265	167.1243	0.03569712	2.692096	0.688191	2.90034	1.232756
198	-1333.944	-1500.45	166.5062	0.03569712	3.303862	0.7610938	2.798413	1.412509
204	-1323.16	-1485.848	162.688	2.296587	3.307265	0.8406478	4.777705	0.2108993
210	-1332.314	-1500.155	167.8406	0.03852102	2.330969	0.8643214	2.275137	1.244217
216	-1325.058	-1493.594	168.5354	0.03852102	1.718013	0.8228684	2.074482	1.296486
222	-1332.237	-1500.718	168.4809	0.03852102	1.70096	0.8228684	2.144344	1.296486
228	-1323.138	-1491.311	168.1733	0.03852102	2.138874	0.7835018	2.125582	1.286389
234	-1329.333	-1498.009	168.6754	0.03852102	1.550859	0.6587964	2.213285	1.319167
