Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-1894.572	-2060.259	165.6864	3.182292	0.8657009	4.675076	0.8850125	0.2147484	0.1995207	0.2328468	0.4537229
6	-1901.514	-2064.849	163.3349	3.729975	1.007186	6.415658	0.911358	0.3101126	0.1176505	0.1908357	0.2922754
12	-1922	-2086.59	164.5895	3.059155	0.8136032	5.652829	0.911358	0.3101126	0.159264	0.2547383	0.2701324
18	-1905.226	-2071.482	166.2561	3.059155	0.816749	4.14702	0.911358	0.2739464	0.07504992	0.2701519	0.3107508
24	-1907.891	-2073.558	165.6679	3.888341	0.9819825	4.14702	0.8669439	0.3083455	0.1461817	0.1707952	0.4006671
30	-1906.798	-2071.755	164.9563	3.075755	0.9896063	5.327562	0.8669439	0.2190381	0.0808322	0.3573354	0.3720795
36	-1907.403	-2072.896	165.4932	4.174348	0.8612234	4.203884	0.8669439	0.1698698	0.140114	0.3573354	0.3593797
42	-1921.923	-2087.275	165.3523	3.980119	0.9297453	4.477236	0.8669439	0.2545003	0.140114	0.1970731	0.3734615
48	-1906.746	-2071.437	164.6911	3.776906	1.022426	5.199145	0.8490233	0.2041826	0.1498105	0.1970731	0.3382252
54	-1911.46	-2076.774	165.314	3.455518	0.7399639	5.023648	0.8684385	0.1725578	0.084882	0.3608545	0.4191269
60	-1915.548	-2081.198	165.6498	3.383007	0.914812	4.569635	0.8684385	0.1803506	0.117431	0.3247631	0.4506284
66	-1921.847	-2086.519	164.672	3.383007	0.9440404	4.978205	1.169625	0.1803506	0.3584205	0.3247631	0.5406353
72	-1920.127	-2083.324	163.1969	4.503059	0.8674002	5.97138	1.118096	0.1534954	0.2078857	0.390968	0.3599218
78	-1912.863	-2075.471	162.6079	3.056752	0.7978482	5.998306	2.191749	0.6662214	0.1929721	0.377003	0.4142233
84	-1910.675	-2072.066	161.3907	5.17892	0.9308806	4.966554	2.191749	0.5610775	0.7976503	0.7545975	0.5306781
90	-1923.73	-2083.522	159.7923	5.265697	0.739376	6.630499	2.309748	0.6654782	0.9759481	0.4204993	0.42389
96	-1918.881	-2082.947	164.0662	3.848053	0.7963189	4.342143	1.718802	0.4843548	0.4306658	0.477211	0.6035512
102	-1916.389	-2077.883	161.4942	6.060017	0.7963189	4.291062	2.589892	0.9133947	0.6018681	0.477211	0.5271294
108	-1910.373	-2072.08	161.707	6.060017	0.9404878	4.040218	2.589892	0.7901729	0.3968773	0.6851898	0.4125374
114	-1901.944	-2064.798	162.8535	2.933658	0.9404878	4.927924	2.589892	0.4546972	0.6807731	0.4832942	0.4473415
120	-1910.526	-2071.93	161.4042	2.981444	0.9419549	5.207224	2.934886	1.247292	0.7387847	0.4085604	0.4066625
126	-1913.66	-2076.63	162.9694	2.587409	0.8360292	4.372058	2.934886	0.5317085	0.6478265	0.8929565	0.5445839
132	-1915.946	-2076.684	160.738	3.775875	1.099809	4.945064	3.21653	0.8683729	0.5861833	0.9234258	0.543059
138	-1906.13	-2066.297	160.1662	5.009495	0.7760962	4.821107	3.21653	0.8683729	0.4605441	1.366757	0.4549159
144	-1905.686	-2066.751	161.0655	3.839041	0.8434088	4.715562	3.21653	1.024321	0.3946718	1.081071	0.5068825
150	-1911.332	-2074.367	163.0348	3.445151	0.7920627	3.796773	2.946364	0.8428906	0.3772753	0.7962779	0.5289232
156	-1916.064	-2078.747	162.6829	2.710501	0.874325	4.743905	2.946364	0.3592202	1.040576	0.4499631	0.5070761
