Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-1909.902	-2071.129	161.2269	2.447459	1.085652	5.234904	0.6969646	3.583136	0.4307281	0.9668822	0.7133624
6	-1910.377	-2072.407	162.0291	4.447991	0.6986659	5.081346	0.6100184	2.385295	0.5210365	0.5755325	0.7239373
12	-1908.207	-2071.712	163.505	2.561812	0.8018989	4.036396	1.214636	2.385295	0.5895029	0.517002	0.8352376
18	-1910.314	-2074.485	164.1714	2.561812	1.102522	4.356903	0.4699956	1.905251	0.5895029	0.3184261	0.9880924
24	-1898.661	-2058.567	159.9067	3.969222	0.995015	6.686883	0.5732195	2.746935	0.8261512	0.49074	0.6499262
30	-1915.012	-2076.656	161.6432	3.787237	0.9913189	5.243763	0.5088856	2.36797	0.7813665	0.7834983	0.6823008
36	-1906.312	-2068.363	162.0506	2.861836	1.119833	4.82281	0.7862606	2.63557	0.5640619	0.9420058	0.7057388
42	-1908.547	-2070.093	161.5462	3.534545	0.8280906	5.003629	0.9803291	2.63557	0.4856208	0.8974216	0.8315285
48	-1912.807	-2074.227	161.4196	4.079352	0.9057871	4.772783	0.7789042	2.63557	0.7238942	0.8974216	0.7001314
54	-1917.532	-2075.511	157.9784	2.983081	0.9035379	5.012218	4.198692	0.664212	2.308877	1.743756	0.7460511
60	-1916.587	-2074.985	158.3977	2.983081	0.9234576	5.128613	4.184008	1.21664	1.565922	1.423617	0.6969308
66	-1920.568	-2079.661	159.0934	4.662566	0.7129254	5.128613	4.184008	0.7195422	0.8460383	1.122772	0.6829399
72	-1918.545	-2078.782	160.2361	2.535512	0.9703218	5.530601	3.678651	0.7102374	0.9826741	1.113119	0.561758
78	-1911.616	-2074.372	162.756	2.554346	0.7897172	4.464241	3.112961	0.6911921	0.7814923	0.5892079	0.626762
84	-1901.094	-2064.397	163.303	3.515332	0.7214744	4.648428	2.23535	0.5977382	0.3219851	0.6990696	0.4256867
90	-1905.906	-2067.28	161.3735	3.507853	1.013949	4.498488	3.210487	0.6707675	0.7971017	0.9674197	0.4114744
96	-1908.917	-2072.121	163.2046	3.722728	0.7867517	5.024169	1.930179	0.5968388	0.4811514	0.3699755	0.4114744
102	-1904.142	-2068.495	164.3524	3.906539	0.93153	3.457372	1.930179	0.5168097	0.4811514	0.5957291	0.6458955
108	-1905.129	-2069.06	163.9308	2.578412	1.018339	3.457372	2.493212	0.613177	1.0154	0.612829	0.6849559
114	-1910.166	-2073.202	163.0364	2.519573	1.371372	4.524397	2.686683	0.4331863	0.6353949	0.4714383	0.7397104
120	-1906.409	-2068.301	161.8924	3.69466	0.9268723	4.581419	2.686683	0.8692271	0.6425287	0.7372201	0.7502264
126	-1890.953	-2054.337	163.3839	2.582847	0.7307755	4.566856	2.686683	0.5720694	0.6827776	0.5468998	0.6016457
132	-1909.552	-2070.543	160.991	2.99671	0.8546978	4.566856	3.619183	1.382478	0.6827776	0.7775316	0.4131446
138	-1918.903	-2078.382	159.4799	4.851137	1.161785	5.369178	3.451313	0.7391482	0.7202548	0.7273362	0.295089
144	-1906.347	-2065.699	159.352	3.811062	0.9221391	6.470644	3.100554	0.5441231	0.7202548	1.211008	0.374099
150	-1913.864	-2075.834	161.9704	3.766379	0.9657314	4.526419	3.100554	0.3453711	0.6802942	0.7311802	0.3389946
156	-1902.083	-2064.065	161.9826	2.899864	0.9471207	5.807093	2.462951	0.6905762	0.4960631	0.57075	0.4597585
162	-1916.421	-2079.803	163.3824	2.755387	1.139434	4.732033	0.8072202	2.397071	0.485919	0.1126223	0.4377321
168	-1910.909	-2074.59	163.6815	2.621067	0.8960231	4.732033	0.8072202	2.397071	0.3437549	0.3021648	0.4557341
