Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-963.0775	-1132.499	169.4219	1.087292	0.6014388	1.311383	1.827575
6	-963.8354	-1132.467	168.6319	0.912267	0.9840754	1.722026	1.957275
12	-961.0574	-1129.862	168.805	0.912267	0.9594072	1.688163	1.879805
18	-971.5857	-1140.609	169.0234	0.8810296	0.9343999	1.30076	2.030952
24	-982.9224	-1151.538	168.6161	1.363958	0.8626563	1.100064	2.163634
30	-970.4509	-1138.227	167.7761	1.56913	0.7889308	1.270778	2.512339
36	-959.2536	-1127.483	168.2298	1.016388	0.9420745	1.090898	2.581266
42	-958.5648	-1126.64	168.0752	1.006127	1.000174	1.19765	2.581266
48	-969.956	-1138.485	168.5288	0.8394538	0.9583885	0.9341005	2.592143
54	-979.2639	-1148.391	169.1267	0.8087503	0.6810192	0.9441313	2.398819
60	-965.4272	-1134.016	168.5885	0.8087503	1.155698	1.053038	2.37591
66	-959.5582	-1128.232	168.6739	1.186898	0.8129663	0.9973289	2.334857
72	-958.1834	-1126.082	167.8983	1.014122	0.8129663	1.185069	2.806791
78	-961.9426	-1130.397	168.4541	0.7827032	0.8815199	1.032876	2.658703
84	-961.0922	-1129.679	168.5873	0.8447496	1.066455	1.032876	2.42322
90	-962.0699	-1130.722	168.6517	0.8625968	0.8066079	1.209073	2.42322
96	-971.5708	-1139.898	168.3268	0.9853446	1.02477	1.464696	2.251761
102	-967.1352	-1136.067	168.9323	1.03276	0.6207168	0.9438222	2.414648
108	-963.2354	-1131.517	168.2819	1.049432	0.8723941	0.9667026	2.648233
114	-959.5917	-1128.015	168.4229	0.8176988	1.051008	1.332351	2.36435
120	-967.6387	-1136.526	168.8871	0.9620324	0.802851	1.225592	2.201688
126	-977.3472	-1145.528	168.1807	1.224825	0.7584299	1.011201	2.644422
132	-971.9041	-1140.421	168.5171	1.224825	0.6043616	1.174195	2.419587
138	-969.5208	-1138.733	169.2127	0.92372	0.884553	1.174195	1.993995
144	-962.8954	-1131.71	168.8151	0.8876972	1.051928	1.396486	2.02338
150	-972.6661	-1141.608	168.9421	1.079499	0.6915613	1.549052	1.944233
156	-970.6395	-1139.634	168.9948	1.083925	0.6279056	1.604226	1.906421
162	-960.3666	-1129.537	169.1706	1.012526	0.9780357	1.369778	1.765442
168	-965.5292	-1133.932	168.4032	0.8984672	0.777792	1.203503	2.577255
174	-966.4911	-1134.525	168.034	1.255575	0.835875	1.146968	2.586166
180	-963.8167	-1132.588	168.7714	0.9716041	0.9065498	1.203652	2.218392
186	-971.5229	-1139.633	168.1097	1.300286	1.017512	1.251809	2.33201
192	-966.7252	-1135.06	168.3347	1.299458	0.8636019	1.230265	2.30062
198	-954.9787	-1123.656	168.6768	0.9677909	0.9429695	1.230265	2.241279
204	-968.1578	-1136.532	168.3738	1.198663	0.9399648	1.415864	2.17057
210	-966.8387	-1135.786	168.947	0.6831109	0.8813122	1.405918	2.171357
216	-963.9973	-1132.698	168.7006	0.6831109	0.9495486	1.168643	2.436917
222	-967.1333	-1135.517	168.3834	0.7697778	0.9196155	1.434626	2.436917
228	-970.2871	-1139.059	168.7717	0.8525314	0.8110526	1.484379	2.174134
234	-984.672	-1153.511	168.8388	1.008606	0.9328	1.404592	2.001114
240	-979.3969	-1147.764	168.3668	1.089338	0.9328	1.450587	2.22736
246	-970.8643	-1139.659	168.7949	0.8077607	1.044766	1.322308	2.141903
252	-962.8312	-1131.736	168.9044	1.070662	0.9842055	1.323509	1.935523
258	-960.0096	-1128.529	168.5197	0.8845715	0.816048	1.416437	2.355992
264	-959.6419	-1128.567	168.9254	1.067747	0.7909253	1.520319	1.919567
270	-963.8283	-1132.397	168.569	0.8953641	0.8618703	1.426576	2.282567
276	-963.8538	-1132.641	168.7875	0.8953641	0.8892546	1.342189	2.178683
282	-970.957	-1140.251	169.2938	1.036717	0.8644699	1.439148	1.692494
288	-982.7093	-1152.283	169.5741	0.8073176	0.7550754	1.515174	1.676822
294	-969.2715	-1138.291	169.0191	1.190343	0.9633543	1.555911	1.625784
300	-971.1654	-1140.227	169.0616	1.003681	0.9633543	1.603122	1.694551
306	-962.1315	-1131.361	169.2298	0.8376833	0.9633543	1.295233	1.905627
312	-964.4047	-1133.349	168.9442	1.055081	0.8137593	1.512569	1.905627
318	-975.0702	-1143.463	168.3923	1.055081	1.011916	1.512569	2.141515
324	-960.1058	-1128.952	168.8458	0.9767937	0.9291627	1.793553	1.755328
330	-958.9548	-1127.339	168.3838	1.107974	0.7782227	1.352364	2.364677
336	-962.5831	-1131.641	169.0575	1.04757	0.7782227	0.8810986	2.274047
342	-964.3723	-1133.34	168.9677	1.040027	0.6913619	0.9878348	2.320246
348	-964.8728	-1133.555	168.6822	0.9532186	0.6674006	1.329866	2.353244
354	-953.7879	-1122.32	168.5316	1.052719	0.8757527	1.147975	2.374989
360	-965.2321	-1134.214	168.9822	0.8088532	0.687257	1.122135	2.373981
366	-962.4958	-1131.03	168.5344	1.004613	1.025784	1.047179	2.372723
372	-958.9338	-1127.93	168.9959	0.901217	0.906228	1.304689	2.051884
378	-973.8728	-1142.084	168.2116	1.353025	0.906228	1.290158	2.280915
384	-968.95	-1137.635	168.6855	1.599381	0.8218523	1.490086	1.732146
390	-958.716	-1126.991	168.2748	1.272061	0.7621829	1.070486	2.518441
396	-965.9963	-1134.255	168.2584	1.215647	0.9792853	1.451277	2.186081
402	-962.7353	-1130.947	168.2118	0.89898	0.9792853	1.451277	2.417261
408	-958.8431	-1127.961	169.1182	1.159524	0.7258285	1.096602	2.054351
414	-960.5934	-1129.116	168.5223	1.159524	0.7267743	1.437713	2.220118
420	-962.7346	-1131.793	169.0585	0.9459846	0.8738734	1.280369	2.018267
426	-974.0734	-1142.658	168.5849	0.9701475	0.9942905	1.226672	2.268197
432	-966.4088	-1134.732	168.3237	1.00425	0.8747222	1.014733	2.619253
438	-959.5066	-1128.153	168.646	0.8612491	0.8725387	1.136877	2.432332
444	-961.4125	-1130.548	169.1352	0.8612491	0.8319282	1.464015	1.927983
450	-967.7897	-1136.865	169.0754	0.8698603	0.9023632	1.286449	2.034503
456	-964.0691	-1133.081	169.0118	1.120348	0.780032	1.483915	1.857102
462	-976.5909	-1146.116	169.5249	0.7269851	0.8765001	1.080794	1.9813
468	-971.2986	-1139.854	168.5554	0.9331466	0.7410635	1.183042	2.495513
474	-966.8314	-1134.992	168.1609	1.005873	0.9340299	0.9993323	2.691673
480	-967.4826	-1136.199	168.7165	1.005873	0.7604177	1.102695	2.387487
486	-963.8607	-1132.645	168.7847	1.134428	0.7437743	0.9874103	2.346085
492	-972.5703	-1140.27	167.6995	1.503156	0.9281972	1.075442	2.634066
498	-967.0823	-1135.806	168.7234	1.590089	0.892975	1.366496	1.749
504	-966.9885	-1136.007	169.0183	0.6325947	0.9889588	1.443718	2.058844
510	-964.5823	-1133.5	168.918	1.116336	0.784707	1.555468	1.871932
516	-973.0907	-1141.67	168.5797	1.202797	0.7132237	1.121026	2.366626
522	-973.329	-1141.507	168.1782	1.150036	0.802286	1.40098	2.422827
528	-961.7653	-1130.603	168.8376	0.8168091	0.8422793	1.194325	2.321144
534	-964.7461	-1133.348	168.6016	0.8255138	1.069962	1.109375	2.375544
540	-960.4988	-1129.714	169.2153	0.8315832	0.6702827	1.021455	2.285274
546	-962.5388	-1130.954	168.4147	1.074233	0.8055852	0.9125928	2.624873
552	-962.6901	-1130.887	168.1966	0.9159408	0.8317893	1.105919	2.721653
558	-949.123	-1117.782	168.6592	0.8193958	1.05257	1.168071	2.316514
564	-947.7645	-1116.372	168.6078	1.023068	0.900615	1.168802	2.316514
570	-966.0558	-1134.838	168.7823	1.189137	0.7379375	1.257905	2.142279
576	-965.4569	-1134.557	169.1001	0.8523774	0.8410672	1.317502	2.049154
582	-970.0926	-1138.513	168.4201	0.8523774	0.8307385	1.079944	2.639584
588	-957.793	-1126.058	168.2647	0.8940229	1.057424	1.069436	2.577176
594	-971.5511	-1139.719	168.1679	0.8528066	1.173647	1.091503	2.577176
600	-984.1109	-1152.553	168.4419	1.151221	0.666373	1.174541	2.478774
606	-976.5223	-1145.046	168.5242	1.155256	0.7266592	1.315301	2.300272
612	-970.7846	-1139.939	169.1541	0.9708381	0.8047321	0.8958324	2.235357
618	-960.8412	-1129.889	169.0482	0.898863	0.8538603	1.30167	2.05515
624	-970.3812	-1139.896	169.5145	0.8221052	0.6562285	1.24136	1.959786
630	-965.8112	-1134.941	169.1296	0.8461416	0.7265599	1.314041	2.10867
636	-969.0967	-1137.734	168.6372	1.245432	0.9163039	1.296965	2.061277
642	-966.1501	-1135.276	169.1261	0.7788778	0.9289675	1.270328	2.052977
648	-977.4612	-1146.797	169.3361	0.7587748	0.8014638	1.222984	2.041339
654	-973.3805	-1142.118	168.7377	1.002511	0.7913589	1.222984	2.280636
660	-960.4578	-1128.947	168.4896	1.18863	0.8842841	1.356307	2.176421
666	-966.5202	-1135.612	169.0919	0.9316016	0.6427752	1.101598	2.265084
672	-953.5226	-1121.802	168.2789	1.053853	0.9003728	1.13555	2.525508
678	-949.1929	-1117.926	168.7326	0.8221124	0.7936127	1.08783	2.481491
684	-964.4248	-1133.981	169.5562	0.7922572	0.7162486	1.136134	1.985353
690	-966.9463	-1134.826	167.8799	0.8413017	0.8254039	1.031358	3.007248
696	-966.4695	-1135.23	168.7601	0.7644157	0.6106752	1.026242	2.641239
702	-966.4777	-1135.263	168.7856	0.711243	1.067111	1.392496	2.14767
708	-964.055	-1132.497	168.4416	0.8881909	0.8442061	1.221729	2.508068
714	-966.9761	-1134.883	167.9071	1.274888	0.9091979	1.208737	2.569844
720	-956.7902	-1125.574	168.7837	0.8846201	0.7999055	1.029168	2.443752
726	-967.3872	-1136.138	168.7509	0.9984347	0.8910865	1.072076	2.308647
732	-963.9279	-1132.193	168.2652	0.9167834	0.9971083	1.270426	2.475003
738	-981.9669	-1150.961	168.9941	0.9167834	0.710771	1.09487	2.302316
