Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-882.3275	-1050.565	168.2373	1.166045	1.172304	0.9614021	1.174651	1.637924
6	-873.8029	-1043.896	170.0927	0.3791714	0.9557234	0.6263746	0.795836	1.525276
12	-858.5051	-1027.291	168.7862	0.450019	1.206212	1.166565	0.7078754	1.913665
18	-864.1666	-1033.461	169.2945	0.6293819	1.144094	1.02881	0.7078754	1.57018
24	-864.8052	-1031.909	167.1036	1.954421	1.490804	0.8372545	1.06999	1.824877
30	-859.82	-1028.127	168.3073	1.590565	1.298507	0.8372545	1.102067	1.318063
36	-869.5659	-1037.506	167.94	1.190667	1.294276	0.9350206	0.9747421	1.902395
42	-864.6455	-1031.478	166.8324	1.842976	0.9027978	1.320601	1.436669	1.902395
48	-872.1553	-1040.074	167.9182	1.403807	1.493257	0.8763578	0.924433	1.713825
54	-879.2821	-1047.046	167.7637	1.216991	1.493257	1.305444	0.8479205	1.708474
60	-865.1759	-1034.629	169.4531	0.4134645	0.9382549	1.122113	1.241706	1.289678
66	-867.7095	-1035.756	168.0466	1.25251	1.224144	1.130429	1.020083	1.665909
72	-851.0697	-1020.007	168.9377	0.4099288	1.627688	1.054179	1.007328	1.411589
78	-860.0937	-1028.04	167.9462	1.274793	1.627688	1.091251	0.9266334	1.540443
84	-860.4636	-1029.2	168.7361	0.9769123	1.39359	0.8440766	1.003881	1.462404
90	-860.3667	-1028.854	168.4876	1.134382	0.9007736	0.8868285	1.003881	1.846331
96	-862.6261	-1030.743	168.1164	1.57196	1.102966	0.9733692	1.318968	1.357935
102	-874.5759	-1044.627	170.0512	0.6808935	0.8132365	0.539573	0.9890176	1.337548
108	-861.824	-1030.699	168.8747	0.9221534	1.069597	1.004068	1.24145	1.335371
114	-858.7666	-1027.094	168.3273	0.6731501	2.181742	0.9457773	1.213715	1.22667
120	-860.7432	-1029.787	169.044	0.6731501	1.345216	1.099761	1.081668	1.231259
126	-868.7206	-1037.701	168.9805	1.250189	0.8955347	0.843168	1.051731	1.406041
132	-872.0571	-1040.495	168.4378	1.23112	1.17531	0.7788778	1.126502	1.608805
138	-879.8416	-1047.7	167.8584	0.9323119	1.852584	1.15697	1.332946	1.355326
144	-873.3107	-1038.752	165.4409	3.555233	1.004575	1.378765	1.332946	1.641218
150	-861.1022	-1028.714	167.6121	1.07155	1.469253	1.1789	1.332946	1.679089
156	-884.9874	-1051.492	166.5041	2.850063	0.785114	1.005047	1.506928	1.679089
162	-886.2717	-1051.319	165.0471	3.346909	2.13151	1.005047	1.387338	1.551518
168	-880.398	-1047.948	167.5499	1.481618	1.510089	0.8513981	1.327334	1.640082
174	-859.3888	-1026.594	167.2048	1.731177	1.886083	0.8427414	1.234628	1.536491
180	-860.3508	-1028.471	168.1204	1.731177	1.180395	0.7045994	0.9923049	1.620858
186	-863.8283	-1031.523	167.6943	1.078488	1.295653	1.135848	0.9923049	1.995587
192	-860.5595	-1028.632	168.0729	1.19344	0.8686121	1.224801	0.8912163	1.957605
198	-860.146	-1026.43	166.2838	2.386708	1.186065	1.393572	1.007266	1.957605
204	-856.7653	-1024.251	167.4855	1.29147	1.186065	1.369453	0.789782	2.046968
210	-860.1737	-1028.934	168.7601	1.066336	1.080877	1.01563	1.081851	1.419506
216	-853.8286	-1023.309	169.48	0.6230996	0.90649	1.01563	0.979331	1.419506
222	-858.1313	-1027.624	169.493	0.4232443	0.9254471	1.225412	0.909383	1.442252
228	-867.4242	-1037.022	169.5981	0.6229056	0.9254471	0.9609262	1.105061	1.253345
234	-869.4758	-1037.619	168.1429	0.8158439	1.777678	1.084106	1.374851	1.29784
240	-871.6708	-1039.676	168.0053	1.394374	1.373342	1.142664	1.108644	1.409097
246	-877.4211	-1045.594	168.173	1.219818	1.373342	1.142664	1.118359	1.406867
252	-879.2099	-1048.314	169.1039	0.5974102	0.9046119	0.9452682	1.133787	1.656462
258	-870.189	-1039.728	169.539	0.5974102	1.192791	0.9766461	0.8170923	1.327285
264	-872.9236	-1041.739	168.815	0.6170119	1.537685	0.9622968	1.297395	1.251689
270	-870.8131	-1040.668	169.8552	0.4932879	0.8726817	0.6653683	1.545095	1.049927
276	-887.3289	-1056.148	168.8188	1.217761	0.9852671	0.7360155	1.3659	1.32227
282	-868.9905	-1037.746	168.7552	0.9523546	1.246534	0.8086444	1.3659	1.32227
288	-877.9967	-1046.974	168.9768	0.540547	1.202433	1.073537	1.30534	1.346793
294	-877.6482	-1045.709	168.0612	0.7256132	1.564871	1.91815	0.9343206	1.318659
300	-862.7001	-1031.971	169.2712	0.7280448	0.5679962	1.232668	1.310343	1.31681
306	-849.6079	-1018.325	168.7174	0.7280448	1.529326	0.8233787	1.232948	1.40919
312	-854.8416	-1024.388	169.5465	0.238964	1.046591	1.22329	1.454663	0.9847168
318	-836.752	-1006.56	169.8076	0.3157822	1.398014	0.9820052	1.025797	0.9706159
324	-846.0126	-1016.534	170.5213	0.241755	1.028442	0.7073484	0.8142158	1.162133
330	-857.5869	-1026.877	169.2906	0.6311244	1.028442	1.114009	1.452276	0.9768921
336	-857.2398	-1026.741	169.5016	0.1677998	1.589118	1.010513	1.310542	0.9298778
342	-855.3134	-1024.865	169.5518	0.4971968	1.241161	1.060367	1.102745	1.041119
348	-855.7916	-1025.561	169.7698	0.1922348	1.077075	1.331662	1.063376	1.061691
354	-867.463	-1035.504	168.0406	0.7116273	1.980067	1.183851	1.175727	1.401911
360	-860.5542	-1030.876	170.3216	0.388873	0.8547022	0.8062239	0.7575267	1.319917
366	-849.5307	-1018.922	169.3912	0.438272	0.9958126	1.255196	1.052731	1.319917
372	-856.947	-1025.71	168.7631	0.888303	0.9593906	1.248474	1.401009	1.214816
378	-875.0078	-1042.288	167.2802	1.726191	1.221154	1.297455	1.279225	1.573522
384	-856.9156	-1026.051	169.1349	0.5248664	1.221154	0.8754762	1.515078	1.204518
390	-861.7991	-1031.25	169.4508	0.3754753	1.189479	0.8943104	1.328982	1.231714
396	-870.356	-1039.132	168.7761	0.4736491	1.61406	1.020175	1.068972	1.474838
402	-870.8148	-1039.774	168.9594	0.7188015	1.074803	1.009728	0.9192996	1.658787
408	-870.2613	-1038.667	168.4055	1.046012	1.052733	1.009728	0.8121101	1.906238
414	-863.2661	-1032.442	169.1755	0.437564	0.9627943	1.362304	0.8121101	1.613389
420	-865.7583	-1034.878	169.1196	0.6716492	0.9627943	1.179625	0.8121101	1.613389
426	-855.0958	-1024.707	169.6113	0.549455	0.9627943	1.179625	0.8121101	1.333226
432	-865.3456	-1033.874	168.5287	1.042377	1.444821	0.8184422	0.9013322	1.625796
438	-859.902	-1028.026	168.1244	1.609505	0.8224052	1.099119	1.07137	1.625796
444	-867.5811	-1034.222	166.6405	2.461135	0.9130915	1.119185	0.9554587	2.064536
450	-865.1139	-1032.783	167.6687	1.367411	1.265445	0.953169	0.8368065	2.064536
456	-867.8335	-1034.381	166.5474	2.137903	1.736518	0.953169	1.204949	1.753764
462	-858.9721	-1026.709	167.7372	1.843014	0.9653409	0.9444835	1.05753	1.753764
468	-856.2105	-1022.331	166.1208	2.024043	1.264705	1.387987	1.266018	2.087155
474	-857.5462	-1025.885	168.3384	0.9911661	1.264705	0.8127883	0.6487232	2.087155
480	-857.4673	-1026.03	168.5627	1.304061	0.8751558	0.920343	1.060589	1.629069
486	-858.8947	-1028.996	170.101	0.3833632	0.7228674	0.9420889	0.7461576	1.498587
492	-862.9925	-1032.052	169.0598	0.4704445	1.544484	0.9420889	1.149335	1.303959
498	-866.5506	-1036.053	169.502	0.7634775	1.01659	0.972838	0.8959613	1.303959
