Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-52.04377	-218.4001	166.3563	0.2800166	8.71223	1.218076	0.934199	0.0658011	0.433134	0.566866	0.8438889
6	-43.87765	-214.3868	170.5092	0.4209571	1.507737	1.168404	0.982165	0.0178345	0.561017	0.438983	1.22952
12	-40.31551	-210.3254	170.0099	1.184332	1.559168	1.168404	0.973242	0.0267582	0.84177	0.15823	1.048281
18	-41.53411	-213.0999	171.5658	0.08827571	0.6367455	1.164898	0.963152	0.0368476	0.640549	0.359451	1.055507
24	-40.72713	-211.0719	170.3448	0.2930742	0.7725852	1.555776	0.966364	0.0336363	0.640549	0.359451	1.505169
30	-31.25367	-200.4805	169.2268	0.2820348	2.199783	1.398685	0.900795	0.0992054	0.815553	0.184447	1.245007
36	-35.97305	-207.636	171.663	0.2779965	0.3754909	0.5486813	0.936828	0.0631718	0.622793	0.377207	1.245007
42	-40.03575	-212.4945	172.4588	0.1789039	0.4964443	0.7759609	0.981161	0.0188387	0.622793	0.377207	0.8755875
48	-44.86133	-217.4569	172.5955	0.007631348	0.4964443	1.091601	0.986461	0.0135387	0.742843	0.257157	0.8575515
54	-42.64371	-215.2902	172.6465	0.02180408	0.5323698	1.269724	0.992833	0.00716664	0.326431	0.673569	0.8304608
60	-37.86606	-208.4794	170.6133	0.01425556	0.9810881	1.929584	0.942491	0.0575095	0.814953	0.185047	0.987981
66	-43.82097	-213.3657	169.5447	0.01425556	0.2839047	2.932791	0.759084	0.240916	0.658538	0.341462	0.4982821
72	-43.40084	-211.6032	168.2023	0.285763	2.604225	0.8766445	0.849224	0.150776	0.734212	0.265788	1.919986
78	-41.8188	-209.7617	167.9429	0.285763	2.952262	1.228315	0.877544	0.122456	0.640087	0.359913	1.683877
84	-45.57464	-211.0977	165.523	1.282871	9.031359	1.228315	0.954791	0.045209	0.788808	0.211192	0.9314135
90	-46.72558	-217.8001	171.0746	0.1671169	1.129778	1.756474	0.986554	0.0134465	0.69682	0.30318	0.9314135
96	-49.21985	-216.4437	167.2239	2.071532	3.151024	1.568525	0.968926	0.0310741	0.56709	0.43291	0.9010626
102	-53.85897	-221.3615	167.5025	1.080868	2.510212	1.49382	0.840028	0.159972	0.379795	0.620205	1.372397
108	-41.90968	-211.6877	169.778	0.3757814	1.197706	0.940892	0.908725	0.0912745	0.453908	0.546092	1.631647
114	-45.6666	-216.4654	170.7988	0.4540085	1.040709	1.013143	0.953973	0.0460271	0.680946	0.319054	1.134161
120	-48.98251	-218.9493	169.9668	1.803814	0.4886449	1.571858	0.97325	0.0267504	0.51509	0.48491	0.7021599
126	-44.47267	-215.5864	171.1138	0.08408907	0.4465662	1.774027	0.931814	0.0681859	0.660641	0.339359	0.7021599
132	-43.52672	-213.8042	170.2775	0.5605723	0.5350605	1.774027	0.918259	0.0817407	0.660757	0.339243	0.9829447
138	-37.27327	-207.1627	169.8895	1.028218	0.2625472	1.585348	0.836934	0.163066	0.619961	0.380039	0.7406902
144	-50.01819	-217.9532	167.935	1.162186	1.772316	1.861686	0.778887	0.221113	0.482101	0.517899	1.001208
150	-40.17866	-210.858	170.6793	0.5265686	1.114075	0.9926773	0.946802	0.0531977	0.70667	0.29333	1.087846
156	-42.42264	-210.3707	167.9481	0.4861605	2.181023	0.5036636	0.787135	0.212865	0.449301	0.550699	2.252317
162	-44.82791	-214.1408	169.3129	1.06295	1.774445	0.9795669	0.886257	0.113743	0.752818	0.247182	1.017447
168	-41.76522	-211.1178	169.3526	0.2960236	1.808017	1.205757	0.924446	0.0755536	0.635506	0.364494	1.476222
174	-42.78942	-211.5934	168.804	0.4486287	2.044973	0.8087776	0.91408	0.0859202	0.675857	0.324143	1.875041
180	-47.48084	-213.2812	165.8004	0.2313637	6.341391	0.8526889	0.889208	0.110792	0.703493	0.296507	2.210569
186	-53.25251	-218.8759	165.6234	0.100424	6.341391	1.032449	0.889208	0.110792	0.801488	0.198512	2.379086
192	-45.8496	-212.3731	166.5235	0.1010878	6.341391	0.9887766	0.985265	0.0147349	0.735667	0.264333	2.379086
198	-56.22679	-221.8637	165.6369	1.792752	4.213245	0.9285375	0.982067	0.0179333	0.658139	0.341861	2.483716
204	-65.72072	-231.1339	165.4132	0.8182291	6.429209	0.4913075	0.908936	0.0910638	0.705279	0.294721	2.345938
210	-62.54067	-224.1741	161.6334	0.8182291	18.65203	0.7384443	0.90969	0.0903097	0.52031	0.47969	2.237601
216	-58.05288	-220.6036	162.5507	0.6023777	18.65203	0.8940756	0.93829	0.0617104	0.686515	0.313485	1.83413
222	-75.12471	-241.4383	166.3136	2.03985	3.193548	1.188977	0.961802	0.0381982	0.440414	0.559586	1.858641
228	-66.83365	-228.827	161.9934	1.296331	11.53047	0.7456868	0.961802	0.0381982	0.823181	0.176819	3.219068
234	-43.62747	-212.6698	169.0423	0.2094783	2.695255	0.6432006	0.760686	0.239314	0.652462	0.347538	1.300765
240	-38.32852	-208.679	170.3505	0.2340874	1.392294	0.8687503	0.839684	0.160316	0.652462	0.347538	1.028046
246	-36.32574	-206.249	169.9233	0.2603982	1.313513	0.9798698	0.845168	0.154832	0.609239	0.390761	1.337213
252	-43.64883	-208.8333	165.1845	0.2603982	8.156853	0.8241818	0.790866	0.209134	0.620987	0.379013	1.911674
258	-52.54928	-213.0955	160.5462	2.203977	8.156853	1.337446	0.771167	0.228833	0.540176	0.459824	3.235901
264	-60.99413	-226.1903	165.1962	0.4475886	9.151785	0.520854	0.812327	0.187673	0.758529	0.241471	1.848521
270	-55.73581	-217.5309	161.7951	0.5421536	15.18402	0.7378918	0.865346	0.134654	0.684704	0.315296	2.738145
276	-46.62907	-212.0739	165.4448	0.1549808	7.775819	0.8026009	0.976728	0.0232716	0.684704	0.315296	2.587725
282	-59.7171	-225.6954	165.9783	0.1901403	6.74849	0.6471165	0.978107	0.0218932	0.371001	0.628999	2.587725
288	-47.85361	-213.9258	166.0722	0.4126404	7.791228	0.3934396	0.922738	0.0772623	0.771789	0.228211	1.977348
294	-51.27469	-218.5455	167.2708	0.2141074	4.799647	1.047951	0.978636	0.0213638	0.559253	0.440747	2.078478
300	-44.68217	-213.6832	169.0011	1.711942	0.9257349	1.586729	0.928669	0.0713311	0.559253	0.440747	0.953657
306	-49.75743	-218.2384	168.481	1.822096	0.9466819	1.846575	0.89548	0.10452	0.856861	0.143139	1.236027
312	-46.95832	-213.795	166.8366	0.6847334	5.867843	0.8684532	0.906254	0.0937464	0.630097	0.369903	1.317305
318	-48.08055	-212.8179	164.7373	0.4178581	5.523885	0.4674117	0.866379	0.133621	0.610959	0.389041	3.134926
324	-42.08445	-210.1148	168.0304	0.09207751	4.098896	0.5953403	0.982431	0.0175692	0.610959	0.389041	2.287388
330	-45.09495	-213.3444	168.2495	0.5906868	3.206289	0.6075219	0.953409	0.0465913	0.596132	0.403868	1.860627
336	-40.57697	-206.5823	166.0053	0.2766909	5.411588	0.5361242	0.977063	0.0229372	0.596132	0.403868	2.94006
342	-52.11454	-219.6664	167.5518	1.337221	4.342168	0.6179391	0.978562	0.021438	0.505214	0.494786	1.574289
348	-43.04127	-210.8394	167.7982	0.5259786	5.367776	0.7422077	0.978562	0.021438	0.717192	0.282808	1.57376
354	-44.45839	-212.5232	168.0648	1.87256	1.55703	0.3779207	0.870424	0.129576	0.310171	0.689829	1.88009
360	-45.43068	-212.4923	167.0616	0.912107	4.710985	0.6635992	0.940677	0.0593227	0.775691	0.224309	1.827379
366	-45.49084	-212.8612	167.3704	0.8805017	4.556867	1.482516	0.954565	0.0454354	0.652387	0.347613	1.033097
372	-57.22057	-223.664	166.4434	0.9096081	6.606518	0.9035086	0.90948	0.0905201	0.680019	0.319981	1.190861
378	-71.11438	-235.2532	164.1388	1.18433	6.606518	1.283739	0.938883	0.0611174	0.449963	0.550037	2.430418
384	-56.54503	-224.4641	167.9191	0.8972552	2.148789	2.106841	0.955186	0.0448144	0.509652	0.490348	1.358931
390	-57.14864	-226.3587	169.21	0.5345247	1.901207	0.4145004	0.916372	0.0836276	0.656493	0.343507	1.890402
396	-59.65394	-227.293	167.6391	0.3402882	1.901207	0.8041958	0.947376	0.0526243	0.544944	0.455056	2.870764
402	-63.41534	-230.3425	166.9272	0.3390624	5.108975	0.5377869	0.962085	0.0379154	0.768267	0.231733	2.36944
408	-63.50704	-226.7581	163.2511	0.8665284	11.15588	0.6205589	0.926832	0.0731682	0.618339	0.381661	2.529779
414	-50.23413	-216.9749	166.7408	0.4889467	4.839499	0.5615129	0.945319	0.0546813	0.474324	0.525676	2.248915
420	-50.46217	-217.5892	167.127	1.230343	2.685348	0.8179136	0.703575	0.296425	0.612008	0.387992	1.77387
426	-64.24398	-232.0373	167.7934	1.35773	1.776688	0.8179136	0.879143	0.120857	0.71276	0.28724	2.014046
432	-48.26054	-218.3889	170.1284	0.04908525	1.224628	1.769311	0.897109	0.102891	0.72057	0.27943	0.9440037
438	-37.13162	-207.282	170.1504	0.04164877	1.063455	1.718858	0.86942	0.13058	0.448264	0.551736	0.9325613
444	-49.91197	-217.276	167.364	1.102534	2.484207	1.789512	0.896174	0.103826	0.797558	0.202442	1.535353
450	-38.81826	-206.6142	167.7959	1.111689	3.383922	1.238632	0.896174	0.103826	0.819035	0.180965	1.146653
456	-42.4525	-208.5625	166.11	1.136983	4.008262	0.8074637	0.756163	0.243837	0.536293	0.463707	1.966978
462	-52.66707	-215.8633	163.1962	1.212347	4.455098	0.5353956	0.624382	0.375618	0.6039	0.3961	3.652207
468	-52.81491	-217.2894	164.4745	1.051782	8.742809	0.8213793	0.772185	0.227815	0.6039	0.3961	1.67948
474	-45.32272	-210.8859	165.5632	0.4119834	5.186248	0.6069482	0.895219	0.104781	0.755958	0.244042	2.798821
480	-49.31469	-215.5594	166.2447	0.3659964	7.837504	0.53867	0.924249	0.0757509	0.391873	0.608127	1.680311
486	-36.3997	-204.1995	167.7998	1.795174	2.886022	0.6843256	0.982283	0.0177167	0.595894	0.404106	1.763321
492	-44.62633	-212.1922	167.5658	1.750842	2.529335	1.644572	0.959784	0.0402162	0.703281	0.296719	1.196736
498	-58.82036	-218.7126	159.8922	2.186054	21.44077	2.203271	0.972433	0.0275669	0.356488	0.643512	1.521818
504	-45.22451	-210.9191	165.6946	0.2344111	9.280912	0.8522544	0.958992	0.0410083	0.615628	0.384372	1.770897
510	-58.45284	-221.6833	163.2304	0.3999885	7.55701	0.5907674	0.905407	0.0945926	0.586155	0.413845	3.513857
516	-59.93125	-223.6838	163.7526	0.2832711	11.46164	0.6426098	0.847495	0.152505	0.68806	0.31194	2.335945
522	-55.8836	-219.5671	163.6835	0.7856316	10.62709	0.3646673	0.928027	0.0719731	0.508189	0.491811	2.55952
