Iteration	Posterior	Likelihood	Prior	part_rate_trans	tree_length
0	-1388.683	-1555.874	167.1912	1.074859	4.256902
6	-1381.41	-1548.509	167.0989	1.136847	4.274053
12	-1388.307	-1555.572	167.2656	1.233793	4.12439
18	-1380.679	-1547.846	167.1675	0.9128052	4.361944
24	-1390.738	-1556.863	166.1246	0.9883127	4.904225
30	-1400.038	-1566.532	166.4937	1.15061	4.607331
36	-1411.778	-1579.127	167.3489	1.025096	4.195656
42	-1400.403	-1567.531	167.128	1.117157	4.268704
48	-1397.074	-1564.085	167.0113	1.103481	4.342479
54	-1394.844	-1561.898	167.0542	1.088663	4.326609
60	-1395.479	-1562.482	167.003	1.123016	4.336134
66	-1393.123	-1560.368	167.2451	1.132369	4.193699
72	-1396.796	-1563.999	167.2031	1.239145	4.156901
78	-1398.148	-1565.269	167.1211	1.336607	4.14813
84	-1383.426	-1550.143	166.7166	1.153668	4.480368
90	-1387.258	-1553.799	166.5407	1.057487	4.63315
96	-1389.138	-1555.724	166.5864	1.032838	4.621341
102	-1388.31	-1554.208	165.8978	1.007827	5.019485
108	-1388.537	-1554.504	165.9672	0.93844	5.019485
114	-1397.119	-1564.442	167.3235	1.065271	4.187255
120	-1391.916	-1558.966	167.0501	0.9540032	4.404981
126	-1389.839	-1557.527	167.6878	1.209516	3.897089
132	-1394.557	-1562.275	167.7174	1.15765	3.909851
138	-1401.791	-1569.54	167.7488	1.321827	3.797494
144	-1403.415	-1570.282	166.8662	1.090978	4.431419
150	-1390.6	-1557.877	167.2771	1.132356	4.17552
156	-1394.927	-1561.77	166.8423	0.9374229	4.531265
162	-1406.333	-1572.741	166.4087	0.9374229	4.774216
168	-1396.98	-1563.014	166.0344	0.9931104	4.951761
174	-1385.476	-1551.519	166.0432	0.9842879	4.951761
180	-1381.345	-1548.514	167.1685	1.121029	4.243553
186	-1384.328	-1551.129	166.8014	1.206594	4.402738
192	-1390.683	-1556.979	166.2957	0.950542	4.829914
198	-1391.868	-1558.808	166.9404	1.22565	4.313465
204	-1387.777	-1554.25	166.474	0.9927979	4.706757
210	-1391.177	-1557.278	166.1004	0.9828608	4.920731
216	-1392.179	-1558.838	166.6584	0.9731882	4.614465
222	-1394.219	-1560.788	166.5689	1.062605	4.614465
228	-1397.395	-1564.069	166.6736	1.001509	4.590039
234	-1400.147	-1566.883	166.7361	0.9959971	4.558052
240	-1389.489	-1556.212	166.7225	1.009539	4.558052
246	-1399.17	-1565.905	166.7342	1.178182	4.456625
252	-1380.191	-1547.594	167.4029	1.251413	4.036138
258	-1383.822	-1551.091	167.269	1.418083	4.017427
264	-1395.161	-1562.823	167.6619	1.323117	3.846734
270	-1392.321	-1559.093	166.7723	1.18061	4.433808
276	-1394.607	-1561.548	166.9413	1.244147	4.302505
282	-1395.699	-1563.11	167.4117	1.007555	4.169984
288	-1390.208	-1557.214	167.0062	1.161647	4.312498
294	-1392.378	-1559.269	166.8913	1.276466	4.312498
300	-1385.373	-1552.369	166.9959	1.257557	4.264009
306	-1389.694	-1557.886	168.1922	1.257557	3.5782
312	-1387.46	-1554.158	166.6979	1.257557	4.432376
318	-1398.299	-1565.288	166.989	0.9664823	4.432376
324	-1383.023	-1549.881	166.8583	1.097145	4.432376
330	-1385.94	-1552.149	166.2093	1.046013	4.824878
336	-1385.578	-1552.163	166.5847	1.006	4.637343
342	-1396.61	-1563.373	166.7631	1.04352	4.516177
348	-1411.671	-1578.495	166.8243	1.084974	4.458374
354	-1409.059	-1576.197	167.1374	1.020543	4.31806
360	-1390.985	-1558.151	167.166	1.09528	4.259564
366	-1406.046	-1573.26	167.214	1.090713	4.234995
372	-1393.198	-1559.601	166.4026	1.091234	4.691635
378	-1396.099	-1563.014	166.9143	0.9671752	4.47403
384	-1397.047	-1563.948	166.9011	1.027773	4.447366
390	-1402.327	-1569.34	167.0129	1.231968	4.268882
396	-1393.535	-1560.566	167.0317	1.226586	4.261291
402	-1401.781	-1569.197	167.4162	1.084841	4.123463
408	-1395.946	-1563.47	167.5232	1.047906	4.083593
414	-1388.192	-1555.166	166.9736	1.127566	4.350172
420	-1383.512	-1551.172	167.6599	1.241625	3.894678
426	-1389.021	-1556.294	167.2723	1.179661	4.151374
432	-1406.652	-1572.455	165.8028	1.112335	5.014211
438	-1406.423	-1573.485	167.0618	1.023503	4.359144
444	-1400.43	-1567.492	167.0618	1.023503	4.359144
450	-1393.858	-1560.479	166.6211	1.078366	4.576344
456	-1390.793	-1557.701	166.9076	1.066149	4.422097
462	-1414.479	-1581.481	167.0024	1.102825	4.347876
468	-1392.618	-1559.94	167.3213	1.102825	4.167185
474	-1393.628	-1560.961	167.3337	1.090575	4.167116
480	-1401.212	-1568.789	167.5761	1.154791	3.992415
486	-1386.687	-1554.834	168.147	1.343564	3.554435
492	-1391.309	-1558.109	166.8002	1.144186	4.438633
498	-1389.502	-1556.354	166.8522	1.092133	4.438633
504	-1389.254	-1556.252	166.9971	1.147233	4.325759
510	-1393.049	-1560.016	166.9671	1.04281	4.401657
516	-1394.246	-1561.008	166.7622	0.932546	4.579036
522	-1390.405	-1557.626	167.2214	0.8231818	4.38209
528	-1398.436	-1564.68	166.2441	1.045796	4.805586
534	-1385.95	-1553.919	167.9687	1.264219	3.703881
540	-1391.318	-1557.863	166.5455	1.113942	4.598847
546	-1388.163	-1555.032	166.8692	1.028203	4.465104
552	-1396.856	-1563.593	166.7373	1.101353	4.498172
558	-1400.119	-1566.442	166.3227	1.027503	4.771888
564	-1391.628	-1558.994	167.3665	1.022619	4.18709
570	-1392.137	-1559.437	167.2999	1.090523	4.186361
576	-1388.369	-1555.596	167.2263	1.123905	4.209162
582	-1384.812	-1551.227	166.4145	0.9057405	4.788626
588	-1384.739	-1550.855	166.1165	1.037231	4.88153
594	-1384.517	-1551.937	167.4191	1.129154	4.096615
600	-1383.403	-1550.243	166.8402	1.035867	4.477121
606	-1396.082	-1562.898	166.8157	1.060306	4.477121
612	-1394.347	-1560.849	166.502	0.9665015	4.705787
618	-1395.899	-1561.842	165.9428	0.9540659	5.024337
624	-1393.093	-1560.329	167.2359	0.9992423	4.274405
630	-1394.778	-1561.404	166.6264	1.052356	4.587967
636	-1398.089	-1564.592	166.5033	1.079827	4.641605
642	-1375.412	-1542.035	166.6235	0.9595854	4.641605
648	-1373.697	-1540.875	167.1771	1.089158	4.25676
654	-1384.209	-1550.492	166.283	1.128624	4.737586
660	-1370.555	-1537.15	166.5952	0.9495093	4.663145
666	-1374.142	-1540.387	166.2455	0.8451434	4.916655
672	-1391.703	-1558.639	166.9362	1.081199	4.397467
678	-1391.483	-1558.258	166.775	1.242373	4.397467
684	-1383.966	-1551.141	167.1753	1.162346	4.216322
690	-1388.349	-1555.101	166.7519	1.24485	4.409117
696	-1395.839	-1562.54	166.7009	1.038411	4.553999
702	-1384.11	-1549.631	165.5205	1.075741	5.190989
708	-1395.896	-1562.263	166.3676	0.8731737	4.832982
714	-1397.406	-1564.257	166.8512	1.145679	4.409008
720	-1394.081	-1560.643	166.5627	1.191896	4.545396
726	-1390.169	-1557.677	167.5077	1.194728	4.008676
732	-1388.206	-1555.625	167.4198	1.194728	4.058831
738	-1390.742	-1556.87	166.1282	1.036488	4.875391
744	-1396.761	-1563.129	166.3679	1.026538	4.747199
750	-1409.199	-1575.926	166.7268	1.153287	4.474844
756	-1383.947	-1550.655	166.7077	0.9458964	4.602108
762	-1389.496	-1556.162	166.6661	1.019356	4.584237
768	-1394.589	-1562.211	167.6225	1.153872	3.96639
774	-1390.849	-1558.334	167.4845	1.15829	4.042726
780	-1381.599	-1549.203	167.6034	1.238388	3.928908
786	-1382.246	-1549.951	167.7056	1.136252	3.928908
792	-1388.806	-1555.85	167.0442	1.21365	4.261518
798	-1386.901	-1554.858	167.9575	1.21365	3.739545
804	-1385.932	-1552.993	167.0613	1.063823	4.336649
810	-1379.934	-1546.841	166.9065	1.047394	4.433287
816	-1386.51	-1553.291	166.7808	1.120143	4.463063
822	-1396.533	-1563.102	166.5688	0.9142808	4.697608
828	-1408.388	-1574.188	165.7998	0.9092722	5.128539
834	-1405.681	-1572.179	166.4986	1.074594	4.647183
840	-1400.41	-1567.203	166.7937	1.067495	4.485477
846	-1399.709	-1566.438	166.7291	0.9911993	4.564655
852	-1405.495	-1571.75	166.255	0.9897873	4.830753
858	-1402.909	-1569.952	167.0428	1.021397	4.371037
864	-1388.42	-1555.308	166.8877	0.9401729	4.504233
870	-1389.382	-1556.197	166.8146	1.013237	4.504233
876	-1389.454	-1556.095	166.6411	0.907557	4.660942
882	-1393.471	-1560.435	166.9637	1.084175	4.380269
888	-1388.207	-1554.935	166.7288	1.084175	4.512582
894	-1393.961	-1560.454	166.4926	1.213079	4.572848
900	-1387.772	-1555.563	167.7904	1.077446	3.91397
906	-1397.5	-1565.175	167.6751	1.192842	3.91397
912	-1398.026	-1565.231	167.2057	1.294895	4.123741
918	-1406.928	-1573.288	166.3599	0.9276781	4.806898
924	-1392.075	-1559.281	167.2062	1.237033	4.156328
930	-1391.567	-1558.91	167.3432	1.14257	4.132169
936	-1389.858	-1556.786	166.9282	1.14257	4.367316
942	-1390.991	-1557.138	166.1468	0.9058647	4.937772
948	-1386.54	-1554.126	167.5858	1.223784	3.947362
954	-1390.5	-1558.182	167.6822	1.127445	3.947362
960	-1390.15	-1556.555	166.4045	0.9294521	4.780964
966	-1394.671	-1561.459	166.7878	1.054079	4.496305
972	-1399.424	-1566.307	166.8836	0.9583115	4.496305
978	-1391.193	-1558.006	166.8127	1.029242	4.496305
984	-1387.493	-1554.363	166.8707	0.9136586	4.528684
990	-1398.679	-1565.77	167.091	1.098039	4.300497
996	-1397.488	-1563.94	166.4521	0.9672125	4.733305
1002	-1402.773	-1569.225	166.452	0.967319	4.733305
1008	-1409.58	-1576.173	166.5928	0.8265285	4.733305
1014	-1394.469	-1561.508	167.0387	0.9007053	4.441412
1020	-1386.819	-1553.29	166.4714	1.05113	4.675564
1026	-1381.974	-1549.284	167.31	1.014286	4.223899
1032	-1384.314	-1551.484	167.1704	0.9743479	4.32551
1038	-1392.183	-1559.166	166.9831	1.148654	4.332892
1044	-1385.836	-1553.25	167.4146	1.163512	4.079598
1050	-1398.896	-1565.336	166.4397	1.11331	4.658463
1056	-1398.502	-1564.62	166.1181	0.9937474	4.904837
1062	-1386.604	-1552.916	166.3118	0.9696644	4.810304
1068	-1389.226	-1556.676	167.4498	1.27563	3.99554
1074	-1391.623	-1557.935	166.3114	1.141177	4.714713
1080	-1388.325	-1555.834	167.5092	1.065509	4.081513
1086	-1397.726	-1563.919	166.1935	0.9304705	4.898064
1092	-1392.061	-1558.187	166.1267	0.7928969	5.011735
1098	-1395.414	-1562.026	166.6124	1.008195	4.620611
1104	-1409.62	-1575.951	166.331	1.039227	4.760746
1110	-1392.879	-1559.738	166.8591	1.093543	4.433965
1116	-1386.747	-1553.659	166.9115	1.041187	4.433965
1122	-1389.824	-1557.323	167.4992	1.115419	4.058794
1128	-1398.359	-1565.979	167.6209	1.161091	3.963183
1134	-1386.844	-1553.789	166.9446	0.9934068	4.442242
1140	-1388.674	-1556.057	167.3829	1.173588	4.091893
1146	-1385.994	-1553.433	167.4395	1.117054	4.091893
1152	-1388.096	-1555.139	167.0431	0.9732251	4.398058
1158	-1390.107	-1557.136	167.0288	1.063308	4.355289
1164	-1388.914	-1556.141	167.2272	0.9832126	4.288416
1170	-1385.538	-1551.731	166.1936	0.9044015	4.912555
1176	-1396.423	-1562.13	165.7073	0.9044015	5.182451
1182	-1386.732	-1552.444	165.7125	0.8991601	5.182451
1188	-1386.744	-1552.725	165.9808	0.843606	5.064546
1194	-1388.075	-1553.968	165.8922	0.9322623	5.064546
1200	-1414.863	-1581.276	166.4127	0.9131876	4.785484
1206	-1412.004	-1578.947	166.9434	1.22262	4.31349
1212	-1394.263	-1561.303	167.04	1.22262	4.258842
1218	-1388.548	-1555.815	167.2664	0.9327448	4.294786
1224	-1388.499	-1555.861	167.3627	1.19456	4.091484
1230	-1392.223	-1558.859	166.6355	0.9969149	4.613977
1236	-1389.044	-1555.673	166.6288	1.103998	4.557634
1242	-1386.198	-1553.044	166.8457	1.053271	4.464217
1248	-1392.838	-1559.582	166.7442	1.154756	4.464217
1254	-1398.684	-1566.475	167.7909	1.130372	3.88333
1260	-1399.267	-1566.286	167.019	1.154233	4.309444
1266	-1406.221	-1573.157	166.9365	1.28814	4.280363
1272	-1387.842	-1554.485	166.6433	1.06403	4.571939
1278	-1387.484	-1554.433	166.9488	1.146271	4.353586
1284	-1392.478	-1559.017	166.5387	1.134117	4.591314
1290	-1385.401	-1552.14	166.7396	1.10115	4.49696
1296	-1384.566	-1551.359	166.7927	1.048025	4.49696
1302	-1379.378	-1546.468	167.091	1.03024	4.338836
1308	-1378.382	-1545.073	166.692	1.015913	4.571628
1314	-1398.945	-1565.379	166.4344	0.9471063	4.754448
1320	-1396.158	-1563.374	167.2168	1.132544	4.209635
1326	-1405.641	-1573.04	167.3982	1.132544	4.10655
1332	-1387.876	-1554.332	166.4559	0.914354	4.760727
1338	-1392.982	-1559.793	166.8112	0.9197429	4.558691
1344	-1388.69	-1555.366	166.6763	0.9958687	4.591668
1350	-1387.884	-1555.115	167.2307	1.047882	4.249773
1356	-1389.885	-1556.603	166.7177	1.14747	4.483223
1362	-1384.956	-1551.414	166.4582	0.9944219	4.714642
1368	-1385.577	-1551.843	166.2659	1.016871	4.809578
1374	-1394.053	-1560.757	166.7041	1.016871	4.564313
1380	-1419.119	-1584.476	165.3575	0.9482175	5.351461
1386	-1415.26	-1581.596	166.3357	1.035941	4.759924
1392	-1418.205	-1585.505	167.2997	1.085802	4.189154
1398	-1392.404	-1559.932	167.5286	1.105933	4.04743
1404	-1394.47	-1561.915	167.4449	1.041007	4.132084
1410	-1390.108	-1557.075	166.9666	1.224282	4.299437
1416	-1394.188	-1561.141	166.9535	1.237435	4.299437
1422	-1388.808	-1555.178	166.3704	1.082114	4.714725
1428	-1387.025	-1552.711	165.6859	0.9770847	5.154045
1434	-1397.049	-1562.737	165.6878	0.954149	5.165663
1440	-1392.677	-1560.273	167.596	1.005364	4.066315
1446	-1400.345	-1567.233	166.8882	1.156967	4.381776
1452	-1394.795	-1562.138	167.3437	1.033247	4.19398
1458	-1400.199	-1567.42	167.221	1.225205	4.15464
1464	-1409.371	-1576.971	167.6004	1.178643	3.964834
1470	-1407.554	-1575.002	167.4483	1.176938	4.052738
1476	-1402.062	-1569.018	166.9562	1.091521	4.380347
1482	-1406.612	-1573.259	166.6471	1.140235	4.527014
1488	-1403.881	-1570.619	166.7383	1.126073	4.483666
1494	-1402.145	-1568.178	166.0324	1.020663	4.937567
1500	-1401.104	-1567.394	166.29	0.8880701	4.867968
1506	-1397.634	-1563.103	165.4684	0.8880701	5.323467
1512	-1383.543	-1550.714	167.1717	1.121025	4.241773
1518	-1384.275	-1550.882	166.6066	1.110617	4.5664
1524	-1387.114	-1553.987	166.873	1.054748	4.448007
1530	-1402.651	-1569.731	167.08	0.857206	4.442689
1536	-1394.713	-1561.426	166.7135	0.9666712	4.587173
1542	-1400.248	-1566.351	166.1027	1.182555	4.808196
1548	-1402.494	-1569.983	167.4892	1.129471	4.056486
1554	-1388.64	-1556.248	167.6079	1.237989	3.926578
1560	-1386.608	-1554.224	167.6159	1.193908	3.947243
1566	-1391.19	-1557.5	166.3099	1.04334	4.770225
1572	-1388.941	-1555.961	167.0198	1.106998	4.33569
1578	-1391.552	-1558.598	167.0464	1.08043	4.33569
1584	-1393.853	-1561.607	167.7548	1.049029	3.950686
1590	-1393.565	-1559.67	166.1049	1.050971	4.88033
1596	-1388.189	-1555.647	167.4577	1.202224	4.032945
1602	-1386.265	-1553.673	167.4083	0.9552636	4.20158
1608	-1394.175	-1561.124	166.949	1.092878	4.383651
1614	-1382.432	-1549.607	167.175	1.086088	4.2597
