Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	tree_length
0	-669.7284	-835.2221	165.4937	3.480688	2.993658	2.384447
6	-663.0348	-827.2942	164.2594	4.564722	2.961256	2.769656
12	-654.1064	-818.8858	164.7794	4.580803	2.58939	2.673528
18	-657.6779	-823.5	165.8221	4.580803	2.811784	1.859386
24	-658.0066	-823.5864	165.5798	3.998929	3.342013	1.890372
30	-660.6212	-825.8591	165.2379	3.344669	2.535513	2.880281
36	-661.7465	-827.3979	165.6514	2.730015	2.782761	2.738467
42	-658.7686	-824.8812	166.1126	2.730015	2.072767	2.889741
48	-660.6839	-825.5777	164.8938	4.280662	3.016349	2.441796
54	-664.0643	-829.3213	165.257	4.477702	3.184803	2.027193
60	-658.2997	-823.2343	164.9347	4.462647	3.175259	2.249342
66	-654.9013	-820.8559	165.9546	3.45208	3.112933	2.020954
72	-662.9463	-828.4144	165.4681	4.260021	2.918547	2.144605
78	-662.9425	-827.8768	164.9343	3.71942	3.085069	2.582744
84	-657.8337	-823.7086	165.8748	3.801793	2.911974	2.060681
90	-645.0192	-810.9619	165.9428	3.760591	2.78903	2.113553
96	-644.8997	-809.7971	164.8975	5.132886	2.841372	2.257101
102	-646.3226	-811.8964	165.5737	3.9702	2.869946	2.217919
108	-649.8908	-816.4022	166.5114	2.145862	2.869946	2.432438
114	-660.1879	-826.5756	166.3877	3.03998	2.318738	2.432438
120	-651.9967	-818.2196	166.2229	2.445868	2.318738	2.803612
126	-658.8166	-823.8592	165.0426	3.940722	2.899878	2.546468
132	-655.7623	-821.3926	165.6303	2.834479	2.571168	2.833971
138	-661.6275	-826.8753	165.2477	4.304834	2.764952	2.368344
144	-657.7218	-823.1634	165.4417	2.618614	3.207872	2.657016
150	-661.1005	-826.5237	165.4232	2.178398	2.409515	3.354066
156	-659.9473	-825.0676	165.1203	4.071974	2.388949	2.76516
162	-646.2061	-811.8018	165.5957	3.623191	2.578974	2.523713
168	-643.2203	-808.4279	165.2076	4.395513	2.19788	2.714401
174	-661.464	-826.8484	165.3843	2.635662	2.490478	3.117978
180	-639.9271	-806.2102	166.283	2.369153	1.865925	3.076299
186	-640.4254	-806.4096	165.9842	2.253393	2.519856	2.918443
192	-651.6321	-817.328	165.696	2.759755	2.420155	2.918443
198	-663.7282	-829.2539	165.5257	3.111354	2.447333	2.854491
204	-657.9689	-824.601	166.6321	1.939908	2.460794	2.718688
210	-655.5967	-821.7764	166.1797	2.999545	2.460794	2.491465
216	-654.2751	-819.9603	165.6852	2.999545	2.421082	2.820617
222	-650.4149	-815.6475	165.2325	3.259788	2.191422	3.123806
228	-643.7113	-808.6072	164.8959	2.480349	1.830567	3.857457
234	-651.6791	-817.1646	165.4854	2.480349	2.218399	3.289064
240	-648.8633	-814.4179	165.5546	2.953912	2.712014	2.742428
246	-660.0003	-825.2787	165.2784	3.015494	2.712014	2.884098
252	-653.6437	-819.298	165.6543	3.015494	2.786244	2.608904
258	-656.3957	-822.2204	165.8247	2.542505	2.963029	2.607178
264	-653.0856	-818.7209	165.6353	3.53014	2.464105	2.607178
270	-648.9102	-814.5456	165.6353	3.53014	2.464105	2.607178
276	-667.9141	-833.4493	165.5352	3.47935	2.07259	2.927219
282	-664.5158	-830.3629	165.8471	3.121742	2.159797	2.829638
288	-656.836	-821.9765	165.1404	2.887665	1.585085	3.684053
294	-664.2521	-829.1854	164.9333	3.614549	2.141642	3.194092
300	-651.5432	-816.7691	165.2259	2.877089	1.779376	3.526023
306	-659.4132	-824.6379	165.2247	3.324602	1.72153	3.380606
312	-666.6738	-831.8481	165.1743	2.332974	2.130974	3.589557
318	-682.4173	-848.3256	165.9083	2.667746	2.359074	2.867971
324	-658.097	-823.4849	165.3879	2.977041	2.332103	3.062867
330	-655.4791	-821.0838	165.6047	3.069023	2.051144	3.062867
336	-661.1986	-827.1302	165.9316	2.526288	2.11813	3.062867
342	-668.6585	-834.3889	165.7304	2.342318	1.851966	3.423686
348	-661.7954	-827.6669	165.8715	2.263357	1.981065	3.301884
354	-670.3274	-835.0002	164.6728	3.420253	1.760888	3.642786
360	-669.387	-834.3912	165.0041	2.683517	2.325126	3.419059
366	-688.523	-853.6269	165.1039	2.541789	2.200448	3.495761
372	-672.2589	-837.4794	165.2205	3.058818	2.228716	3.190057
378	-664.8427	-830.9614	166.1188	1.833054	1.894392	3.419551
384	-668.2302	-833.6877	165.4575	2.739344	1.890607	3.383879
390	-660.8846	-826.561	165.6764	2.448852	1.890607	3.383847
396	-667.3886	-832.8067	165.4181	2.190197	2.031323	3.572453
402	-668.4407	-834.2965	165.8558	1.803017	1.921709	3.572453
408	-674.1617	-839.3359	165.1742	1.756725	1.897389	4.002795
414	-673.6763	-839.4833	165.8071	1.780073	1.835952	3.662237
420	-666.0039	-831.7947	165.7908	1.959217	1.897974	3.545237
426	-657.776	-823.4859	165.7099	2.36318	1.92643	3.382394
432	-653.979	-819.0304	165.0515	2.133863	2.03636	3.808267
438	-660.5574	-826.0812	165.5237	2.773231	2.632136	2.888494
444	-647.8605	-813.6134	165.7529	3.293869	2.159475	2.816412
450	-650.1515	-815.4391	165.2876	3.778107	2.302072	2.824117
456	-650.8275	-816.3529	165.5254	3.888654	2.163052	2.722641
462	-655.5292	-820.6388	165.1096	3.95548	2.646147	2.656535
468	-653.7258	-819.2371	165.5113	3.908059	2.008383	2.818451
474	-649.9617	-815.3974	165.4357	2.787333	1.81515	3.420403
480	-655.1057	-821.0318	165.9261	2.654642	2.179011	2.971722
486	-656.4084	-821.1779	164.7695	4.092592	2.372427	2.980184
492	-659.4652	-825.2535	165.7884	2.958194	2.710084	2.597939
498	-657.9614	-823.1973	165.2359	4.099451	2.506854	2.611763
504	-657.9654	-824.1841	166.2187	2.707448	2.438117	2.611763
510	-656.692	-822.6676	165.9756	2.842548	2.271151	2.802933
516	-654.0375	-820.0315	165.994	2.837064	2.278038	2.789939
522	-664.1035	-830.5301	166.4266	2.307559	2.014167	2.930481
528	-654.3831	-820.831	166.4479	2.311934	2.242084	2.77725
534	-656.3572	-821.971	165.6138	3.490198	2.234335	2.77725
540	-650.914	-817.2552	166.3411	2.702528	2.234335	2.664194
546	-659.4828	-825.232	165.7492	2.919335	2.119955	2.997921
552	-660.4408	-826.0244	165.5836	3.248785	2.746745	2.57833
558	-649.5991	-815.2226	165.6235	3.443299	2.436558	2.666049
564	-650.0263	-815.453	165.4267	2.996751	2.620014	2.857974
570	-652.8764	-818.4158	165.5394	3.383303	2.950645	2.42279
576	-648.458	-813.9436	165.4856	4.080793	3.179752	2.029939
582	-648.9819	-813.9756	164.9937	4.080793	3.179752	2.348844
588	-653.3788	-818.0462	164.6674	4.891946	2.440625	2.730523
594	-648.0875	-813.8379	165.7504	3.138722	2.407452	2.730523
600	-647.6492	-813.5739	165.9247	3.138722	1.804733	2.99011
606	-654.5718	-820.3918	165.82	2.573317	2.654538	2.785099
612	-644.4537	-810.1712	165.7175	3.631965	2.794986	2.307167
618	-655.8793	-821.0968	165.2175	3.451762	3.085418	2.512107
624	-662.7134	-828.8671	166.1537	3.158924	2.4878	2.421804
630	-679.7321	-844.6936	164.9616	3.836246	2.887191	2.64371
636	-673.7882	-839.4822	165.694	2.558739	2.250787	3.110771
642	-670.9518	-836.8748	165.923	2.750556	2.274092	2.873572
648	-660.2897	-825.8617	165.572	3.637608	1.942379	2.922696
654	-660.9803	-826.2768	165.2964	2.869408	1.94999	3.388282
660	-666.7662	-832.5192	165.753	2.406405	2.012972	3.28623
666	-663.538	-829.2433	165.7053	2.305991	2.066298	3.329496
672	-656.7956	-822.1275	165.3319	1.893647	1.624426	3.999956
678	-671.5136	-837.1696	165.656	2.258004	1.405784	3.765085
684	-677.6138	-843.5774	165.9636	2.364796	1.582835	3.434336
690	-655.1533	-821.4005	166.2472	2.962657	2.110227	2.683014
696	-661.6994	-827.1254	165.426	3.366997	2.286902	2.907947
702	-659.7071	-826.0247	166.3175	4.079002	2.358999	2.023219
708	-661.4723	-827.1728	165.7006	2.799392	2.28836	2.977669
714	-651.2302	-816.8186	165.5885	2.488662	1.77533	3.484792
720	-660.2016	-825.5572	165.3555	2.771585	1.973605	3.381208
726	-652.3733	-818.157	165.7837	2.771585	2.010466	3.106291
732	-652.8432	-818.337	165.4938	2.274381	1.979516	3.518915
738	-658.4288	-824.0987	165.67	2.64815	2.233523	3.095353
744	-644.5842	-809.4437	164.8595	3.573727	2.04774	3.308489
750	-657.0003	-822.5795	165.5791	2.615892	1.980042	3.313644
756	-652.7126	-817.9215	165.2089	3.014592	1.669087	3.543636
