Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-448.4722	-615.5649	167.0927	0.3159922	1.346068	1.886713	1.136055	2.302497
6	-454.7196	-621.0049	166.2853	0.8569579	1.149862	1.886713	0.762628	2.819708
12	-453.8525	-621.0955	167.243	0.4389999	0.9404585	1.630619	1.357083	2.387877
18	-440.9386	-608.9053	167.9667	0.4389999	0.891899	0.6884495	0.9366338	2.795211
24	-450.234	-616.4503	166.2162	0.4600711	1.114104	2.383668	1.316413	2.535672
30	-452.1262	-618.0986	165.9724	1.752921	0.6652922	1.567573	0.940236	2.819114
36	-448.8675	-613.9752	165.1077	1.752921	0.7194976	2.190737	1.690478	2.52612
42	-441.5512	-608.2548	166.7036	0.5998994	0.7194976	2.232964	1.006776	2.65412
48	-441.7293	-609.4065	167.6772	0.5083616	0.7108179	1.496671	1.357655	2.288253
54	-434.305	-601.8897	167.5847	0.7039788	0.779373	1.078396	1.804444	2.153664
60	-429.4068	-596.9241	167.5173	0.5811833	0.6679973	1.318505	1.191022	2.579413
66	-441.0053	-609.131	168.1257	0.5811833	0.4460926	1.263664	1.329572	2.242207
72	-441.8826	-609.3119	167.4292	0.4898259	0.5828541	1.357827	1.242123	2.679689
78	-449.3377	-616.7429	167.4052	0.5719054	0.7270409	1.704372	1.113815	2.444478
84	-453.5311	-619.9114	166.3802	0.5719054	0.9954669	1.500309	1.507162	2.788004
90	-439.0044	-607.052	168.0476	0.3839627	0.8588059	1.310999	1.023727	2.36634
96	-450.9806	-618.5715	167.5909	0.5061336	1.054226	1.183193	1.031937	2.527536
102	-460.9898	-628.1097	167.1199	0.9601202	0.7568205	0.8193342	0.9900196	2.964674
108	-449.2112	-615.4697	166.2586	0.4194507	0.7568205	1.993642	1.187614	3.022915
114	-443.3234	-609.2191	165.8957	0.6505514	1.240386	1.993642	1.589811	2.566684
120	-444.9645	-610.0356	165.0712	1.116817	0.7103478	2.632426	0.6716035	3.344111
126	-451.782	-616.3448	164.5628	0.4864944	1.068467	1.499043	0.8206323	4.258625
132	-441.4407	-608.8465	167.4058	0.2181116	0.9127335	2.049634	0.9216571	2.485043
138	-454.7379	-621.2628	166.5249	0.208383	0.9431432	1.808532	1.033183	3.068426
144	-447.963	-614.6185	166.6555	0.3500545	0.9206557	2.04247	1.147157	2.726963
150	-442.736	-610.4714	167.7354	0.02721241	0.7466236	1.488057	1.222569	2.622759
156	-436.0427	-603.3838	167.341	0.158716	1.077723	1.446253	1.327735	2.542108
162	-436.3036	-602.8967	166.5932	0.3306005	1.083939	1.589903	1.118679	2.936595
168	-447.1655	-612.9597	165.7942	0.2986331	1.340664	2.835306	1.028474	2.72698
174	-440.1325	-606.4406	166.3081	0.7351304	0.8813562	2.835306	1.206913	2.305941
180	-437.2442	-604.1437	166.8995	0.1105297	1.1	1.968577	0.9498721	2.773531
186	-443.4087	-610.2757	166.867	0.4093369	1.025288	1.433391	1.034469	2.898269
192	-446.1438	-614.291	168.1472	0.3481722	0.72603	1.153849	1.271917	2.347551
198	-431.9476	-599.4517	167.504	0.4798556	1.884552	1.051808	1.10397	2.140066
204	-451.2011	-618.3607	167.1595	0.9022192	1.269065	1.962928	1.569882	1.573152
210	-441.4553	-608.8355	167.3802	0.1110035	1.048746	1.457027	2.350705	1.898212
216	-446.9726	-615.5932	168.6207	0.3467943	0.9407219	1.375997	1.590464	1.522448
222	-428.2285	-595.6811	167.4526	0.6486482	0.9246863	1.664487	1.10911	2.269225
228	-431.6845	-599.2164	167.5319	0.6486482	0.802619	1.511785	1.966053	1.821849
234	-435.6679	-602.8106	167.1426	1.730357	0.7470611	1.6725	1.346746	1.704835
240	-445.838	-612.8038	166.9658	1.415981	0.8756958	1.593898	1.363361	1.993638
246	-438.3875	-606.1039	167.7163	0.5387114	0.5584766	2.592149	1.065421	1.914599
252	-444.4306	-612.0821	167.6515	0.6525253	0.5334644	1.383164	1.23921	2.450132
258	-444.0412	-610.105	166.0638	0.6525253	1.411576	1.705794	1.372603	2.648965
264	-428.9694	-596.5879	167.6185	0.3760986	0.738087	1.914261	1.61	1.986228
270	-443.4991	-611.7908	168.2916	0.3247227	0.6251894	2.005357	1.233627	1.836344
276	-446.3089	-612.7168	166.4079	0.3139856	0.8247709	2.191327	1.035627	2.949733
282	-429.3542	-597.5409	168.1867	0.08334052	0.7211209	1.476099	1.336544	2.253873
288	-434.478	-602.0436	167.5656	0.2024024	0.8116847	1.193727	1.552378	2.552006
294	-429.3724	-597.4517	168.0793	0.1730881	0.6841225	1.272818	1.498715	2.307915
300	-435.6176	-602.6356	167.018	0.5958525	0.6617518	1.972655	1.224432	2.493065
306	-430.0531	-596.6087	166.5557	0.2766115	0.9329324	2.17898	1.036689	2.82366
312	-432.9047	-601.6815	168.7767	0.01061419	0.7376863	1.143207	1.325953	2.124365
318	-435.1505	-603.1794	168.0289	0.03555032	0.7376863	1.11243	1.112527	2.733928
324	-442.0606	-609.7599	167.6993	0.006849053	1.153917	1.106329	1.183338	2.66163
330	-441.6711	-607.6515	165.9803	0.001009077	1.404292	1.273301	0.8533419	3.641584
336	-455.3421	-621.5274	166.1853	0.003358033	0.6479084	1.527383	0.6958112	3.897955
342	-445.3403	-613.3513	168.011	0.01179773	0.8788016	1.359775	1.405454	2.341021
348	-458.4561	-626.3867	167.9305	0.1235169	0.8723386	1.206631	1.540827	2.333944
354	-439.6869	-607.7236	168.0367	0.0475443	0.7875598	1.267865	1.533603	2.333944
360	-443.8293	-612.381	168.5517	0.08108652	0.7610355	1.318596	1.196457	2.182872
366	-447.5229	-614.4332	166.9103	0.4845442	1.953341	1.318596	1.304997	2.182872
372	-438.0294	-605.978	167.9486	0.1298606	1.585817	1.220404	1.536377	1.855053
378	-445.7048	-614.0024	168.2977	0.1870821	0.6716302	1.361235	2.00697	1.766899
384	-444.8419	-612.8084	167.9664	0.299154	1.110308	1.081318	1.485542	2.160673
390	-443.1685	-610.8708	167.7023	0.2684031	1.27653	1.584375	1.453834	1.947791
396	-436.7346	-604.4417	167.7071	0.3750523	0.8512876	1.559292	1.070164	2.413718
402	-429.302	-596.7375	167.4356	0.3913543	0.7694125	2.090195	1.205513	2.243985
408	-434.9073	-602.1704	167.2631	0.5248838	1.492821	1.373466	0.9599989	2.382499
