Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-1343.375	-1513.387	170.0116	0.7295729	1.099562	0.888397	0.504989	0.495011	0.391026	0.608974	0.7745725
6	-1332.593	-1502.936	170.3432	0.1674902	1.072006	0.888397	0.417422	0.582578	0.412225	0.587775	1.06555
12	-1334.163	-1504.3	170.1371	0.2651772	0.9605131	1.090039	0.478862	0.521138	0.404487	0.595513	1.073239
18	-1331.353	-1500.934	169.5811	0.6001746	1.336815	1.170185	0.478862	0.521138	0.465858	0.534142	0.8071367
24	-1325.898	-1495.806	169.9072	0.3037719	1.196543	0.9416989	0.45901	0.54099	0.503499	0.496501	1.153642
30	-1334.577	-1504.648	170.0717	0.4016676	1.175441	0.7450128	0.59459	0.40541	0.492304	0.507696	1.127031
36	-1336.597	-1506.636	170.039	0.05412822	1.630917	0.7020132	0.616602	0.383398	0.474562	0.525438	1.127031
42	-1333.621	-1504.298	170.6769	0.153797	0.6929808	0.9978897	0.445857	0.554143	0.409132	0.590868	1.002766
48	-1325.987	-1496.355	170.3679	0.4900263	0.87152	0.8485201	0.505076	0.494924	0.378992	0.621008	0.9601688
54	-1334.95	-1505.222	170.2718	0.2485972	1.225642	0.8753678	0.560949	0.439051	0.430601	0.569399	0.9012605
60	-1333.476	-1503.68	170.2042	0.1579166	1.082265	1.171418	0.421162	0.578838	0.514965	0.485035	0.9012605
66	-1338.156	-1508.096	169.9397	0.07991262	1.350894	0.9924385	0.627759	0.372241	0.471415	0.528585	1.173038
72	-1342.823	-1512.758	169.9354	0.2133774	1.426213	0.9150374	0.59147	0.40853	0.544428	0.455572	1.047221
78	-1343.258	-1513.389	170.1311	0.2207655	0.9826335	0.9643929	0.492465	0.507535	0.488061	0.511939	1.193979
84	-1344.853	-1515.036	170.1836	0.7772464	0.8670735	0.7688707	0.492465	0.507535	0.400669	0.599331	0.9296142
90	-1340.666	-1510.381	169.715	0.666681	1.231822	1.151397	0.492465	0.507535	0.495034	0.504966	0.6807135
96	-1344.646	-1514.754	170.1075	0.4132836	1.231822	0.9574231	0.579941	0.420059	0.471445	0.528555	0.789392
102	-1343.775	-1513.458	169.6833	0.07891976	1.665025	1.275902	0.579941	0.420059	0.468522	0.531478	0.8298379
108	-1352.174	-1522.008	169.8336	0.08526428	0.9942246	1.832948	0.557896	0.442104	0.495285	0.504715	0.7222537
114	-1350.059	-1519.734	169.6752	0.5524658	1.103335	1.369977	0.597964	0.402036	0.450149	0.549851	0.8128885
120	-1346.117	-1516.097	169.9803	0.258975	1.102389	1.331311	0.512201	0.487799	0.450408	0.549592	0.8239648
126	-1336.074	-1506.756	170.6819	0.1166979	0.8477615	0.8296759	0.503322	0.496678	0.411676	0.588324	1.04717
132	-1337.324	-1507.26	169.9358	0.3904638	1.10132	1.169722	0.570823	0.429177	0.420035	0.579965	0.9327067
138	-1335.94	-1506.114	170.1746	0.3904638	0.9250552	1.237269	0.590522	0.409478	0.420035	0.579965	0.7839811
144	-1337.636	-1506.607	168.9705	0.7324995	1.381511	1.666396	0.570594	0.429406	0.416163	0.583837	0.7514783
150	-1347.846	-1516.866	169.0197	1.275001	1.405662	1.123522	0.578134	0.421866	0.416314	0.583686	0.6226517
156	-1339.714	-1509.167	169.4529	0.6676896	1.350636	1.228411	0.557284	0.442716	0.416314	0.583686	0.8159225
162	-1335.944	-1506.191	170.247	0.7478799	0.9134055	0.6643114	0.476235	0.523765	0.416314	0.583686	0.9505613
168	-1333.612	-1503.895	170.2829	0.7790664	0.7234387	0.7504613	0.476235	0.523765	0.4586	0.5414	0.9722699
174	-1332.068	-1502.576	170.5077	0.1717921	0.9838769	0.8809842	0.476408	0.523592	0.520136	0.479864	0.9661874
180	-1334.724	-1504.971	170.2476	0.08967568	1.174081	1.167561	0.615236	0.384764	0.406898	0.593102	0.8660592
186	-1337.867	-1508.26	170.3931	0.1526506	1.00458	1.15595	0.401707	0.598293	0.458662	0.541338	0.8038702
192	-1341.475	-1511.194	169.7188	0.445665	1.18193	1.350085	0.483772	0.516228	0.519254	0.480746	0.788656
198	-1343.236	-1513.421	170.1847	0.0236743	1.18193	1.326308	0.572422	0.427578	0.40169	0.59831	0.8006995
204	-1336.214	-1506.957	170.7427	0.05842395	0.7664211	0.8936698	0.412508	0.587492	0.426379	0.573621	1.069217
210	-1339.804	-1509.721	169.9167	0.2427338	1.103236	1.126145	0.528583	0.471417	0.426184	0.573816	1.125902
216	-1328.127	-1496.887	168.7601	2.142168	0.8271528	0.7774796	0.471961	0.528039	0.459105	0.540895	1.006086
222	-1333.278	-1501.394	168.1159	2.142168	1.214826	0.7774796	0.53354	0.46646	0.366815	0.633185	1.268516
228	-1346.34	-1516.991	170.6511	0.224813	0.8491707	0.7774796	0.53354	0.46646	0.499121	0.500879	1.008163
234	-1341.971	-1512.199	170.2283	0.224813	1.104516	0.9132461	0.584478	0.415522	0.386535	0.613465	1.076574
240	-1337.374	-1507.408	170.0342	0.5140747	1.104516	0.7881849	0.43882	0.56118	0.458291	0.541709	1.076574
246	-1349.555	-1519.464	169.9092	0.5633512	1.120884	0.8569115	0.599542	0.400458	0.494187	0.505813	1.076574
252	-1337.523	-1507.52	169.9975	0.05508884	1.279558	1.132054	0.620552	0.379448	0.470482	0.529518	1.076574
258	-1335.883	-1506.701	170.8176	0.05988244	0.9038152	0.8340844	0.500809	0.499191	0.494821	0.505179	0.8867483
264	-1346.012	-1516.827	170.8154	0.03829952	0.6552786	1.007067	0.509934	0.490066	0.678416	0.321584	1.048881
270	-1335.106	-1505.701	170.595	0.03464688	0.879628	0.9972811	0.627284	0.372716	0.464623	0.535377	1.037574
276	-1330.962	-1500.966	170.0036	0.07775639	1.626829	0.8087539	0.550034	0.449966	0.415684	0.584316	1.032966
282	-1329.646	-1499.869	170.2226	0.3479047	1.097083	0.8138309	0.550034	0.449966	0.517251	0.482749	1.032966
288	-1333.184	-1503.001	169.8166	0.8217878	0.903539	1.143128	0.488918	0.511082	0.543473	0.456527	0.8064369
294	-1328.912	-1499.245	170.3333	0.1372773	1.156796	0.7614516	0.402172	0.597828	0.514664	0.485336	1.132756
300	-1330.688	-1501.25	170.5616	0.2363391	0.8442012	0.7400802	0.402172	0.597828	0.514664	0.485336	1.13743
306	-1330.691	-1501.258	170.5674	0.09867028	0.8892426	0.9928754	0.541173	0.458827	0.514664	0.485336	0.9638924
312	-1328.414	-1498.636	170.2219	0.05454405	1.142715	0.9569473	0.541173	0.458827	0.494858	0.505142	1.129213
318	-1340.334	-1511.032	170.6978	0.1016329	0.9007101	0.866647	0.548863	0.451137	0.494858	0.505142	0.9454785
324	-1330.935	-1500.654	169.7191	0.6836465	1.100906	0.9568276	0.569173	0.430827	0.408361	0.591639	1.073017
330	-1326.154	-1496.26	170.1061	0.186991	1.225521	0.953099	0.522129	0.477871	0.439227	0.560773	1.04636
336	-1324.279	-1494.548	170.2694	0.07693072	1.080239	1.001836	0.504541	0.495459	0.476515	0.523485	1.078989
342	-1327.099	-1497.616	170.5164	0.08324692	0.8706107	1.115499	0.487892	0.512108	0.476515	0.523485	0.9211567
348	-1328.78	-1498.933	170.1535	0.1886511	1.142726	0.9836841	0.491891	0.508109	0.436417	0.563583	1.048217
