Iteration	Posterior	Likelihood	Prior	gain_loss_ratio	tree_length
0	-1079.062	-1247.915	168.8533	1.653005	3.017237
6	-1075.002	-1244.64	169.6389	1.80571	2.452505
12	-1085.937	-1255.384	169.4469	2.152234	2.387785
18	-1071.27	-1240.025	168.7548	1.875038	2.957895
24	-1061.203	-1230.495	169.2918	1.414853	2.88673
30	-1070.26	-1239.183	168.9232	1.691059	2.954569
36	-1068.397	-1237.525	169.1277	1.599879	2.881274
42	-1065.422	-1234.133	168.7108	1.486625	3.193808
48	-1062.846	-1231.655	168.8093	1.745056	2.993918
54	-1064.4	-1233.462	169.0619	2.036201	2.68759
60	-1055.715	-1225.013	169.2972	1.863913	2.633431
66	-1065.625	-1235.047	169.4223	2.444838	2.254779
72	-1073.734	-1243.19	169.4562	2.094041	2.41222
78	-1063.56	-1233.181	169.6205	1.799873	2.467255
84	-1074.749	-1244.139	169.3903	1.642006	2.69781
90	-1072.869	-1241.934	169.0646	2.105408	2.650429
96	-1074.059	-1242.88	168.8208	2.095718	2.804612
102	-1087.651	-1256.612	168.9607	1.930001	2.804612
108	-1076.633	-1245.335	168.7027	2.240023	2.804612
114	-1082.483	-1251.759	169.2762	2.240023	2.450347
120	-1061.252	-1230.814	169.5625	1.865465	2.467613
126	-1083.057	-1252.445	169.3886	2.008379	2.499722
132	-1069.779	-1239.049	169.2704	1.685742	2.746966
138	-1063.479	-1232.816	169.3372	1.869661	2.605621
144	-1083.765	-1253.322	169.5566	1.872057	2.46768
150	-1085.47	-1255.415	169.9455	1.720758	2.306218
156	-1071.511	-1240.188	168.6771	1.720758	3.08605
162	-1073.773	-1242.833	169.0599	1.656564	2.890977
168	-1064.288	-1233.328	169.0402	1.957165	2.741911
174	-1067.732	-1236.492	168.7597	2.272399	2.753956
180	-1070.713	-1239.975	169.2611	1.44275	2.889235
186	-1066.828	-1235.714	168.8852	2.016609	2.805684
192	-1058.738	-1227.394	168.6552	2.228293	2.839204
198	-1060.112	-1229.748	169.6367	2.039873	2.326495
204	-1054.188	-1222.806	168.6182	2.639673	2.666613
210	-1060.566	-1229.603	169.0371	1.851507	2.799453
216	-1054.801	-1224.194	169.3923	2.085718	2.456809
222	-1060.339	-1229.482	169.1426	2.104986	2.602427
228	-1068.748	-1238.126	169.3777	2.059432	2.4797
234	-1065.603	-1234.658	169.0551	1.92142	2.751547
240	-1058.593	-1227.864	169.2706	1.92142	2.619113
246	-1048.035	-1216.889	168.854	1.92142	2.873863
252	-1056.226	-1225.027	168.8006	1.983866	2.873863
258	-1078.45	-1247.067	168.6161	2.208211	2.872769
264	-1067.11	-1235.848	168.738	1.760819	3.02824
270	-1077.033	-1246.179	169.1457	2.214103	2.54501
276	-1082.571	-1251.42	168.8486	2.214103	2.728361
282	-1073.639	-1242.035	168.3955	1.589762	3.323416
288	-1064.476	-1233.383	168.9064	1.796971	2.907733
294	-1074.295	-1243.235	168.9397	2.149495	2.704824
300	-1071.476	-1240.846	169.3704	2.149495	2.437449
306	-1073.969	-1242.445	168.4761	2.482472	2.826303
312	-1069.126	-1238.082	168.9558	2.599717	2.475613
318	-1072.866	-1241.879	169.0131	2.122916	2.673204
324	-1074.742	-1243.974	169.2324	2.224756	2.485503
330	-1068.456	-1237.579	169.1227	2.224756	2.553986
336	-1067.598	-1237.104	169.5057	1.699609	2.594496
342	-1066.537	-1235.366	168.8289	1.699609	3.006583
348	-1073.279	-1242.468	169.1895	2.139216	2.555819
354	-1061.446	-1230.264	168.8175	2.215531	2.746664
360	-1062.001	-1230.89	168.8894	2.117846	2.751565
366	-1069.911	-1239.431	169.5199	1.744561	2.560685
372	-1054.925	-1223.951	169.0263	2.162621	2.644972
378	-1066.732	-1235.976	169.2436	1.974793	2.607609
384	-1059.182	-1228.054	168.8722	1.974793	2.83513
390	-1057.805	-1226.528	168.7226	2.153801	2.83513
396	-1064.143	-1233.484	169.3405	2.034326	2.51609
402	-1064.298	-1233.521	169.223	2.192091	2.507977
408	-1063.621	-1232.601	168.9798	1.935747	2.789953
414	-1049.451	-1218.271	168.8199	1.899628	2.905846
420	-1053.601	-1222.946	169.3453	2.032655	2.514004
426	-1053.45	-1222.85	169.4	1.622025	2.703033
432	-1058.658	-1228.006	169.3478	1.730712	2.674692
438	-1055.369	-1224.915	169.5457	1.517339	2.67299
