Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	tree_length
0	-223.0649	-389.7178	166.6529	6.686288	2.332884	0.6283805
6	-208.1277	-375.9995	167.8717	3.927574	2.515496	0.6283805
12	-222.4486	-392.3052	169.8566	1.488433	2.329182	0.68765
18	-225.8044	-394.4215	168.6171	3.173575	2.271152	0.5711693
24	-224.9828	-393.3049	168.3221	4.337349	1.839413	0.5883048
30	-223.1674	-391.0996	167.9322	5.509526	1.612688	0.5808678
36	-216.0795	-384.1207	168.0412	4.720373	1.911154	0.576906
42	-217.1101	-384.9376	167.8275	5.692951	1.588507	0.6781462
48	-214.2722	-381.2459	166.9737	6.109676	2.246219	0.6781462
54	-208.14	-375.165	167.0251	6.109676	2.246219	0.4893711
60	-224.4205	-391.9834	167.5629	2.794018	3.596249	0.4528732
66	-210.6798	-376.8011	166.1213	7.07794	2.720427	0.4490188
72	-205.1855	-373.1643	167.9788	4.088361	2.324987	0.5943636
78	-221.1154	-388.5632	167.4478	5.045242	2.240128	0.7626292
84	-228.4499	-393.3444	164.8945	6.956023	3.972971	0.3854876
90	-206.3848	-372.5482	166.1634	6.510649	2.920794	0.5599019
96	-211.8196	-381.9967	170.1772	1.54406	1.979251	0.6419574
102	-206.2638	-376.0528	169.789	2.516832	1.407634	0.8551426
108	-205.2497	-373.0779	167.8282	5.616297	1.648859	0.6265177
114	-206.2606	-376.826	170.5653	1.808168	1.156407	0.919431
120	-207.4113	-376.6117	169.2003	3.173634	1.494307	0.8893325
126	-212.8876	-381.8611	168.9735	2.985023	2.037167	0.5977655
132	-216.1329	-384.054	167.921	3.651069	2.655979	0.5685737
138	-209.4617	-376.1134	166.6517	8.615966	1.592881	0.4696407
144	-206.2818	-375.3809	169.0991	2.63511	2.177754	0.5460275
150	-208.849	-378.1495	169.3004	2.635865	1.97813	0.5300331
156	-212.4816	-381.7933	169.3117	1.777301	2.573584	0.7483521
162	-204.9724	-373.045	168.0727	3.5552	2.573584	0.507673
168	-221.8897	-388.504	166.6143	6.211176	2.573584	0.6489376
174	-211.7924	-378.6656	166.8732	5.73129	2.573584	0.4664131
180	-211.8244	-379.517	167.6926	3.958026	2.697389	0.5622129
186	-205.0184	-373.8958	168.8775	4.075389	1.178492	0.9637911
192	-210.7822	-380.6574	169.8752	2.03165	1.510694	1.064421
198	-210.5176	-381.051	170.5334	1.775806	1.339367	0.7686879
204	-219.5572	-388.4198	168.8626	3.96852	1.339367	0.8732266
210	-223.6455	-392.0031	168.3576	3.167315	2.495721	0.6720933
216	-223.9444	-390.9088	166.9644	7.312881	1.737451	0.6720933
222	-217.5217	-388.0422	170.5205	1.507007	1.47684	0.9171616
228	-217.6123	-386.7501	169.1378	3.094188	1.47684	1.029806
234	-224.8837	-391.5222	166.6385	6.597325	2.375251	0.6530145
240	-226.0942	-394.1243	168.0302	4.107604	2.25941	0.6031329
246	-239.2055	-405.4795	166.2739	7.433467	2.157684	0.961989
252	-223.1428	-388.5686	165.4258	8.717686	2.772721	0.4295776
258	-215.9397	-381.519	165.5793	5.516434	3.962788	0.4287421
264	-210.7244	-377.1008	166.3765	5.936437	2.931503	0.3660524
270	-216.9293	-385.9385	169.0092	2.693439	2.092141	0.808185
