Iteration	Posterior	Likelihood	Prior	er_morph[1]	er_morph[2]	er_morph[3]	er_morph[4]	er_morph[5]	er_morph[6]	er_morph[7]	er_morph[8]	er_morph[9]	er_morph[10]	er_morph[11]	er_morph[12]	er_morph[13]	er_morph[14]	er_morph[15]	er_morph[16]	er_morph[17]	er_morph[18]	er_morph[19]	er_morph[20]	er_morph[21]	er_morph[22]	er_morph[23]	er_morph[24]	er_morph[25]	er_morph[26]	er_morph[27]	er_morph[28]	er_morph[29]	er_morph[30]	er_morph[31]	er_morph[32]	er_morph[33]	er_morph[34]	er_morph[35]	er_morph[36]	tree_length
0	-200.6627	-466.4072	265.7445	0.567004	0.000727706	0.0133446	0.00223993	0.000261078	0.0020361	0.00448209	0.00917322	0.00582297	0.00348118	0.00895059	0.0200842	0.00196926	0.00149064	0.00154113	0.0125381	0.0109181	0.00383603	0.00421969	0.0391839	0.0305296	0.0101439	0.0193037	0.00873206	0.06981	0.0258878	0.00500087	0.0118144	0.0195889	0.00430398	0.0106928	0.0209199	0.033565	0.00962187	0.00565708	0.00112353	0.3876744
6	-199.2679	-464.9864	265.7185	0.569906	0.000836067	0.0134129	0.0022514	0.000262415	0.00552616	0.00854772	0.00922018	0.00585278	0.00736942	0.00899641	0.0201871	0.00197934	0.00149827	0.00154901	0.0126022	0.010974	0.00495559	0.00424129	0.0393845	0.0306858	0.0101959	0.048041	0.00877675	0.0294591	0.0260203	0.00502647	0.0118749	0.0196892	0.00432601	0.0107476	0.021027	0.0337368	0.00335277	0.00568604	0.00180108	0.3510039
12	-201.2754	-467.0154	265.74	0.575073	0.000843647	0.0135345	0.00227181	0.000264794	0.00557626	0.00862521	0.00930377	0.00590584	0.00743623	0.00907797	0.0203701	0.00115504	0.00151186	0.00156306	0.0127165	0.00841116	0.00500052	0.00427974	0.0397416	0.030964	0.0102883	0.0484765	0.00885632	0.0297262	0.0262562	0.00507204	0.0119825	0.0198677	0.00241167	0.00723731	0.0212176	0.0340426	0.00338316	0.00573759	0.00181741	0.3801317
18	-194.628	-460.3679	265.74	0.555132	0.000814392	0.0130652	0.00253153	0.00043601	0.00538289	0.00832612	0.00898115	0.00570105	0.00717838	0.00876318	0.0196637	0.00381526	0.00145943	0.00150886	0.0122755	0.00811949	0.00482712	0.00413134	0.0383635	0.0422549	0.00993154	0.0467956	0.00854922	0.0286954	0.0178446	0.00489616	0.011567	0.0191788	0.00232805	0.0211947	0.0204819	0.0328622	0.00721684	0.00553863	0.0101886	0.3801317
24	-196.9224	-462.651	265.7286	0.568363	0.000833803	0.0133766	0.00259187	0.000446402	0.0055112	0.00852457	0.00919522	0.00583693	0.00734947	0.00897205	0.0201324	0.0039062	0.00149422	0.00154482	0.0125681	0.00831302	0.00494218	0.00227314	0.0392779	0.043262	0.00232683	0.0479109	0.00875299	0.0293793	0.0182699	0.00501286	0.0118427	0.0196359	0.00238354	0.0216998	0.00693324	0.0336454	0.00738886	0.00567064	0.0104315	0.3636989
30	-196.4093	-462.1833	265.774	0.555245	0.00027769	0.0130679	0.00253205	0.000436099	0.00538399	0.00832782	0.00898299	0.00570221	0.00717984	0.0140655	0.00535017	0.00381604	0.00139164	0.00150917	0.0161931	0.00812115	0.00482811	0.00222067	0.0383713	0.0422635	0.00227312	0.0468051	0.00855096	0.0287012	0.0178482	0.00489716	0.0115694	0.0191827	0.00232852	0.021199	0.00334418	0.0328689	0.00721832	0.0377565	0.0101907	0.4873368
36	-199.927	-465.6668	265.7397	0.559798	0.000450291	0.013175	0.00255281	0.000439675	0.00542814	0.0083961	0.00905664	0.00574896	0.00723871	0.0141808	0.00539404	0.00384733	0.00401978	0.00152154	0.00324184	0.00818774	0.00486769	0.00223888	0.0386859	0.0426101	0.00229176	0.0471889	0.00862108	0.0289366	0.0179946	0.00493731	0.0132272	0.01934	0.00234761	0.0213728	0.0033716	0.0331384	0.00781202	0.0380661	0.0102743	0.3798008
42	-210.6475	-476.4123	265.7648	0.571668	0.000459839	0.0134544	0.00260694	0.000448998	0.00554324	0.00857414	0.00924869	0.00587087	0.00739221	0.00568637	0.00550842	0.00392891	0.00410502	0.0015538	0.00331058	0.00836136	0.00197639	0.00228636	0.0395063	0.0435136	0.00234036	0.0481895	0.00880389	0.0295502	0.0183761	0.00504201	0.0135077	0.0197501	0.00239739	0.0159812	0.00344309	0.0338411	0.00440739	0.0388733	0.0104921	0.5722191
48	-206.1318	-471.9032	265.7714	0.564474	0.000454052	0.0132851	0.01341	0.000781065	0.00547348	0.00846623	0.00913229	0.00579698	0.00286267	0.00335996	0.0116887	0.00387947	0.00405336	0.00153425	0.00326891	0.0102103	0.00195152	0.00225758	0.0390091	0.042966	0.0023109	0.047583	0.00869309	0.0291783	0.0181449	0.00497855	0.0133377	0.0195015	0.00236722	0.01578	0.00339976	0.0334152	0.00425131	0.038384	0.0103601	0.5390713
54	-204.1193	-469.8833	265.764	0.559984	0.000607218	0.0131794	0.0138073	0.000774852	0.00542994	0.00839889	0.00905964	0.00575087	0.0028399	0.00333323	0.0114108	0.00384861	0.00402112	0.00152204	0.00603032	0.00566795	0.00193599	0.00223962	0.0386988	0.0426242	0.00229252	0.0472045	0.00862394	0.0083254	0.0258751	0.00493895	0.0132316	0.0193464	0.00234839	0.0329183	0.00556573	0.0331494	0.00665915	0.0380787	0.0102777	0.4317445
60	-207.5301	-473.3036	265.7735	0.605195	0.000224602	0.0144968	0.00823839	0.000737161	0.0122261	0.00987674	0.0237313	0.00561176	0.00306213	0.0183734	0.00926017	0.00570363	0.0114842	0.00429467	0.0100474	0.0112983	0.0157621	0.00347035	0.0155034	0.02372	0.0129392	0.0168958	0.0265896	0.00653818	0.0178782	0.00486102	0.0118839	0.00728216	0.00670572	0.0313906	0.00687858	0.0152673	0.00639734	0.0121337	0.00404128	0.5207028
66	-207.0065	-472.7461	265.7396	0.599298	0.000387421	0.0143555	0.00815811	0.000729978	0.012107	0.0108697	0.0235001	0.00278585	0.0030323	0.0181944	0.00916994	0.00564806	0.0113723	0.00426333	0.00994947	0.0111882	0.0156086	0.00285871	0.0153524	0.0234889	0.0128131	0.0118361	0.0263306	0.00647448	0.017704	0.00481365	0.0117681	0.0072112	0.00664038	0.0310847	0.00681156	0.0151185	0.00633501	0.0120155	0.0207251	0.3795936
