Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-711.5994	-879.9881	168.3887	0.9244913	0.9171163	1.140724	1.455357	0.263262	0.736738	0.60958	0.39042	0.9115373
6	-726.2209	-894.0438	167.823	1.646425	0.9950308	0.9699324	1.29123	0.506368	0.493632	0.537677	0.462323	0.8561296
12	-714.7759	-883.4317	168.6558	0.6222076	0.9378972	0.9409889	1.58921	0.398514	0.601486	0.537677	0.462323	0.8565313
18	-709.3311	-877.7651	168.434	0.2639836	1.154513	1.132709	1.211234	0.325659	0.674341	0.575958	0.424042	1.405876
24	-718.4012	-887.119	168.7178	0.3978965	0.8142439	1.259083	1.342001	0.345141	0.654859	0.5917	0.4083	1.12077
30	-723.1062	-891.9262	168.82	0.8914283	1.000158	0.6580148	1.259638	0.285921	0.714079	0.562853	0.437147	1.05758
36	-726.5378	-894.4216	167.8838	0.9120488	1.170795	1.436844	1.259638	0.384808	0.615192	0.456701	0.543299	0.9669686
42	-713.3162	-881.4067	168.0904	0.2343467	1.539552	1.050106	1.342385	0.421102	0.578898	0.505845	0.494155	1.318957
48	-712.6844	-880.4901	167.8057	0.2210375	2.036718	1.038198	1.342385	0.435444	0.564556	0.623376	0.376624	1.234576
54	-708.0478	-875.8793	167.8315	0.9081631	1.356268	0.9154086	1.579365	0.333961	0.666039	0.613401	0.386599	1.085856
60	-710.1261	-879.1517	169.0257	0.5891832	0.5144072	1.11565	1.52322	0.298588	0.701412	0.63995	0.36005	0.9050683
66	-719.3472	-887.0094	167.6621	0.6537934	1.430592	1.283002	1.643588	0.35817	0.64183	0.638344	0.361656	1.009977
72	-733.0175	-901.1579	168.1405	0.05019281	1.34606	1.160465	0.8164804	0.425848	0.574152	0.470851	0.529149	1.856762
78	-724.7461	-893.7434	168.9973	0.1535006	0.9842894	0.7048657	0.8144144	0.337096	0.662904	0.611667	0.388333	1.799172
84	-727.917	-894.1575	166.2405	2.259357	1.226899	0.8017784	1.038232	0.316576	0.683424	0.647207	0.352793	1.888259
90	-723.3475	-892.3968	169.0493	0.478128	0.9622095	0.8017784	0.7942135	0.299422	0.700578	0.707681	0.292319	1.567356
96	-733.6189	-901.7593	168.1405	0.478128	1.359373	1.003301	0.8209592	0.405055	0.594945	0.515712	0.484288	1.659204
102	-729.5902	-898.7019	169.1117	0.2137475	0.9974888	0.8538912	0.7513954	0.2786	0.7214	0.518071	0.481929	1.629839
108	-727.2494	-893.8049	166.5554	2.20036	1.209459	0.8103289	1.043848	0.498389	0.501611	0.518071	0.481929	1.629839
114	-731.6704	-900.3821	168.7116	0.6231612	1.050544	0.8425166	1.444117	0.283648	0.716352	0.601232	0.398768	1.04125
120	-743.7279	-910.0602	166.3323	1.827379	2.091911	0.763947	1.410971	0.48644	0.51356	0.506345	0.493655	1.221216
126	-717.2491	-885.6102	168.3611	0.5468361	1.562256	1.027248	0.9333809	0.329066	0.670934	0.547112	0.452888	1.221216
132	-737.4238	-906.7413	169.3174	0.07269453	0.6493167	1.114634	1.273667	0.286759	0.713241	0.547895	0.452105	1.232198
138	-724.2743	-893.0359	168.7616	0.02288539	0.9945943	1.591229	1.302087	0.259364	0.740636	0.573062	0.426938	1.076451
144	-710.3801	-879.8843	169.5042	0.06690414	0.7246286	1.017088	1.217722	0.342853	0.657147	0.537932	0.462068	1.104379
150	-711.5104	-880.1534	168.643	0.05668447	1.16677	1.395018	0.8827599	0.416913	0.583087	0.537932	0.462068	1.405223
156	-713.258	-882.9752	169.7171	0.02600793	0.549636	0.9564974	1.038227	0.288667	0.711333	0.537932	0.462068	1.328577
162	-711.6675	-881.0066	169.3391	0.109776	1.042664	0.9492846	0.8612951	0.344939	0.655061	0.616043	0.383957	1.323178
168	-715.0292	-884.0255	168.9963	0.1016584	0.7135583	1.453914	0.7512412	0.344939	0.655061	0.66924	0.33076	1.569825
174	-712.0176	-881.1106	169.093	0.03958568	1.34077	0.7054283	1.138	0.297933	0.702067	0.517131	0.482869	1.31909
180	-713.8493	-883.2149	169.3656	0.01356516	0.6972321	1.024101	1.138	0.434494	0.565506	0.56283	0.43717	1.31909
186	-712.6236	-881.922	169.2983	0.0870103	0.8207297	0.904567	1.144699	0.231798	0.768202	0.510382	0.489618	1.430801
192	-724.7253	-892.9326	168.2073	1.049947	0.9723808	1.214512	0.7099723	0.271718	0.728282	0.754462	0.245538	1.581138
198	-709.8522	-878.8252	168.973	0.08366893	0.8712302	1.386283	1.165642	0.271718	0.728282	0.589156	0.410844	1.226933
204	-718.914	-887.6595	168.7455	0.1132177	0.8935058	1.05315	1.132827	0.305084	0.694916	0.551626	0.448374	1.60695
210	-727.8844	-896.5227	168.6384	0.3322992	0.7261915	1.088399	0.8884673	0.201697	0.798303	0.625087	0.374913	1.903877
216	-715.1666	-884.2237	169.057	0.206259	1.107974	0.6461434	0.8073146	0.357814	0.642186	0.556426	0.443574	1.651839
222	-726.6637	-895.1908	168.5272	0.1670045	0.7929207	1.428113	1.533961	0.2533	0.7467	0.536931	0.463069	1.260577
228	-721.3366	-889.3617	168.0251	1.142151	1.196317	1.311145	1.07116	0.255236	0.744764	0.527401	0.472599	0.9873178
234	-712.2784	-880.927	168.6486	0.6493825	0.8302092	1.171267	1.113519	0.323147	0.676853	0.52915	0.47085	1.223668
240	-715.7133	-884.3033	168.59	0.4365467	1.288162	1.061257	0.740864	0.297752	0.702248	0.524916	0.475084	1.479207
246	-721.2758	-890.3727	169.097	0.1179483	0.9115681	0.9677661	1.325624	0.238244	0.761756	0.524916	0.475084	1.295088
252	-720.4809	-890.0127	169.5318	0.555308	0.6361218	0.7699797	1.060521	0.240586	0.759414	0.518271	0.481729	1.165036
258	-714.7348	-883.3377	168.603	0.5171083	1.258214	1.198792	1.048906	0.278848	0.721152	0.730516	0.269484	1.18111
264	-714.2665	-882.1509	167.8844	0.9937979	1.156848	1.25537	1.048906	0.427198	0.572802	0.571763	0.428237	1.248204
270	-711.0162	-879.5019	168.4857	0.4517241	1.688508	0.6469274	1.089406	0.377377	0.622623	0.504436	0.495564	1.24773
276	-706.395	-874.5259	168.1309	0.448879	1.688508	0.9415847	1.193815	0.454168	0.545832	0.662646	0.337354	1.24773
282	-715.8293	-884.2292	168.3999	0.236449	0.9323138	1.208153	1.193815	0.392768	0.607232	0.547533	0.452467	1.540411
288	-714.9577	-883.6123	168.6545	0.05438175	0.879871	1.415028	1.048708	0.287881	0.712119	0.547533	0.452467	1.540411
294	-718.1143	-886.2372	168.1228	0.2309361	1.196069	1.586215	0.8535606	0.406194	0.593806	0.57299	0.42701	1.540411
300	-728.364	-896.2589	167.8949	0.9280923	1.167185	0.8658885	0.9605714	0.332962	0.667038	0.450122	0.549878	1.677679
306	-721.5475	-887.7321	166.1847	1.936219	1.551993	1.283747	1.209796	0.495138	0.504862	0.703484	0.296516	1.453509
312	-728.7494	-895.7201	166.9707	1.224304	2.542928	0.786063	1.090135	0.33396	0.66604	0.501107	0.498893	1.190324
318	-730.8421	-898.6629	167.8208	0.8144056	1.971452	0.8363427	1.143184	0.353683	0.646317	0.47009	0.52991	1.106674
324	-719.43	-886.0267	166.5968	2.346551	0.8456586	0.8599733	1.117572	0.270198	0.729802	0.502448	0.497552	1.750488
330	-713.4079	-880.1672	166.7593	2.346551	0.7219835	0.9399187	0.9482393	0.288665	0.711335	0.541456	0.458544	1.77123
336	-722.1364	-889.3182	167.1818	2.346551	0.5966051	1.069731	1.222208	0.213036	0.786964	0.541456	0.458544	1.315151
342	-716.0746	-885.0969	169.0223	0.2751994	1.081955	0.8567513	0.9873256	0.213036	0.786964	0.496546	0.503454	1.478521
348	-708.7792	-877.6481	168.8689	0.1620219	1.057403	0.9384164	1.528141	0.329593	0.670407	0.541985	0.458015	1.096284
354	-704.028	-872.436	168.408	0.6560635	0.7278649	1.23128	1.186053	0.368425	0.631575	0.541985	0.458015	1.363587
360	-716.0306	-883.872	167.8414	0.4369	1.021616	1.356097	1.247735	0.366851	0.633149	0.563729	0.436271	1.604745
366	-704.9827	-873.5426	168.5599	0.2344121	1.055586	1.204547	0.853477	0.338936	0.661064	0.610244	0.389756	1.62401
372	-714.6065	-882.6219	168.0154	0.3693334	1.187468	1.726989	0.660024	0.331146	0.668854	0.637508	0.362492	1.62401
378	-717.2078	-885.2427	168.0349	0.51875	1.187468	1.065675	1.343567	0.331146	0.668854	0.535203	0.464797	1.431155
384	-718.7667	-886.306	167.5393	1.78716	1.155485	1.141355	0.9704437	0.399139	0.600861	0.617349	0.382651	1.045532
390	-718.0245	-886.0838	168.0593	0.9992592	1.22603	0.951688	0.6666011	0.350395	0.649605	0.617349	0.382651	1.624675
396	-711.9606	-880.5428	168.5822	0.4729826	1.007701	1.246523	1.134239	0.350395	0.649605	0.617349	0.382651	1.205133
402	-708.5179	-876.2858	167.7679	0.5755963	1.286872	1.495344	1.065616	0.450639	0.549361	0.597386	0.402614	1.380115
408	-720.3297	-888.2482	167.9185	0.3669987	1.780866	0.8454402	1.281089	0.454672	0.545328	0.493467	0.506533	1.380115
414	-724.9213	-892.368	167.4468	1.842311	1.08748	0.8223491	1.01249	0.312843	0.687157	0.663419	0.336581	1.435686
420	-725.2729	-893.0129	167.74	0.8009252	1.08748	0.9231533	1.069758	0.45494	0.54506	0.388276	0.611724	1.790597
426	-727.4471	-896.2185	168.7714	0.5390281	0.6859983	0.9231533	1.431659	0.187835	0.812165	0.494139	0.505861	1.411113
432	-711.783	-880.1499	168.3669	0.765377	1.144295	1.075039	1.00872	0.36153	0.63847	0.490919	0.509081	1.24467
438	-728.872	-897.445	168.573	0.502089	0.6947845	1.09135	0.9044146	0.349495	0.650505	0.48556	0.51444	1.697059
444	-737.1339	-905.7526	168.6186	0.4142482	0.5611464	1.09135	1.321745	0.349495	0.650505	0.476356	0.523644	1.506973
450	-718.0497	-886.7088	168.6591	0.1869811	0.9784352	1.056203	1.700432	0.371882	0.628118	0.641595	0.358405	1.081737
456	-711.5899	-879.3415	167.7516	0.1436612	1.483512	1.523933	1.956223	0.354793	0.645207	0.681322	0.318678	0.8602716
462	-716.8466	-884.5505	167.7039	0.395815	2.114155	0.8542563	1.605892	0.354793	0.645207	0.598031	0.401969	1.062604
468	-715.5017	-882.1881	166.6864	1.329569	2.534797	0.8466802	1.58467	0.407799	0.592201	0.428609	0.571391	0.7781364
474	-725.0462	-893.1304	168.0842	0.6920305	1.981011	0.6052523	1.154581	0.53299	0.46701	0.462268	0.537732	1.116949
480	-728.3162	-896.8407	168.5245	0.5641492	1.186808	0.9593398	1.014926	0.263515	0.736485	0.559053	0.440947	1.40894
