Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-752.5286	-921.5812	169.0526	1.497408	1.390392	1.426407	1.136678
6	-759.5653	-930.0168	170.4515	0.9855097	0.8489794	0.8730565	1.29679
12	-747.8358	-917.5445	169.7087	1.100142	0.9267539	0.9213423	1.67668
18	-744.7918	-914.919	170.1272	0.9552183	0.9185863	0.9751719	1.441351
24	-750.6245	-920.3546	169.7301	0.9552183	0.9616434	0.910814	1.74668
30	-751.5201	-921.113	169.5929	1.346608	0.9616434	0.910814	1.56795
36	-756.8347	-926.4864	169.6517	1.59595	0.6670492	1.354901	1.21306
42	-747.7554	-917.0057	169.2502	1.712281	1.081667	1.284606	1.180029
48	-754.8541	-924.0332	169.1791	1.249359	1.133737	1.51812	1.362278
54	-746.1847	-915.7396	169.5549	1.438024	0.9234831	1.091629	1.423652
60	-736.2858	-906.3566	170.0708	0.8290755	0.7381124	1.193635	1.546053
66	-736.2602	-906.4071	170.1469	0.9028633	0.9509069	0.9607856	1.452519
72	-744.38	-913.6038	169.2238	1.201694	1.483787	1.056571	1.458803
78	-752.6508	-922.5027	169.8519	0.8554492	1.032311	1.387895	1.322309
84	-741.1215	-910.0591	168.9376	1.52974	1.317974	1.034704	1.571829
90	-743.6543	-913.4205	169.7662	0.7963223	1.098062	0.9670497	1.696236
96	-743.8081	-913.237	169.4289	1.576355	0.9398236	1.225875	1.302024
102	-745.0852	-914.8138	169.7285	0.8599513	1.024825	1.935259	0.9425677
108	-747.7152	-917.6532	169.938	0.8354154	0.7912374	2.017828	0.9029704
114	-756.1371	-924.8934	168.7563	1.400431	1.345715	1.75848	1.22252
120	-746.6297	-914.7303	168.1006	2.452612	1.30146	1.493082	1.270803
126	-736.7921	-906.8959	170.1038	1.029378	0.7273282	1.326	1.270803
132	-741.79	-911.0064	169.2164	1.592824	0.8403444	1.584079	1.250873
138	-741.8186	-912.0739	170.2553	0.7691361	0.8720042	1.175234	1.364695
144	-742.3462	-912.4842	170.138	1.21719	0.6388369	1.068841	1.364695
150	-743.1212	-912.4605	169.3393	1.091395	1.294703	1.40961	1.319394
156	-741.8835	-911.9527	170.0691	0.8313783	1.086668	1.352308	1.143589
162	-753.1814	-922.476	169.2946	1.00429	1.711562	1.181517	1.29476
168	-751.2599	-921.2507	169.9908	0.8767894	0.8350147	0.7769884	1.800187
174	-752.7276	-922.7519	170.0244	0.8014602	0.9116272	1.226165	1.449625
180	-752.0753	-921.7184	169.6431	0.8773087	1.170016	1.03155	1.630227
186	-749.9335	-919.7302	169.7967	1.439187	0.7693717	1.405406	1.085312
192	-760.1176	-929.3903	169.2726	1.035224	1.156935	1.095614	1.745223
198	-742.2187	-911.9067	169.688	0.7331113	1.459863	0.8490612	1.62805
204	-742.5605	-912.7117	170.1512	0.7327932	0.8287421	1.01032	1.625151
210	-749.6609	-918.815	169.1541	1.280317	1.554815	1.251866	1.245117
216	-739.0201	-909.3208	170.3007	0.8620217	0.8707401	1.098874	1.318178
222	-737.8503	-907.1554	169.3051	0.8696823	1.474013	1.098874	1.618889
228	-734.9873	-905.0546	170.0673	0.8696823	1.040963	1.179328	1.298417
234	-736.7296	-906.6957	169.9661	0.8424177	1.040963	0.9760774	1.553883
240	-739.9257	-909.6914	169.7657	0.8824712	1.040963	0.6619207	1.889075
246	-741.0468	-910.817	169.7701	0.8824712	0.9459536	1.06078	1.674673
252	-742.5417	-912.528	169.9863	0.8991048	0.7478814	0.6812398	1.911342
258	-758.3028	-928.1054	169.8026	0.6451296	1.400322	0.8450104	1.646705
264	-761.5573	-931.6958	170.1385	0.7686635	0.9437617	0.8450104	1.646705
270	-757.9769	-928.1083	170.1314	0.9668797	0.5940177	1.230071	1.466585
276	-744.4033	-914.0116	169.6083	0.8331108	1.324626	0.9412448	1.642783
282	-747.9003	-917.2927	169.3925	1.150294	1.712628	0.9409099	1.291709
288	-743.9193	-914.2077	170.2883	0.8435901	1.010197	1.057873	1.263082
294	-752.8275	-922.384	169.5566	0.5979949	1.693714	1.036257	1.516654
300	-745.6837	-915.4022	169.7185	1.259896	0.7779471	1.165091	1.482795
306	-753.7134	-923.1035	169.3901	1.404125	1.210282	1.084494	1.360178
312	-763.2643	-933.6709	170.4066	0.4965207	0.7990325	1.296598	1.385092
318	-761.0438	-930.2118	169.168	1.105223	1.226425	1.293731	1.579375
324	-769.8658	-939.4181	169.5524	1.105223	0.7528826	1.252698	1.669767
330	-767.8695	-937.5028	169.6333	0.6657665	1.020274	0.5131337	2.22535
336	-752.6303	-922.9992	170.3689	0.6686818	0.7719788	0.8211237	1.686349
342	-745.5368	-915.8289	170.2922	0.7958015	0.653948	1.019681	1.591546
348	-756.2441	-925.7751	169.531	1.35201	1.139563	0.9415901	1.454681
354	-752.1499	-921.974	169.8242	1.039965	1.139563	1.329888	1.14999
360	-760.7071	-930.3201	169.613	1.284412	1.206813	0.9469045	1.386475
366	-747.7768	-917.3501	169.5733	1.039175	1.183645	1.203215	1.424278
372	-749.171	-919.0701	169.8991	1.237673	0.6881255	1.106875	1.470527
378	-749.6165	-919.0481	169.4316	1.231314	0.7402803	1.237052	1.686652
384	-743.385	-913.2137	169.8288	0.9187512	0.8111579	1.082626	1.686652
390	-755.0706	-924.5947	169.5241	0.846733	1.043181	0.907063	1.909152
396	-757.6643	-928.1197	170.4554	0.8261924	0.6070138	0.907063	1.562169
402	-751.6164	-921.4474	169.831	0.807273	1.031713	1.096725	1.596477
408	-748.5864	-918.5351	169.9487	1.029759	1.031713	1.096725	1.339373
414	-755.8963	-925.4171	169.5208	1.116719	0.883537	1.347344	1.522705
420	-760.8889	-930.1479	169.259	0.9123837	1.306106	1.12295	1.718992
426	-746.4411	-916.0897	169.6485	0.9167921	1.199896	1.12295	1.508723
432	-761.8044	-931.7285	169.9241	0.9944418	0.7551389	1.554301	1.237573
438	-755.3212	-925.1673	169.8461	0.8696383	1.000812	1.226879	1.466051
444	-753.9646	-923.9818	170.0173	0.8813487	1.000812	0.9126079	1.564203
