Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-668.7959	-838.9402	170.1443	0.6513743	1.312393	1.3787	0.99839
6	-662.3188	-832.594	170.2752	0.4843041	1.701401	0.9849258	1.022582
12	-664.3685	-834.5576	170.1891	0.9434212	0.8408441	1.132846	1.339233
18	-661.0541	-831.7299	170.6758	0.4236882	1.160929	0.9524388	1.180277
24	-662.5087	-832.5657	170.0571	0.564718	1.626795	1.053884	1.172292
30	-664.2518	-835.3358	171.084	0.4792842	0.6957731	1.046669	1.118202
36	-658.8457	-829.103	170.2573	0.3682549	1.313687	1.467029	0.9580667
42	-665.8938	-836.4865	170.5927	0.5463992	0.9148279	1.02941	1.332597
48	-665.6615	-836.8433	171.1818	0.4360016	0.8524023	1.202621	0.6719343
54	-663.0917	-833.2419	170.1502	0.6932158	1.166499	1.21669	1.235837
60	-669.5343	-839.5583	170.024	0.6932158	1.641166	1.21669	0.9314201
66	-662.3527	-833.2912	170.9385	0.5335414	0.7791172	1.21669	0.9875136
72	-667.715	-837.6009	169.8859	0.660001	2.048244	0.9813435	0.9811454
78	-658.2622	-829.1509	170.8887	0.7229647	0.7562708	1.159214	0.9565906
84	-662.6366	-833.0477	170.4111	0.7477296	0.8392856	1.517721	0.9725105
90	-660.4728	-831.4104	170.9377	0.3482246	0.8038235	1.293098	0.9545994
96	-659.1798	-829.4766	170.2968	0.8887888	1.34847	0.8839454	1.07712
102	-666.7358	-836.6733	169.9376	0.8379557	1.727278	0.8904604	1.123563
108	-655.6685	-826.3169	170.6484	0.8624822	0.8252248	0.9438728	1.194916
114	-660.8763	-831.5665	170.6902	0.4285646	1.115672	0.9438728	1.212415
120	-675.745	-846.3648	170.6198	0.5639663	1.034689	1.309752	0.9357384
126	-674.879	-845.2854	170.4064	0.4222744	1.319373	1.515546	0.6814296
132	-667.3213	-837.8766	170.5553	0.3386675	0.6176204	2.04956	0.6897246
138	-665.7711	-836.4352	170.6641	0.3869229	1.166549	1.366784	0.7613222
144	-660.5443	-831.1599	170.6156	0.3869229	0.8070362	1.580129	0.9876874
150	-667.8939	-837.9182	170.0243	0.4632445	1.160247	1.954507	0.8068823
156	-662.2886	-832.3364	170.0479	0.4209942	1.160247	1.948438	0.8068823
162	-657.6396	-828.2598	170.6202	0.5459747	1.160247	1.268972	0.8549506
168	-666.5703	-837.3456	170.7754	0.6218599	0.7650065	1.415293	0.8904591
174	-666.0209	-836.3827	170.3618	1.070046	0.7038995	1.360426	0.9905965
180	-665.3896	-835.4988	170.1091	0.5947164	1.469132	0.9397351	1.326545
186	-664.4109	-834.6642	170.2533	0.4767761	1.498668	0.5773129	1.535973
192	-671.5183	-841.4518	169.9335	0.9514051	0.944969	0.7583157	1.72527
198	-669.214	-839.8136	170.5995	0.453807	1.045766	0.8252088	1.428909
204	-666.6788	-837.9175	171.2387	0.763599	0.5219712	0.7993028	1.120808
210	-663.8479	-834.7089	170.861	0.5379187	0.8061121	1.042246	1.193607
216	-666.5755	-837.0129	170.4373	1.248553	0.8061121	0.914532	1.083896
222	-663.0675	-833.363	170.2955	0.7999206	1.038061	0.8414528	1.441072
228	-657.9775	-828.2108	170.2333	0.9767539	1.038061	0.8624062	1.336429
234	-667.1546	-838.0788	170.9243	0.6013034	0.9165707	1.021932	1.009787
240	-672.3169	-843.1663	170.8494	0.4908512	0.9741513	1.085037	1.042379
246	-668.8865	-839.7136	170.8271	0.6375252	0.9741513	0.929662	1.106027
252	-670.7244	-841.3382	170.6138	0.8091355	0.9218564	1.29165	0.8412585
258	-668.6696	-839.4721	170.8024	0.8091355	0.7016153	1.335889	0.816891
264	-651.6613	-822.2832	170.6219	0.5785842	1.098547	1.246274	0.9210387
270	-661.8546	-832.5028	170.6482	0.5669296	0.8771725	1.328388	1.044786
276	-667.4227	-837.5972	170.1746	0.9611807	1.416254	0.9939801	0.9540005
282	-671.8171	-841.6357	169.8186	0.8605283	1.080839	1.566599	1.15539
288	-663.4136	-833.9296	170.516	0.4008226	1.080839	1.484525	0.9034205
294	-659.1628	-829.8222	170.6594	0.7975146	0.8925639	0.8855163	1.232828
300	-667.4188	-837.7702	170.3515	0.7325509	1.16869	1.227662	1.009009
306	-665.8186	-836.6604	170.8418	0.7325509	0.8953019	1.174553	0.8275202
312	-661.806	-832.3764	170.5705	0.6384435	0.8211084	1.38801	1.058982
318	-658.32	-828.9563	170.6363	0.7554641	1.030364	1.183086	0.8764552
324	-657.0516	-828.147	171.0954	0.3871967	0.7183149	1.14971	1.02284
330	-658.747	-829.0216	170.2746	0.9206018	0.6836863	1.14971	1.394436
336	-653.4852	-823.9686	170.4834	0.5624007	1.009315	1.094305	1.282578
342	-651.0123	-821.3918	170.3795	0.7670798	1.009315	1.123114	1.194699
348	-657.3439	-827.6836	170.3397	0.6143489	1.237895	1.074521	1.194699
354	-666.8461	-837.422	170.5759	0.8612443	0.9319298	1.007304	1.110703
360	-667.7015	-838.1115	170.41	0.6505534	1.229051	1.007304	1.172752
366	-660.1989	-830.4392	170.2404	1.325424	0.7584115	0.9412793	1.209374
372	-666.8472	-837.5364	170.6892	0.4071548	1.268112	0.9412793	1.088312
378	-671.8564	-841.9117	170.0553	0.7131186	0.958655	1.304553	1.393995
384	-662.993	-833.1155	170.1225	0.7131186	0.9441916	1.691253	1.016232
390	-665.3821	-836.5111	171.129	0.327752	0.7412436	1.267911	0.8276262
396	-668.3043	-838.8847	170.5804	0.64091	1.381199	0.8841528	0.9996719
402	-658.0369	-828.9753	170.9384	0.6505566	0.7254349	0.7244364	1.379676
408	-663.8416	-834.6335	170.7919	0.7098133	0.9583574	0.9878315	1.038549
414	-661.0214	-832.0513	171.0299	0.3912197	0.9594328	1.043075	0.9581604
420	-657.3761	-828.2461	170.87	0.6015997	0.893122	0.8149197	1.264346
426	-661.5593	-832.2264	170.6671	0.4845617	1.081314	1.159731	1.04634
432	-661.0955	-831.6881	170.5927	0.5227705	0.9074392	1.32309	1.103326
438	-663.1183	-833.4651	170.3468	0.7211483	0.9074392	1.404187	1.103326
444	-658.2095	-827.9726	169.7631	1.055958	1.069343	1.312335	1.2632
450	-665.3548	-835.9596	170.6048	0.5593826	0.9785801	1.029479	1.2632
456	-665.7458	-836.0837	170.3379	0.8987181	0.93379	1.029479	1.263616
462	-668.7635	-839.1658	170.4023	0.6808899	1.265094	1.089442	1.048222
468	-664.4965	-835.1368	170.6403	0.6005217	1.002755	0.774627	1.393843
474	-673.8206	-844.0493	170.2287	0.7623584	1.324327	0.7734855	1.354384
480	-664.4433	-834.4313	169.9879	0.7218957	1.260805	1.361267	1.148359
486	-673.5173	-843.6136	170.0964	0.7218957	1.255268	1.626592	0.7534968
492	-662.6883	-833.5456	170.8573	0.5565781	0.7621074	1.401015	0.8757171
498	-659.0692	-829.8235	170.7543	0.5511517	1.137865	1.223265	0.7631367
504	-662.8879	-833.31	170.4222	0.4496803	0.9554437	1.815824	0.7379853
510	-668.5086	-838.5039	169.9953	1.094837	1.097425	1.100419	1.189688
516	-674.1344	-844.4414	170.307	0.9293479	0.759437	0.9810949	1.438374
522	-666.7174	-837.4238	170.7064	0.5654317	0.876343	0.9697531	1.308544
528	-670.2588	-841.2663	171.0075	0.6727024	0.73378	0.9697531	1.091712
534	-670.0511	-840.351	170.2999	0.6727024	1.239443	1.159779	1.108422
540	-665.8621	-836.6613	170.7992	0.440562	1.040167	1.159779	0.9777258
546	-671.1135	-841.3184	170.2049	0.7061339	1.301884	1.102141	1.163173
552	-675.1136	-845.7377	170.6242	0.812905	0.7460245	0.8094615	1.424781
558	-671.2812	-841.8946	170.6134	0.6358125	0.970501	1.117191	1.134351
564	-656.8413	-827.477	170.6357	0.5519209	0.9889686	1.162104	1.117881
570	-656.6259	-827.687	171.0612	0.4231678	0.73724	1.056478	1.117881
576	-675.8098	-846.2219	170.4121	0.3133913	1.585295	1.195002	0.7773461
582	-669.7823	-839.6352	169.853	0.667978	1.621096	1.409334	0.9522188
588	-655.1722	-825.8442	170.672	0.6624141	0.9159641	1.345676	0.8787392
594	-657.2482	-827.412	170.1638	0.3624906	1.407357	1.466696	0.9619405
600	-654.7177	-824.4085	169.6909	0.6656165	2.098729	1.266766	0.826882
606	-657.7446	-828.2531	170.5085	0.6590873	0.9045191	1.266766	1.135092
612	-656.617	-827.0614	170.4444	0.729249	0.9044855	1.266766	1.135092
618	-659.8355	-830.5921	170.7565	0.9973182	0.7852209	0.5932651	1.317157
624	-663.9549	-834.2473	170.2924	0.9379108	0.8780442	0.8181122	1.478944
630	-665.1631	-835.2435	170.0804	0.7602727	1.310331	0.7191706	1.521711
636	-669.8163	-840.292	170.4757	0.9737678	0.889837	0.8000447	1.313117
642	-668.3314	-838.591	170.2597	0.4635141	1.517895	0.959297	1.221855
648	-684.2636	-854.6249	170.3613	0.7427617	1.066034	1.075918	1.221855
654	-686.6583	-857.4777	170.8193	0.7495023	0.9031496	1.034175	0.9832071
660	-677.3947	-847.8017	170.4071	0.4646287	0.9535224	1.385503	1.20203
666	-662.1721	-832.9581	170.786	0.4347909	0.9535224	1.354835	0.8767835
672	-666.5752	-837.1966	170.6214	0.4258926	1.105477	1.354835	0.8952512
678	-659.1468	-829.7965	170.6497	0.6488307	0.8129938	1.484916	0.8749028
684	-675.3842	-845.367	169.9827	1.229674	0.9988637	1.19332	1.086792
690	-663.9584	-833.9754	170.0171	1.146806	1.258042	0.9296913	1.13592
