Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	part_rate_trans	tree_length
0	-86.64665	-253.5617	166.9151	2.288776	1.47339	0.5789743	2.551816
6	-86.2899	-251.4432	165.1533	3.86651	1.220863	0.7790877	2.692181
12	-83.96881	-250.2662	166.2974	3.86651	0.8635837	0.6200246	2.298233
18	-80.45402	-250.9813	170.5273	0.901991	1.048119	0.5843046	1.310549
24	-84.83962	-254.2269	169.3873	1.003215	1.011414	0.4057907	2.195518
30	-94.25616	-263.4881	169.232	1.003215	1.011414	0.4057907	2.295429
36	-88.6223	-257.9594	169.3371	1.184756	1.582021	1.105237	1.203156
42	-87.62274	-257.3111	169.6883	0.1953007	2.727152	0.8831225	1.131151
48	-88.51451	-256.6429	168.1284	0.5906192	2.628399	1.179463	1.847056
54	-100.4702	-269.4868	169.0166	0.5661851	1.977829	1.116437	1.649516
60	-99.71589	-268.0697	168.3539	1.76664	0.5689696	1.397499	1.994943
66	-84.62571	-253.858	169.2323	1.241862	0.9854049	1.2814	1.557088
72	-73.07204	-243.6555	170.5834	0.2354284	1.611586	0.4324035	1.481536
78	-80.39084	-249.5446	169.1538	0.9538068	0.9291004	0.636989	2.281786
84	-82.66323	-249.3966	166.7333	3.476853	0.7760144	0.6849822	2.281786
90	-77.6149	-249.1935	171.5786	0.2816056	0.6338521	0.577914	1.290703
96	-77.47971	-248.8312	171.3515	0.2686581	0.7831836	0.6373663	1.325632
102	-82.79029	-254.1316	171.3413	0.1016515	0.8787714	1.347121	0.675138
108	-83.143	-254.9246	171.7816	0.1016515	0.8385011	0.8755453	0.7878289
114	-84.82251	-253.7605	168.938	1.429202	1.545645	0.8755453	1.53345
120	-86.85921	-253.2402	166.381	3.436409	2.741186	0.8755453	1.187001
126	-92.40526	-260.407	168.0017	0.8899482	2.358427	1.527228	1.627066
132	-97.323	-265.5292	168.2062	0.7016551	2.688257	1.378224	1.540126
138	-88.70035	-257.8054	169.1051	0.2495298	1.564239	1.038497	2.108995
144	-84.23656	-252.9613	168.7248	0.5334857	1.541145	0.7029007	2.400376
150	-84.13003	-251.6933	167.5633	1.476206	1.291422	1.640578	2.090637
156	-76.10847	-247.1793	171.0709	0.3121893	0.9138805	0.5012647	1.514591
162	-76.57219	-246.6702	170.098	0.2540654	1.392728	0.3607426	2.004388
168	-81.29214	-252.6091	171.317	0.2540654	1.082833	0.4801353	1.251283
174	-83.41991	-251.8094	168.3895	1.05661	1.991853	0.6716292	2.04074
180	-86.83426	-256.989	170.1547	0.4159394	1.040529	0.3811095	2.075018
186	-83.62892	-254.6201	170.9912	0.3725836	0.9178301	0.6023613	1.449882
192	-81.3699	-250.6723	169.3024	0.9558388	0.8410113	0.5920906	2.269955
198	-82.58006	-249.9322	167.3522	3.684669	0.4790511	0.7966817	1.82192
204	-78.55673	-248.2883	169.7316	1.097259	0.4958439	1.188311	1.68672
210	-70.28407	-238.5558	168.2718	1.775468	1.991179	1.369325	1.0677
216	-79.74143	-248.0221	168.2807	1.080398	1.101787	0.986766	2.424169
222	-83.96459	-250.4887	166.5241	2.878067	1.251688	0.4914334	2.615173
228	-80.84973	-249.8198	168.9701	1.804402	1.251688	0.662085	1.597158
234	-75.09003	-246.634	171.544	0.2046405	0.6489853	0.5839446	1.364863
240	-75.48618	-246.6944	171.2082	0.2987761	0.6997228	0.5839446	1.515129
246	-69.2786	-240.7599	171.4813	0.2734479	0.4571111	0.8131975	1.286285
252	-77.54998	-247.43	169.88	0.7333863	0.9551838	0.8131975	1.812681
258	-82.18076	-252.9729	170.7921	0.7333863	0.7324293	0.8131975	1.299104
264	-70.41327	-240.4268	170.0135	1.53375	0.7580483	0.8131975	1.261365
270	-64.47459	-236.4034	171.9288	0.1173095	0.5221069	0.5144298	1.261365
276	-85.88764	-255.3779	169.4903	1.894422	0.5417646	0.9474933	1.432245
282	-73.47701	-244.3079	170.8309	0.5907845	1.002104	0.4833549	1.432245
288	-71.34376	-241.9011	170.5574	0.4946984	0.6608989	0.606034	1.848517
294	-68.62157	-237.5087	168.8872	1.422033	0.9805462	0.7395965	2.050545
300	-69.00306	-238.2048	169.2017	0.7695882	1.453266	0.6143522	2.050545
306	-72.40331	-241.4465	169.0432	1.774616	0.7335519	1.000029	1.69074
312	-77.33243	-249.0849	171.7525	0.1511221	0.540496	1.019935	0.910546
318	-86.93759	-255.4837	168.5461	1.076182	1.561266	1.019935	1.945444
324	-71.68417	-240.3235	168.6393	0.9200199	1.561541	0.5934998	2.266339
330	-90.51164	-258.103	167.5913	1.564066	0.6755071	0.1698123	3.297883
336	-75.75104	-247.2856	171.5346	0.1514544	0.9568564	0.4171858	1.311842
342	-77.37108	-247.6074	170.2363	0.3203078	1.562052	0.9854024	1.289571
348	-84.9568	-255.1571	170.2003	0.5667512	1.21424	1.085551	1.307418
354	-103.8609	-273.57	169.7091	0.8991723	0.8175182	1.389369	1.501017
360	-88.06108	-258.629	170.5679	0.4673487	1.868844	0.4094827	1.138035
366	-90.30353	-260.0973	169.7938	0.3667913	2.849838	0.6167677	1.038647
372	-88.35387	-257.8979	169.544	0.279164	1.502253	0.9090947	1.92177
378	-90.72324	-260.327	169.6038	1.009417	0.8935112	1.662741	1.221307
384	-85.53965	-255.3271	169.7874	1.009417	0.4974778	1.330953	1.606561
390	-86.15145	-255.7954	169.644	0.4523195	0.8683677	0.9597226	2.1193
396	-91.93997	-263.035	171.0951	0.3550504	0.6710101	0.9913459	1.261143
402	-84.21863	-255.639	171.4203	0.3724638	0.8346747	0.815608	0.9677969
408	-93.72004	-264.5871	170.8671	0.08812188	0.8346747	1.653174	0.9677969
414	-95.06549	-266.3707	171.3052	0.1133119	0.6214574	1.507179	0.8336179
420	-91.28263	-261.6017	170.319	0.6773792	0.9163103	1.348862	1.141504
426	-95.73905	-266.2455	170.5065	0.5562953	0.8984529	1.348862	1.097592
432	-84.36895	-255.1089	170.7399	0.2733093	1.262873	0.7105323	1.372171
438	-82.15191	-250.1682	168.0163	2.755711	1.016198	0.6484091	1.774701
444	-80.67323	-250.0016	169.3284	1.04692	1.291199	0.7645855	1.78057
450	-83.37291	-252.9441	169.5712	0.7361982	1.142204	0.7178718	1.958793
456	-83.12174	-253.8176	170.6958	0.4304961	0.4093133	0.8875974	1.716495
462	-81.52756	-252.3698	170.8423	0.2862926	0.9698151	0.6141674	1.577977
468	-80.25479	-249.96	169.7052	0.362958	2.038798	0.6783137	1.577977
474	-85.58432	-255.9047	170.3203	0.3933188	1.181987	0.551772	1.767718
