Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	tree_length
0	-244.0022	-411.2418	167.2395	5.565115	2.157222	0.8035872
6	-251.3952	-418.7321	167.337	5.565115	2.059786	0.8035872
12	-241.5414	-410.0748	168.5335	4.007037	1.701619	0.8035872
18	-242.6782	-412.2967	169.6184	1.639735	2.431004	0.6808122
24	-238.2363	-407.8915	169.6552	2.109797	1.880094	0.8368334
30	-256.3902	-424.5215	168.1312	4.431957	1.712321	0.9712095
36	-271.346	-440.6084	169.2623	2.006843	2.20645	1.00439
42	-263.7527	-433.0626	169.3098	2.485442	1.401243	1.331244
48	-253.8689	-424.053	170.1842	1.473384	1.401899	1.320994
54	-238.4177	-407.5558	169.138	3.60202	1.339009	0.8125819
60	-235.7131	-404.1551	168.442	3.589766	1.509306	1.323104
66	-235.7766	-405.2133	169.4368	2.982943	1.453106	0.8121094
72	-227.611	-396.1757	168.5647	3.952928	1.769026	0.7050556
78	-240.8725	-409.9229	169.0503	2.563517	2.199098	0.7358419
84	-229.9214	-400.6248	170.7033	1.266195	1.666712	0.7358419
90	-232.768	-401.0134	168.2454	3.516194	2.354463	0.7136114
96	-229.9149	-400.4744	170.5596	1.471892	1.62065	0.7238489
102	-234.5013	-404.5296	170.0284	2.064896	1.614591	0.7405286
108	-229.8992	-398.9799	169.0807	3.212212	1.673799	0.7821259
114	-237.3951	-405.8949	168.4997	3.662895	1.260099	1.437078
120	-229.4018	-398.8031	169.4013	2.807239	1.310345	1.128179
126	-231.7654	-402.0129	170.2476	2.108679	1.227611	0.9083319
132	-238.5516	-406.6925	168.141	4.780511	1.227611	1.231967
138	-232.8488	-401.6377	168.789	3.212365	2.0235	0.6915091
144	-244.1198	-411.7446	167.6248	4.855338	1.986197	0.9725168
150	-234.0654	-402.976	168.9106	3.935069	1.342275	0.8360559
156	-233.4546	-402.2267	168.7721	3.642513	1.338061	1.162123
162	-232.6139	-401.4815	168.8676	4.455655	1.049066	0.8769906
168	-241.461	-408.8208	167.3598	6.7435	1.508484	0.7878618
174	-235.4672	-404.5408	169.0735	3.359299	1.404593	0.9882652
180	-227.009	-396.9483	169.9392	2.095294	1.419338	1.039743
186	-246.4947	-416.062	169.5673	2.842098	0.9629358	1.262575
192	-246.2041	-413.3621	167.158	4.906569	2.52287	0.866079
198	-236.5849	-405.7471	169.1622	2.589586	2.115961	0.6483175
204	-233.837	-401.5065	167.6694	5.049987	1.989085	0.8001202
210	-227.6081	-396.1961	168.588	2.892051	2.384036	0.7882592
216	-225.6846	-395.3385	169.6539	1.899096	2.172976	0.6658994
222	-229.9491	-397.9369	167.9877	3.968937	2.382378	0.6080721
228	-230.4758	-398.1181	167.6423	5.691812	1.690574	0.8068506
234	-249.33	-417.9738	168.6438	3.695378	1.635456	0.9713379
240	-244.2547	-412.6231	168.3685	4.144405	1.643994	0.9668723
246	-238.2279	-408.5755	170.3476	2.336208	0.935624	0.9169722
252	-226.4024	-394.9005	168.498	3.99972	1.284875	1.254616
258	-240.6218	-410.7709	170.1491	1.885331	1.081438	1.307334
264	-242.9689	-413.194	170.2252	1.584822	1.522603	1.093944
270	-234.7954	-404.6498	169.8544	1.87692	1.310726	1.365428
276	-237.8742	-406.9774	169.1032	2.973833	1.563798	1.059876
282	-232.6695	-402.4461	169.7766	2.023984	1.845586	0.8175882
288	-238.5229	-406.5058	167.9828	4.728267	1.845586	0.8006195
294	-237.8709	-406.7009	168.83	4.007739	1.44093	0.7528573
300	-227.7414	-394.1558	166.4144	5.070686	3.363436	0.4999778
306	-225.3568	-392.4063	167.0495	3.407213	3.656046	0.3770511
