Iteration	Posterior	Likelihood	Prior	gain_loss_ratio	tree_length
0	-1348.248	-1520.759	172.5111	0.8751258	1.025396
6	-1351.557	-1523.812	172.255	0.997957	1.149248
12	-1350.465	-1522.902	172.4371	0.7811363	1.177651
18	-1354.929	-1527.126	172.1973	1.017786	1.1824
24	-1349.286	-1521.456	172.1708	1.103926	1.130038
30	-1345.924	-1518.153	172.2286	1.161985	1.022123
36	-1345.678	-1517.945	172.2674	1.161871	0.9834875
42	-1333.56	-1506.225	172.6653	0.7266928	1.015181
48	-1331.465	-1503.743	172.2782	1.114055	1.020129
54	-1335.287	-1507.655	172.3678	0.9996658	1.043909
60	-1334.962	-1507.443	172.4809	0.9056032	1.025393
66	-1343.592	-1516.171	172.5793	0.8353927	0.9966861
72	-1342.099	-1514.835	172.736	0.7183138	0.9511914
78	-1349.153	-1521.561	172.408	0.8884457	1.109975
84	-1343.262	-1515.496	172.2343	1.14424	1.033708
90	-1359.347	-1531.611	172.2646	0.881156	1.241153
96	-1357.666	-1530.276	172.6104	0.7815076	1.017966
102	-1359.678	-1531.938	172.2596	1.216339	0.9355862
108	-1354.094	-1526.162	172.0679	1.387755	0.9623004
114	-1355.398	-1527.559	172.1613	1.189136	1.061037
120	-1354.592	-1526.676	172.0838	0.9152761	1.36048
126	-1338.148	-1510.361	172.2137	1.096255	1.098028
132	-1338.382	-1510.985	172.6032	0.8187482	0.9891029
138	-1354.096	-1526.453	172.3567	1.049577	1.006056
144	-1347.705	-1520.237	172.5319	0.8739421	1.006056
150	-1351.044	-1523.464	172.4191	0.9889995	1.004194
156	-1355.219	-1527.621	172.4018	1.143292	0.8562116
162	-1343.581	-1515.603	172.0221	1.16519	1.20687
168	-1343.544	-1515.953	172.4087	0.8479658	1.145345
174	-1352.793	-1525.309	172.5164	0.8486341	1.045618
180	-1356.952	-1529.248	172.2959	0.9623382	1.144544
186	-1353.369	-1525.786	172.4174	1.016518	0.9781616
192	-1357.073	-1529.316	172.2433	1.016518	1.14316
198	-1354.703	-1527.083	172.3804	0.8823882	1.140212
204	-1354.697	-1527.214	172.5172	0.9522868	0.9410334
210	-1354.18	-1526.665	172.4853	0.8970251	1.029433
216	-1345.876	-1518.438	172.5626	0.7977968	1.048942
222	-1357.904	-1530.031	172.127	1.147532	1.130449
228	-1341.624	-1513.862	172.2384	0.9622292	1.194866
234	-1346.5	-1518.912	172.4127	1.052541	0.9456412
240	-1346.9	-1519.437	172.5376	0.7651529	1.101762
246	-1349.895	-1522.24	172.345	1.008916	1.056828
252	-1340.539	-1512.87	172.3309	0.9777756	1.099101
