Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	tree_length
0	-985.7894	-1151.314	165.5246	4.878421	1.110703	3.02099
6	-978.5256	-1144.097	165.5713	4.927111	1.038299	3.02099
12	-993.1836	-1158.147	164.9631	6.847283	1.225568	2.726049
18	-973.5323	-1138.766	165.2337	6.847283	1.06118	2.660796
24	-986.2705	-1151.19	164.9199	7.227362	1.165536	2.691597
30	-985.7688	-1150.597	164.828	7.227362	0.9435652	2.882843
36	-997.062	-1162.899	165.8369	4.251393	0.893298	3.170796
42	-989.9907	-1153.664	163.6732	7.472846	0.8387479	3.569451
48	-981.9801	-1146.407	164.4272	6.065788	0.888562	3.454389
54	-991.4088	-1155.872	164.4636	6.067444	0.7994703	3.48474
60	-979.3466	-1144.035	164.688	6.30721	0.8757516	3.243876
66	-997.8474	-1162.37	164.5225	5.805429	0.6957508	3.582306
72	-996.7478	-1161.803	165.0548	4.752176	0.6957508	3.582306
78	-1003.815	-1168.545	164.7301	4.400415	0.725381	3.864687
84	-997.8102	-1163.575	165.7651	4.98566	0.8789413	2.981912
90	-997.4285	-1161.186	163.7574	7.337953	0.6835545	3.642413
96	-987.8402	-1152.571	164.7306	5.431679	0.8529653	3.475153
102	-986.2237	-1150.692	164.4683	7.556524	0.9713321	3.002314
108	-977.5457	-1142.551	165.0054	6.518634	0.8698151	3.002314
114	-982.754	-1148.925	166.1712	5.048814	0.9174399	2.692033
120	-979.7204	-1144.377	164.6569	6.857481	0.8073001	3.159933
126	-983.7397	-1149.372	165.632	5.483592	0.8073001	2.953062
132	-987.3504	-1152.126	164.7754	6.558529	0.9091346	3.105816
138	-994.7002	-1159.378	164.6778	6.558529	1.006793	3.105816
144	-993.045	-1158.591	165.5461	5.592575	1.006691	2.852284
150	-988.6312	-1154.369	165.7379	5.552775	1.021233	2.738441
156	-987.1557	-1152.823	165.6675	5.322449	1.021233	2.85082
162	-979.5895	-1144.807	165.2174	7.395147	1.173952	2.459156
168	-969.7952	-1135.055	165.2601	7.395147	1.133437	2.457775
174	-982.6547	-1146.735	164.0807	8.085599	0.9914156	3.098392
180	-978.2812	-1143.076	164.795	7.91269	0.9269372	2.746476
186	-974.0577	-1138.897	164.8389	6.800301	0.9833642	2.960543
192	-988.0747	-1152.432	164.3575	7.361104	0.9638016	3.120168
