Iteration	Posterior	Likelihood	Prior	gain_loss_ratio	tree_length
0	-34.51791	-207.0636	172.5457	0.4662626	1.300781
6	-42.33193	-215.1968	172.8649	0.4109096	1.040521
12	-55.68031	-228.1177	172.4374	0.7200538	1.226984
18	-62.31553	-234.5799	172.2643	0.6793439	1.397177
24	-62.38136	-234.2015	171.8202	0.8445082	1.612276
30	-52.80718	-225.5212	172.714	0.4475083	1.166618
36	-43.34514	-215.9607	172.6155	0.4475083	1.250623
42	-41.378	-213.2168	171.8388	0.6601137	1.723471
48	-42.75303	-214.7672	172.0142	1.036577	1.319398
54	-33.89393	-206.4165	172.5226	0.6971146	1.172187
60	-37.97576	-208.7902	170.8145	0.9192655	2.243217
66	-43.42796	-216.2411	172.8131	0.39216	1.093114
72	-40.68211	-213.149	172.4669	0.5776331	1.304894
78	-41.54774	-213.8305	172.2827	0.9110604	1.200635
84	-32.80622	-205.3798	172.5735	0.5381778	1.241302
90	-34.98128	-206.632	171.6508	0.8328579	1.741153
96	-36.90527	-209.0242	172.1189	0.6344393	1.537562
102	-31.15459	-202.9709	171.8163	0.9510536	1.537562
108	-42.11248	-213.7499	171.6375	0.5808151	1.908454
114	-33.06242	-206.0479	172.9854	0.5204117	0.8551145
120	-36.55359	-209.0912	172.5376	0.4767594	1.302824
126	-53.53617	-226.4811	172.9449	0.2532682	0.8914123
132	-58.52545	-231.4321	172.9067	0.4196236	0.996985
138	-55.33569	-227.9611	172.6254	0.6899279	1.085771
144	-54.27783	-225.782	171.5042	0.7410862	1.903238
150	-45.69993	-218.314	172.614	0.6785746	1.105661
156	-54.71922	-227.337	172.6177	0.3800629	1.264293
162	-49.52346	-222.3613	172.8378	0.5266826	1.010096
168	-49.1302	-221.9443	172.8141	0.6118875	0.9682805
174	-60.41157	-232.8722	172.4607	0.5743116	1.312017
180	-49.27502	-221.4394	172.1643	0.5846828	1.534404
186	-44.44102	-216.4536	172.0126	0.5051977	1.685871
192	-44.39419	-216.9539	172.5597	0.591108	1.219175
198	-50.19221	-223.0444	172.8522	0.2127738	0.9055017
204	-40.79175	-213.479	172.6873	0.7196653	0.9999286
210	-43.91693	-216.0054	172.0884	0.9295945	1.345505
216	-47.80197	-219.5488	171.7469	1.486547	1.176492
222	-47.54933	-220.2376	172.6883	0.8741774	0.833929
228	-46.95777	-218.0562	171.0984	0.7352007	2.175819
234	-40.22852	-212.6297	172.4011	0.5788455	1.356803
240	-38.27781	-210.665	172.3872	0.6970054	1.286445
246	-48.67477	-221.4929	172.8181	0.4915726	1.050938
252	-35.99544	-208.3461	172.3507	0.8651636	1.181311
258	-39.18823	-211.612	172.4238	0.5343453	1.365021
264	-41.2801	-213.6353	172.3552	0.7869896	1.242609
270	-33.18975	-205.1193	171.9296	0.7088849	1.627284
276	-47.01237	-219.9819	172.9695	0.2870715	0.9075137
282	-48.42764	-219.8148	171.3872	1.067612	1.762042
288	-50.25123	-221.9868	171.7356	0.6586841	1.796467
294	-44.9317	-216.8944	171.9627	0.5489182	1.700139
