Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-3254.279	-3418.646	164.3665	0.7808266	1.153321	1.136187	4.812997
6	-3263.919	-3427.961	164.0415	0.8493135	1.055161	1.176393	4.9888
12	-3246.779	-3410.734	163.9546	0.9274757	0.986848	1.059694	5.096636
18	-3244.693	-3408.657	163.9637	0.9350309	0.9891517	1.040818	5.096636
24	-3237.709	-3401.812	164.1025	0.8514959	1.204684	1.040818	4.946515
30	-3250.307	-3414.163	163.8558	0.8897901	1.011267	1.068643	5.153695
36	-3246.415	-3410.808	164.3933	0.8075551	1.160893	1.067574	4.817702
42	-3245.245	-3409.813	164.5681	0.9126911	1.080448	1.112774	4.68147
48	-3244.048	-3408.327	164.2796	0.9126911	1.018032	1.08218	4.894451
54	-3248.174	-3411.959	163.7847	0.8102372	1.184063	1.148439	5.097015
60	-3246.105	-3410.778	164.6724	0.7404592	0.8540935	1.036816	4.885528
66	-3239.128	-3403.299	164.1703	0.8589925	1.012789	1.036816	5.012997
72	-3252.49	-3415.467	162.977	0.7976747	1.133989	1.020773	5.646798
78	-3242.435	-3406.59	164.1545	0.9467199	1.038559	1.068499	4.9414
84	-3239.355	-3402.677	163.3227	0.9118003	1.005104	0.9605333	5.498852
90	-3245.362	-3409.114	163.7515	0.8052786	0.8711856	0.9605333	5.394111
96	-3255.814	-3419.792	163.978	1.021853	0.9463687	1.215083	4.9675
102	-3246.81	-3411.982	165.1714	0.7845918	1.062752	1.140357	4.407753
108	-3243.116	-3408.012	164.8952	0.9974734	1.080551	1.178952	4.412899
114	-3238.047	-3402.437	164.3902	0.7839089	1.108072	1.020388	4.887742
120	-3245.447	-3408.918	163.4715	0.9343232	1.085119	0.9220992	5.381691
126	-3259.28	-3422.343	163.0633	1.016655	1.036805	0.859672	5.621794
132	-3243.745	-3407.535	163.7903	0.8898969	1.256066	1.037726	5.072542
138	-3236.279	-3399.644	163.3651	0.9040384	1.120518	1.090362	5.344784
144	-3228.814	-3392.569	163.7557	0.9519809	1.147661	1.024325	5.124058
150	-3240.074	-3403.33	163.2565	1.091331	1.171692	0.9705333	5.339681
156	-3242.064	-3405.802	163.738	0.8767032	1.101886	1.060083	5.180752
162	-3259.604	-3423.467	163.864	0.894664	1.097047	0.9541845	5.162434
168	-3248.003	-3411.274	163.271	0.8692041	1.355624	0.9743516	5.352722
174	-3258.706	-3422.373	163.6663	0.9740047	1.125868	0.8910384	5.247063
