Iteration	Posterior	Likelihood	Prior	gain_loss_ratio	tree_length
0	-263.7013	-429.8497	166.1484	3.066642	3.943837
6	-248.8042	-415.6011	166.7969	2.564669	3.77992
12	-257.3793	-423.1942	165.8149	3.672322	3.906592
18	-257.2231	-423.3149	166.0919	3.245077	3.906592
24	-263.955	-429.4818	165.5267	3.247006	4.22804
30	-266.3024	-431.1667	164.8643	2.410261	4.939281
36	-240.3484	-406.664	166.3156	2.490134	4.088184
42	-261.3543	-428.0311	166.6767	3.559308	3.449125
48	-265.8696	-431.8704	166.0008	2.368581	4.320428
54	-263.3139	-428.4088	165.0949	3.056788	4.5449
60	-245.2622	-409.9984	164.7362	3.085306	4.734891
66	-264.3507	-429.8735	165.5228	3.432725	4.160653
72	-259.5051	-425.0269	165.5219	2.149798	4.688679
78	-268.6198	-432.9773	164.3575	2.877456	5.02713
84	-266.4849	-431.459	164.9741	3.468557	4.457865
90	-267.0041	-432.435	165.431	2.913242	4.412439
96	-260.601	-427.0894	166.4885	2.305166	4.072065
102	-257.5868	-423.5223	165.9355	3.049945	4.072065
108	-267.7731	-432.5292	164.7561	2.245611	5.071905
114	-261.913	-425.1227	163.2097	2.131182	5.973489
120	-266.7208	-429.0238	162.303	2.250638	6.413761
126	-266.7307	-430.7729	164.0422	2.250638	5.464048
132	-275.0201	-440.5126	165.4925	2.174571	4.693734
138	-272.9913	-437.2079	164.2166	2.314616	5.339745
144	-268.3244	-435.5655	167.2411	1.966297	3.800866
150	-261.4557	-427.7951	166.3394	2.24214	4.185582
156	-252.4693	-418.3712	165.9019	2.324517	4.395899
162	-257.6084	-422.1875	164.5792	1.757521	5.398175
168	-262.0986	-427.9748	165.8762	2.267441	4.436084
174	-261.7909	-425.9362	164.1453	2.267441	5.399834
180	-266.6159	-432.0133	165.3974	2.30494	4.688136
186	-279.7224	-445.3437	165.6213	2.058657	4.675281
192	-271.755	-437.9422	166.1872	2.413796	4.194765
198	-256.5756	-421.6035	165.0279	2.627255	4.75564
204	-268.4522	-432.8267	164.3746	3.423906	4.810155
210	-266.285	-432.0774	165.7923	2.359072	4.442309
216	-273.853	-438.4306	164.5776	3.782784	4.569283
222	-266.3478	-430.4541	164.1063	3.161485	5.056632
228	-270.2111	-436.9404	166.7293	3.903396	3.292788
234	-262.4403	-427.6259	165.1856	5.750177	3.616553
240	-257.287	-424.0006	166.7136	2.558759	3.830433
246	-260.6913	-426.2081	165.5169	2.348871	4.601673
252	-265.7577	-430.8115	165.0538	3.00601	4.587835
258	-251.6538	-416.3017	164.648	3.195843	4.742022
264	-259.8047	-425.0531	165.2484	3.153201	4.421261
270	-261.5093	-425.7102	164.2009	3.37605	4.924382
276	-254.5622	-420.6599	166.0976	2.98856	4.003973
282	-273.8366	-440.4445	166.6079	3.704187	3.43597
288	-254.4339	-420.2053	165.7714	3.833856	3.8742
294	-267.5674	-432.6853	165.1179	3.077917	4.5238
300	-254.4299	-419.9561	165.5262	3.100764	4.284602
306	-264.4056	-428.8912	164.4856	2.042465	5.313965
312	-266.8269	-431.4339	164.6069	2.581656	5.009244
318	-259.7596	-423.838	164.0784	2.168234	5.480915
324	-251.9735	-415.9059	163.9324	2.121499	5.582283
330	-258.5421	-421.8544	163.3123	2.121499	5.921862
336	-247.0645	-412.4381	165.3736	3.100677	4.370897
342	-250.9354	-416.6581	165.7227	3.231743	4.122526
348	-256.5831	-421.578	164.9949	2.781214	4.710611
354	-245.3779	-411.9727	166.5949	2.87525	3.76464
360	-250.122	-415.9443	165.8223	3.795908	3.858346
366	-260.999	-426.0475	165.0485	2.210554	4.925187
372	-276.9221	-443.2397	166.3176	1.618905	4.500561
378	-274.1907	-439.0189	164.8282	2.317229	5.000044
384	-256.9586	-421.5462	164.5876	3.726061	4.583371
390	-268.575	-434.254	165.679	2.60217	4.400736
396	-274.2973	-439.4633	165.166	3.617299	4.295855
402	-273.3112	-439.6913	166.3801	4.527326	3.285711
408	-265.2866	-431.6119	166.3253	4.176871	3.43482
414	-269.5144	-435.8073	166.2929	4.278757	3.419306
420	-267.3172	-433.5769	166.2596	5.526428	3.048226
426	-269.2188	-434.759	165.5402	4.238098	3.869173
432	-259.6266	-423.6039	163.9773	2.996949	5.191016
438	-258.3385	-422.4344	164.0958	3.544772	4.922028
444	-266.5731	-431.2561	164.6829	2.685393	4.923888
450	-261.8559	-427.9192	166.0632	2.756464	4.118271
456	-268.65	-434.1406	165.4906	4.700454	3.748999
462	-259.309	-425.4875	166.1785	3.530889	3.748999
468	-259.0372	-423.4413	164.4041	2.955071	4.970602
474	-247.0593	-412.8547	165.7954	2.948014	4.192308
480	-267.4472	-432.6839	165.2367	2.617124	4.643063
486	-266.1059	-430.0431	163.9373	2.713499	5.325567
