Iteration	Posterior	Likelihood	Prior	acrv_sd	part_rate_trans	tree_length
0	-104.4321	-274.6402	170.2081	0.5157741	2.745546	0.8491546
6	-103.559	-271.8657	168.3066	1.890706	3.121061	1.012792
12	-102.8863	-271.5533	168.667	1.736782	1.775433	1.895893
18	-109.9522	-281.5039	171.5517	0.3821924	1.068442	1.292929
24	-107.3111	-277.7958	170.4847	0.2538817	2.206059	1.339458
30	-98.85661	-268.8155	169.9588	0.9541937	1.887156	1.45202
36	-95.45488	-266.5355	171.0807	0.291123	0.9263207	1.814483
42	-99.99082	-270.9145	170.9237	0.9401219	1.16973	1.267327
48	-105.7192	-274.9763	169.257	0.8168712	2.659306	1.502651
54	-110.5846	-281.1412	170.5566	0.1498755	2.06398	1.474602
60	-110.4244	-280.7421	170.3176	0.7780846	1.868222	1.323995
66	-103.3311	-274.7444	171.4133	0.1410117	1.304163	1.407213
72	-100.114	-270.6462	170.5323	0.9885014	1.049049	1.622806
78	-95.55747	-265.698	170.1405	0.0501184	1.191897	2.415295
84	-96.19299	-267.5435	171.3505	0.185091	1.449818	1.306671
90	-90.37666	-260.6172	170.2406	0.7944827	1.312839	1.78
96	-96.00203	-265.8621	169.86	0.8753782	2.1604	1.378085
102	-100.4183	-270.8631	170.4448	0.9499	1.565007	1.327416
108	-99.2139	-270.4618	171.2479	0.03302946	1.439265	1.512414
114	-105.9481	-276.8608	170.9126	0.7492801	0.8811405	1.642099
120	-104.6751	-275.0441	170.369	0.0677104	1.244277	2.225025
126	-122.0491	-291.6307	169.5816	1.421448	1.717584	1.512085
132	-113.8598	-279.9555	166.0957	2.417194	3.595512	1.94373
138	-110.8257	-278.1101	167.2844	2.48831	2.354036	1.931374
144	-118.4024	-288.3506	169.9482	0.6593825	2.695998	1.027312
150	-104.1256	-274.5791	170.4535	0.3919428	1.268163	1.940234
156	-103.6476	-274.4743	170.8267	0.5317798	1.381405	1.497618
162	-96.15387	-267.4999	171.346	0.1266148	1.603592	1.231737
168	-98.81407	-269.5541	170.74	0.2380042	0.9432875	2.068348
174	-105.8394	-276.1435	170.3041	0.3362407	1.522071	1.907258
180	-108.4211	-279.1035	170.6823	0.9766342	1.336649	1.298388
186	-115.6094	-286.1806	170.5712	0.2497239	1.354556	1.898396
192	-112.2261	-282.5522	170.3261	0.4143978	2.072035	1.442599
198	-115.9773	-285.7194	169.7421	0.618743	1.879493	1.854199
204	-117.3708	-287.6127	170.2419	0.09744973	1.254765	2.280868
210	-108.9275	-280.1216	171.194	0.3339781	1.254765	1.465269
216	-105.8046	-276.5165	170.7119	0.3339781	1.208665	1.844462
222	-101.9918	-271.2207	169.2289	1.946141	1.842914	1.28017
228	-108.7684	-278.4012	169.6328	0.6922545	1.35112	2.228136
234	-120.0324	-289.8384	169.8061	1.021761	1.710001	1.645869
240	-115.1315	-284.427	169.2955	1.661658	2.055581	1.284469
246	-117.5612	-287.2171	169.6559	0.6491505	2.195649	1.672462
252	-126.2431	-296.3865	170.1434	0.2108483	1.961092	1.802583
258	-112.5535	-282.8215	170.268	0.1716659	2.07419	1.663055
264	-122.7829	-293.2499	170.467	0.4340207	1.531072	1.721038
270	-130.1572	-301.0244	170.8672	0.1025417	1.487939	1.702994
276	-103.7628	-274.4504	170.6876	0.2185136	1.487939	1.747789
282	-100.4576	-271.3826	170.925	0.2079929	1.396607	1.651783
288	-112.5808	-283.4789	170.8981	0.1668704	1.055929	1.935349
294	-108.9961	-279.2976	170.3014	0.1990933	1.361579	2.1073
300	-110.9675	-280.8129	169.8454	0.1802621	1.055303	2.603618
306	-103.8331	-274.7872	170.9541	0.5249832	1.651398	1.185457
312	-103.8025	-274.3538	170.5512	1.025218	1.357814	1.347731
318	-100.7671	-271.5586	170.7915	0.5084896	1.748849	1.254612
324	-108.2574	-278.4627	170.2053	0.1708254	1.613075	2.023409
330	-97.47652	-268.4673	170.9908	0.6482121	1.200569	1.421804
336	-107.0825	-278.3452	171.2627	0.04836324	1.528576	1.421804
342	-116.0664	-286.7607	170.6943	0.4293138	1.715989	1.421804
348	-112.6733	-283.6595	170.9861	0.09999727	1.157381	1.85202
354	-113.671	-283.9875	170.3164	0.5678574	1.35924	1.85202
360	-129.3157	-299.5433	170.2277	0.3303245	2.269636	1.431032
366	-137.8798	-307.6052	169.7254	0.2445311	1.835312	2.144444
372	-118.3077	-288.125	169.8173	0.2054367	2.595332	1.587772
378	-120.0338	-290.1853	170.1515	0.4345583	1.938025	1.655744
384	-116.8623	-287.3093	170.447	0.03904343	1.953012	1.716127
390	-115.9597	-286.5974	170.6377	0.1560447	1.64538	1.716092
396	-106.8505	-277.3307	170.4802	0.2734209	1.379289	1.927216
402	-111.9907	-283.1102	171.1195	0.1752598	1.048405	1.783316
408	-110.3208	-279.6922	169.3714	0.6277827	0.9290832	2.697709
414	-103.7435	-274.6426	170.8991	0.02248776	2.15513	1.23134
420	-98.29026	-268.4135	170.1233	0.04930746	2.332818	1.669071
426	-106.7732	-277.2156	170.4424	0.3135844	1.451879	1.876369
432	-94.85065	-265.6977	170.8471	0.3732444	2.023007	1.084584
438	-99.64844	-270.9646	171.3161	0.05444339	1.55116	1.357645
444	-114.5163	-285.3544	170.8382	0.5281267	1.36764	1.502113
450	-113.7693	-282.9725	169.2032	1.555982	2.017832	1.46967
456	-115.3493	-284.2768	168.9276	2.187035	1.27038	1.754141
462	-114.2917	-284.7635	170.4718	0.4433258	1.386603	1.811994
468	-111.3676	-282.8267	171.4591	0.1961656	1.093887	1.490703
474	-109.5467	-279.8415	170.2947	0.2372335	1.101833	2.255402
480	-112.5004	-282.8169	170.3165	0.8304521	1.944136	1.219177
486	-110.1573	-280.0323	169.8749	0.8996803	1.194922	2.036486
492	-122.2921	-291.6099	169.3178	1.594187	1.412837	1.796041
498	-123.7437	-292.077	168.3333	1.664762	2.085067	1.960709
504	-100.6312	-270.2305	169.5992	1.155287	1.328653	1.960709
510	-101.5566	-271.4403	169.8837	1.322387	1.118712	1.796034
516	-102.1692	-273.1067	170.9375	0.1374319	1.118927	1.885908
522	-106.0452	-275.8157	169.7704	0.6923178	1.560915	2.000504
528	-107.3601	-276.388	169.0279	1.569917	0.7552277	2.433845
534	-97.80487	-268.0945	170.2896	0.8439983	1.519902	1.561815
540	-97.92703	-267.8139	169.8869	0.9997023	2.310169	1.127078
546	-107.625	-278.0999	170.4748	0.5151103	1.203394	1.886281
552	-104.6773	-273.8014	169.1241	1.382007	2.46034	1.321994
558	-106.9261	-276.7868	169.8607	0.601221	2.214579	1.544871
564	-103.4785	-270.2543	166.7758	2.033664	3.520369	1.792562
570	-107.6897	-278.0721	170.3825	1.806308	0.9335494	1.19251
576	-98.67879	-269.6839	171.0051	0.2726541	1.221459	1.673456
582	-101.8411	-272.6362	170.7951	0.5256948	1.418931	1.497752
588	-115.4985	-285.7534	170.2549	0.850842	1.005077	1.942098
594	-105.0803	-275.3155	170.2352	0.4935952	0.9739242	2.211028
600	-117.2634	-287.7559	170.4925	0.4935952	1.304469	1.819698
606	-126.5617	-295.6424	169.0807	1.333835	0.9768987	2.409661
612	-128.8796	-299.654	170.7744	0.02954122	1.099927	2.079857
618	-132.2762	-302.0101	169.7339	0.296619	1.66035	2.218676
624	-115.3206	-284.739	169.4183	0.108467	1.236727	2.798397
630	-134.6803	-304.281	169.6008	0.04170929	0.7014364	3.051486
636	-105.7464	-276.4815	170.7351	0.02285118	1.192913	2.048858
642	-113.342	-283.4585	170.1165	0.3357564	1.506703	2.043494
648	-111.9089	-282.8943	170.9853	0.2651524	1.633009	1.38772
654	-109.7216	-279.9302	170.2086	0.3800008	1.553056	1.921316
660	-97.29068	-267.5358	170.2451	0.07298498	0.9239813	2.503425
666	-108.8357	-279.1628	170.3271	0.04468502	0.8030607	2.545368
672	-99.57183	-269.1597	169.5879	0.1964292	0.8030607	2.905194
678	-117.3658	-286.2798	168.9139	0.3003116	0.7187754	3.295391
684	-109.1737	-279.1247	169.951	0.4584551	1.468819	2.096697
690	-103.2711	-274.7659	171.4948	0.2989096	1.492084	1.04451
696	-86.27489	-257.647	171.3721	0.2287597	1.330826	1.349781
702	-103.9686	-274.8673	170.8987	0.6736555	1.580383	1.16613
708	-99.63656	-270.4965	170.8599	0.2161854	1.332495	1.737582
714	-97.23145	-267.2152	169.9838	0.394588	1.121353	2.341079
720	-101.5375	-271.0669	169.5295	1.066963	1.474628	1.968843
726	-100.3664	-270.5317	170.1654	0.868855	1.27701	1.805429
732	-104.0061	-274.437	170.4309	0.496902	2.212545	1.176903
738	-103.665	-274.2492	170.5842	0.2306136	2.088464	1.372246
744	-99.26306	-270.1811	170.9181	0.2943735	1.669326	1.389085
750	-105.5428	-275.6983	170.1555	0.3585494	1.664738	1.896167
756	-106.6479	-276.7725	170.1245	0.535391	1.526484	1.890984
762	-102.5627	-273.1984	170.6357	0.4457582	1.104962	1.890984
768	-99.01829	-269.4168	170.3985	0.4457582	1.342186	1.890984
774	-109.2939	-279.085	169.7911	1.02985	1.179044	2.016262
780	-108.0375	-275.9674	167.9299	2.21984	1.793786	2.053725
786	-109.8964	-280.0377	170.1412	0.2242796	1.897818	1.838422
792	-125.1203	-295.1821	170.0618	0.30061	1.900962	1.838422
798	-121.6423	-292.0975	170.4552	0.9043524	0.9139822	1.831427
804	-111.0737	-280.0733	168.9996	0.7071142	2.908266	1.590025
810	-95.11368	-265.3332	170.2195	0.1664758	2.908266	1.036404
816	-103.5888	-274.0405	170.4517	0.01173606	2.79001	1.075182
822	-102.8578	-273.7604	170.9026	0.05389106	2.166773	1.191713
828	-102.5133	-272.5708	170.0575	0.1030104	2.758041	1.360136
834	-104.8691	-274.8425	169.9733	0.3873474	1.953515	1.803372
840	-104.6323	-273.7263	169.094	1.07703	1.130385	2.466263
846	-102.5162	-273.1529	170.6368	1.07703	1.233495	1.337345
852	-106.6364	-277.3409	170.7045	0.6105729	1.62583	1.342455
858	-110.1426	-280.1115	169.9689	1.047241	2.117832	1.182446
864	-114.9153	-285.1141	170.1988	0.9820658	1.914243	1.215781
870	-112.0279	-282.2051	170.1772	0.8999341	2.157249	1.092824
876	-111.3232	-280.8011	169.4779	0.8999341	2.631049	1.287611
882	-114.6429	-283.903	169.2601	0.796883	2.863897	1.358294
888	-97.83931	-268.3226	170.4833	0.4542894	1.223857	1.907903
894	-109.144	-279.5967	170.4527	0.2266332	1.713102	1.748922
900	-94.4447	-264.9152	170.4705	0.8704227	1.16542	1.668429
906	-91.0926	-261.6418	170.5492	0.4886351	1.861846	1.375057
912	-90.55357	-261.0557	170.5021	0.5394351	1.378344	1.729671
918	-89.53815	-260.9007	171.3625	0.1112437	1.33425	1.446057
924	-92.67694	-263.4748	170.7979	0.04568539	1.396072	1.854683
930	-88.99722	-259.5864	170.5891	0.8214439	1.125383	1.647197
936	-97.57516	-267.9325	170.3574	0.2659715	1.525886	1.916208
942	-99.18385	-269.6525	170.4686	0.2910767	1.389498	1.916208
948	-108.6369	-279.5501	170.9132	0.2738527	1.687926	1.394338
954	-107.8907	-277.3369	169.4462	0.585841	3.095138	1.188287
960	-118.6471	-289.1889	170.5418	1.106008	1.50003	1.170423
966	-107.0512	-278.151	171.0998	0.04867651	1.085036	1.85885
972	-119.7764	-290.0286	170.2522	0.1402599	3.009172	0.9268502
978	-113.0293	-282.6522	169.6229	0.5144837	2.974105	1.201814
984	-99.33116	-270.3599	171.0287	0.1181492	1.584546	1.503999
990	-99.19774	-269.5329	170.3352	0.105888	1.728668	1.902322
996	-106.1184	-276.2281	170.1097	0.1081668	2.089134	1.808343
1002	-102.2751	-272.9146	170.6395	0.2144852	1.452995	1.808343
1008	-97.29283	-267.723	170.4302	0.2259496	1.055407	2.205285
1014	-101.5955	-271.8985	170.303	0.790318	1.018323	1.941563
1020	-104.0769	-273.8411	169.7642	0.39699	2.912382	1.233953
1026	-92.70022	-264.2833	171.583	0.1394112	1.021223	1.494801
1032	-90.86786	-261.3558	170.488	0.4152215	1.840489	1.494801
1038	-99.20971	-268.8926	169.6829	1.803969	1.580147	1.23951
1044	-97.54671	-268.2548	170.7081	0.6877466	1.385715	1.466202
1050	-106.033	-275.9604	169.9273	1.559733	1.055146	1.64272
1056	-97.98732	-268.7942	170.8069	0.9590708	1.515389	1.048818
1062	-99.94461	-268.1896	168.245	1.337662	3.943028	0.776002
1068	-101.6781	-271.5945	169.9164	0.1971361	2.893166	1.289329
1074	-120.3869	-290.7774	170.3905	0.5923185	1.240523	1.865828
1080	-118.8901	-289.7996	170.9095	0.04208426	1.257436	1.875589
1086	-106.1195	-276.5577	170.4382	0.06576066	0.7751744	2.480272
1092	-104.9915	-274.7709	169.7793	0.405132	1.163046	2.437337
1098	-96.8904	-267.065	170.1746	0.04135316	0.9779038	2.533494
1104	-92.75479	-263.3641	170.6093	0.03553073	1.360295	2.012846
1110	-98.64322	-269.1233	170.4801	0.4317701	1.532654	1.712279
1116	-101.0222	-270.8614	169.8392	0.4125142	1.365888	2.265802
1122	-101.4821	-271.9726	170.4904	0.2236095	2.142466	1.408742
1128	-113.1682	-284.1098	170.9415	0.2557307	1.62462	1.435436
1134	-112.3826	-283.4063	171.0237	0.07590186	1.056111	1.91178
1140	-107.5762	-276.2503	168.6741	2.091988	1.276021	1.988189
1146	-112.2772	-282.0074	169.7302	0.3807838	1.713676	2.131763
1152	-110.5853	-280.6586	170.0733	0.6032049	1.713676	1.750481
1158	-101.8684	-272.7457	170.8773	0.1864321	1.359184	1.727546
1164	-106.8076	-277.0836	170.276	0.4104866	1.036535	2.19788
1170	-102.9193	-274.0192	171.0999	0.2036482	1.031362	1.789021
1176	-100.35	-270.2743	169.9243	0.6281712	1.323965	2.097889
1182	-104.3586	-274.9568	170.5982	0.3928175	1.201907	1.886558
1188	-99.07639	-269.4578	170.3814	0.1162555	1.518342	2.005608
1194	-94.13855	-264.5663	170.4277	0.07832526	2.178549	1.538876
1200	-93.63539	-263.8448	170.2094	0.0620825	1.080005	2.434823
1206	-97.18476	-267.8984	170.7136	0.05425378	1.284793	1.981144
1212	-92.25078	-262.5605	170.3097	0.2943835	0.7329972	2.4439
1218	-95.37432	-265.8563	170.482	0.04786052	0.7821223	2.459664
1224	-95.12226	-265.8063	170.6841	0.05480283	1.233079	2.034888
1230	-121.8986	-288.7481	166.8495	1.858193	1.581256	3.084334
1236	-104.0453	-273.97	169.9247	0.6562976	1.338801	2.069388
1242	-97.98109	-268.4109	170.4298	1.005924	1.338801	1.471546
1248	-102.3027	-273.0022	170.6995	0.8445895	1.820069	0.9665746
1254	-116.5739	-286.6533	170.0793	0.1439706	2.374354	1.60264
1260	-109.6977	-280.061	170.3633	0.6568008	2.245356	1.063853
1266	-111.6835	-282.1836	170.5001	0.8468266	2.077089	0.9021465
1272	-112.1613	-282.893	170.7317	0.8813957	1.055862	1.550435
1278	-114.7657	-285.5656	170.7999	0.2071363	1.061699	1.970365
1284	-121.4063	-288.3662	166.96	2.43602	1.390176	2.784611
1290	-134.3623	-304.3867	170.0243	0.4970191	1.052134	2.294074
1296	-130.7503	-301.0239	170.2736	0.1317139	0.9197915	2.451417
1302	-127.6268	-297.4096	169.7829	0.02834113	1.330556	2.565924
1308	-120.861	-291.0123	170.1513	0.008366963	1.388343	2.31032
1314	-115.0968	-286.5215	171.4248	0.04001269	1.380856	1.417144
1320	-107.8539	-278.3523	170.4985	0.2363884	1.610149	1.782006
1326	-115.6277	-284.9479	169.3201	0.5269279	0.7998708	2.869192
1332	-100.7713	-270.687	169.9156	0.1393359	0.856218	2.708187
1338	-104.6636	-274.7137	170.0501	0.461883	1.845998	1.772995
1344	-106.1226	-275.1279	169.0052	0.4140544	0.8474144	3.097599
1350	-110.3003	-279.1843	168.8839	2.232135	1.549096	1.553227
1356	-100.8844	-271.095	170.2106	1.291757	1.322248	1.433358
1362	-101.3724	-271.7225	170.3501	1.081059	1.078693	1.665867
1368	-101.8168	-272.2351	170.4183	0.4888068	1.370803	1.828388
1374	-101.6919	-271.3654	169.6735	1.128447	1.064662	2.104353
1380	-101.6648	-270.8351	169.1702	0.4680752	0.8932223	2.938893
1386	-101.3453	-271.0513	169.7061	1.646625	0.8965246	1.848119
1392	-95.6675	-265.8196	170.1521	1.433227	0.8457337	1.721773
1398	-105.8236	-275.1079	169.2843	0.6939499	0.9671108	2.687209
1404	-102.5397	-273.112	170.5724	0.6618304	1.606531	1.420942
1410	-92.44949	-262.8912	170.4417	0.4845496	1.112544	1.99043
1416	-85.50259	-255.9407	170.4381	0.1685145	1.432162	1.99043
1422	-88.54018	-259.7421	171.2019	0.2297686	1.37396	1.447869
1428	-99.57651	-269.8276	170.2511	0.9127394	1.902198	1.240334
1434	-93.90514	-263.873	169.9679	0.7042954	2.494408	1.153918
1440	-88.94605	-260.0108	171.0648	0.2566138	1.599365	1.358413
