Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-2765.476	-2931.263	165.7865	0.7153601	1.029712	4.248734	0.06813361	0.4077811	2.889812	0.1108273	1.0223
6	-2776.874	-2943.029	166.1544	0.755668	0.9692896	3.98462	0.05776671	0.4096148	2.853636	0.04414693	1.051351
12	-2759.931	-2924.977	165.0459	0.7635615	0.9826049	4.782333	0.07808655	3.172297	0.04549331	0.415238	0.9966307
18	-2753.14	-2917.26	164.1202	0.8916423	1.146484	5.07401	0.08254191	3.633469	0.04881497	0.4024273	0.877655
24	-2757.477	-2923.384	165.9074	0.987412	1.031761	3.282527	0.09307182	3.633469	0.04910353	0.4145771	0.877655
30	-2754.869	-2920.189	165.3194	0.7250787	1.035681	3.7176	0.1042351	3.835733	0.05520078	0.5842577	0.8972
36	-2755.816	-2920.514	164.6982	0.6598409	1.057045	4.435152	0.08778438	3.73737	0.03311958	0.4176659	1.139308
42	-2762.535	-2928.147	165.6127	1.002793	1.127667	4.163385	0.08778438	2.848513	0.04966252	0.4176659	0.9749728
48	-2765.92	-2931.35	165.43	0.941287	1.084524	4.362548	0.06257854	2.987971	0.07104713	0.3652109	0.9798748
54	-2769.186	-2934.278	165.092	0.780906	0.9315351	4.932011	0.03265456	3.044968	0.07687794	0.3652109	1.02624
60	-2767.081	-2932.587	165.5054	0.7702714	1.115669	4.444214	0.06213428	3.101864	0.06602333	0.3827269	0.8146469
66	-2776.599	-2942.426	165.8271	0.94568	1.07787	3.867449	0.09507782	3.101864	0.04786012	0.3827269	0.937556
72	-2785.081	-2950.189	165.1073	1.137755	1.034036	4.848711	0.1195717	2.764797	0.03711676	0.417192	0.794566
78	-2769.632	-2933.489	163.8565	0.8856627	1.192842	5.260934	0.1166104	3.713043	0.05412157	0.452921	0.6937684
84	-2776.39	-2940.323	163.9329	0.7536738	1.056116	4.969868	0.1057351	4.214785	0.08308052	0.452921	0.60513
90	-2766.413	-2931.595	165.1827	0.648735	1.048715	4.516528	0.1141643	3.556378	0.08326014	0.4257682	0.5438163
96	-2763.592	-2927.346	163.7546	1.167374	0.9806037	3.770628	0.129315	5.006089	0.1368282	0.5781008	0.7096927
102	-2754.415	-2918.4	163.9846	1.076785	0.9806037	3.496204	0.08406754	4.658525	0.161888	0.7066766	1.128256
108	-2754.517	-2917.983	163.4653	0.9239569	1.056533	4.240198	0.06112546	4.818599	0.1627539	0.6676211	0.8813518
114	-2762.47	-2925.563	163.0926	0.7187439	1.119742	4.794822	0.1001093	4.818599	0.1444048	0.6297412	0.8483412
120	-2768.751	-2931.564	162.8136	0.9582953	1.119742	4.461709	0.08018267	5.280217	0.07914975	0.631312	0.8483412
126	-2771.544	-2935.297	163.7522	0.6961175	1.164618	4.40287	0.114086	4.562091	0.05433224	0.6140181	0.9143146
132	-2772.26	-2935.184	162.9248	0.8125673	1.164618	5.31982	0.1294986	4.532739	0.06216831	0.4528124	0.8770951
138	-2767.56	-2930.652	163.0922	0.8232302	1.042732	5.136027	0.1294986	4.532739	0.05111699	0.5911728	0.8770951
144	-2752.853	-2915.572	162.7188	0.809112	1.073347	5.318719	0.1298855	4.729948	0.0601594	0.554391	0.8817178
150	-2759.627	-2923.543	163.9153	0.8313625	1.073347	4.848609	0.05797739	4.056827	0.103419	0.4900652	0.9021538
156	-2760.524	-2926.356	165.8321	0.7906591	1.126634	4.193883	0.07826336	2.770464	0.08547339	0.4986288	0.9021538
162	-2744.074	-2907.991	163.9166	0.9499652	1.099444	4.372963	0.1448355	4.063869	0.07152693	0.5591203	1.102083
168	-2755.87	-2918.447	162.5769	0.7625006	1.115395	4.772549	0.1829077	4.991746	0.0686684	0.7058513	1.101024
174	-2748.187	-2911.491	163.3039	0.7480155	1.133085	4.108641	0.119982	5.013827	0.1343106	0.6913354	1.028205
180	-2754.26	-2918.617	164.357	0.6697711	1.140212	3.114415	0.085878	5.013827	0.1122425	0.653038	1.122505
186	-2766.011	-2929.442	163.4308	0.8940104	1.035327	3.376101	0.1084302	5.013827	0.1500042	0.6745195	1.505556
192	-2769.782	-2932.264	162.4821	0.7176083	0.9863511	2.872126	0.1402711	6.236803	0.1176924	0.8490729	1.705802
198	-2769.355	-2930.032	160.6766	0.6085546	0.9839956	5.357279	0.2030766	6.140733	0.1268364	0.8490729	1.286333
204	-2757.14	-2920.269	163.1289	0.6330959	0.9839956	3.618396	0.1866536	5.591104	0.1060396	0.7475396	1.248629
210	-2762.285	-2924.681	162.3963	0.74119	0.9839956	4.628004	0.07599094	5.444242	0.1715579	0.68736	1.142994
216	-2766.337	-2924.49	158.1529	1.040885	1.022163	6.242752	0.1091738	7.674072	0.1474436	0.873277	1.02227
222	-2772.702	-2932.341	159.6388	0.9284789	1.129383	4.480469	0.1166199	7.566741	0.2265113	1.179041	1.019197
228	-2768.55	-2928.839	160.2888	0.7291053	1.129383	4.396685	0.1162704	7.487392	0.1430551	1.000246	0.9895842
234	-2772.606	-2933.645	161.0393	0.8105542	1.137249	3.544002	0.1934777	7.487392	0.1690536	0.9790024	0.9207537
240	-2762.869	-2925.1	162.2311	0.7889155	1.09785	3.872575	0.2080261	6.214875	0.1219671	0.823815	0.9207537
246	-2766.815	-2928.879	162.064	0.8372022	1.094995	3.872575	0.1254597	6.214875	0.1496454	0.8785011	1.046149
252	-2783.397	-2945.356	161.9599	0.7768885	1.177821	4.381716	0.1411451	0.6295733	5.466628	0.08326749	1.553449
258	-2770.209	-2932.949	162.7398	0.8076528	1.03173	4.31232	0.08809484	0.5578282	4.544482	0.1412085	1.833299
264	-2760.577	-2924.201	163.6245	0.8076528	1.13736	3.61117	0.1291241	0.6261669	4.545713	0.08953248	1.587482
270	-2775.416	-2937.864	162.4485	0.8192914	1.026913	3.968341	0.09466966	0.8123142	5.806581	0.1040557	1.187581
276	-2776.065	-2938.234	162.169	0.887644	1.057135	4.071066	0.1473919	0.8201806	5.609163	0.1314869	1.3436
282	-2771.221	-2932.964	161.7432	0.6505959	1.104588	4.340205	0.07439379	6.041989	0.2089311	0.8179241	1.262185
288	-2768.166	-2930.014	161.8478	0.6235301	1.140885	4.249537	0.1303257	5.547048	0.149051	0.7606839	1.665574
294	-2765.445	-2926.17	160.7253	0.8007364	1.094413	4.846489	0.07344335	5.606039	0.1496027	0.5736642	2.070961
300	-2762.417	-2926.391	163.9741	0.7046904	1.142209	3.965603	0.05445262	3.104448	0.1318572	0.5493346	2.226337
306	-2767.295	-2930.997	163.7024	0.7046904	1.142209	3.995246	0.05445262	3.422903	0.1605829	0.5336377	2.168438
312	-2766.303	-2928.523	162.2195	0.7376937	1.096501	3.908555	0.04084407	4.730652	0.1013631	0.5336377	2.392206
318	-2775.933	-2939.293	163.3594	0.8194142	1.019245	4.253563	0.02686064	3.541493	0.1057331	0.4183792	2.282577
324	-2772.623	-2937.407	164.7843	0.8426265	0.919228	4.805369	0.03453559	2.795241	0.0581376	0.3950635	1.541174
330	-2767.622	-2933.669	166.0468	0.9925717	0.919228	4.158759	0.03391905	2.34704	0.04182456	0.3023975	1.38358
336	-2758.434	-2924.49	166.0565	0.9041906	0.9888903	4.158759	0.05106421	2.34704	0.08434546	0.3853867	1.276494
342	-2751.014	-2917.33	166.3159	0.7152231	1.10593	3.243225	0.06950758	2.799241	0.05969292	0.3853867	1.493186
348	-2750.384	-2915.22	164.8356	0.7155732	1.086094	4.527061	0.05783668	3.1308	0.06807155	0.4151067	1.384238
354	-2747.388	-2913.455	166.0673	0.7629454	1.078747	4.111125	0.03505052	2.470087	0.0689531	0.2800506	1.356368
360	-2761.32	-2926.657	165.337	0.9172541	1.005103	5.298157	0.02266741	2.075754	0.03716612	0.2432129	1.309033
366	-2763.723	-2928.655	164.9319	0.784428	1.005103	5.993967	0.0191313	2.075754	0.06189078	0.2432129	1.15648
372	-2770.526	-2936.765	166.2389	0.4823243	1.067705	4.636815	0.04489296	2.287108	0.06231905	0.2432129	1.15648
378	-2793.287	-2958.208	164.9213	0.9875559	1.027076	5.558671	0.02522728	2.287108	0.05837834	0.2773258	1.134231
384	-2785.056	-2951.127	166.0711	0.7431271	1.027076	4.839804	0.05359088	1.961734	0.05300771	0.3085541	1.204669
390	-2789.995	-2954.232	164.2369	1.007542	0.9918602	6.283487	0.06531107	1.965808	0.03121005	0.2924097	1.35852
396	-2784.924	-2951.105	166.181	1.007542	1.063441	4.411476	0.04585883	2.048067	0.03862339	0.2632074	1.207095
402	-2780.682	-2947.062	166.3796	0.7761858	1.111874	4.42916	0.04834073	2.048067	0.04844904	0.2955186	1.137035
408	-2765.621	-2931.606	165.9859	0.7761858	1.119757	4.661842	0.03606933	2.192988	0.04201146	0.2955186	1.16092
414	-2765.562	-2930.101	164.5388	0.9326871	1.179013	4.950673	0.06247232	0.4044226	0.07631573	3.169836	0.9712075
420	-2787.031	-2954.046	167.0148	0.5790846	1.040352	4.540812	0.0577255	1.379026	0.02826343	0.1948965	1.370969
426	-2768.975	-2936.179	167.2033	0.7957398	1.040352	3.457668	0.0420367	1.671234	0.03266937	0.2270479	1.660049
432	-2762.664	-2928.983	166.3189	1.036643	1.050231	3.860111	0.05660551	1.727503	0.01742078	0.206706	1.799206
438	-2764.605	-2930.558	165.9537	0.8552978	0.9789797	4.115562	0.03814926	1.727503	0.03469979	0.2213628	2.03484
444	-2763.474	-2928.797	165.3234	1.093161	0.995635	4.376339	0.05911274	2.094308	0.04075403	0.2414483	1.833728
450	-2776.724	-2942.267	165.5434	0.7995442	1.106842	4.152779	0.05246798	2.413453	0.06626309	0.2790935	1.700225
456	-2775.702	-2939.83	164.1278	0.7995442	1.216384	4.786911	0.05771752	2.449957	0.04361359	0.2790935	2.142922
462	-2773.13	-2937.453	164.3232	0.9807438	1.237636	4.417106	0.06654144	2.173266	0.02750401	0.3069891	2.291578
468	-2776.887	-2940.168	163.2802	0.9151892	1.196865	4.54085	0.07301288	3.166698	0.09347905	0.3849617	2.215039
474	-2770.816	-2934.908	164.0922	0.6564901	1.09824	4.114923	0.08666038	3.166698	0.05692768	0.3671166	2.215039
480	-2772.004	-2936.045	164.0412	0.7622794	1.068525	4.594347	0.07949077	2.742059	0.06583592	0.4559523	2.109435
486	-2765.058	-2930.983	165.9258	0.9034906	1.067405	3.254639	0.06266286	2.742059	0.04318646	0.3990624	1.712293
492	-2772.737	-2938.1	165.363	0.9447596	1.077194	3.736998	0.06259765	2.772668	0.06111812	0.3990624	1.698887
498	-2772.646	-2937.997	165.3508	0.7527263	1.131812	3.563487	0.05958297	2.772668	0.0510583	0.3450372	1.965173
504	-2782.809	-2948.048	165.2393	0.824671	1.098221	3.20285	0.1034961	2.772668	0.1114723	0.5055775	2.078843
510	-2775.939	-2941.771	165.8315	1.035097	1.017053	3.277965	0.07293958	2.402233	0.08482911	0.3278697	1.952397
516	-2758.231	-2922.736	164.505	0.8589329	1.069799	4.679405	0.06473835	2.918385	0.07930772	0.3651384	1.610152
522	-2759.823	-2925.593	165.7696	0.6960407	1.044569	4.295874	0.05144064	2.918385	0.04930577	0.3651384	1.084232
528	-2760.071	-2923.687	163.6165	0.7954855	1.041044	3.50025	0.08721601	4.752912	0.07100414	0.456134	1.765645
534	-2763.434	-2926.959	163.5252	0.6945025	1.069688	4.695256	0.08784855	4.033508	0.08800125	0.485741	1.502669
540	-2765.791	-2929.019	163.2284	0.8144601	1.037825	5.342102	0.1563947	3.460287	0.04728007	0.5177463	1.562915
546	-2777.194	-2941.425	164.2306	0.5509185	1.037825	4.658113	0.07437173	3.546125	0.05095303	0.4338268	1.55744
