Iteration	Posterior	Likelihood	Prior	gain_loss_ratio	tree_length
0	-1618.848	-1782.672	163.8239	1.42456	5.980225
6	-1631.665	-1796.44	164.7752	1.386425	5.478969
12	-1632.571	-1797.91	165.3387	1.223106	5.255641
18	-1624.852	-1789.379	164.5269	1.212638	5.707938
24	-1626.523	-1790.978	164.4554	1.054299	5.833124
30	-1626.086	-1790.582	164.4953	1.253726	5.703201
36	-1621.62	-1786.32	164.6992	1.240522	5.598463
42	-1618.985	-1783.645	164.6596	1.310468	5.582739
48	-1632.584	-1797.364	164.7793	1.202973	5.574702
54	-1624.827	-1790.052	165.2248	1.292848	5.280916
60	-1624.531	-1789.128	164.5966	1.201185	5.675939
66	-1615.783	-1781.309	165.5257	1.214461	5.156902
72	-1623.311	-1787.731	164.4203	1.33137	5.702951
78	-1627.52	-1792.464	164.9438	1.257015	5.455099
84	-1623.144	-1787.931	164.7874	1.225613	5.558039
90	-1628.98	-1794.092	165.1125	1.49285	5.237328
96	-1627.831	-1792.454	164.6229	1.340044	5.587175
102	-1637.767	-1802.026	164.2589	1.331847	5.791076
108	-1636.674	-1801.146	164.4714	1.115306	5.791076
114	-1639.438	-1803.656	164.2183	1.313965	5.822769
120	-1638.139	-1801.791	163.6521	1.367412	6.103628
126	-1638.723	-1802.996	164.2735	1.408207	5.742949
132	-1628.97	-1794.096	165.1261	1.284863	5.33968
138	-1632.044	-1796.893	164.8486	1.25145	5.510455
144	-1630.915	-1796.676	165.7608	1.182523	5.044015
150	-1640.262	-1806.025	165.7632	1.364364	4.944185
156	-1632.166	-1797.574	165.4088	1.144796	5.25962
162	-1633.773	-1798.93	165.1565	1.105118	5.420543
168	-1621.932	-1786.99	165.0574	1.205208	5.420543
174	-1624.35	-1789.529	165.1791	1.429508	5.233576
180	-1627.498	-1792.062	164.5638	1.422208	5.576407
186	-1629.919	-1794.67	164.7508	1.145195	5.621686
192	-1627.409	-1792.388	164.9795	1.492783	5.310856
198	-1627.87	-1792.538	164.6684	1.387013	5.537389
204	-1617.706	-1782.264	164.5575	1.387013	5.59833
210	-1629.439	-1793.644	164.2047	1.224924	5.877659
216	-1629.415	-1793.475	164.0601	1.234081	5.951765
222	-1618.441	-1783.013	164.5722	1.338318	5.615947
228	-1620.812	-1785.883	165.0711	1.193538	5.419296
234	-1624.196	-1789.239	165.0437	1.310522	5.371349
240	-1623.762	-1788.349	164.5868	1.310522	5.622661
246	-1628.662	-1792.52	163.8581	1.310522	6.021253
252	-1633.073	-1797.2	164.127	1.295707	5.882334
258	-1635.835	-1799.953	164.1185	1.307595	5.880681
264	-1631.81	-1795.338	163.5281	1.270484	6.22213
270	-1631.64	-1796.402	164.7623	1.41119	5.473046
276	-1632.403	-1797.214	164.811	1.360349	5.473046
282	-1628.164	-1791.74	163.5763	1.112483	6.28061
288	-1626.901	-1791.422	164.5206	1.3445	5.641001
294	-1625.023	-1789.625	164.6022	1.167837	5.690926
300	-1630.161	-1794.026	163.8652	1.485515	5.92623
306	-1630.622	-1795.817	165.1954	1.070464	5.418132
312	-1632.074	-1796.396	164.3213	1.365453	5.739169
318	-1630.711	-1795.79	165.0791	1.232567	5.393772
324	-1628.942	-1793.318	164.3752	1.34151	5.722256
330	-1622.304	-1786.679	164.3752	1.34151	5.722256
336	-1620.246	-1784.639	164.393	1.323076	5.722256
342	-1623.345	-1787.023	163.6781	1.214891	6.170193
348	-1629.544	-1793.282	163.7379	1.515716	5.980277
354	-1634.966	-1799.179	164.213	1.15355	5.911606
360	-1624.359	-1788.645	164.2856	1.445518	5.716932
366	-1618.132	-1782.333	164.2003	1.244817	5.86939
372	-1619.502	-1783.737	164.2354	1.130809	5.911709
378	-1611.856	-1776.124	164.2681	1.211936	5.849975
384	-1615.913	-1780.971	165.0575	1.211936	5.416843
390	-1620.954	-1785.341	164.3869	1.255279	5.761738
396	-1630.478	-1794.843	164.3653	1.251985	5.775302
402	-1632.929	-1797.301	164.3718	1.251985	5.77178
408	-1635.73	-1800.88	165.1501	0.9476546	5.510597
414	-1633.918	-1798.811	164.8938	0.9689476	5.639732
420	-1631.674	-1796.559	164.8851	1.393924	5.414512
426	-1622.108	-1786.452	164.3442	1.155355	5.838928
432	-1616.9	-1781.555	164.6549	1.433677	5.520387
438	-1627.984	-1792.632	164.6483	1.157189	5.671402
444	-1622.287	-1786.736	164.4488	1.066089	5.83031
450	-1625.472	-1789.777	164.3049	1.169142	5.852939
456	-1637.292	-1802.158	164.8652	1.172681	5.543916
462	-1631.433	-1796.912	165.4787	1.220086	5.179884
468	-1639.423	-1804.893	165.4706	1.228314	5.179884
474	-1621.474	-1785.672	164.1982	1.16163	5.915301
480	-1630.018	-1794.399	164.3804	1.11153	5.842924
486	-1625.467	-1789.827	164.3606	1.131441	5.842924
492	-1636.582	-1800.268	163.6862	1.293395	6.123997
498	-1630.917	-1795.045	164.1282	1.259317	5.901075
504	-1642.321	-1807.558	165.2376	1.360518	5.237668
510	-1638.231	-1802.92	164.689	1.576325	5.428161
516	-1620.575	-1785.58	165.0057	1.243704	5.428161
522	-1633.707	-1798.382	164.6745	1.335696	5.561141
528	-1623.204	-1788.265	165.0612	1.309982	5.362014
534	-1638.956	-1803.453	164.4976	1.309982	5.671893
540	-1630.874	-1795.662	164.7881	1.266024	5.535911
546	-1628.063	-1792.394	164.3312	1.175781	5.834963
552	-1635.811	-1800.024	164.2128	1.183856	5.895318
558	-1628.942	-1793.418	164.476	1.160209	5.764176
564	-1631.377	-1795.999	164.6226	1.228676	5.646847
570	-1627.079	-1791.233	164.1534	1.07537	5.986606
576	-1625.677	-1789.706	164.0286	1.201175	5.986606
582	-1625.147	-1790.124	164.9767	1.327826	5.399064
588	-1629.027	-1793.763	164.7357	1.271185	5.561902
594	-1637.547	-1802.24	164.6926	1.545118	5.442096
600	-1631.865	-1797.046	165.1805	1.271185	5.317031
606	-1637.955	-1802.424	164.4693	1.271185	5.708093
612	-1643.067	-1808.293	165.2255	1.333095	5.258977
618	-1645.082	-1809.74	164.6586	1.21118	5.63651
624	-1634.336	-1798.308	163.9714	1.209272	6.013421
630	-1627.555	-1792.975	165.4199	1.186082	5.230914
636	-1628.711	-1793.796	165.0857	1.167803	5.425272
